,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,male-female
26,1.6311301,1.6483462,"('hardhearted', 'benevolent')",1.1777377,1.098264,1.404434,1.3733051,0.0311289
75,-1.4608591,-1.6303136,"('meek', 'impulsive')",-1.3551352,-1.27702,-1.4079971,-1.4536668,0.0456697
39,1.4192563,1.6319933,"('exploitative', 'cooperative')",0.31708387,0.24110517,0.8681701,0.9365492,-0.0683791
73,1.3215901,1.386562,"('helpless', 'self-reliant')",-3.5655348,-3.7357872,-1.1219723,-1.1746125,0.0526402
10,-1.2292918,-1.068728,"('unsympathetic', 'sympathetic')",0.5015807,0.40917563,-0.3638555,-0.3297762,-0.0340793
82,-1.1546047,-1.1540096,"('poor', 'rich')",5.6808076,6.1562467,2.2631016,2.5011187,-0.2380171
12,1.1086545,1.2958177,"('unsupportive', 'supportive')",-0.9582307,-1.1691036,0.0752119,0.0633571,0.0118548
17,-1.0721114,-1.0622017,"('nasty', 'nice')",-0.8337167,-0.8651439,-0.952914,-0.9636728,0.0107588
30,1.0648791,1.2511034,"('intolerant', 'tolerant')",1.8138498,1.75128,1.4393644,1.5011916,-0.0618272
33,1.0585861,0.8479953,"('wrong', 'right')",-0.02778168,-0.12819734,0.5154022,0.359899,0.1555032
80,-1.0289614,-0.8634853,"('dominated', 'dominating')",0.16436613,0.14293842,-0.4322976,-0.3602734,-0.0720242
50,-0.9445541,-0.84480625,"('clumsy', 'skillful')",-0.57214135,-0.39678302,-0.7583477,-0.6207947,-0.137553
78,-0.94300556,-0.9035238,"('nonresilient', 'resilient')",-0.24079356,-0.35682863,-0.5918996,-0.6301762,0.0382766
35,-0.9365779,-1.1226064,"('corrupt', 'incorrupt')",-1.5817753,-1.4562505,-1.2591766,-1.2894285,0.0302519
19,-0.927216,-0.7423173,"('inhospitable', 'hospitable')",-0.7108744,-0.6068929,-0.8190452,-0.6746051,-0.1444401
40,0.9013856,0.8672612,"('stingy', 'generous')",-1.861413,-2.0950963,-0.4800137,-0.6139176,0.1339039
16,-0.89546835,-1.1378461,"('unpopular', 'popular')",-0.50341547,-0.47977245,-0.6994419,-0.8088093,0.1093674
23,0.86146414,0.9802821,"('insincere', 'sincere')",6.273879,6.7426763,3.5676715,3.8614793,-0.2938078
54,-0.83419466,-0.60450536,"('incapable', 'capable')",0.5827003,0.88471454,-0.1257472,0.1401046,-0.2658518
84,0.8255914,0.8961814,"('inferior', 'superior')",0.24730006,0.31619033,0.5364457,0.6061859,-0.0697402
14,0.8200386,1.1265719,"('antisocial', 'social')",0.5047027,0.36094096,0.6623707,0.7437564,-0.0813857
66,-0.79744923,-1.1364635,"('inactive', 'active')",-1.1608672,-1.1263932,-0.9791582,-1.1314284,0.1522702
76,-0.7834703,-0.47311473,"('anxious', 'daring')",-0.058430776,0.10318825,-0.4209505,-0.1849632,-0.2359873
41,0.781158,1.0171801,"('unforgiving', 'forgiving')",0.35579023,0.26387966,0.5684741,0.6405299,-0.0720558
31,-0.76046115,-0.7850603,"('evil', 'good')",-1.9795943,-1.8797647,-1.3700278,-1.3324125,-0.0376153
38,0.7593617,0.685899,"('untruthful', 'truthful')",0.9970947,0.866464,0.8782282,0.7761815,0.1020467
45,-0.7329496,-0.48193336,"('incompetent', 'competent')",0.38973832,0.37776896,-0.1716056,-0.0520822,-0.1195234
56,0.7151451,1.2133781,"('impractical', 'practical')",0.8538748,0.92483765,0.78451,1.0691079,-0.2845979
64,-0.6971681,-0.26917255,"('shy', 'confident')",-5.469739,-5.9357758,-3.0834537,-3.1024742,0.0190205
21,0.68704134,0.9890062,"('immoral', 'moral')",0.5849863,0.5402947,0.6360139,0.7646505,-0.1286366
