,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-1.6307487,-1.2762702,"('unimaginative', 'imaginative')",-2.6186655,-2.2146277,-2.1247072,-1.7454489,-0.3792583
10,-1.5392435,-1.1844648,"('unsympathetic', 'sympathetic')",-0.66117054,-0.42511034,-1.100207,-0.8047876,-0.2954194
22,-1.3973281,-1.2141161,"('untrustworthy', 'trustworthy')",-1.1673471,-1.1527284,-1.2823377,-1.1834223,-0.0989154
0,-1.1875641,-1.036378,"('unsociable', 'sociable')",-0.3757862,-0.37368825,-0.7816752,-0.7050331,-0.0766421
51,-1.1491432,-1.2271959,"('uneducated', 'educated')",0.5268167,0.25903493,-0.3111632,-0.4840805,0.1729173
86,-1.0836793,-1.0455816,"('uninfluential', 'influential')",0.005285807,-0.06695306,-0.5391967,-0.5562673,0.0170706
18,-1.0550929,-1.2988656,"('disagreeable', 'welcoming')",-0.45618963,-0.5564974,-0.7556413,-0.9276814,0.1720401
68,-1.033442,-1.0158018,"('dependent', 'independent')",-0.26496837,-0.29452384,-0.6492052,-0.6551628,0.0059576
53,-1.0198265,-0.8537354,"('uncreative', 'creative')",0.8285347,0.9952486,-0.0956459,0.0707566,-0.1664025
13,-0.93434674,-0.768056,"('impolite', 'polite')",-0.8856563,-0.8707632,-0.9100015,-0.8194096,-0.0905919
45,-0.8705278,-0.6096853,"('incompetent', 'competent')",-0.23258683,-0.17793682,-0.5515573,-0.393811,-0.1577463
63,-0.853994,-0.76672834,"('unperceptive', 'insightful')",0.972411,0.94812256,0.0592085,0.0906971,-0.0314886
72,-0.8324186,-0.7944971,"('unambitious', 'ambitious')",-0.67689556,-0.76104724,-0.7546571,-0.7777722,0.0231151
20,-0.8276732,-0.7718499,"('rough', 'thoughtful')",1.2970632,1.4149503,0.234695,0.3215502,-0.0868552
73,0.81026226,0.739616,"('helpless', 'self-reliant')",-2.9224806,-2.853704,-1.0561092,-1.057044,0.0009348
38,-0.77446455,-0.7000999,"('untruthful', 'truthful')",-0.27548528,-0.3602019,-0.5249749,-0.5301509,0.005176
87,0.75679475,0.9142154,"('unsuccessful', 'successful')",0.89293724,1.0312492,0.824866,0.9727323,-0.1478663
70,-0.72839135,-0.52564377,"('lethargic', 'energetic')",0.46596944,0.5231675,-0.131211,-0.0012381,-0.1299729
59,0.7220245,0.587522,"('foolish', 'wise')",0.4603707,0.5385917,0.5911976,0.5630568,0.0281408
55,-0.7170971,-0.5708237,"('incompetent', 'clever')",0.023982689,-0.07903387,-0.3465572,-0.3249288,-0.0216284
71,0.70671964,0.79261863,"('diffident', 'self-confident')",0.83568347,0.9033402,0.7712016,0.8479794,-0.0767778
85,0.6822636,0.50574756,"('insignificant', 'prestigious')",1.0269302,1.1957945,0.8545969,0.850771,0.0038259
14,-0.6731484,-0.40248483,"('antisocial', 'social')",-0.72756237,-0.65405244,-0.7003554,-0.5282686,-0.1720868
75,0.6618446,0.535932,"('meek', 'impulsive')",-0.23973718,-0.30298084,0.2110537,0.1164756,0.0945781
58,-0.63695514,-0.47053927,"('undiscriminating', 'discriminating')",0.26231894,0.3675116,-0.1873181,-0.0515138,-0.1358043
77,-0.63565576,-0.7957922,"('unmotivated', 'motivated')",-1.1421437,-1.2397263,-0.8888997,-1.0177593,0.1288596
42,-0.634964,-0.5119965,"('unreliable', 'reliable')",-3.332137,-3.2608204,-1.9835505,-1.8864084,-0.0971421
69,0.6238298,0.4528912,"('lazy', 'industrious')",-0.48917967,-0.39768437,0.0673251,0.0276034,0.0397217
74,-0.62258035,-0.6364416,"('undedicated', 'dedicated')",0.30163273,0.19322787,-0.1604738,-0.2216069,0.0611331
35,0.58575845,0.49474266,"('corrupt', 'incorrupt')",0.29649732,0.33683223,0.4411279,0.4157875,0.0253404
41,-0.53784215,-0.48338485,"('unforgiving', 'forgiving')",-0.09791555,-0.10594496,-0.3178788,-0.2946649,-0.0232139
28,-0.5281974,-0.4362547,"('disloyal', 'loyal')",0.91789746,0.881055,0.19485,0.2224001,-0.0275501
52,0.5237713,0.36310983,"('irrational', 'rational')",0.37914497,0.3727179,0.4514581,0.3679138,0.0835443
21,-0.51445067,-0.4454393,"('immoral', 'moral')",-0.8683939,-0.9593359,-0.6914223,-0.7023876,0.0109653
3,-0.5118987,-0.39720896,"('repellent', 'pleasant')",0.12614635,0.027855027,-0.1928762,-0.184677,-0.0081992
39,0.50035775,0.7607039,"('exploitative', 'cooperative')",0.005250586,0.08998723,0.2528042,0.4253456,-0.1725414
88,-0.49695438,-0.4672361,"('low', 'eminent')",0.16175167,0.22019412,-0.1676013,-0.123521,-0.0440803
80,-0.49204275,-0.22467014,"('dominated', 'dominating')",-1.5554547,-1.6018057,-1.0237488,-0.9132379,-0.1105109
7,-0.46782255,-0.26403674,"('insensitive', 'sensitive')",0.816965,0.9056462,0.1745712,0.3208047,-0.1462335
23,-0.4671882,-0.42751592,"('insincere', 'sincere')",5.5582714,5.371881,2.5455415,2.4721825,0.073359
65,-0.46141154,-0.23495692,"('insecure', 'secure')",-0.83238906,-0.72879994,-0.6469003,-0.4818784,-0.1650219
56,-0.4386779,-0.21593472,"('impractical', 'practical')",-0.29276034,-0.32380337,-0.3657191,-0.269869,-0.0958501
9,0.43387643,0.55795777,"('unaffectionate', 'caring')",1.0944685,1.2385981,0.7641724,0.8982779,-0.1341055
67,0.42311007,0.25057942,"('doubtful', 'determined')",-0.466288,-0.67382985,-0.021589,-0.2116252,0.1900362
25,0.42163697,0.29807442,"('egoistic', 'altruistic')",1.7437464,1.6914421,1.0826917,0.9947582,0.0879335
46,-0.40972874,-0.27315947,"('uncompetitive', 'competitive')",-0.73019975,-0.5900377,-0.5699642,-0.4315986,-0.1383656
15,0.3885606,0.5448203,"('boring', 'funny')",0.5544571,0.6193073,0.4715089,0.5820638,-0.1105549
27,0.38551113,0.36270526,"('hardhearted', 'softhearted')",1.5006084,1.6225668,0.9430598,0.992636,-0.0495762
31,-0.38359252,-0.42459393,"('evil', 'good')",-0.5318257,-0.46047541,-0.4577091,-0.4425347,-0.0151744
2,0.37819597,0.30789825,"('unlikable', 'likable')",0.31469393,0.253415,0.346445,0.2806566,0.0657884
32,-0.3736278,-0.33988684,"('unkind', 'kind')",0.5035063,0.5546355,0.0649392,0.1073743,-0.0424351
11,-0.36223447,-0.21409033,"('unhelpful', 'helpful')",1.165501,1.2558801,0.4016333,0.5208949,-0.1192616
43,-0.35825813,-0.029675797,"('irresponsible', 'responsible')",0.43070188,0.58392286,0.0362219,0.2771235,-0.2409016
33,0.3354225,0.27633858,"('wrong', 'right')",-0.4794923,-0.31038678,-0.0720349,-0.0170241,-0.0550108
12,-0.3134016,-0.21848151,"('unsupportive', 'supportive')",-1.7586538,-1.6492786,-1.0360277,-0.9338801,-0.1021476
61,-0.3122612,-0.041154295,"('illogical', 'logical')",0.2809262,0.41565722,-0.0156675,0.1872515,-0.202919
50,0.29934797,0.16659778,"('clumsy', 'skillful')",0.2994323,0.27632686,0.2993901,0.2214623,0.0779278
36,0.2945308,0.17298919,"('hostile', 'amicable')",0.6412537,0.76114947,0.4678923,0.4670693,0.000823
19,-0.29122368,-0.437382,"('inhospitable', 'hospitable')",0.2142279,0.19443534,-0.0384979,-0.1214733,0.0829754
76,-0.29113913,-0.07317941,"('anxious', 'daring')",0.012722924,-0.06308867,-0.1392081,-0.068134,-0.0710741
78,-0.28258115,-0.35816494,"('nonresilient', 'resilient')",0.4077072,0.4469127,0.062563,0.0443739,0.0181891
44,0.28086188,0.3285682,"('prejudiced', 'unprejudiced')",-1.4636716,-1.4450548,-0.5914049,-0.5582433,-0.0331616
26,0.27881387,0.36184233,"('hardhearted', 'benevolent')",1.6924629,2.039634,0.9856384,1.2007382,-0.2150998
8,0.27487147,0.23284334,"('unaffectionate', 'affectionate')",0.95775956,1.043939,0.6163155,0.6383911,-0.0220756
47,-0.26818287,-0.21419874,"('stupid', 'smart')",5.075278,4.9044547,2.4035475,2.3451281,0.0584194
29,-0.2406455,-0.150076,"('unfair', 'fair')",-0.24610797,-0.22494489,-0.2433767,-0.1875104,-0.0558663
82,-0.2385338,-0.52606344,"('poor', 'rich')",6.027441,5.749961,2.8944535,2.6119487,0.2825048
79,-0.23657824,-0.32697675,"('wavering', 'unwavering')",0.08888434,0.05526314,-0.073847,-0.1358568,0.0620098
83,0.2310576,0.22888848,"('powerless', 'powerful')",-0.99616975,-1.0480402,-0.3825561,-0.4095758,0.0270197
34,0.21874733,0.027549416,"('mean', 'honorable')",5.9374156,5.6717963,3.0780814,2.8496728,0.2284086
60,-0.21190538,-0.121852525,"('inefficient', 'efficient')",-0.18367471,-0.2774154,-0.19779,-0.199634,0.001844
66,0.20272838,0.36153004,"('inactive', 'active')",0.83308613,1.0359731,0.5179073,0.6987516,-0.1808443
54,0.1922924,0.04002185,"('incapable', 'capable')",1.0703138,1.0948752,0.6313031,0.5674486,0.0638545
30,-0.17505881,-0.14076756,"('intolerant', 'tolerant')",0.6618098,0.70885503,0.2433755,0.2840437,-0.0406682
62,-0.169797,0.040624008,"('incompetent', 'brilliant')",-0.079550505,-0.15298508,-0.1246738,-0.0561805,-0.0684933
81,-0.16740221,0.022819728,"('submissive', 'aggressive')",-1.0798184,-1.1863155,-0.6236103,-0.5817479,-0.0418624
64,-0.1519042,0.056103587,"('shy', 'confident')",-6.9438314,-6.8349495,-3.5478678,-3.3894229,-0.1584449
5,0.14429341,-0.013001472,"('distant', 'outgoing')",-0.17637512,-0.21430057,-0.0160409,-0.113651,0.0976101
49,-0.14147821,-0.11061044,"('unable', 'able')",-0.45210493,-0.46922773,-0.2967916,-0.2899191,-0.0068725
17,-0.12473333,0.082427636,"('nasty', 'nice')",-0.5850926,-0.38071588,-0.354913,-0.1491441,-0.2057689
