,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,male-female
3,-2.2544641,-2.284912,"('repellent', 'pleasant')",0.5566337,0.557544,-0.8489152,-0.8636841,0.0147689
10,-1.8339725,-1.916473,"('unsympathetic', 'sympathetic')",-0.21337095,-0.06409367,-1.0236717,-0.9902834,-0.0333883
14,-1.6795516,-1.6021336,"('antisocial', 'social')",-0.2798103,-0.32657695,-0.979681,-0.9643553,-0.0153257
85,1.6584456,1.3313318,"('insignificant', 'prestigious')",-0.120406136,-0.44649655,0.7690197,0.4424177,0.326602
69,1.6407424,1.5195055,"('lazy', 'industrious')",-0.8875541,-1.2709152,0.3765942,0.1242952,0.252299
70,-1.5575757,-1.4440969,"('lethargic', 'energetic')",0.30527836,0.49974278,-0.6261487,-0.4721771,-0.1539716
22,-1.5366852,-1.5160267,"('untrustworthy', 'trustworthy')",-0.93694466,-0.93910205,-1.236815,-1.2275643,-0.0092507
46,-1.4885184,-1.5410007,"('uncompetitive', 'competitive')",-0.9972528,-0.89397,-1.2428856,-1.2174854,-0.0254002
57,-1.4737028,-1.6694467,"('unimaginative', 'imaginative')",-3.5491982,-3.5679588,-2.5114505,-2.6187029,0.1072524
65,-1.4516314,-1.3356607,"('insecure', 'secure')",-0.034339648,0.18255158,-0.7429855,-0.5765545,-0.166431
13,-1.4263828,-1.2804768,"('impolite', 'polite')",-0.51531714,-0.32543945,-0.97085,-0.8029581,-0.1678919
30,-1.3168246,-1.229182,"('intolerant', 'tolerant')",0.19134754,0.51480186,-0.5627385,-0.3571901,-0.2055484
45,-1.3062999,-1.3397751,"('incompetent', 'competent')",-0.4237271,-0.42869645,-0.8650135,-0.8842357,0.0192222
7,-1.2291,-1.3024497,"('insensitive', 'sensitive')",0.070374705,0.10692729,-0.5793626,-0.5977612,0.0183986
60,-1.1133562,-0.8482314,"('inefficient', 'efficient')",-0.22576196,0.41156995,-0.6695591,-0.2183307,-0.4512284
0,-1.1035949,-1.2006583,"('unsociable', 'sociable')",-0.38752407,-0.3085034,-0.7455595,-0.7545809,0.0090214
86,-1.0320334,-1.3705834,"('uninfluential', 'influential')",-0.6013988,-0.5194452,-0.8167161,-0.9450143,0.1282982
84,0.99660826,0.9303977,"('inferior', 'superior')",0.619757,0.6012176,0.8081826,0.7658076,0.042375
53,-0.9708996,-1.0677419,"('uncreative', 'creative')",0.27967203,0.29630232,-0.3456138,-0.3857198,0.040106
28,-0.95742595,-1.1130503,"('disloyal', 'loyal')",0.8336186,0.8050365,-0.0619037,-0.1540069,0.0921032
58,-0.94802177,-1.0925015,"('undiscriminating', 'discriminating')",0.04378372,-0.17313221,-0.452119,-0.6328169,0.1806979
77,-0.9454271,-0.9513335,"('unmotivated', 'motivated')",-1.460962,-1.2819077,-1.2031946,-1.1166205,-0.0865741
55,-0.9323832,-0.8887073,"('incompetent', 'clever')",0.20069024,0.4210166,-0.3658465,-0.2338453,-0.1320012
81,-0.89347774,-0.63639337,"('submissive', 'aggressive')",-0.9383154,-0.43640554,-0.9158965,-0.5363995,-0.379497
23,-0.87660575,-0.9167332,"('insincere', 'sincere')",6.133496,6.3263435,2.6284451,2.7048051,-0.07636
76,-0.8564888,-0.59334016,"('anxious', 'daring')",-0.09709193,0.19991753,-0.4767904,-0.1967113,-0.2800791
35,0.8541466,0.6018608,"('corrupt', 'incorrupt')",-0.3868236,-0.7204232,0.2336615,-0.0592812,0.2929427
18,-0.8530778,-0.8892913,"('disagreeable', 'welcoming')",-0.7366369,-0.8486977,-0.7948574,-0.8689945,0.0741371
59,0.82406867,0.6717769,"('foolish', 'wise')",-0.23803577,-0.38773254,0.2930164,0.1420222,0.1509942
21,-0.8234654,-0.6953472,"('immoral', 'moral')",-1.0185188,-0.7837583,-0.9209921,-0.7395527,-0.1814394
19,-0.8217533,-0.8334075,"('inhospitable', 'hospitable')",-0.6651091,-0.5981389,-0.7434312,-0.7157732,-0.027658
33,0.81619203,0.60081387,"('wrong', 'right')",-0.6727731,-0.83987945,0.0717095,-0.1195328,0.1912423
51,-0.79557663,-0.4954686,"('uneducated', 'educated')",0.022509335,0.28865173,-0.3865336,-0.1034084,-0.2831252
11,-0.7719939,-0.71121854,"('unhelpful', 'helpful')",1.4290934,1.6727804,0.3285497,0.4807809,-0.1522312
24,-0.72737926,-0.97085994,"('dishonest', 'honest')",0.8113889,0.8607349,0.0420048,-0.0550625,0.0970673
63,-0.7121994,-0.6291726,"('unperceptive', 'insightful')",-0.3623016,-0.15711099,-0.5372505,-0.3931418,-0.1441087
82,-0.7074261,-0.54992664,"('poor', 'rich')",6.2755713,6.475366,2.7840726,2.9627197,-0.1786471
79,0.7026201,0.6559231,"('wavering', 'unwavering')",-0.55938804,-0.57976764,0.071616,0.0380777,0.0335383
43,-0.68889654,-0.89280045,"('irresponsible', 'responsible')",0.22097002,0.43208236,-0.2339633,-0.230359,-0.0036043
12,-0.68239975,-0.59576225,"('unsupportive', 'supportive')",-2.3276649,-2.2365477,-1.5050323,-1.416155,-0.0888773
