,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
67,1.8765062,1.9488826,"('doubtful', 'determined')",0.67188454,0.78224,0.6677893,0.7724235,-0.51407856,-0.12121909,0.6755254,0.8455817,-0.1700563
39,1.6990386,1.4166944,"('exploitative', 'cooperative')",0.6976769,0.62324905,0.5005302,0.38946494,0.45841402,0.17481364,0.838915,0.6510555,0.1878595
49,-1.4967122,-1.6350596,"('unable', 'able')",-0.368935,-0.31866765,-0.90631926,-0.8346572,-0.65105665,-0.36854076,-0.8557558,-0.7892313,-0.0665245
82,-1.4220511,-1.1460898,"('poor', 'rich')",-0.34273037,-0.2823112,0.4852003,0.35273942,4.9410477,5.7615733,0.9153666,1.1714779,-0.2561113
75,-1.3829238,-1.2461412,"('meek', 'impulsive')",-1.9972711,-2.1281612,0.47758767,0.5945096,-1.2559081,-0.9059609,-1.0396289,-0.9214385,-0.1181904
71,1.3779231,1.1768779,"('diffident', 'self-confident')",0.49435702,0.41543737,-0.42828515,-0.07519696,0.41845238,0.59886366,0.4656118,0.5289955,-0.0633837
16,-1.3755417,-1.2035705,"('unpopular', 'popular')",-1.4314827,-1.3296106,0.3159993,0.37547863,0.0020858347,0.1575921,-0.6222348,-0.5000276,-0.1222072
84,1.2679133,1.2159585,"('inferior', 'superior')",0.31936848,0.45107645,0.42898333,0.40684554,0.81292516,0.6421538,0.7072976,0.6790085,0.0282891
4,-1.190815,-1.4577689,"('disliked', 'liked')",-1.6597229,-1.6589046,-0.18953896,-0.07281694,-4.864756,-6.716013,-1.9762082,-2.4763758,0.5001676
34,-1.0975984,-0.8862254,"('mean', 'honorable')",-0.27581492,-0.1999997,-0.20625253,-0.08907931,4.2091236,5.2599015,0.6573644,1.0211493,-0.3637849
33,1.0886779,1.0009629,"('wrong', 'right')",0.28518796,0.20468184,0.8084677,0.836571,0.28544933,0.25479448,0.6169457,0.5742526,0.0426931
56,0.92502576,0.85618293,"('impractical', 'practical')",2.4032183,2.6623452,-0.4876044,-0.43988192,-0.09309466,-0.09131357,0.6868863,0.7468331,-0.0599468
62,-0.8803628,-0.81408083,"('incompetent', 'brilliant')",0.7260543,0.8887632,-0.972118,-0.9161612,-0.33182734,-0.103251345,-0.3645635,-0.2361825,-0.128381
73,0.8771555,1.0238918,"('helpless', 'self-reliant')",-0.59638894,-0.53100616,0.14987318,0.15565404,-2.7855585,-3.1159585,-0.5887297,-0.6168547,0.028125
54,-0.877129,-0.50693786,"('incapable', 'capable')",-0.805532,-0.575963,-0.20810646,0.13738152,0.5767209,1.1605808,-0.3285117,0.0537654,-0.3822771
74,0.85863525,0.90017194,"('undedicated', 'dedicated')",0.5724598,0.7730059,-0.38907143,-0.13037972,0.35657433,-0.027957287,0.3496495,0.3787102,-0.0290607
57,-0.8135948,-1.186422,"('unimaginative', 'imaginative')",-0.34833205,-0.25346324,-0.8771014,-0.99988,-1.9903108,-2.979975,-1.0073347,-1.3549351,0.3476004
68,-0.79291606,-0.71554226,"('dependent', 'independent')",-0.23423335,-0.0029558167,-0.87064546,-0.7441024,-0.9843135,-1.141145,-0.7205271,-0.6509364,-0.0695907
59,0.7846925,1.2431729,"('foolish', 'wise')",-1.4053206,-1.3752998,0.83135295,0.9627473,0.33386517,0.43208736,0.1361475,0.3156769,-0.1795294
45,-0.74803066,-1.1123767,"('incompetent', 'competent')",0.81101567,0.932968,-0.6644076,-0.8629161,0.3142013,-0.1231534,-0.0718053,-0.2913696,0.2195643
86,-0.7296584,-1.003561,"('uninfluential', 'influential')",0.5063161,0.5524941,-1.9301398,-1.9227455,-0.14647749,-0.5791123,-0.5749899,-0.7382312,0.1632413
83,-0.6986931,-0.6615124,"('powerless', 'powerful')",0.90149325,1.1222328,-0.93321437,-0.9386706,-0.8711682,-0.69859475,-0.4003956,-0.2941362,-0.1062594
87,0.6935438,0.48137936,"('unsuccessful', 'successful')",0.95849586,1.0711706,1.159413,1.1052186,1.3808329,1.1598632,1.0480714,0.954408,0.0936634
66,-0.69208175,-0.6298828,"('inactive', 'active')",-0.5021252,-0.25559923,1.7502998,1.723484,1.2660955,1.1590838,0.4555471,0.4992715,-0.0437244
78,-0.68966675,-0.292418,"('nonresilient', 'resilient')",1.1200658,1.5810863,-0.8274612,-0.37686634,0.49190274,0.41845897,0.0237102,0.3325652,-0.308855
18,-0.6332352,-0.58345217,"('disagreeable', 'welcoming')",-1.2433116,-1.1566372,-0.69439924,-0.37703896,-0.88903975,-0.86140764,-0.8649965,-0.744634,-0.1203625
65,0.60746443,0.36730728,"('insecure', 'secure')",1.6262269,1.7521557,-0.5551225,-0.80655533,-0.2154296,-0.3659819,0.3657848,0.2367314,0.1290534
81,-0.5925942,-0.8250896,"('submissive', 'aggressive')",0.91747487,1.202557,-0.460324,-0.46111962,-1.3383195,-1.0991468,-0.3684407,-0.2956998,-0.0727409
12,0.58448434,0.6249873,"('unsupportive', 'supportive')",1.0088098,1.3011546,-1.8501024,-1.4544437,-1.612496,-1.8823358,-0.4673261,-0.3526594,-0.1146667
72,-0.5502733,-0.5076306,"('unambitious', 'ambitious')",0.093078285,0.27374962,-1.0346404,-1.1207865,0.60147756,0.29177645,-0.2225895,-0.2657228,0.0431333
31,-0.54442173,-0.46190345,"('evil', 'good')",-1.6779487,-1.9207779,-0.16186261,-0.0045860186,-0.0019431021,-0.301672,-0.596544,-0.6722348,0.0756908
69,0.5387382,0.826701,"('lazy', 'industrious')",-0.43907994,-0.38940233,2.0148335,1.9395375,0.32015473,-0.017729405,0.6086616,0.5897767,0.0188849
20,-0.53720844,-0.45723507,"('rough', 'thoughtful')",-0.1026291,0.104254805,-0.33850855,-0.4805578,1.1435827,0.9905625,0.0413091,0.0392561,0.002053
19,-0.5358593,-0.6953067,"('inhospitable', 'hospitable')",-1.6882097,-1.7745367,-0.6094958,-0.54200995,-0.43192184,-0.46296293,-0.8163717,-0.868704,0.0523323
51,-0.50721693,-0.4802128,"('uneducated', 'educated')",0.45131505,0.6968913,-0.6611196,-0.6448378,0.15669338,-0.003823638,-0.140082,-0.1079957,-0.0320863
36,-0.42512625,-0.5531234,"('hostile', 'amicable')",-2.1414955,-2.7687726,0.6406205,0.27874383,1.4097941,0.95990294,-0.1290518,-0.5208123,0.3917605
58,-0.41681165,-0.7518505,"('undiscriminating', 'discriminating')",0.99036396,0.97346586,-0.6702184,-0.92816544,0.58633405,0.08340247,0.122417,-0.1557869,0.2782039
64,0.41204384,0.2444455,"('shy', 'confident')",0.8104696,1.0744053,-0.4918417,-0.5887855,-5.4528604,-6.5972185,-1.1805471,-1.4667883,0.2862412
22,-0.37989265,-0.512549,"('untrustworthy', 'trustworthy')",-0.27543342,-0.11701392,-1.1106662,-1.1861049,-1.2372246,-1.6169578,-0.7508042,-0.8581564,0.1073522
6,-0.37740108,-0.044994503,"('distant', 'open')",-2.0804298,-2.1347213,-0.028334234,0.12544607,0.37839213,0.41554624,-0.5269432,-0.4096809,-0.1172623
2,0.37403303,0.6291662,"('unlikable', 'likable')",0.42999378,0.6742096,0.5340702,0.65999204,0.27825475,0.41908708,0.404088,0.5956137,-0.1915257
38,-0.3424909,-0.26012823,"('untruthful', 'truthful')",-0.05245005,-0.10612935,-1.2122818,-1.0998377,-0.07796877,-0.09969309,-0.4212979,-0.3914471,-0.0298508
70,-0.33988142,-0.34913886,"('lethargic', 'energetic')",0.42527542,0.72165805,-0.79015064,-0.61207485,-0.49819472,-0.3931104,-0.3007378,-0.1581665,-0.1425713
24,0.32131174,-0.091921985,"('dishonest', 'honest')",-0.3888517,-0.5426416,-0.90577245,-1.1085136,0.40369684,0.20287079,-0.1424039,-0.3850516,0.2426477
3,-0.3075624,-0.26071706,"('repellent', 'pleasant')",-0.12660447,-0.18988834,-0.319539,-0.42254853,-0.06841625,-0.026805151,-0.2055305,-0.2249898,0.0194593
85,0.30701965,0.30808038,"('insignificant', 'prestigious')",-2.4905741,-2.6691535,-0.40070236,-0.15485671,0.7184926,0.70596814,-0.466441,-0.4524904,-0.0139506
7,0.29384398,0.29266077,"('insensitive', 'sensitive')",1.130635,1.3310343,-0.5272084,-0.63790643,0.37976342,0.27134094,0.3192585,0.3142824,0.0049761
10,-0.2894671,-0.7154747,"('unsympathetic', 'sympathetic')",0.7651626,1.020557,-2.2291458,-2.2525692,-0.93031156,-0.9272068,-0.6709405,-0.7186734,0.0477329
61,0.28479463,0.035579395,"('illogical', 'logical')",0.82072085,0.6137286,-0.25533813,-0.46634778,0.67119825,0.3960646,0.3803439,0.1447562,0.2355877
28,-0.28190413,-0.7035964,"('disloyal', 'loyal')",-0.20499094,-0.5289703,-1.197405,-1.6679118,0.96804273,0.7194165,-0.1790643,-0.5452654,0.3662011
60,0.27625695,0.18913877,"('inefficient', 'efficient')",2.4732816,2.7541974,-1.2255574,-1.3308288,-0.67080677,-0.582,0.2132936,0.2576268,-0.0443332
88,-0.26565045,-0.4389274,"('low', 'eminent')",-0.70591205,-0.84862417,-1.0200192,-1.1881236,0.07369452,0.00026731845,-0.4794718,-0.618852,0.1393802
77,-0.26105642,-0.005015323,"('unmotivated', 'motivated')",0.25903255,0.6419022,-1.0476757,-0.8689396,-1.4915051,-1.3970779,-0.6353012,-0.4072827,-0.2280185
