,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
54,1.0826114,1.0586302,"('incapable', 'capable')",0.9705879,1.0383,1.4843081,1.5711834,1.1791692,1.2227046,-0.0435354
25,-1.0427561,-0.5825941,"('egoistic', 'altruistic')",0.76232433,0.8421721,1.5702735,1.7686845,0.4299473,0.6760875,-0.2461402
71,0.99465334,0.89632887,"('diffident', 'self-confident')",0.7234913,0.6343722,0.39579266,0.5058289,0.7046458,0.6788433,0.0258025
72,0.9925607,1.218669,"('unambitious', 'ambitious')",-0.9467145,-0.90462697,-0.44218376,-0.4208969,-0.1321125,-0.0356183,-0.0964942
43,0.9657964,0.8841864,"('irresponsible', 'responsible')",-1.0386649,-1.0766265,0.83852524,0.58063406,0.2552189,0.129398,0.1258209
79,0.9618406,1.0221579,"('wavering', 'unwavering')",0.5305112,0.48068696,-0.06432113,0.16032536,0.4760102,0.5543901,-0.0783799
24,0.9295224,1.3302376,"('dishonest', 'honest')",-1.5319903,-1.3194541,1.1582749,1.3343682,0.185269,0.4483839,-0.2631149
83,0.9000906,0.7873846,"('powerless', 'powerful')",0.66292083,0.6085783,-0.914998,-0.8105284,0.2160045,0.1951449,0.0208596
52,-0.865958,-0.6907092,"('irrational', 'rational')",-0.20916125,-0.34592262,-0.25498378,-0.10995561,-0.4433677,-0.3821958,-0.0611719
7,0.82298785,0.9495084,"('insensitive', 'sensitive')",-0.077966124,0.1716173,1.3079818,1.2487602,0.6843345,0.789962,-0.1056275
62,0.822753,0.74358296,"('incompetent', 'brilliant')",-0.024677074,0.035863735,0.70378965,0.66945857,0.5006219,0.4829684,0.0176535
57,-0.8148779,-0.6879236,"('unimaginative', 'imaginative')",-0.22597405,-0.07360128,-2.8268857,-2.9025745,-1.2892459,-1.2213665,-0.0678794
77,-0.80985117,-0.35722014,"('unmotivated', 'motivated')",0.6955823,0.76909536,-1.4643703,-1.4393356,-0.526213,-0.3424868,-0.1837262
3,-0.78335,-0.53019005,"('repellent', 'pleasant')",-0.21424642,-0.064072646,0.607715,0.37694964,-0.1299605,-0.0724377,-0.0575228
18,-0.7766711,-0.23705332,"('disagreeable', 'welcoming')",-0.44872785,-0.23761728,-0.26885033,-0.21888131,-0.4980831,-0.231184,-0.2668991
22,-0.7719741,-0.66692275,"('untrustworthy', 'trustworthy')",-0.8781372,-0.68053293,-0.43266124,-0.3984885,-0.6942575,-0.5819814,-0.1122761
2,0.76660925,0.6696404,"('unlikable', 'likable')",1.286362,1.269397,0.7399607,0.76074594,0.9309773,0.8999278,0.0310495
53,-0.73276484,-0.5473729,"('uncreative', 'creative')",0.514456,0.6633352,0.9977082,0.9971113,0.2597998,0.3710245,-0.1112247
1,-0.71060884,-0.17801854,"('unfriendly', 'friendly')",0.36940992,0.5417591,2.1043124,2.2709928,0.5877045,0.8782444,-0.2905399
81,-0.6764842,-0.63287646,"('submissive', 'aggressive')",-1.2168266,-1.1239142,-0.6740163,-0.9847866,-0.8557757,-0.913859,0.0580833
87,0.67629147,-0.017468674,"('unsuccessful', 'successful')",1.160166,0.97393787,0.8934697,0.8498619,0.9099757,0.6021104,0.3078653
67,0.6700077,0.70917803,"('doubtful', 'determined')",-0.13622448,-0.03579744,-0.92816186,-1.0095247,-0.1314596,-0.112048,-0.0194116
28,0.6680513,0.8633807,"('disloyal', 'loyal')",-0.97292614,-0.8709698,0.93833655,0.94342726,0.2111539,0.3119461,-0.1007922
76,0.6644587,0.5062336,"('anxious', 'daring')",0.26802552,0.33800274,0.29209134,0.18032609,0.4081918,0.3415208,0.066671
13,0.65157527,0.54931337,"('impolite', 'polite')",-0.092858255,0.11417331,-0.020937689,-0.21963707,0.1792598,0.1479499,0.0313099
38,0.6339329,0.8487102,"('untruthful', 'truthful')",0.086679116,0.104570076,0.24224111,0.37594312,0.320951,0.4430745,-0.1221235
59,0.6063126,0.51610976,"('foolish', 'wise')",-0.09988053,-0.2829767,0.53572273,0.6520082,0.3473849,0.2950471,0.0523378
66,0.60605896,0.2156978,"('inactive', 'active')",1.0955843,0.94916975,0.7401111,0.7778644,0.8139181,0.6475773,0.1663408
68,-0.5988934,-0.576502,"('dependent', 'independent')",-1.4884298,-1.4088606,-0.17095536,-0.22043103,-0.7527595,-0.7352645,-0.017495
42,0.59201115,0.69926214,"('unreliable', 'reliable')",0.49128038,0.6299825,-3.0422199,-2.8280282,-0.6529761,-0.4995945,-0.1533816
65,0.5744467,0.41141444,"('insecure', 'secure')",-0.24019332,-0.066862494,-0.032252036,-0.21663864,0.1006671,0.0426378,0.0580293
70,0.5725632,0.74580044,"('lethargic', 'energetic')",-0.87359697,-0.7162217,1.0416398,0.9250358,0.2468687,0.3182048,-0.0713361
36,-0.5690251,-0.49330303,"('hostile', 'amicable')",1.5490482,1.5241811,-0.20208889,-0.11008639,0.2593114,0.3069306,-0.0476192
49,0.5101738,0.07936792,"('unable', 'able')",-0.3439399,-0.3860004,0.3383627,0.33960533,0.1681989,0.010991,0.1572079
86,-0.47452766,0.12235561,"('uninfluential', 'influential')",-1.134322,-0.902231,0.27688652,0.13388059,-0.4439878,-0.2153316,-0.2286562
11,0.42361203,0.463732,"('unhelpful', 'helpful')",-0.92133826,-0.8618418,2.27986,2.2018793,0.5940446,0.6012565,-0.0072119
5,0.38927528,0.4426716,"('distant', 'outgoing')",0.9635649,0.70057297,-0.23380332,-0.0024935342,0.3730123,0.3802503,-0.007238
51,0.3707546,0.7010472,"('uneducated', 'educated')",-1.0766371,-0.95180976,0.7722495,0.5746093,0.0221223,0.1079489,-0.0858266
27,0.36651334,0.83020574,"('hardhearted', 'softhearted')",-0.15066005,0.15230268,1.6079147,1.7580478,0.6079227,0.9135187,-0.305596
21,-0.36462972,-0.19914508,"('immoral', 'moral')",-0.56598336,-0.31838065,-0.48157802,-0.5858346,-0.4707303,-0.3677868,-0.1029435
15,0.34837165,0.26606303,"('boring', 'funny')",1.1149375,1.1146461,0.6112273,0.69938254,0.6915121,0.6933639,-0.0018518
85,0.34530124,0.406718,"('insignificant', 'prestigious')",0.77675277,0.43096602,-0.03981506,0.1721415,0.3607463,0.3366085,0.0241378
58,0.3274453,0.26817912,"('undiscriminating', 'discriminating')",1.0267339,0.956068,0.21512021,0.12567045,0.5230998,0.4499725,0.0731273
33,0.321923,0.6207087,"('wrong', 'right')",1.2332137,1.239315,-0.6639948,-0.44222537,0.2970473,0.4725995,-0.1755522
55,-0.31536317,-0.26892087,"('incompetent', 'clever')",-1.494332,-1.2670039,0.25974062,0.13472995,-0.5166515,-0.4670649,-0.0495866
46,-0.28835684,-0.34314677,"('uncompetitive', 'competitive')",-0.08534665,-0.030575812,-0.5940214,-0.86224884,-0.322575,-0.4119905,0.0894155
10,0.2861796,0.70778376,"('unsympathetic', 'sympathetic')",-1.9250528,-1.524637,0.05682158,-0.058530882,-0.5273505,-0.2917947,-0.2355558
4,-0.2356853,-0.3974219,"('disliked', 'liked')",0.4168234,0.32985774,-7.005494,-6.9148884,-2.2747854,-2.3274841,0.0526987
32,0.23540547,0.5571048,"('unkind', 'kind')",0.22116749,0.56921095,1.3682195,1.4541991,0.6082641,0.8601716,-0.2519075
69,-0.21949492,-0.49843076,"('lazy', 'industrious')",1.8510442,1.6514798,-1.1280512,-0.94984084,0.1678327,0.0677361,0.1000966
88,-0.20736115,0.046931703,"('low', 'eminent')",-1.3372291,-1.1428039,0.27136573,0.45476297,-0.4244082,-0.2137031,-0.2107051
34,0.1986678,0.250855,"('mean', 'honorable')",0.50327706,0.46262747,6.561986,6.418468,2.4213103,2.3773168,0.0439935
20,0.17469738,0.110111386,"('rough', 'thoughtful')",0.22282183,0.3220647,0.82314163,0.88938385,0.406887,0.44052,-0.033633
37,0.17387287,0.54291636,"('fake', 'genuine')",-1.096975,-0.87065077,0.72211,0.8805752,-0.0669974,0.1842803,-0.2512777
40,0.13203579,0.7204929,"('stingy', 'generous')",0.8065685,0.98836666,-1.4465867,-1.319855,-0.1693275,0.1296682,-0.2989957
19,-0.1211307,0.014840996,"('inhospitable', 'hospitable')",-0.6027138,-0.54833466,-0.0070325322,0.25108904,-0.2436257,-0.0941349,-0.1494908
45,-0.11316444,-0.06401235,"('incompetent', 'competent')",-1.187931,-1.0255542,-0.031249106,-0.08114853,-0.4441148,-0.3902383,-0.0538765
64,-0.101177424,-0.25281203,"('shy', 'confident')",-0.75710434,-0.851399,-7.19516,-7.111576,-2.6844807,-2.7385956,0.0541149
48,0.09855455,0.34489453,"('unintelligent', 'intelligent')",-1.1772498,-0.9372592,0.496879,0.5378498,-0.1939388,-0.0181716,-0.1757672
17,-0.09817381,-0.32476756,"('nasty', 'nice')",0.77145034,0.6989185,-0.8263729,-0.931569,-0.0510321,-0.185806,0.1347739
41,-0.09449196,0.35230577,"('unforgiving', 'forgiving')",0.5111759,0.79039186,-0.162386,-0.25192028,0.084766,0.2969258,-0.2121598
8,-0.08219121,0.30133253,"('unaffectionate', 'affectionate')",-0.6070778,-0.59886,1.1583085,1.3793696,0.1563465,0.3606141,-0.2042676
35,0.041869156,-0.100462295,"('corrupt', 'incorrupt')",0.76782376,0.7454763,-0.41947645,-0.12296178,0.1300722,0.1740174,-0.0439452
78,0.04019677,0.34530365,"('nonresilient', 'resilient')",1.0554112,1.1556588,0.31980246,0.53297055,0.4718035,0.6779777,-0.2061742
0,0.034828506,0.025333978,"('unsociable', 'sociable')",-0.019845873,0.12696238,-0.09746038,-0.45856845,-0.0274926,-0.1020907,0.0745981
61,0.03460598,-0.06528003,"('illogical', 'logical')",0.37649918,0.338102,0.39986464,0.30413443,0.2703233,0.1923188,0.0780045
14,0.032448903,-0.11486104,"('antisocial', 'social')",-0.32532746,-0.23224571,-0.54337114,-0.91752964,-0.2787499,-0.4215455,0.1427956
47,-0.027873822,-0.27740914,"('stupid', 'smart')",0.20567317,0.19418761,6.2113366,5.893114,2.1297119,1.9366309,0.193081
6,0.027555421,0.1837593,"('distant', 'open')",0.6948368,0.57969695,0.3025781,0.61820537,0.3416568,0.4605539,-0.1188971
50,0.019983873,0.22957617,"('clumsy', 'skillful')",0.32381186,0.4154577,0.3233977,0.64995414,0.2223978,0.4316626,-0.2092648
60,-0.015956338,0.20142211,"('inefficient', 'efficient')",-0.34290656,-0.014537778,0.2505569,-0.011230126,-0.036102,0.0585514,-0.0946534
29,-0.011435401,-0.06735374,"('unfair', 'fair')",0.06004966,0.094352506,-0.27120745,-0.29299438,-0.0741977,-0.0886652,0.0144675
