,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
73,1.7183787,1.6713492,"('helpless', 'self-reliant')",0.7822791,0.7049317,-3.239767,-3.051684,-0.2463698,-0.2251344,-0.0212354
39,1.7064651,1.415938,"('exploitative', 'cooperative')",0.50043046,0.5626433,0.10512251,0.14522937,0.7706727,0.7079369,0.0627358
16,-1.6584315,-1.6376057,"('unpopular', 'popular')",-0.008962981,-0.07648349,0.17353784,0.096768335,-0.4979522,-0.5391069,0.0411547
74,1.6443678,1.8005364,"('undedicated', 'dedicated')",0.31080073,0.42833692,0.34358418,0.39441022,0.7662509,0.8744278,-0.1081769
23,1.5895759,1.7181325,"('insincere', 'sincere')",0.29611403,0.45306897,6.818835,6.67709,2.9015083,2.9494305,-0.0479222
26,1.5749819,1.6809626,"('hardhearted', 'benevolent')",0.5951874,0.5900276,1.1546237,1.1979712,1.1082644,1.1563204,-0.048056
12,1.5478001,1.8256772,"('unsupportive', 'supportive')",-0.35689256,-0.1959082,-1.556796,-1.3579865,-0.1219628,0.0905942,-0.212557
75,-1.460573,-1.5728508,"('meek', 'impulsive')",-0.005484119,-0.31681257,-0.4818697,-0.5797907,-0.6493089,-0.8231514,0.1738425
56,1.3540848,1.2484431,"('impractical', 'practical')",0.47480273,0.6601612,-0.035943307,-0.14129952,0.5976481,0.5891016,0.0085465
82,-1.3507447,-1.130245,"('poor', 'rich')",-0.8319383,-0.8213093,6.8887634,6.7813287,1.5686935,1.6099248,-0.0412313
84,1.2793374,1.1717151,"('inferior', 'superior')",-0.35603148,-0.37119606,0.54724175,0.55643976,0.4901826,0.4523196,0.037863
63,1.250532,1.4003904,"('unperceptive', 'insightful')",0.3453023,0.35456386,1.651491,1.6371871,1.0824418,1.1307138,-0.048272
30,1.250383,1.4204111,"('intolerant', 'tolerant')",-0.51539725,-0.37857497,1.0979358,0.911701,0.6109738,0.6511791,-0.0402053
80,1.2158569,0.81043756,"('dominated', 'dominating')",0.005945511,0.073170036,-0.54915476,-0.67571586,0.2242159,0.0692973,0.1549186
9,1.1867961,1.656926,"('unaffectionate', 'caring')",0.3698364,0.59752226,1.6433657,1.9009956,1.0666661,1.385148,-0.3184819
44,-1.1083045,-1.6928498,"('prejudiced', 'unprejudiced')",-0.37681362,-0.47618023,-1.7064167,-1.7777469,-1.063845,-1.3155923,0.2517473
31,-1.1070848,-0.9627283,"('evil', 'good')",0.30720377,0.33626783,-1.0553616,-0.83560723,-0.6184142,-0.4873559,-0.1310583
