,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
15,-0.5194456,-0.42059258,"('boring', 'funny')",-0.2142835,-0.17763683,-0.6127581,-0.37819618,-0.4488291,-0.3254752,-0.1233539
41,-0.5149763,-0.41344148,"('unforgiving', 'forgiving')",-0.46938276,-0.62410766,-0.59808695,-0.41233093,-0.527482,-0.4832934,-0.0441886
74,-0.5130416,-0.35126105,"('undedicated', 'dedicated')",-0.0521092,-0.11789272,-0.6921036,-0.6421282,-0.4190848,-0.3704273,-0.0486575
38,-0.50866723,-0.7341666,"('untruthful', 'truthful')",0.17757896,0.03112838,0.0588602,-0.059311006,-0.0907427,-0.2541164,0.1633737
69,0.48952857,0.6514072,"('lazy', 'industrious')",0.5691241,0.56312984,-1.1361202,-1.0140994,-0.0258225,0.0668126,-0.0926351
40,0.4681632,0.52301335,"('stingy', 'generous')",0.1964672,0.2984908,-2.3445077,-2.2228053,-0.5599591,-0.4671004,-0.0928587
62,0.4617237,0.4596444,"('incompetent', 'brilliant')",1.1084565,0.8973356,1.0652863,0.9177317,0.8784889,0.7582372,0.1202517
3,0.46135825,0.48210844,"('repellent', 'pleasant')",0.18186563,0.037465,1.1905706,0.874651,0.6112648,0.4647415,0.1465233
80,0.46123466,0.5414516,"('dominated', 'dominating')",0.5522923,0.35735804,0.6158292,0.23152965,0.5431187,0.3767798,0.1663389
21,0.44976568,0.2457054,"('immoral', 'moral')",1.5722512,1.4320092,0.50840324,0.109923065,0.8434734,0.5958792,0.2475942
22,-0.4409027,-0.39132947,"('untrustworthy', 'trustworthy')",-0.77258503,-0.7732229,-0.84240615,-0.7162808,-0.685298,-0.6269444,-0.0583536
60,-0.43319583,-0.38913658,"('inefficient', 'efficient')",2.2441432,2.071678,0.7483945,0.59201187,0.853114,0.7581844,0.0949296
36,-0.43066415,-0.4673672,"('hostile', 'amicable')",-1.4239671,-1.2682538,-1.345143,-1.0391467,-1.0665914,-0.9249225,-0.1416689
12,-0.42258942,-0.48989064,"('unsupportive', 'supportive')",0.52580756,0.5939627,-2.1019595,-1.976451,-0.6662471,-0.6241263,-0.0421208
16,-0.42156872,-0.4694441,"('unpopular', 'popular')",-0.011766911,-0.13768749,0.36882806,0.412062,-0.0215025,-0.0650232,0.0435207
20,-0.4071969,-0.30888045,"('rough', 'thoughtful')",-0.036171783,-0.006816676,0.30395728,0.4081273,-0.0464705,0.0308101,-0.0772806
32,-0.40660626,-0.6693902,"('unkind', 'kind')",0.028050907,0.056319416,0.7095118,0.7421246,0.1103188,0.0430179,0.0673009
55,-0.38953015,-0.33708027,"('incompetent', 'clever')",0.11117867,-0.036884513,0.7484318,0.6797056,0.1566934,0.1019136,0.0547798
64,0.3880131,0.58028805,"('shy', 'confident')",1.1559565,1.0249678,-5.242522,-5.5692353,-1.2328507,-1.3213265,0.0884758
75,0.37464026,0.40164596,"('meek', 'impulsive')",-0.24722868,-0.2905492,-0.5765289,-0.6009766,-0.1497058,-0.1632933,0.0135875
44,0.35331884,0.13586837,"('prejudiced', 'unprejudiced')",-0.24386862,-0.302742,-1.225478,-1.3030872,-0.3720093,-0.489987,0.1179777
72,-0.3479462,-0.41876543,"('unambitious', 'ambitious')",0.5459558,0.68392783,-0.7179371,-0.7279012,-0.1733092,-0.1542463,-0.0190629
59,-0.34221542,-0.25438374,"('foolish', 'wise')",0.68160385,0.60644835,-0.5869086,-0.3381629,-0.0825067,0.0046339,-0.0871406
70,-0.3386708,-0.03350877,"('lethargic', 'energetic')",0.16071302,0.2114062,0.45740774,0.5955245,0.09315,0.2578073,-0.1646573
33,0.33587044,0.32366636,"('wrong', 'right')",0.72506785,0.90071964,-1.2145631,-0.976039,-0.0512083,0.0827823,-0.1339906
51,-0.32515872,-0.26074582,"('uneducated', 'educated')",0.12737373,0.06792843,0.81846946,0.77975154,0.2068948,0.1956447,0.0112501
46,0.30385366,0.22413698,"('uncompetitive', 'competitive')",0.52055556,0.37805498,-0.003196484,-0.22839409,0.2737376,0.1245993,0.1491383
30,-0.29426873,-0.19895682,"('intolerant', 'tolerant')",0.95458174,0.8544801,0.6912153,0.72511816,0.4505094,0.4602138,-0.0097044
42,0.29002774,0.27004045,"('unreliable', 'reliable')",0.06693828,-0.15390198,-2.6074183,-2.7429302,-0.7501508,-0.8755972,0.1254464
25,0.25755697,-0.10453571,"('egoistic', 'altruistic')",0.68427676,0.64865535,0.6681699,0.61548233,0.5366679,0.386534,0.1501339
56,-0.25665626,-0.44772115,"('impractical', 'practical')",1.6358538,1.3692241,0.18517481,-0.17615917,0.5214574,0.2484479,0.2730095
66,-0.23589888,-0.09236677,"('inactive', 'active')",-0.9491656,-0.7776878,0.19255283,0.49618337,-0.3308372,-0.1246237,-0.2062135
77,-0.21324183,-0.37942812,"('unmotivated', 'motivated')",1.1079943,0.80190504,-0.310811,-0.71834624,0.1946472,-0.0986231,0.2932703
17,-0.20766635,0.004169788,"('nasty', 'nice')",-0.8438754,-0.889942,-0.6727622,-0.60655826,-0.574768,-0.4974435,-0.0773245
4,-0.20332766,0.03898155,"('disliked', 'liked')",0.37626213,0.2683152,-6.322748,-6.49751,-2.0499379,-2.0634044,0.0134665
83,-0.18997027,-0.26457652,"('powerless', 'powerful')",1.1282173,1.0350361,-0.75756675,-0.9614767,0.0602268,-0.0636724,0.1238992
68,-0.18740776,0.111660585,"('dependent', 'independent')",0.11805099,0.12670223,-0.20867676,-0.2537687,-0.0926778,-0.0051353,-0.0875425
48,0.18683966,0.32396147,"('unintelligent', 'intelligent')",1.2162673,1.3491824,0.8431342,1.0351781,0.7487471,0.902774,-0.1540269
50,-0.17641984,-0.10018753,"('clumsy', 'skillful')",-0.5228156,-0.6304972,-0.05292001,0.15241465,-0.2507185,-0.1927567,-0.0579618
11,-0.17049496,-0.30656776,"('unhelpful', 'helpful')",0.7320262,0.45916378,2.0689967,2.0498452,0.8768427,0.7341471,0.1426956
67,0.16682689,0.40375102,"('doubtful', 'determined')",0.048848733,-0.0825464,-0.21176852,-0.34338152,0.0013024,-0.0073923,0.0086947
58,-0.1616136,0.15346098,"('undiscriminating', 'discriminating')",0.3398484,0.43145466,-0.41604012,-0.13785587,-0.0792684,0.1490199,-0.2282883
87,-0.14325263,-0.067252606,"('unsuccessful', 'successful')",0.27364075,0.13414565,1.2451377,1.2078166,0.4585086,0.4249032,0.0336054
39,-0.11660274,0.044733196,"('exploitative', 'cooperative')",-0.006204661,0.021288129,-0.22520383,-0.17862727,-0.1160037,-0.0375353,-0.0784684
65,-0.0925757,-0.29948843,"('insecure', 'secure')",0.47561732,0.3964825,0.60342336,0.42016685,0.3288217,0.172387,0.1564347
49,0.089240655,-0.07037382,"('unable', 'able')",0.46445715,0.33642116,0.09975357,0.032929342,0.2178171,0.0996589,0.1181582
81,0.084248394,0.030367915,"('submissive', 'aggressive')",1.9906486,1.7245704,0.46956748,0.116406396,0.8481549,0.6237816,0.2243733
14,-0.08208412,-0.06967567,"('antisocial', 'social')",1.2363055,1.1179435,0.46968856,0.28225344,0.5413033,0.4435071,0.0977962
34,0.07596253,0.21244901,"('mean', 'honorable')",0.49390745,0.46928436,5.3658543,5.4482636,1.9785748,2.0433324,-0.0647576
13,-0.054898895,0.114368945,"('impolite', 'polite')",0.2108469,0.3272311,-0.18892145,-0.07887141,-0.0109911,0.1209096,-0.1319007
37,0.0429429,0.38856688,"('fake', 'genuine')",-0.095305294,0.094687335,-0.35886207,-0.15117195,-0.1370748,0.1106941,-0.2477689
29,0.03721403,0.11105664,"('unfair', 'fair')",-0.245089,-0.34908426,-0.18858,-0.30064383,-0.1321517,-0.1795571,0.0474054
78,-0.02301044,-0.3466941,"('nonresilient', 'resilient')",0.7050808,0.49955574,0.6166476,0.44220158,0.432906,0.1983544,0.2345516
7,0.0047421223,0.10906019,"('insensitive', 'sensitive')",0.63059705,0.7104584,0.28011996,0.5130985,0.3051531,0.4442057,-0.1390526
