,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
42,1.4878418,1.7537035,"('unreliable', 'reliable')",1.3597808,1.3727406,1.4126719,1.473874,1.3986924,1.5780083,-2.7731645,-2.6218553,0.5771645,0.7112942,-0.1341297
2,1.3168532,1.3054078,"('unlikable', 'likable')",2.1674507,2.1354363,1.4734144,1.5250189,1.5400038,1.5657071,0.6226443,0.7598665,1.4240733,1.4582874,-0.0342141
1,-1.2782257,-1.5828803,"('unfriendly', 'friendly')",1.4575808,1.2155845,-1.1924262,-1.3604522,-0.74825305,-0.9712857,2.125333,1.6575298,0.0728018,-0.2083008,0.2811026
78,-1.2546464,-1.1097137,"('nonresilient', 'resilient')",0.39353102,0.42528424,1.918265,1.747817,-0.93501663,-0.99963236,0.15908448,0.033329256,0.0562435,0.0194169,0.0368266
16,-1.0472257,-0.9733008,"('unpopular', 'popular')",-0.519131,-0.5520152,-0.29048806,-0.3826171,-0.9503089,-0.95766306,0.61506927,0.43560898,-0.4384169,-0.4859975,0.0475806
68,-0.9340087,-0.808061,"('dependent', 'independent')",-2.139458,-2.2529116,0.105731145,0.05842396,-0.58884484,-0.4565906,-0.4624457,-0.61193126,-0.8038052,-0.8142141,0.0104089
86,-0.8983613,-0.8758035,"('uninfluential', 'influential')",-0.7209172,-0.8791101,1.1958573,0.8565021,-1.0552514,-0.9658203,-0.03030666,-0.22005042,-0.3017959,-0.4168564,0.1150605
39,0.8587864,0.9386352,"('exploitative', 'cooperative')",0.93799436,1.0042868,0.90451205,0.92990744,0.7256309,1.0293843,0.0055207033,0.22308007,0.6864889,0.8250587,-0.1385698
8,-0.8508466,-1.1624453,"('unaffectionate', 'affectionate')",0.6575791,0.5725593,-1.2934617,-1.4599726,-1.5606886,-1.8158132,0.7760945,0.48274922,-0.4542646,-0.6765845,0.2223199
67,0.74815285,1.0346737,"('doubtful', 'determined')",0.3472634,0.48769128,0.16091079,0.40745324,0.71007794,0.9969384,-0.96453786,-0.59210676,0.2003735,0.46693,-0.2665565
57,-0.7456033,-0.4842584,"('unimaginative', 'imaginative')",-0.13366571,-0.28984466,0.03863757,-0.013837285,-0.22995266,-0.019064164,-2.2514768,-2.360229,-0.6644122,-0.6334467,-0.0309655
48,-0.7328871,-0.64182025,"('unintelligent', 'intelligent')",-1.2499772,-1.2961965,-0.8014526,-0.8684418,-1.6672858,-1.6234614,0.2992537,0.42914957,-0.8304699,-0.800154,-0.0303159
