,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
26,2.2725084,1.6262952,"('hardhearted', 'benevolent')",4.288666,3.703735,1.4481341,1.032133,2.6697696,2.1207212,0.5490484
39,1.8185837,1.7522054,"('exploitative', 'cooperative')",-0.12012395,-0.27869087,-0.24584268,-0.10290314,0.4842057,0.4568705,0.0273352
67,1.3223739,1.5352976,"('doubtful', 'determined')",-0.25257742,0.03553511,-0.29138258,-0.19035056,0.2594713,0.4601607,-0.2006894
76,-1.3102105,-0.82151634,"('anxious', 'daring')",-1.6668372,-1.268129,0.909458,1.0892935,-0.6891966,-0.3334506,-0.355746
60,-1.2436887,-0.46270132,"('inefficient', 'efficient')",-0.99429053,-0.15922007,0.09594038,0.82246506,-0.7140129,0.0668479,-0.7808608
73,1.17443,1.1307094,"('helpless', 'self-reliant')",0.8488887,0.699872,-3.143494,-3.0738313,-0.3733917,-0.4144166,0.0410249
3,-1.1698576,-0.9075932,"('repellent', 'pleasant')",-1.8841053,-1.6416153,0.23829192,0.36609632,-0.938557,-0.727704,-0.210853
44,-1.1443523,-1.0686289,"('prejudiced', 'unprejudiced')",-0.9036408,-0.55730075,-1.7010608,-1.4355263,-1.2496847,-1.0204852,-0.2291995
55,-1.0967878,-0.91350085,"('incompetent', 'clever')",-0.63173234,-0.66917795,0.30212367,0.33693838,-0.4754655,-0.4152468,-0.0602187
71,1.088283,0.9890349,"('diffident', 'self-confident')",0.7497971,0.6395034,0.028468125,0.12856552,0.6221827,0.5857013,0.0364814
49,-1.0849794,-1.3967986,"('unable', 'able')",-0.5111037,-0.7824522,-1.0590384,-0.67901367,-0.8850405,-0.9527548,0.0677143
43,-1.0792024,-0.5878732,"('irresponsible', 'responsible')",-0.928326,-0.6153258,0.53546506,0.90958375,-0.4906878,-0.0978718,-0.392816
82,-1.0472186,-0.8875571,"('poor', 'rich')",-0.4239728,-0.17736028,5.9563603,6.240662,1.4950563,1.7252483,-0.230192
45,-0.99986136,-0.9096345,"('incompetent', 'competent')",-0.7216209,-0.83266956,-0.115747295,-0.06669274,-0.6124099,-0.6029989,-0.009411
84,0.9848521,0.91704583,"('inferior', 'superior')",0.7847637,0.45070946,0.40991682,0.66975284,0.7265108,0.6791693,0.0473415
78,-0.9791749,-1.0431436,"('nonresilient', 'resilient')",-0.1726725,-0.28144994,0.42007267,0.54464805,-0.2439249,-0.2599818,0.0160569
40,0.9542241,0.98455685,"('stingy', 'generous')",0.58203596,0.5644964,-1.1507442,-1.4833097,0.1285053,0.0219145,0.1065908
61,-0.9330838,-0.8746843,"('illogical', 'logical')",-0.27262393,-0.5010641,-0.46041256,-0.32986355,-0.5553734,-0.5685373,0.0131639
29,-0.91221726,-0.90089756,"('unfair', 'fair')",-1.3270565,-1.5176127,-1.0362221,-0.8409319,-1.091832,-1.0864807,-0.0053513
10,-0.8919548,-0.58627534,"('unsympathetic', 'sympathetic')",-1.5674148,-1.4028653,0.84006584,0.76652074,-0.5397679,-0.40754,-0.1322279
0,-0.845997,-0.9756124,"('unsociable', 'sociable')",-0.87343645,-1.1683226,-0.2205659,-0.29385817,-0.6466664,-0.8125978,0.1659314
13,-0.8054846,-0.55578643,"('impolite', 'polite')",-0.8437845,-0.5379302,-0.09647308,0.048940606,-0.5819141,-0.3482587,-0.2336554
15,0.76855785,0.54605454,"('boring', 'funny')",1.3524481,1.1726193,0.19692929,0.41845387,0.7726451,0.712376,0.0602691
59,0.76767606,0.66050684,"('foolish', 'wise')",0.49845117,0.3729694,-0.4866916,-0.32602325,0.2598119,0.2358177,0.0239942
25,-0.7395428,-0.60875577,"('egoistic', 'altruistic')",0.58328766,0.52751654,0.6201442,0.6072807,0.1546297,0.1753471,-0.0207174
77,-0.7313181,-0.45796585,"('unmotivated', 'motivated')",-1.8368671,-1.6477045,-1.0990738,-0.9468229,-1.2224197,-1.0174978,-0.2049219
79,0.7270926,0.21712619,"('wavering', 'unwavering')",0.5964595,0.110576935,0.13449758,-0.19404322,0.4860166,0.0445533,0.4414633
16,-0.7255181,-0.9300292,"('unpopular', 'popular')",-0.6513894,-0.67750096,-0.26531762,-0.14605151,-0.5474084,-0.5845272,0.0371188
1,-0.7040929,-0.91524833,"('unfriendly', 'friendly')",1.2330836,0.8241576,0.909968,0.89392674,0.4796529,0.267612,0.2120409
88,0.68097514,0.5240649,"('low', 'eminent')",0.30198264,0.06345869,0.7089626,0.4537229,0.5639735,0.3470821,0.2168914
20,-0.6684711,-0.68033904,"('rough', 'thoughtful')",-0.76359355,-0.77927125,0.8543437,0.9152436,-0.1925736,-0.1814555,-0.0111181
12,0.6273695,0.82303655,"('unsupportive', 'supportive')",0.233358,0.15022025,-1.3979759,-1.4476092,-0.1790828,-0.1581175,-0.0209653
58,0.61773646,0.49151367,"('undiscriminating', 'discriminating')",1.2039669,0.81267554,0.5612564,0.35350162,0.7943199,0.5525636,0.2417563
68,-0.61104846,-0.870186,"('dependent', 'independent')",-0.5365265,-0.9838992,-0.5970129,-0.5840533,-0.5815293,-0.8127128,0.2311835
65,-0.599419,-0.39790598,"('insecure', 'secure')",-0.9891935,-0.65166634,-0.16491455,0.12350389,-0.5845091,-0.3086895,-0.2758196
30,0.59813374,0.904201,"('intolerant', 'tolerant')",-0.18728276,-0.0024788864,1.1114969,1.3434045,0.5074493,0.7483756,-0.2409263
27,-0.58972275,-0.62230843,"('hardhearted', 'softhearted')",0.6471573,0.5720772,1.0095128,0.9495433,0.3556491,0.2997707,0.0558784
80,-0.58190656,-0.4215823,"('dominated', 'dominating')",-0.63054585,-0.5491459,-0.52360815,-0.6114949,-0.5786869,-0.5274077,-0.0512792
57,-0.57890415,-0.66882026,"('unimaginative', 'imaginative')",0.041664694,-0.15450726,-1.4897758,-1.8317108,-0.6756717,-0.8850128,0.2093411
6,-0.55292845,-0.6009125,"('distant', 'open')",0.8668019,0.6796758,-0.39226735,-0.40149876,-0.0261313,-0.1075785,0.0814472
62,-0.5444077,-0.1355682,"('incompetent', 'brilliant')",-0.59155923,-0.27061656,0.21084769,0.52157754,-0.3083731,0.0384643,-0.3468374
36,0.53789544,-0.40024137,"('hostile', 'amicable')",1.6337626,0.81528807,-0.54870856,-0.9570795,0.5409832,-0.1806776,0.7216608
19,0.52457875,0.39814216,"('inhospitable', 'hospitable')",-0.17158528,-0.31957033,-0.07816119,-0.13578404,0.0916108,-0.0190707,0.1106815
38,0.50740236,0.7814407,"('untruthful', 'truthful')",-0.09474377,0.010330994,-0.1633482,-0.048204638,0.0831035,0.2478557,-0.1647522
48,-0.50726444,-0.4103548,"('unintelligent', 'intelligent')",0.19812971,0.0927546,0.4703743,0.53878444,0.0537465,0.0737281,-0.0199816
51,0.5041493,0.42829967,"('uneducated', 'educated')",-0.7540673,-0.99767977,1.122122,1.0697476,0.2907347,0.1667892,0.1239455
21,-0.49837267,-0.37005904,"('immoral', 'moral')",-0.66407406,-0.46465638,-0.7476756,-0.38003317,-0.6367075,-0.4049162,-0.2317913
87,-0.49144414,-0.40838203,"('unsuccessful', 'successful')",-0.12815548,0.016676877,0.17062771,0.2723105,-0.1496573,-0.0397982,-0.1098591
81,-0.48120406,-0.18948096,"('submissive', 'aggressive')",-1.2018638,-0.8852547,0.16600715,0.20717478,-0.5056869,-0.289187,-0.2164999
8,-0.47563937,-0.4615301,"('unaffectionate', 'affectionate')",0.65519917,0.3499977,-0.3419808,-0.43616053,-0.0541403,-0.1825643,0.128424
42,0.46801177,0.7068313,"('unreliable', 'reliable')",-0.5838348,-0.592334,-1.9658635,-1.804454,-0.6938955,-0.5633189,-0.1305766
54,-0.46723044,-1.0442337,"('incapable', 'capable')",-0.7491199,-1.1359793,0.43074128,0.4760926,-0.2618697,-0.5680401,0.3061704
18,-0.43238866,-0.3790813,"('disagreeable', 'welcoming')",-0.24467403,-0.2754184,-0.9744985,-0.96145815,-0.5505204,-0.5386526,-0.0118678
74,0.4137826,0.45939657,"('undedicated', 'dedicated')",-0.2251672,-0.36080578,0.4541249,0.52453005,0.2142468,0.2077069,0.0065399
83,0.40347078,0.60210586,"('powerless', 'powerful')",0.12963352,0.03300273,-0.5459795,-0.7587346,-0.0042917,-0.0412087,0.036917
72,0.38677108,0.6626035,"('unambitious', 'ambitious')",0.21705633,0.40018678,-1.0681131,-1.0461866,-0.1547619,0.0055346,-0.1602965
53,-0.3792328,-0.57172537,"('uncreative', 'creative')",0.38027543,0.006941147,0.9736754,0.7613578,0.324906,0.0655245,0.2593815
24,0.37431112,0.6467004,"('dishonest', 'honest')",-0.2514056,-0.080352664,0.9556091,0.9471164,0.3595049,0.504488,-0.1449831
22,-0.36317837,-0.40215328,"('untrustworthy', 'trustworthy')",-0.92339426,-1.143634,-1.0572015,-0.7923833,-0.7812581,-0.7793902,-0.0018679
85,0.30977625,-0.13584498,"('insignificant', 'prestigious')",0.9906787,0.3430478,-1.1217366,-1.1442772,0.0595728,-0.3123581,0.3719309
50,0.27793047,-0.06606589,"('clumsy', 'skillful')",-1.0434963,-1.2772747,0.46208766,0.3104515,-0.1011594,-0.3442964,0.243137
47,-0.27124172,-0.20691924,"('stupid', 'smart')",-0.21189097,0.10253829,4.8351884,5.301965,1.4506852,1.7325281,-0.2818429
4,0.27108967,0.23445287,"('disliked', 'liked')",0.52830803,0.18883938,-5.7191763,-5.898882,-1.6399263,-1.8251966,0.1852703
69,0.26441243,0.03889244,"('lazy', 'industrious')",1.4118146,1.1136925,-1.2887378,-1.1415758,0.1291631,0.0036697,0.1254934
2,0.26194423,0.11037504,"('unlikable', 'likable')",0.35955206,0.3378008,0.061955124,0.46411878,0.2278171,0.3040982,-0.0762811
33,0.25733817,0.20305403,"('wrong', 'right')",1.2287074,1.1751261,-0.93872637,-1.1863594,0.1824397,0.0639402,0.1184995
64,-0.2558014,0.07820793,"('shy', 'confident')",-1.2432257,-0.9968967,-5.927224,-5.6948566,-2.4754171,-2.2045151,-0.270902
66,-0.24483627,-0.36227924,"('inactive', 'active')",0.21665022,-0.1124759,0.6298924,0.50917864,0.2005688,0.0114745,0.1890943
23,-0.24044105,-0.07434836,"('insincere', 'sincere')",-1.3981864,-1.2552414,5.4584355,5.6271315,1.2732693,1.4325139,-0.1592446
37,0.2091333,0.17555478,"('fake', 'genuine')",-0.30467626,-0.3338152,1.054117,0.97464556,0.3195247,0.2721284,0.0473963
63,0.19753349,0.39868316,"('unperceptive', 'insightful')",-0.53044164,-0.479947,1.161218,1.5108055,0.2761033,0.4765139,-0.2004106
28,0.18254617,0.15962839,"('disloyal', 'loyal')",-0.51975757,-0.98197913,1.4355377,1.026821,0.3661088,0.0681568,0.297952
56,0.16865964,0.7147903,"('impractical', 'practical')",0.075540036,0.4267872,0.38773265,0.7257127,0.2106441,0.6224301,-0.411786
