,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
48,-1.8963476,-1.9058163,"('unintelligent', 'intelligent')",-1.8689898,-1.839372,-0.6809674,-0.6147444,-0.0621173,0.08122004,-1.1271055,-1.0696782,-0.0574273
8,-1.5951699,-1.5722166,"('unaffectionate', 'affectionate')",0.040993266,0.11252931,-0.08161764,-0.04489804,-0.026704006,0.06475878,-0.4156246,-0.3599567,-0.0556679
27,-1.4963708,-1.5010506,"('hardhearted', 'softhearted')",-0.6979034,-0.75989026,-0.040783614,-0.14172618,0.3751157,0.30403134,-0.4649855,-0.5246589,0.0596734
31,-1.4945351,-1.6557611,"('evil', 'good')",0.6432979,0.27337575,0.45488283,0.08169429,-1.5901903,-1.6917629,-0.4966362,-0.7481135,0.2514773
45,-1.4146352,-1.2505265,"('incompetent', 'competent')",-1.6926581,-1.2618175,-1.0396768,-0.6878862,-0.627721,-0.50023353,-1.1936727,-0.9251159,-0.2685568
41,-1.3479067,-1.2289777,"('unforgiving', 'forgiving')",-0.9127582,-0.88060004,-0.74793935,-0.7518554,0.112978235,0.014312662,-0.7239065,-0.7117801,-0.0121264
37,-1.296542,-1.2348648,"('fake', 'genuine')",-1.7650776,-1.73334,-0.12577093,-0.13695583,-0.06493378,0.012936702,-0.8130811,-0.773056,-0.0400251
51,1.245371,1.3198241,"('uneducated', 'educated')",1.1895932,1.2858676,1.1747643,1.1943991,1.5710918,1.4867724,1.295205,1.3217158,-0.0265108
39,-1.2292476,-1.4052914,"('exploitative', 'cooperative')",-0.5953686,-0.8309596,-0.12848909,-0.23868975,1.0247309,0.8367598,-0.2320936,-0.4095452,0.1774516
77,-1.2255739,-1.2843335,"('unmotivated', 'motivated')",-1.3690413,-1.3736554,-0.8150093,-0.89486784,-1.2407514,-1.2172573,-1.162594,-1.1925285,0.0299345
42,1.1461027,0.9777325,"('unreliable', 'reliable')",1.1668248,0.9910267,1.2567478,1.2066022,-2.025578,-2.1800816,0.3860244,0.2488199,0.1372045
1,-1.1155765,-1.1272224,"('unfriendly', 'friendly')",-0.27623588,-0.34915987,-0.109841555,-0.27025482,0.8305596,0.90625125,-0.1677736,-0.2100965,0.0423229
36,-1.0989474,-1.3011279,"('hostile', 'amicable')",0.5510283,0.114683196,-0.04048042,-0.41512328,-0.8065538,-0.8844587,-0.3487383,-0.6215067,0.2727684
21,0.9714483,0.8963008,"('immoral', 'moral')",-0.21947478,-0.25208583,0.7962789,0.79799145,-0.5091837,-0.37835777,0.2597672,0.2659622,-0.006195
11,0.9708588,1.0055827,"('unhelpful', 'helpful')",0.21162224,0.33708608,-0.3909721,-0.17830768,2.7264504,2.8444269,0.8794898,1.002197,-0.1227072
85,0.9653728,0.5081745,"('insignificant', 'prestigious')",1.3940843,0.88959277,1.0373267,0.59444964,-0.83708555,-1.013084,0.6399246,0.2447832,0.3951414
30,-0.95277184,-0.71497,"('intolerant', 'tolerant')",-1.1100581,-0.8469826,0.11100263,0.30210888,0.36842695,0.4865225,-0.3958501,-0.1933303,-0.2025198
34,0.9393914,0.90115523,"('mean', 'honorable')",0.31312895,0.25037795,1.0177394,1.0144433,4.7296042,4.932059,1.749966,1.7745088,-0.0245428
16,-0.9163213,-0.8137617,"('unpopular', 'popular')",-0.83067566,-0.85061,-1.0197041,-1.0631384,-0.20514041,-0.1832053,-0.7429603,-0.7276788,-0.0152815
76,0.8901293,0.8722362,"('anxious', 'daring')",-0.23972327,-0.0965389,0.009787591,0.16946885,0.3571334,0.52084833,0.2543318,0.3665036,-0.1121718
80,0.86712486,0.70635474,"('dominated', 'dominating')",0.15023519,0.12454581,0.34146646,0.3861851,-0.14493075,-0.30221164,0.3034739,0.2287185,0.0747554
67,0.8229317,0.98822093,"('doubtful', 'determined')",0.37781549,0.518098,-0.24986236,-0.016399363,-0.02352618,0.13432649,0.2318397,0.4060615,-0.1742218
