,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.738886,-2.766075,"('unfriendly', 'friendly')",1.139391,1.0870758,2.206676,2.2340808,0.2023936,0.1850272,0.0173664
8,-2.3370242,-2.3765483,"('unaffectionate', 'affectionate')",-0.22494288,-0.25373405,0.8088412,0.78507024,-0.5843753,-0.6150707,0.0306954
86,-2.227884,-2.1461458,"('uninfluential', 'influential')",-0.090784706,-0.07557598,-0.1322656,-0.10687636,-0.8169781,-0.7761994,-0.0407787
53,-2.0824718,-2.0035448,"('uncreative', 'creative')",1.1829132,1.179839,0.882044,0.92800784,-0.0058382,0.0347673,-0.0406055
9,-2.0320108,-2.0328302,"('unaffectionate', 'caring')",1.4004703,1.3547761,1.4158988,1.4171929,0.2614528,0.2463796,0.0150732
44,1.7166399,1.7005835,"('prejudiced', 'unprejudiced')",-0.35283718,-0.4004676,-1.5736868,-1.6025875,-0.0699614,-0.1008239,0.0308625
12,-1.6586607,-1.7084141,"('unsupportive', 'supportive')",1.3201168,1.3071227,-1.462715,-1.5131328,-0.6004196,-0.6381414,0.0377218
57,-1.6301931,-1.5158094,"('unimaginative', 'imaginative')",-0.28983775,-0.22291332,-2.4841871,-2.467665,-1.4680726,-1.4021292,-0.0659434
31,-1.4021401,-1.5233847,"('evil', 'good')",-1.1075288,-1.1725693,-0.9720993,-0.9663407,-1.1605894,-1.2207649,0.0601755
0,-1.3936279,-1.3215995,"('unsociable', 'sociable')",0.7177928,0.70573175,-0.42878354,-0.41142365,-0.3682062,-0.3424305,-0.0257757
28,-1.2686054,-1.1414759,"('disloyal', 'loyal')",0.16012488,0.2787168,0.75346774,0.8721709,-0.1183376,0.0031373,-0.1214749
10,-1.2610936,-1.2185353,"('unsympathetic', 'sympathetic')",-0.622078,-0.5805662,-0.36926407,-0.32483196,-0.7508119,-0.7079779,-0.042834
73,1.2586509,1.2820098,"('helpless', 'self-reliant')",0.5358063,0.55797887,-2.7289891,-2.6664183,-0.3115106,-0.2754765,-0.0360341
19,-1.2540315,-1.251311,"('inhospitable', 'hospitable')",-0.5965974,-0.6445929,0.05701719,0.06495656,-0.5978705,-0.6103158,0.0124453
78,-1.1828439,-1.26903,"('nonresilient', 'resilient')",1.1664219,1.0989075,0.3752977,0.37562016,0.1196252,0.0684992,0.051126
58,-1.1520855,-1.0931072,"('undiscriminating', 'discriminating')",1.1396669,1.0822158,-0.0497738,-0.029806018,-0.0207308,-0.0135658,-0.007165
85,-1.1487284,-1.3134187,"('insignificant', 'prestigious')",0.7779602,0.649685,0.6019409,0.49323976,0.0770576,-0.0568313,0.1338889
42,1.1352412,1.2438738,"('unreliable', 'reliable')",0.33197084,0.38918468,-2.5492144,-2.4199998,-0.3606675,-0.2623138,-0.0983537
63,-1.1136777,-0.98556536,"('unperceptive', 'insightful')",1.3949581,1.4297448,1.3147224,1.4131365,0.5320009,0.6191053,-0.0871044
46,-1.1086941,-1.1150032,"('uncompetitive', 'competitive')",0.7705884,0.80614257,-0.6965117,-0.65472764,-0.3448725,-0.3211961,-0.0236764
48,-1.0891267,-1.0928723,"('unintelligent', 'intelligent')",-0.50462294,-0.56101364,0.44212848,0.4181064,-0.3838737,-0.4119265,0.0280528
25,-1.0551991,-1.168924,"('egoistic', 'altruistic')",-0.07650677,-0.149196,1.5646679,1.5272061,0.1443207,0.0696954,0.0746253
77,-1.027068,-1.2296685,"('unmotivated', 'motivated')",0.9657871,0.88063246,-0.97314847,-1.0585258,-0.3448098,-0.4691873,0.1243775
52,-1.0134338,-1.0760196,"('irrational', 'rational')",-0.4228109,-0.43161467,-0.12914172,-0.15998374,-0.5217955,-0.5558727,0.0340772
69,1.011722,0.9593861,"('lazy', 'industrious')",0.7963361,0.6855402,-0.28880328,-0.34742296,0.5064182,0.4325011,0.0739171
71,-0.99418545,-1.0784901,"('diffident', 'self-confident')",1.9509056,1.8845961,0.6944176,0.62261957,0.5503792,0.4762418,0.0741374
16,-0.98146784,-1.1020247,"('unpopular', 'popular')",-0.58912003,-0.6899184,0.36921686,0.28636846,-0.400457,-0.5018582,0.1014012
36,-0.96560884,-1.1362789,"('hostile', 'amicable')",-0.48875642,-0.61767375,0.009018669,-0.10016654,-0.4817822,-0.6180397,0.1362575
55,-0.9548851,-0.9355189,"('incompetent', 'clever')",-0.2799071,-0.2825548,-0.20743461,-0.22540033,-0.4807423,-0.481158,0.0004157
11,-0.94555086,-0.7624546,"('unhelpful', 'helpful')",0.6224106,0.7312146,1.9337635,2.0781796,0.5368744,0.6823132,-0.1454388
43,-0.87049246,-0.67517287,"('irresponsible', 'responsible')",1.1595395,1.2228926,0.446188,0.51384777,0.2450783,0.3538558,-0.1087775
72,-0.8643217,-0.88633454,"('unambitious', 'ambitious')",0.08811365,0.06655044,-0.93344444,-0.8862789,-0.5698841,-0.5686877,-0.0011964
54,-0.8631418,-0.98381734,"('incapable', 'capable')",0.8454607,0.74397177,1.273971,1.2054539,0.4187633,0.3218694,0.0968939
38,-0.8490671,-0.84903693,"('untruthful', 'truthful')",0.7468586,0.7549587,0.3673023,0.40234733,0.0883646,0.1027564,-0.0143918
45,-0.82650363,-0.6980607,"('incompetent', 'competent')",-0.26660067,-0.17550051,-0.34435323,-0.28117132,-0.4791525,-0.3849108,-0.0942417
23,-0.7593073,-0.6800793,"('insincere', 'sincere')",1.0699747,1.1059128,5.6010103,5.742841,1.9705593,2.0562248,-0.0856655
61,-0.74184906,-0.6791456,"('illogical', 'logical')",1.367353,1.3710517,0.04805898,0.09469479,0.224521,0.2622003,-0.0376793
80,0.7105395,0.84539825,"('dominated', 'dominating')",0.049748547,0.13161023,-1.1358075,-1.0487537,-0.1251732,-0.0239151,-0.1012581
5,-0.70451826,-0.7103991,"('distant', 'outgoing')",0.47800004,0.49257606,0.27193853,0.38404232,0.0151401,0.0554064,-0.0402663
76,0.70101804,0.8067826,"('anxious', 'daring')",0.11405034,0.1918307,0.07086171,0.17904806,0.29531,0.3925538,-0.0972438
24,-0.6997583,-0.6930894,"('dishonest', 'honest')",0.14396818,0.18489796,0.82425725,0.9340852,0.089489,0.1419646,-0.0524756
6,-0.6859526,-0.70052075,"('distant', 'open')",-0.45951885,-0.49909604,0.6001269,0.6974323,-0.1817815,-0.1673948,-0.0143867
41,-0.6385109,-0.5621606,"('unforgiving', 'forgiving')",1.0381649,1.010736,-0.22218165,-0.28103137,0.0591574,0.055848,0.0033094
30,0.63234305,0.7176707,"('intolerant', 'tolerant')",0.83286834,0.88232917,1.0783408,1.2246414,0.8478507,0.9415471,-0.0936964
67,0.6267333,0.68625677,"('doubtful', 'determined')",0.24061145,0.30107728,-0.6142714,-0.52619296,0.0843578,0.1537137,-0.0693559
56,0.6172663,0.8585574,"('impractical', 'practical')",0.9156227,1.1535984,-0.19888777,0.017344996,0.4446671,0.6765002,-0.2318331
74,-0.58549035,-0.528044,"('undedicated', 'dedicated')",0.6544514,0.675496,0.1746406,0.13703471,0.0812005,0.0948289,-0.0136284
64,0.5741877,0.51558596,"('shy', 'confident')",0.45236093,0.494891,-6.408537,-6.5407777,-1.7939962,-1.8434335,0.0494373
26,-0.5668177,-0.52145284,"('hardhearted', 'benevolent')",1.096364,1.1041201,1.450629,1.4175487,0.6600584,0.6667387,-0.0066803
18,-0.564696,-0.6347361,"('disagreeable', 'welcoming')",-0.572547,-0.69774127,-0.19591632,-0.2237335,-0.4443864,-0.518737,0.0743506
3,-0.5555992,-0.63007253,"('repellent', 'pleasant')",-0.08687541,-0.10269206,-0.07959518,-0.12831625,-0.24069,-0.287027,0.046337
81,0.5405985,0.5847681,"('submissive', 'aggressive')",0.99937826,1.0492079,-0.44490808,-0.38097113,0.3650229,0.4176683,-0.0526454
60,0.50371987,0.6131527,"('inefficient', 'efficient')",0.937066,0.97032624,0.04365409,0.11810504,0.4948133,0.5671947,-0.0723814
50,0.49093848,0.45821732,"('clumsy', 'skillful')",0.24067606,0.1603353,0.48602438,0.39052963,0.4058797,0.3363608,0.0695189
27,-0.48802605,-0.51010627,"('hardhearted', 'softhearted')",-0.37446347,-0.46953058,1.5632151,1.5230291,0.2335752,0.1811307,0.0524445
7,-0.4803276,-0.41881904,"('insensitive', 'sensitive')",0.72044754,0.7126896,0.79090923,0.8302164,0.3436764,0.3746957,-0.0310193
37,0.46531916,0.6050787,"('fake', 'genuine')",-0.93133354,-0.862905,0.40479982,0.5372128,-0.0204049,0.0931288,-0.1135337
83,-0.45542172,-0.4529408,"('powerless', 'powerful')",0.5206471,0.52200073,-1.1440022,-1.1932048,-0.3595923,-0.3747149,0.0151226
2,0.43535948,0.43879506,"('unlikable', 'likable')",2.1607218,2.0845242,0.62671787,0.5812311,1.0742664,1.0348501,0.0394163
32,-0.40072682,-0.3764643,"('unkind', 'kind')",0.4114598,0.38979304,0.9906864,0.980705,0.3338065,0.3313446,0.0024619
59,-0.39894646,-0.35951558,"('foolish', 'wise')",0.5265975,0.54059607,0.7022067,0.7543825,0.2766192,0.311821,-0.0352018
4,-0.37283462,-0.39889032,"('disliked', 'liked')",-0.1872255,-0.17226143,-5.786148,-5.728063,-2.1154027,-2.0997383,-0.0156644
88,-0.37283143,-0.3864117,"('low', 'eminent')",-0.95619893,-0.9087008,0.3155306,0.28805035,-0.3378332,-0.3356874,-0.0021458
40,-0.36354676,-0.45406875,"('stingy', 'generous')",0.90772164,0.81243974,-1.5693473,-1.5254718,-0.3417241,-0.3890336,0.0473095
79,-0.35498157,-0.35554448,"('wavering', 'unwavering')",-0.937582,-0.8752339,0.18840662,0.17907034,-0.3680523,-0.3505693,-0.017483
15,0.3376621,0.38205868,"('boring', 'funny')",0.21206513,0.21420129,0.46563968,0.5303573,0.3384556,0.3755391,-0.0370835
62,-0.2867168,-0.1717283,"('incompetent', 'brilliant')",1.0136055,1.125731,0.3494067,0.5424681,0.3587651,0.4988236,-0.1400585
14,-0.22527562,0.0016903523,"('antisocial', 'social')",1.689202,1.8042692,-1.2117933,-1.0563589,0.0840443,0.2498669,-0.1658226
66,0.21776773,0.14337678,"('inactive', 'active')",0.65951765,0.5494377,1.07302,0.9339931,0.6501018,0.5422692,0.1078326
22,-0.21372923,-0.19617444,"('untrustworthy', 'trustworthy')",-0.36297297,-0.33801824,-0.92135245,-0.88181376,-0.4993516,-0.4720021,-0.0273495
84,0.19070908,0.2345908,"('inferior', 'superior')",0.43647242,0.47133964,0.8976577,0.9519653,0.5082797,0.5526319,-0.0443522
33,-0.18697593,-0.3218717,"('wrong', 'right')",1.0021404,0.89050394,-0.5068469,-0.52695256,0.1027725,0.0138932,0.0888793
35,0.1796811,0.21486168,"('corrupt', 'incorrupt')",-1.3239326,-1.3411635,-0.26356876,-0.19054405,-0.4692734,-0.4389486,-0.0303248
29,-0.15062839,-0.10504695,"('unfair', 'fair')",-0.50262666,-0.44128376,-0.8460099,-0.8250921,-0.499755,-0.4571409,-0.0426141
82,-0.14108023,-0.14529994,"('poor', 'rich')",-0.23677096,-0.21066125,6.0193443,6.080602,1.8804978,1.9082136,-0.0277158
20,0.134236,0.10833317,"('rough', 'thoughtful')",0.09338056,0.05435654,0.78324074,0.7760793,0.3369524,0.312923,0.0240294
51,-0.13010858,-0.16345698,"('uneducated', 'educated')",-0.015185691,-0.039631426,0.42164153,0.43472713,0.0921157,0.0772129,0.0149028
70,-0.12996036,-0.038555615,"('lethargic', 'energetic')",0.08144256,0.14694302,0.50874656,0.58692837,0.1534096,0.2317719,-0.0783623
