,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
87,0.1290807,0.13686419,"('unsuccessful', 'successful')",1.335686,1.3469113,0.84775925,0.81890655,0.7708419,0.7675606,0.0032813
21,-0.10989298,-0.047995098,"('immoral', 'moral')",0.8218226,0.86449736,-0.8693862,-0.7898346,-0.0524855,0.0088892,-0.0613747
17,0.08268021,0.09733129,"('nasty', 'nice')",-0.2404933,-0.19817847,-0.6546272,-0.62623227,-0.2708134,-0.2423598,-0.0284536
34,-0.06538973,-0.05758687,"('mean', 'honorable')",0.58962023,0.57157207,5.8235054,5.9309487,2.115912,2.1483113,-0.0323993
39,-0.06425272,-0.03720756,"('exploitative', 'cooperative')",1.0207094,1.0087281,-0.054828223,-0.030380864,0.3005428,0.3137133,-0.0131705
47,0.0597884,0.11824569,"('stupid', 'smart')",1.2425381,1.2211424,5.3700724,5.5022016,2.2241329,2.28053,-0.0563971
13,-0.05614334,0.0748421,"('impolite', 'polite')",0.92330354,1.0130616,-0.06100339,0.068875775,0.2687189,0.3855932,-0.1168743
75,-0.055660218,-0.13303296,"('meek', 'impulsive')",-0.8125171,-0.8233718,-0.22495553,-0.29115123,-0.3643776,-0.415852,0.0514744
65,0.04130932,0.13743332,"('insecure', 'secure')",-0.07839437,0.0045444854,-0.44307023,-0.38701677,-0.1600518,-0.0816797,-0.0783721
68,0.018179577,0.10976237,"('dependent', 'independent')",-1.7558651,-1.7636515,-0.41250163,-0.3337332,-0.7167291,-0.6625408,-0.0541883
49,0.0044300146,0.0734388,"('unable', 'able')",-0.7283823,-0.683713,0.0038716234,0.077660106,-0.2400269,-0.177538,-0.0624889
