,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
2,0.7130341,0.7694924,"('unlikable', 'likable')",0.7187793,0.69491786,0.79077715,0.7414204,0.7408636,0.7352769,0.0055867
22,-0.6954455,-0.6821098,"('untrustworthy', 'trustworthy')",-1.4088672,-1.402763,-1.019517,-0.96746457,-1.0412765,-1.0174457,-0.0238308
81,-0.6908854,-0.66763777,"('submissive', 'aggressive')",-1.479903,-1.1862336,-0.7186237,-0.5282108,-0.9631373,-0.7940274,-0.1691099
6,0.6825926,0.7130696,"('distant', 'open')",0.8861674,0.72199273,-0.29913294,-0.46775192,0.423209,0.3224368,0.1007722
71,0.63482606,0.6224374,"('diffident', 'self-confident')",0.9418448,0.89239633,0.49801838,0.5095255,0.6915631,0.6747864,0.0167767
13,-0.6205243,-0.58162296,"('impolite', 'polite')",-0.77474,-0.6256186,-0.58336806,-0.37723225,-0.6595441,-0.5281579,-0.1313862
19,-0.5927804,-0.4155954,"('inhospitable', 'hospitable')",-0.06488486,0.010951396,-0.8210591,-0.8714329,-0.4929081,-0.425359,-0.0675491
79,-0.57710254,-0.61603963,"('wavering', 'unwavering')",0.1277452,0.072253056,-0.45044824,-0.47867212,-0.2999352,-0.3408196,0.0408844
84,0.56708103,0.5321998,"('inferior', 'superior')",-0.19514874,-0.1376836,0.7321166,0.65799284,0.3680163,0.3508364,0.0171799
11,-0.5235925,-0.55731666,"('unhelpful', 'helpful')",-1.2102531,-1.0949078,1.7548757,1.7842749,0.00701,0.0440168,-0.0370068
32,0.5206287,0.45302963,"('unkind', 'kind')",-0.48436522,-0.46336102,1.0767208,1.1598793,0.3709948,0.3831826,-0.0121878
1,0.51654947,0.4889627,"('unfriendly', 'friendly')",0.9143691,0.68007374,1.9185365,1.5692731,1.116485,0.9127698,0.2037152
44,-0.50637037,-0.41845453,"('prejudiced', 'unprejudiced')",-0.6090148,-0.48153657,-1.5142131,-1.3610926,-0.8765327,-0.7536945,-0.1228382
3,-0.50500643,-0.5834686,"('repellent', 'pleasant')",-0.6054702,-0.6378657,0.7860576,0.95737725,-0.1081397,-0.0879857,-0.020154
48,0.4946299,0.53811866,"('unintelligent', 'intelligent')",-0.0031833276,0.021800734,0.9229471,0.9877966,0.4714646,0.5159053,-0.0444407
10,-0.48089537,-0.6142995,"('unsympathetic', 'sympathetic')",-1.4263573,-1.3178955,-0.23331037,-0.0061903447,-0.713521,-0.6461284,-0.0673926
59,0.478759,0.56079185,"('foolish', 'wise')",0.06352312,-0.058186945,0.03245537,-0.03992822,0.1915792,0.1542256,0.0373536
42,0.4750318,0.5113537,"('unreliable', 'reliable')",-0.07181233,-0.0330193,-3.0607655,-3.0444088,-0.8858487,-0.8553581,-0.0304906
78,-0.47138995,-0.58557135,"('nonresilient', 'resilient')",0.5408824,0.45975107,0.5761239,0.48981202,0.2152055,0.1213306,0.0938749
87,-0.46929812,-0.49492154,"('unsuccessful', 'successful')",-0.7843138,-0.8114813,0.7285729,0.5828038,-0.175013,-0.2411997,0.0661867
83,0.45387214,0.25069726,"('powerless', 'powerful')",0.4781063,0.4484337,-0.96716857,-0.9890905,-0.01173,-0.0966532,0.0849232
34,-0.45196554,-0.4807488,"('mean', 'honorable')",0.21640109,0.10631956,5.685701,5.6960273,1.8167122,1.773866,0.0428462
8,0.44455475,0.47513032,"('unaffectionate', 'affectionate')",0.68310237,0.52698493,0.86874926,0.7260207,0.6654688,0.5760453,0.0894235
62,-0.4237617,-0.32520795,"('incompetent', 'brilliant')",-1.0548924,-0.86035997,0.3192798,0.44659877,-0.3864581,-0.246323,-0.1401351
70,-0.41968766,-0.51706696,"('lethargic', 'energetic')",-0.71325004,-0.63123316,0.07473145,0.24018043,-0.3527354,-0.3027066,-0.0500288
38,-0.37278226,-0.3619418,"('untruthful', 'truthful')",-0.6147071,-0.67832714,0.025450714,-0.15869686,-0.3206795,-0.3996553,0.0789758
47,-0.34744182,-0.2856668,"('stupid', 'smart')",-0.501453,-0.5092191,5.3420067,5.550014,1.4977039,1.5850426,-0.0873387
67,0.34709853,0.4666551,"('doubtful', 'determined')",0.43482286,0.62388945,-0.50928974,-0.36546877,0.0908772,0.2416919,-0.1508147
43,-0.33141232,-0.28570127,"('irresponsible', 'responsible')",-1.5128688,-1.4654372,0.54507464,0.6481775,-0.4330688,-0.3676536,-0.0654152
88,0.32587945,0.20382604,"('low', 'eminent')",-0.6725808,-0.7120657,-0.49207863,-0.44599465,-0.2795933,-0.3180781,0.0384848
69,0.32447118,0.42947426,"('lazy', 'industrious')",1.2280345,1.1752856,-0.68016464,-0.96586156,0.2907804,0.2129661,0.0778143
39,0.31981117,0.4754879,"('exploitative', 'cooperative')",-0.31994736,-0.1616682,0.044778273,0.1510285,0.0148807,0.1549494,-0.1400687
73,0.3183272,0.39372775,"('helpless', 'self-reliant')",-0.22863302,-0.2918921,-3.5012007,-3.6938546,-1.1371688,-1.1973396,0.0601708
56,-0.3122906,-0.25029093,"('impractical', 'practical')",-0.64914685,-0.52881396,-0.3192064,-0.08671479,-0.4268813,-0.2886066,-0.1382747
60,-0.30328915,-0.32471278,"('inefficient', 'efficient')",-1.0963159,-0.95759714,-0.025984969,0.2183908,-0.4751967,-0.3546397,-0.120557
46,-0.2866473,-0.39955485,"('uncompetitive', 'competitive')",-0.27955276,-0.18795487,-0.88294566,-0.86493754,-0.4830486,-0.4841491,0.0011005
58,-0.28567937,-0.4904909,"('undiscriminating', 'discriminating')",0.014516413,-0.075042985,0.1351501,-0.18102549,-0.0453376,-0.2488531,0.2035155
27,0.2802326,0.12001264,"('hardhearted', 'softhearted')",0.4335507,0.30234024,1.3947014,1.1926268,0.7028282,0.5383266,0.1645016
18,0.28012872,0.3169988,"('disagreeable', 'welcoming')",0.15674688,0.25512087,-0.6984904,-0.6603285,-0.0872049,-0.0294029,-0.057802
50,0.27685466,0.25355297,"('clumsy', 'skillful')",-0.1778431,-0.25013626,0.08314781,0.004097685,0.0607198,0.0025048,0.058215
45,-0.26399824,-0.29574317,"('incompetent', 'competent')",-1.5820934,-1.5156646,-0.1887243,-0.19507192,-0.678272,-0.6688266,-0.0094454
57,-0.25899076,-0.37772325,"('unimaginative', 'imaginative')",-1.5073017,-1.413126,-3.1100757,-3.1906269,-1.625456,-1.6604919,0.0350359
23,-0.25708356,-0.40903383,"('insincere', 'sincere')",-0.9607152,-1.0680759,6.2496867,6.3961916,1.677296,1.6396939,0.0376021
52,0.2293536,0.20571817,"('irrational', 'rational')",0.6462214,0.37980103,0.12079478,-0.08772256,0.3321233,0.1659322,0.1661911
82,-0.22788602,-0.03144379,"('poor', 'rich')",-0.6668282,-0.60846746,6.2852254,6.540683,1.796837,1.9669239,-0.1700869
5,0.21033002,0.2737542,"('distant', 'outgoing')",0.36952317,0.27482057,-0.58631074,-0.8281364,-0.0021525,-0.0931872,0.0910347
64,0.17294277,0.22108129,"('shy', 'confident')",-0.9977733,-0.91020864,-6.3222938,-6.296551,-2.3823748,-2.3285596,-0.0538152
63,0.15725611,0.118097104,"('unperceptive', 'insightful')",-0.09298433,-0.083379865,0.65152967,0.5901045,0.2386005,0.2082739,0.0303266
75,-0.15128216,-0.025383135,"('meek', 'impulsive')",0.33034706,0.4227601,-0.7939082,-0.8939202,-0.2049477,-0.1655144,-0.0394333
16,-0.13292573,-0.060534224,"('unpopular', 'popular')",0.46109205,0.4389055,0.21061435,0.10806504,0.1795936,0.1621454,0.0174482
17,-0.13204288,-0.028736252,"('nasty', 'nice')",0.7834732,0.9134693,-0.6067264,-0.5935115,0.0149013,0.0970739,-0.0821726
72,-0.128988,-0.23604353,"('unambitious', 'ambitious')",-0.5837007,-0.49781433,-0.4082048,-0.298053,-0.3736312,-0.3439703,-0.0296609
29,-0.12706286,-0.23387274,"('unfair', 'fair')",-0.14501528,-0.14443374,-0.026283842,-0.17492282,-0.099454,-0.1844098,0.0849558
66,0.11729367,0.04391487,"('inactive', 'active')",0.22318183,0.23217854,0.5455828,0.39815247,0.2953528,0.2247486,0.0706042
31,0.11002678,0.24354492,"('evil', 'good')",0.38653633,0.2696889,-0.84954125,-1.1540793,-0.1176594,-0.2136152,0.0959558
15,-0.100820735,-0.07922183,"('boring', 'funny')",0.25940025,0.110488474,0.009668233,-0.14154787,0.0560826,-0.0367604,0.092843
30,-0.09506586,0.06413461,"('intolerant', 'tolerant')",-0.87870646,-0.83501744,0.48762038,0.52416193,-0.1620506,-0.0822403,-0.0798103
36,0.0823362,-0.051404133,"('hostile', 'amicable')",0.85944855,0.5851882,-0.28375396,-0.6058472,0.2193436,-0.024021,0.2433646
80,0.069742694,-0.008085884,"('dominated', 'dominating')",-0.45497635,-0.32843256,-0.5268862,-0.41263014,-0.30404,-0.2497162,-0.0543238
86,0.0693471,-0.038131125,"('uninfluential', 'influential')",-0.38763246,-0.46919835,-0.30672026,-0.32769287,-0.2083352,-0.2783408,0.0700056
14,-0.0672976,-0.081278324,"('antisocial', 'social')",-0.39696142,-0.14826328,0.095806226,0.17594789,-0.1228176,-0.0178646,-0.104953
61,0.061976276,0.21293785,"('illogical', 'logical')",-0.62925345,-0.5863516,0.733683,0.67060477,0.0554686,0.0990637,-0.0435951
0,-0.058100488,-0.16972604,"('unsociable', 'sociable')",-0.82366544,-0.7962573,-0.10848241,-0.006731946,-0.3300828,-0.3242384,-0.0058444
24,-0.041764818,-0.05801899,"('dishonest', 'honest')",-0.7807169,-0.79689527,0.60805845,0.572608,-0.0714744,-0.0941021,0.0226277
4,0.041672666,-0.008491999,"('disliked', 'liked')",-0.003979072,-0.03191226,-7.1129127,-7.5825644,-2.3584064,-2.5409896,0.1825832
51,0.04008881,-0.067145705,"('uneducated', 'educated')",-0.31337848,-0.29184243,0.380579,0.37305045,0.0357631,0.0046874,0.0310757
55,-0.037342846,-0.017919963,"('incompetent', 'clever')",-1.4793304,-1.3965276,0.41351154,0.57068294,-0.3677206,-0.2812549,-0.0864657
65,-0.032453906,-0.09332629,"('insecure', 'secure')",-1.0734363,-1.0604388,-0.06672553,0.18653798,-0.3908719,-0.322409,-0.0684629
35,-0.021347877,0.07371549,"('corrupt', 'incorrupt')",0.38123065,0.35502422,-0.6312411,-0.7588911,-0.0904528,-0.1100505,0.0195977
53,-0.016677529,0.010449486,"('uncreative', 'creative')",-0.8777011,-0.89052886,0.631146,0.58762974,-0.0877442,-0.0974832,0.009739
41,-0.01405488,-0.012071621,"('unforgiving', 'forgiving')",-0.12257233,-0.058535397,0.039825525,-0.077560656,-0.0322672,-0.0493892,0.017122
