,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.1284502,-2.1686745,"('uninfluential', 'influential')",-0.30760238,-0.21316901,-1.2180263,-1.1909218,-0.0271045
10,-1.8762146,-2.0643554,"('unsympathetic', 'sympathetic')",-0.2968279,-0.050871924,-1.0865213,-1.0576136,-0.0289077
1,-1.8279766,-1.9385235,"('unfriendly', 'friendly')",1.4472479,1.2599157,-0.1903644,-0.3393039,0.1489395
9,-1.7818455,-2.0476203,"('unaffectionate', 'caring')",0.9080455,0.8118594,-0.4369,-0.6178805,0.1809805
53,-1.7247378,-1.8032517,"('uncreative', 'creative')",0.801224,0.80642325,-0.4617569,-0.4984142,0.0366573
57,-1.7007413,-1.4158258,"('unimaginative', 'imaginative')",-2.8323667,-2.5660927,-2.2665539,-1.9909593,-0.2755946
36,-1.6734433,-1.5514836,"('hostile', 'amicable')",-0.18065333,-0.27295595,-0.9270483,-0.9122198,-0.0148285
25,-1.4397695,-1.7979227,"('egoistic', 'altruistic')",1.0737945,0.93775046,-0.1829875,-0.4300861,0.2470986
8,-1.3783815,-1.4484483,"('unaffectionate', 'affectionate')",0.5840602,0.54989606,-0.3971606,-0.4492761,0.0521155
28,-1.2958995,-1.4381735,"('disloyal', 'loyal')",0.8408678,0.80742526,-0.2275158,-0.3153741,0.0878583
73,1.1962742,1.2066686,"('helpless', 'self-reliant')",-3.0787108,-3.1714926,-0.9412183,-0.982412,0.0411937
48,-1.1561162,-1.1151364,"('unintelligent', 'intelligent')",0.8987272,0.8243863,-0.1286945,-0.145375,0.0166805
31,-1.1110263,-0.94910717,"('evil', 'good')",-1.3092955,-1.3612177,-1.210161,-1.1551625,-0.0549985
24,-1.1018512,-1.1083064,"('dishonest', 'honest')",0.63824064,0.7665632,-0.2318053,-0.1708716,-0.0609337
26,-1.0078839,-0.61764187,"('hardhearted', 'benevolent')",1.2306587,1.3346298,0.1113874,0.358494,-0.2471066
38,-0.93840015,-0.83952534,"('untruthful', 'truthful')",0.29004362,0.21194789,-0.3241783,-0.3137887,-0.0103896
18,-0.93587726,-0.9567617,"('disagreeable', 'welcoming')",-0.43370637,-0.46856505,-0.6847918,-0.7126634,0.0278716
72,-0.933862,-0.94795597,"('unambitious', 'ambitious')",-1.0583472,-0.8197674,-0.9961046,-0.8838617,-0.1122429
7,-0.9004072,-1.0361438,"('insensitive', 'sensitive')",0.69086623,0.6972951,-0.1047705,-0.1694243,0.0646538
45,-0.8755859,-0.65707946,"('incompetent', 'competent')",-0.32439512,-0.11833139,-0.5999905,-0.3877054,-0.2122851
54,-0.87065816,-1.1690658,"('incapable', 'capable')",1.2694031,1.112636,0.1993725,-0.0282149,0.2275874
88,-0.86630464,-0.5260694,"('low', 'eminent')",0.414001,0.31516594,-0.2261518,-0.1054517,-0.1207001
0,-0.8662482,-1.1471313,"('unsociable', 'sociable')",-0.54590636,-0.49472767,-0.7060773,-0.8209295,0.1148522
42,0.83485603,0.6669903,"('unreliable', 'reliable')",-2.8120246,-2.6446803,-0.9885843,-0.988845,0.0002607
61,-0.82286346,-0.94401205,"('illogical', 'logical')",-0.035269596,-0.108077124,-0.4290665,-0.5260446,0.0969781
79,-0.8094462,-0.7124159,"('wavering', 'unwavering')",0.11210376,-0.083636284,-0.3486712,-0.3980261,0.0493549
12,-0.7621827,-0.8536703,"('unsupportive', 'supportive')",-1.5444802,-1.5789742,-1.1533315,-1.2163223,0.0629908
35,-0.75584614,-0.45587733,"('corrupt', 'incorrupt')",-0.39366078,-0.4805355,-0.5747535,-0.4682064,-0.1065471
44,0.7481474,1.0531312,"('prejudiced', 'unprejudiced')",-1.4761236,-1.4983274,-0.3639881,-0.2225981,-0.14139
22,-0.74730355,-0.5972256,"('untrustworthy', 'trustworthy')",-1.1623232,-1.0232848,-0.9548134,-0.8102552,-0.1445582
41,-0.7312571,-0.60005856,"('unforgiving', 'forgiving')",-0.18875079,0.025347598,-0.4600039,-0.2873555,-0.1726484
23,-0.7278648,-1.011541,"('insincere', 'sincere')",5.8144712,5.7580113,2.5433033,2.3732352,0.1700681
40,-0.72261363,-0.63168484,"('stingy', 'generous')",-1.905364,-1.8075384,-1.3139888,-1.2196116,-0.0943772
13,-0.71137255,-0.57330173,"('impolite', 'polite')",-0.20413516,-0.16903165,-0.4577539,-0.3711667,-0.0865872
74,-0.6975829,-0.5745698,"('undedicated', 'dedicated')",-0.15823376,0.0048849573,-0.4279083,-0.2848424,-0.1430659
66,-0.69704753,-0.72391295,"('inactive', 'active')",0.79277885,0.59694344,0.0478657,-0.0634848,0.1113505
65,-0.6437649,-0.73099524,"('insecure', 'secure')",-0.38915718,-0.2726564,-0.516461,-0.5018258,-0.0146352
77,-0.59286743,-0.90313804,"('unmotivated', 'motivated')",-0.7101778,-0.9285951,-0.6515226,-0.9158666,0.264344
17,-0.58246,-0.29769546,"('nasty', 'nice')",-0.7457273,-0.6830769,-0.6640936,-0.4903862,-0.1737074
84,0.5806403,0.56767654,"('inferior', 'superior')",1.3603019,1.1539944,0.9704711,0.8608355,0.1096356
32,-0.5621292,-0.8016849,"('unkind', 'kind')",0.85173887,0.9046089,0.1448048,0.051462,0.0933428
56,0.5457136,0.60499597,"('impractical', 'practical')",0.10217747,0.33249712,0.3239455,0.4687465,-0.144801
71,-0.5266196,-0.6397536,"('diffident', 'self-confident')",0.47358936,0.41369912,-0.0265151,-0.1130272,0.0865121
3,-0.49366438,-0.89594775,"('repellent', 'pleasant')",-0.0649979,0.0033673588,-0.2793311,-0.4462902,0.1669591
58,-0.4927884,-0.18472844,"('undiscriminating', 'discriminating')",-0.10485576,0.11790837,-0.2988221,-0.03341,-0.2654121
50,0.48182532,0.38167828,"('clumsy', 'skillful')",0.5440101,0.38184184,0.5129177,0.3817601,0.1311576
60,0.44089305,0.29980475,"('inefficient', 'efficient')",0.42780098,0.5746232,0.434347,0.437214,-0.002867
51,-0.4340099,-0.5005513,"('uneducated', 'educated')",0.5625388,0.6283075,0.0642644,0.0638781,0.0003863
70,-0.42227107,-0.3493652,"('lethargic', 'energetic')",0.86474544,1.0473708,0.2212372,0.3490028,-0.1277656
69,0.40901002,0.5447792,"('lazy', 'industrious')",-0.43909132,-0.6134549,-0.0150407,-0.0343378,0.0192971
33,-0.38135526,-0.24669135,"('wrong', 'right')",-0.8111452,-0.9491907,-0.5962502,-0.597941,0.0016908
67,0.3799475,0.62203014,"('doubtful', 'determined')",-0.38808876,-0.1089852,-0.0040706,0.2565225,-0.2605931
39,0.3533814,0.4571045,"('exploitative', 'cooperative')",-0.07060413,0.06674801,0.1413886,0.2619263,-0.1205377
21,-0.3525706,-0.464935,"('immoral', 'moral')",-0.5447825,-0.6370315,-0.4486766,-0.5509833,0.1023067
14,-0.35105148,-0.08608326,"('antisocial', 'social')",-1.1185226,-0.7826188,-0.734787,-0.434351,-0.300436
52,-0.32255635,-0.27958983,"('irrational', 'rational')",-0.29093134,-0.5201376,-0.3067439,-0.3998637,0.0931198
46,-0.32035378,-0.38837218,"('uncompetitive', 'competitive')",-0.30931565,-0.22714794,-0.3148347,-0.3077601,-0.0070746
6,-0.30905852,-0.4838413,"('distant', 'open')",0.43011096,0.118538894,0.0605262,-0.1826512,0.2431774
27,-0.30876616,-0.46618104,"('hardhearted', 'softhearted')",1.2222011,1.242084,0.4567175,0.3879515,0.068766
87,0.30155602,0.52085984,"('unsuccessful', 'successful')",0.5079557,0.3519649,0.4047558,0.4364124,-0.0316566
