,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-1.2008474,-1.2194304,"('incompetent', 'competent')",-0.5362947,-0.64104676,-0.868571,-0.9302386,0.0616676
8,-1.1675248,-1.156123,"('unaffectionate', 'affectionate')",1.1259422,1.186734,-0.0207913,0.0153055,-0.0360968
28,-1.094269,-1.2585735,"('disloyal', 'loyal')",0.95535916,0.96882665,-0.0694549,-0.1448734,0.0754185
10,-1.091331,-1.1357355,"('unsympathetic', 'sympathetic')",-0.52242553,-0.596452,-0.8068783,-0.8660938,0.0592155
3,-1.0747962,-1.0869017,"('repellent', 'pleasant')",-0.13570079,-0.18315364,-0.6052485,-0.6350276,0.0297791
13,-1.0379608,-1.0998683,"('impolite', 'polite')",-0.98960525,-0.96353364,-1.013783,-1.031701,0.017918
55,-1.032306,-1.056137,"('incompetent', 'clever')",-0.04800704,-0.18570866,-0.5401565,-0.6209228,0.0807663
63,-0.98532534,-0.8969591,"('unperceptive', 'insightful')",0.74803543,0.8164638,-0.118645,-0.0402476,-0.0783974
5,-0.96944743,-0.7924868,"('distant', 'outgoing')",0.07948086,0.2074113,-0.4449833,-0.2925377,-0.1524456
2,0.96143633,1.0169578,"('unlikable', 'likable')",0.5330289,0.5344213,0.7472326,0.7756895,-0.0284569
38,-0.9337703,-0.88034177,"('untruthful', 'truthful')",-0.22534159,-0.046804957,-0.5795559,-0.4635734,-0.1159825
44,0.92581916,1.0409591,"('prejudiced', 'unprejudiced')",-1.4826524,-1.4337908,-0.2784166,-0.1964158,-0.0820008
71,-0.9154304,-0.89167696,"('diffident', 'self-confident')",0.6623822,0.6391397,-0.1265241,-0.1262686,-0.0002555
61,-0.904883,-0.9505306,"('illogical', 'logical')",0.27282485,0.18018349,-0.3160291,-0.3851736,0.0691445
6,-0.866533,-0.7577729,"('distant', 'open')",0.5259643,0.5611176,-0.1702843,-0.0983277,-0.0719566
7,-0.8313075,-0.80925375,"('insensitive', 'sensitive')",0.50729924,0.5430818,-0.1620041,-0.133086,-0.0289181
62,-0.79942,-0.616284,"('incompetent', 'brilliant')",-0.107358724,0.0686436,-0.4533893,-0.2738202,-0.1795691
18,-0.79257655,-0.78357726,"('disagreeable', 'welcoming')",-0.22898716,-0.23125713,-0.5107819,-0.5074172,-0.0033647
32,-0.76006,-0.8564912,"('unkind', 'kind')",0.8567502,0.81965023,0.0483451,-0.0184205,0.0667656
50,0.75835854,0.6915189,"('clumsy', 'skillful')",0.49173355,0.46085554,0.625046,0.5761873,0.0488587
70,-0.7054722,-0.60544145,"('lethargic', 'energetic')",0.12659769,0.18262178,-0.2894372,-0.2114098,-0.0780274
72,-0.68810165,-0.62626064,"('unambitious', 'ambitious')",-0.97494435,-0.83827776,-0.831523,-0.7322692,-0.0992538
24,-0.68010014,-0.7281205,"('dishonest', 'honest')",0.6313245,0.6469188,-0.0243878,-0.0406009,0.0162131
14,-0.6453866,-0.6125276,"('antisocial', 'social')",-1.0486115,-1.1673484,-0.846999,-0.889938,0.042939
51,-0.63748556,-0.70203227,"('uneducated', 'educated')",0.7309824,0.55047244,0.0467484,-0.0757799,0.1225283
60,-0.5941961,-0.47891226,"('inefficient', 'efficient')",-0.4232172,-0.17311011,-0.5087066,-0.3260112,-0.1826954
20,0.5589388,0.42047125,"('rough', 'thoughtful')",1.4138811,1.2859126,0.9864099,0.853192,0.1332179
78,-0.52039903,-0.5281176,"('nonresilient', 'resilient')",0.3114164,0.30518177,-0.1044913,-0.1114679,0.0069766
31,-0.5196473,-0.561491,"('evil', 'good')",-0.6985085,-0.8389231,-0.6090779,-0.7002071,0.0911292
22,-0.5109403,-0.5344878,"('untrustworthy', 'trustworthy')",-1.1151286,-1.1931708,-0.8130345,-0.8638293,0.0507948
29,-0.482646,-0.5503473,"('unfair', 'fair')",-0.2681713,-0.43808478,-0.3754086,-0.4942161,0.1188075
84,0.4808587,0.46988204,"('inferior', 'superior')",1.1274053,1.1943052,0.804132,0.8320936,-0.0279616
85,0.457898,0.3520673,"('insignificant', 'prestigious')",1.3199382,1.3049926,0.8889181,0.82853,0.0603881
26,0.45413268,0.2694392,"('hardhearted', 'benevolent')",1.9961348,1.8550496,1.2251337,1.0622444,0.1628893
65,-0.4218328,-0.521138,"('insecure', 'secure')",-0.8779592,-0.7983182,-0.649896,-0.6597281,0.0098321
82,-0.39032033,-0.14018402,"('poor', 'rich')",5.620421,5.922843,2.6150503,2.8913295,-0.2762792
41,-0.38936403,-0.41915575,"('unforgiving', 'forgiving')",-0.08060589,-0.29230934,-0.234985,-0.3557326,0.1207476
56,-0.3633796,-0.2794608,"('impractical', 'practical')",-0.48918268,-0.3489711,-0.4262812,-0.314216,-0.1120652
21,-0.34882712,-0.3907142,"('immoral', 'moral')",-0.6842403,-0.7437414,-0.5165337,-0.5672278,0.0506941
49,-0.3445407,-0.19815521,"('unable', 'able')",-0.075334504,0.13658306,-0.2099376,-0.0307861,-0.1791515
67,0.33589226,0.42539605,"('doubtful', 'determined')",-0.68482876,-0.5674137,-0.1744682,-0.0710088,-0.1034594
16,-0.3296199,-0.37859818,"('unpopular', 'popular')",0.47101346,0.4110559,0.0706968,0.0162289,0.0544679
64,-0.32126907,-0.24005368,"('shy', 'confident')",-6.8417196,-6.9419637,-3.5814943,-3.5910087,0.0095144
4,-0.3136652,-0.37079638,"('disliked', 'liked')",-5.9970517,-6.2320952,-3.1553586,-3.3014457,0.1460871
48,-0.29764143,-0.4313415,"('unintelligent', 'intelligent')",0.88442385,0.8218055,0.2933912,0.195232,0.0981592
54,-0.2968541,-0.21622974,"('incapable', 'capable')",1.2403834,1.3862505,0.4717646,0.5850104,-0.1132458
58,-0.28936794,-0.4720018,"('undiscriminating', 'discriminating')",0.25907683,0.09856153,-0.0151456,-0.1867201,0.1715745
52,-0.27000615,-0.5678876,"('irrational', 'rational')",0.57514656,0.27845374,0.1525702,-0.1447169,0.2972871
83,-0.26888454,-0.34687495,"('powerless', 'powerful')",-0.93179274,-0.85257864,-0.6003386,-0.5997268,-0.0006118
42,0.2633932,0.45357227,"('unreliable', 'reliable')",-3.1139078,-2.9623747,-1.4252573,-1.2544012,-0.1708561
80,-0.22713506,-0.33092836,"('dominated', 'dominating')",-1.3168343,-1.4222715,-0.7719847,-0.8765999,0.1046152
34,0.22614573,0.27485842,"('mean', 'honorable')",5.8985333,6.145837,3.0623395,3.2103477,-0.1480082
37,0.21630082,0.1799097,"('fake', 'genuine')",0.42341247,0.53728634,0.3198566,0.358598,-0.0387414
17,-0.16850105,-0.20537789,"('nasty', 'nice')",-0.27388248,-0.34844568,-0.2211918,-0.2769118,0.05572
79,0.14398606,0.026520893,"('wavering', 'unwavering')",0.3764862,0.44059473,0.2602361,0.2335578,0.0266783
66,-0.12872812,-0.14199027,"('inactive', 'active')",0.94344735,0.86294115,0.4073596,0.3604754,0.0468842
33,0.121863805,-0.0013971999,"('wrong', 'right')",-0.47700995,-0.4581219,-0.1775731,-0.2297595,0.0521864
74,-0.1189617,-0.18182735,"('undedicated', 'dedicated')",0.16975999,0.08180483,0.0253991,-0.0500113,0.0754104
47,-0.11281001,-0.10092683,"('stupid', 'smart')",5.195606,5.3792806,2.541398,2.6391768,-0.0977788
25,0.10539756,0.13567038,"('egoistic', 'altruistic')",1.7433194,1.7953017,0.9243585,0.965486,-0.0411275
30,-0.09238626,-0.035235964,"('intolerant', 'tolerant')",1.2099864,1.1973495,0.5588001,0.5810568,-0.0222567
15,-0.0902317,-0.18147366,"('boring', 'funny')",0.3431378,0.25857058,0.126453,0.0385485,0.0879045
76,-0.0852403,0.07688369,"('anxious', 'daring')",-0.027444534,0.0288225,-0.0563424,0.0528531,-0.1091955
75,0.08385058,0.22699621,"('meek', 'impulsive')",-0.44197184,-0.38539448,-0.1790606,-0.0791991,-0.0998615
36,-0.07246729,-0.34191066,"('hostile', 'amicable')",0.39055648,0.2574229,0.1590446,-0.0422439,0.2012885
40,-0.06794479,-0.1709809,"('stingy', 'generous')",-1.0165503,-1.2170926,-0.5422475,-0.6940368,0.1517893
39,-0.06539838,0.016508266,"('exploitative', 'cooperative')",0.013409572,-0.024839796,-0.0259944,-0.0041658,-0.0218286
27,-0.051527962,-0.07812801,"('hardhearted', 'softhearted')",1.7821052,1.6414337,0.8652886,0.7816529,0.0836357
68,-0.049802236,-0.0897135,"('dependent', 'independent')",-0.17454793,-0.26647556,-0.1121751,-0.1780945,0.0659194
81,-0.040471397,0.086186826,"('submissive', 'aggressive')",-0.95795435,-0.87153924,-0.4992129,-0.3926762,-0.1065367
59,-0.023628473,-0.03178247,"('foolish', 'wise')",0.703827,0.65541404,0.3400993,0.3118158,0.0282835
88,0.01841952,-0.21111195,"('low', 'eminent')",0.54401326,0.5411049,0.2812164,0.1649965,0.1162199
87,-0.006999526,-0.10557069,"('unsuccessful', 'successful')",0.7444077,0.6542605,0.3687041,0.2743449,0.0943592
