,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.4603896,-2.628135,"('hostile', 'amicable')",0.1595779,-0.010884747,-1.1504059,-1.3195099,0.169104
60,2.3075335,2.3151324,"('inefficient', 'efficient')",-0.093564205,0.10397021,1.1069846,1.2095513,-0.1025667
31,-2.2373824,-2.3306727,"('evil', 'good')",-0.90250266,-0.9073378,-1.5699425,-1.6190052,0.0490627
81,1.9980063,1.9916528,"('submissive', 'aggressive')",-0.82096547,-0.6331426,0.5885204,0.6792551,-0.0907347
14,1.9316659,1.9343685,"('antisocial', 'social')",-0.25991678,-0.26878718,0.8358746,0.8327907,0.0030839
21,1.8480586,1.6441388,"('immoral', 'moral')",-0.4863614,-0.4670979,0.6808486,0.5885205,0.0923281
53,-1.8191588,-2.0078425,"('uncreative', 'creative')",0.64291203,0.72345984,-0.5881234,-0.6421914,0.054068
30,1.6672424,1.7244806,"('intolerant', 'tolerant')",1.2411696,1.4049116,1.454206,1.5646961,-0.1104901
56,1.6644433,1.736511,"('impractical', 'practical')",-0.5158575,-0.35449842,0.5742929,0.6910063,-0.1167134
62,1.6031613,1.7099527,"('incompetent', 'brilliant')",0.12518263,0.4615304,0.864172,1.0857415,-0.2215695
16,-1.5475101,-1.5016729,"('unpopular', 'popular')",0.21999982,0.16281494,-0.6637552,-0.6694289,0.0056737
6,-1.5448682,-1.6397715,"('distant', 'open')",0.17306153,0.21582928,-0.6859034,-0.7119711,0.0260677
35,-1.5434427,-1.5737535,"('corrupt', 'incorrupt')",-0.1917442,-0.3260186,-0.8675935,-0.949886,0.0822925
66,-1.5276614,-1.7116897,"('inactive', 'active')",0.73857117,0.5495607,-0.3945451,-0.5810645,0.1865194
43,1.496282,1.3483456,"('irresponsible', 'responsible')",0.6380606,0.7442107,1.0671713,1.0462782,0.0208931
48,1.4905385,1.2632412,"('unintelligent', 'intelligent')",0.62848824,0.6898961,1.0595133,0.9765686,0.0829447
4,-1.4437034,-1.3899355,"('disliked', 'liked')",-6.8157463,-6.7294726,-4.129725,-4.0597038,-0.0700212
5,-1.4212059,-1.5164073,"('distant', 'outgoing')",-0.28470284,-0.27596492,-0.8529544,-0.8961861,0.0432317
19,-1.3962855,-1.2382114,"('inhospitable', 'hospitable')",0.076796316,0.24413222,-0.6597446,-0.4970396,-0.162705
85,-1.3624294,-1.5904275,"('insignificant', 'prestigious')",0.71074206,0.61247754,-0.3258437,-0.488975,0.1631313
55,1.2633489,1.2116855,"('incompetent', 'clever')",0.18408825,0.29592457,0.7237186,0.753805,-0.0300864
75,-1.2386374,-1.11049,"('meek', 'impulsive')",-0.68752646,-0.67998594,-0.963082,-0.8952379,-0.0678441
79,-1.2221634,-1.2840699,"('wavering', 'unwavering')",-0.10444231,-0.1801821,-0.6633029,-0.732126,0.0688231
76,1.1890342,1.1754606,"('anxious', 'daring')",0.13158396,0.21643496,0.6603091,0.6959478,-0.0356387
65,1.1722152,1.0974803,"('insecure', 'secure')",-0.21980934,-0.23803583,0.4762029,0.4297222,0.0464807
42,1.1057178,1.011031,"('unreliable', 'reliable')",-3.0853703,-2.8237145,-0.9898263,-0.9063417,-0.0834846
37,1.1049939,0.9963009,"('fake', 'genuine')",0.54072005,0.58128744,0.822857,0.7887942,0.0340628
70,1.1006725,1.0455517,"('lethargic', 'energetic')",0.7551805,0.7881884,0.9279265,0.91687,0.0110565
22,1.0886672,0.9188527,"('untrustworthy', 'trustworthy')",-0.9041599,-0.71581656,0.0922536,0.1015181,-0.0092645
1,-1.0000451,-1.2128091,"('unfriendly', 'friendly')",1.5950826,1.8562866,0.2975188,0.3217388,-0.02422
23,0.96597385,0.8677162,"('insincere', 'sincere')",5.695617,5.828257,3.3307955,3.3479867,-0.0171912
20,0.95551735,0.6058355,"('rough', 'thoughtful')",1.015482,1.0041871,0.9854996,0.8050113,0.1804883
11,0.9458835,0.9789207,"('unhelpful', 'helpful')",1.2642686,1.6190181,1.1050761,1.2989694,-0.1938933
10,0.9392675,0.80762833,"('unsympathetic', 'sympathetic')",-0.42620748,-0.34252053,0.25653,0.2325539,0.0239761
69,-0.91398144,-0.9850691,"('lazy', 'industrious')",-0.3872378,-0.5191483,-0.6506096,-0.7521087,0.1014991
41,0.8755498,0.8036835,"('unforgiving', 'forgiving')",-0.09325524,-0.029207965,0.3911473,0.3872378,0.0039095
2,0.8745211,0.8217492,"('unlikable', 'likable')",0.50264525,0.63095665,0.6885831,0.7263529,-0.0377698
63,0.80282205,0.6431404,"('unperceptive', 'insightful')",0.5797876,0.8443975,0.6913048,0.7437689,-0.0524641
84,0.7918799,0.78386533,"('inferior', 'superior')",0.8347105,0.916567,0.8132952,0.8502162,-0.036921
8,-0.7772753,-0.77330345,"('unaffectionate', 'affectionate')",0.8245935,0.9340977,0.0236591,0.0803971,-0.056738
52,-0.7726131,-0.9655193,"('irrational', 'rational')",0.27008462,0.15538713,-0.2512642,-0.4050661,0.1538019
39,0.7550059,0.5383385,"('exploitative', 'cooperative')",0.36345816,0.38417405,0.559232,0.4612563,0.0979757
80,0.7442895,0.6927255,"('dominated', 'dominating')",-1.2562597,-1.3218517,-0.2559851,-0.3145631,0.058578
13,0.73452514,0.80899835,"('impolite', 'polite')",-0.7020148,-0.43046135,0.0162552,0.1892685,-0.1730133
72,0.72029346,0.7791486,"('unambitious', 'ambitious')",-0.6399935,-0.5334281,0.04015,0.1228603,-0.0827103
7,0.71743935,0.5633264,"('insensitive', 'sensitive')",0.8471816,1.0123254,0.7823105,0.7878259,-0.0055154
46,0.71170616,0.5381376,"('uncompetitive', 'competitive')",-0.8189309,-0.7642468,-0.0536124,-0.1130546,0.0594422
12,0.6638979,0.6188285,"('unsupportive', 'supportive')",-1.9043679,-1.6655973,-0.620235,-0.5233845,-0.0968505
3,0.6409179,0.6941985,"('repellent', 'pleasant')",0.4615381,0.5276462,0.551228,0.6109223,-0.0596943
74,0.63945824,0.60306895,"('undedicated', 'dedicated')",0.10440367,0.18088003,0.371931,0.3919745,-0.0200435
61,0.63572574,0.49318838,"('illogical', 'logical')",0.4231697,0.29720235,0.5294477,0.3951954,0.1342523
0,0.6215223,0.3576212,"('unsociable', 'sociable')",-0.61732036,-0.6426273,0.002101,-0.1425031,0.1446041
82,-0.5751108,-0.33172938,"('poor', 'rich')",6.050822,6.1581173,2.7378554,2.9131939,-0.1753385
59,-0.5551935,-0.5949343,"('foolish', 'wise')",0.2839272,0.38502482,-0.1356331,-0.1049547,-0.0306784
32,0.5283701,0.4922261,"('unkind', 'kind')",0.8450977,0.9427018,0.6867339,0.717464,-0.0307301
67,0.5216164,0.61892223,"('doubtful', 'determined')",-0.75638974,-0.55357814,-0.1173867,0.032672,-0.1500587
45,0.5147422,0.5912343,"('incompetent', 'competent')",-0.36347663,-0.189574,0.0756328,0.2008302,-0.1251974
38,0.48943472,0.51593375,"('untruthful', 'truthful')",-0.47632205,-0.19842939,0.0065563,0.1587522,-0.1521959
26,0.48525712,0.16323973,"('hardhearted', 'benevolent')",1.9441633,1.9542264,1.2147102,1.0587331,0.1559771
9,-0.48284423,-0.4901471,"('unaffectionate', 'caring')",1.0943743,1.2105649,0.305765,0.3602089,-0.0544439
49,0.47761232,0.43385994,"('unable', 'able')",-0.073944435,-0.07590469,0.2018339,0.1789776,0.0228563
15,-0.4675429,-0.56393313,"('boring', 'funny')",0.38749853,0.3543952,-0.0400222,-0.104769,0.0647468
34,0.45949808,0.38957328,"('mean', 'honorable')",5.8727064,5.892821,3.1661022,3.141197,0.0249052
64,0.42405573,0.32863998,"('shy', 'confident')",-6.642226,-6.7033167,-3.1090853,-3.1873384,0.0782531
88,-0.38816124,-0.57198304,"('low', 'eminent')",0.2305843,0.27177414,-0.0787885,-0.1501044,0.0713159
25,-0.36922774,-0.6355758,"('egoistic', 'altruistic')",1.9975436,1.9021411,0.8141579,0.6332827,0.1808752
40,0.36729658,0.19791792,"('stingy', 'generous')",-1.4120924,-1.3628255,-0.5223979,-0.5824538,0.0600559
27,0.3669508,0.1880567,"('hardhearted', 'softhearted')",1.8227497,1.6563021,1.0948503,0.9221794,0.1726709
86,-0.33333528,-0.49171776,"('uninfluential', 'influential')",-0.1132527,-0.11423402,-0.223294,-0.3029759,0.0796819
51,0.32702115,0.44089437,"('uneducated', 'educated')",0.3850894,0.5389727,0.3560553,0.4899335,-0.1338782
71,-0.3070711,-0.5847686,"('diffident', 'self-confident')",0.4869844,0.36989674,0.0899567,-0.1074359,0.1973926
78,0.3009394,0.055346772,"('nonresilient', 'resilient')",0.0011123754,0.03861942,0.1510259,0.0469831,0.1040428
24,0.2984613,0.2266884,"('dishonest', 'honest')",0.80661833,0.99761015,0.5525398,0.6121493,-0.0596095
33,-0.2469659,-0.34713584,"('wrong', 'right')",-0.3832834,-0.31243876,-0.3151247,-0.3297873,0.0146626
73,0.23605624,0.37405452,"('helpless', 'self-reliant')",-2.755745,-2.6042643,-1.2598443,-1.1151049,-0.1447394
68,0.2196591,0.2016398,"('dependent', 'independent')",-0.39376965,-0.4762458,-0.0870553,-0.137303,0.0502477
29,-0.21411003,-0.14044465,"('unfair', 'fair')",-0.213961,-0.33727273,-0.2140355,-0.2388587,0.0248232
44,0.20983407,0.11774857,"('prejudiced', 'unprejudiced')",-1.1998137,-1.5017277,-0.4949898,-0.6919895,0.1969997
17,-0.20057964,-0.1378918,"('nasty', 'nice')",-0.29415247,-0.2818257,-0.2473661,-0.2098587,-0.0375074
