,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
51,3.5787008,3.784139,"('uneducated', 'educated')",-0.8373619,-0.6887882,-0.0034663659,0.25804532,0.44714442,0.67495775,0.7962543,1.0070884,-0.2108341
39,2.8001857,2.407486,"('exploitative', 'cooperative')",1.4371747,1.4344167,1.122327,1.0085516,0.31903177,0.24904004,1.4196798,1.2748736,0.1448062
70,2.6258564,2.3679242,"('lethargic', 'energetic')",-1.2679025,-1.158452,-0.14520359,-0.008254284,0.51697046,0.70449436,0.4324302,0.4764281,-0.0439979
31,-2.5896971,-2.1093097,"('evil', 'good')",0.2979246,0.14916196,-0.8570177,-1.0851709,-0.9095695,-1.1024507,-1.01459,-1.0369424,0.0223524
7,2.343396,1.9029999,"('insensitive', 'sensitive')",-0.14607178,-0.07194593,-0.23291115,-0.1847358,0.75127745,0.7203823,0.6789227,0.5916751,0.0872476
74,2.3171513,2.4617689,"('undedicated', 'dedicated')",0.41001472,0.56298757,-0.03155031,0.21089938,0.43433583,0.7108263,0.7824879,0.9866205,-0.2041326
24,1.988511,1.7247926,"('dishonest', 'honest')",-0.10241538,0.08166847,-0.30483702,-0.16275582,0.8367703,1.1152648,0.6045072,0.6897425,-0.0852353
12,1.9827896,1.8638169,"('unsupportive', 'supportive')",0.20302868,0.20210928,0.44874644,0.49742568,-1.5362936,-1.4737487,0.2745678,0.2724007,0.0021671
53,-1.8097901,-1.446629,"('uncreative', 'creative')",1.1537265,1.1672841,-0.52640676,-0.4329112,0.7662815,0.88235235,-0.1040472,0.0425241,-0.1465713
43,1.7961558,1.32471,"('irresponsible', 'responsible')",-0.4844113,-0.40814775,-0.7764739,-0.7926264,0.35241973,0.53869224,0.2219226,0.165657,0.0562656
14,1.7910379,1.4983494,"('antisocial', 'social')",0.11587982,0.2742208,0.9022946,0.9643227,-0.6566971,-0.6717757,0.5381288,0.5162793,0.0218495
81,1.7033441,1.2778339,"('submissive', 'aggressive')",-0.030211516,0.13076267,0.32260558,0.5018799,-0.7276261,-0.5046178,0.317028,0.3514647,-0.0344367
80,1.6534318,1.1049546,"('dominated', 'dominating')",-1.1223305,-1.2670567,0.53561324,0.5822318,-0.9802873,-1.2412765,0.0216068,-0.2052867,0.2268935
25,-1.590323,-1.2624725,"('egoistic', 'altruistic')",0.57424897,0.40282091,1.1273308,1.2420747,1.5580225,1.4180055,0.4173198,0.4501072,-0.0327874
11,1.5139687,1.6342747,"('unhelpful', 'helpful')",0.7134025,0.91063523,1.2544365,1.5709747,2.1198478,2.605483,1.4004139,1.680342,-0.2799281
60,1.4239863,0.8766021,"('inefficient', 'efficient')",0.2580346,0.41929293,1.0385486,1.1883606,-0.31057563,-0.07532251,0.6024985,0.6022333,0.0002652
16,-1.3434049,-0.79843456,"('unpopular', 'popular')",-0.42960602,-0.6025935,-0.032508906,-0.004827857,0.5686491,0.443542,-0.3092177,-0.2405785,-0.0686392
42,1.3358535,1.4284321,"('unreliable', 'reliable')",-0.6457246,-0.52787906,-0.09428079,0.067351356,-2.6403408,-2.5005555,-0.5111232,-0.3831628,-0.1279604
8,-1.3266126,-0.79422116,"('unaffectionate', 'affectionate')",0.18136972,0.18188417,-0.34132114,-0.27807608,0.7308867,0.66018105,-0.1889193,-0.057558,-0.1313613
56,1.2967894,1.580906,"('impractical', 'practical')",0.3889715,0.9396116,0.030349478,0.46110526,-0.2757559,0.35089618,0.3600886,0.8331298,-0.4730412
66,1.2700272,1.2690611,"('inactive', 'active')",-0.74830824,-0.69242233,-0.24908201,-0.18986544,1.180601,0.9344575,0.3633095,0.3303077,0.0330018
87,1.2632998,1.4147199,"('unsuccessful', 'successful')",0.270317,0.36038512,1.2514818,1.4422472,0.64448744,0.72617584,0.8573965,0.985882,-0.1284855
23,1.2268307,1.1440189,"('insincere', 'sincere')",-0.24541937,-0.016309325,0.2513351,0.42871973,5.2685905,5.486735,1.6253343,1.7607911,-0.1354568
32,1.1863171,1.0202439,"('unkind', 'kind')",-0.0031105652,0.17058003,0.16030875,0.27352574,1.3735712,1.5568583,0.6792716,0.755302,-0.0760304
71,1.1278263,1.5511688,"('diffident', 'self-confident')",1.0325058,1.1401598,0.3980723,0.39368,0.5451287,0.45762643,0.7758833,0.8856587,-0.1097754
77,1.1121674,0.6571702,"('unmotivated', 'motivated')",-0.30977768,-0.49287307,-0.3449071,-0.4613505,-1.2804034,-1.1243387,-0.2057302,-0.3553481,0.1496179
45,1.1089534,0.9210421,"('incompetent', 'competent')",-0.5967419,-0.5995305,0.7309273,0.8919761,-0.5061244,-0.37364373,0.1842536,0.209961,-0.0257074
10,1.1014344,0.37472424,"('unsympathetic', 'sympathetic')",-1.1658723,-1.1266842,-0.6941632,-0.64307433,-0.0865994,0.11105912,-0.2113001,-0.3209938,0.1096937
1,-1.0654091,-0.68361646,"('unfriendly', 'friendly')",1.3917662,1.396277,0.20096417,0.13491064,2.0203547,1.8477564,0.636919,0.6738319,-0.0369129
5,-1.0625035,-0.42047045,"('distant', 'outgoing')",1.0591488,1.1479985,-0.49078584,-0.572513,-0.17675099,-0.12309049,-0.1677229,0.0079811,-0.175704
65,1.0551705,0.36845,"('insecure', 'secure')",-0.46393162,-0.29247263,-0.27760366,-0.44732496,-0.3880535,-0.5290877,-0.0186046,-0.2251088,0.2065042
76,1.0436157,0.6910008,"('anxious', 'daring')",-1.8469067,-1.688407,-0.04162068,0.12479171,-0.05115275,0.08449641,-0.2240161,-0.1970295,-0.0269866
36,-1.0420765,-0.6152372,"('hostile', 'amicable')",0.0030449033,-0.1575304,-0.63533574,-0.7572483,0.46612453,0.3363065,-0.3020607,-0.2984273,-0.0036334
48,1.0362568,0.37404042,"('unintelligent', 'intelligent')",0.2774143,0.18157408,-0.8154638,-0.941648,0.36121774,0.20988427,0.2148563,-0.0440373,0.2588936
