,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.3755279,-2.3792934,"('unsympathetic', 'sympathetic')",-0.03464804,0.11249575,1.7231673,1.4629014,0.6408585,0.6368364,-0.0115375,-0.041765,0.0302275
57,-2.328295,-2.2714329,"('unimaginative', 'imaginative')",-1.4796828,-1.287546,-0.43719262,-0.5525538,-2.4310677,-2.4401152,-1.6690595,-1.637912,-0.0311475
48,-2.091017,-1.9462909,"('unintelligent', 'intelligent')",-0.47550926,-0.327989,0.48986778,0.61390936,0.63369226,0.7010468,-0.3607416,-0.2398309,-0.1209107
69,2.020817,2.1216354,"('lazy', 'industrious')",0.15131024,0.16441217,-0.096161634,-0.050712395,-0.8068568,-0.7132532,0.3172772,0.3805205,-0.0632433
86,-1.8350669,-1.7697717,"('uninfluential', 'influential')",0.21398059,0.3205943,0.5343356,0.55025464,0.15970263,0.19964917,-0.231762,-0.1748184,-0.0569436
81,-1.7932786,-1.7607532,"('submissive', 'aggressive')",0.18728614,0.10128911,2.2208593,1.6697586,-0.42838505,-0.72195256,0.0466205,-0.1779145,0.224535
24,-1.7894202,-1.4340569,"('dishonest', 'honest')",0.763996,0.78674203,2.068086,2.2675664,1.0956438,1.346907,0.5345764,0.7417897,-0.2072133
41,-1.702907,-1.3177639,"('unforgiving', 'forgiving')",-0.23354709,0.13885847,0.08440524,0.19172373,-0.0824351,-0.05657145,-0.483621,-0.2609383,-0.2226827
87,1.6005852,1.4002736,"('unsuccessful', 'successful')",0.8646155,0.6214067,0.80676425,0.5464323,0.45992705,0.41713732,0.932973,0.7463125,0.1866605
70,-1.5123538,-1.5425688,"('lethargic', 'energetic')",0.037426136,0.026421525,2.5602155,2.3783674,1.0360386,0.8619998,0.5303316,0.431055,0.0992766
50,1.4490783,1.4884497,"('clumsy', 'skillful')",-0.32863057,-0.27378052,0.0091714915,0.2193797,0.757067,0.8606771,0.4716716,0.5736815,-0.1020099
72,-1.3778622,-1.2155647,"('unambitious', 'ambitious')",-0.8083708,-0.7319079,-0.05672168,0.047551323,-1.1830502,-0.79581815,-0.8565012,-0.6739349,-0.1825663
55,-1.3513323,-1.5134043,"('incompetent', 'clever')",0.32354537,0.30763862,1.9639902,1.6540283,0.4317992,0.3242209,0.3420006,0.1931209,0.1488797
30,-1.3212674,-1.2307965,"('intolerant', 'tolerant')",0.5632305,0.6175058,0.9870466,0.89102864,1.0561732,1.0196332,0.3212957,0.3243428,-0.0030471
3,-1.2754732,-1.42819,"('repellent', 'pleasant')",-1.4109082,-1.4884913,0.48985147,0.23755378,-0.004870951,-0.18140022,-0.5503502,-0.7151319,0.1647817
65,-1.2654238,-1.4144069,"('insecure', 'secure')",-0.2707045,-0.44578212,1.9770274,1.6576607,-0.1782504,-0.37103277,0.0656622,-0.1433903,0.2090525
85,1.2527951,1.4914746,"('insignificant', 'prestigious')",-0.40776077,-0.18511057,-2.7459297,-2.1539996,-0.013251271,0.2946101,-0.4785367,-0.1382563,-0.3402804
58,-1.2382125,-1.1697509,"('undiscriminating', 'discriminating')",-1.1229991,-0.9199923,-0.066654176,0.09352238,0.23824917,0.3114221,-0.5474042,-0.4211996,-0.1262046
1,-1.2253321,-0.7837998,"('unfriendly', 'friendly')",0.6631562,0.98495996,-0.49662623,0.08619768,1.6543304,2.1105788,0.1488821,0.5994841,-0.450602
21,-1.2099612,-1.3825186,"('immoral', 'moral')",0.37034515,0.16814601,2.083805,1.7046247,-0.37642175,-0.62715775,0.2169418,-0.0342264,0.2511682
22,-1.2049263,-1.2602352,"('untrustworthy', 'trustworthy')",-0.7730593,-0.9082552,1.9250212,1.7994651,-1.2286685,-1.1898869,-0.3204082,-0.3897281,0.0693199
45,-1.189035,-1.1291176,"('incompetent', 'competent')",0.4727328,0.5474131,1.5304906,1.3853527,0.11798042,0.07829893,0.2330422,0.2204868,0.0125554
28,-1.1561394,-0.92190516,"('disloyal', 'loyal')",1.0433879,1.0695555,0.92472863,0.9599192,1.2933205,1.3396333,0.5263244,0.6118007,-0.0854763
23,-1.126788,-1.0672781,"('insincere', 'sincere')",0.7289008,0.5881196,1.3565191,1.258254,5.873933,5.8845706,1.7081412,1.6659166,0.0422246
27,-1.1200523,-0.9651666,"('hardhearted', 'softhearted')",-0.028107,0.12709264,0.77257,0.9835843,1.3459544,1.5743239,0.2425913,0.4299586,-0.1873673
16,1.0905794,0.9983754,"('unpopular', 'popular')",-0.8748194,-0.8712905,-1.7867047,-1.6704218,0.27682132,0.25184804,-0.3235309,-0.3228722,-0.0006587
14,-1.0644405,-1.0863141,"('antisocial', 'social')",0.7938006,0.9304476,1.823576,1.6132843,-0.80424035,-0.8028714,0.1871739,0.1636366,0.0235373
88,-1.0273014,-0.8419445,"('low', 'eminent')",0.1631973,0.18795219,0.29387227,0.43670532,0.7843097,0.93253493,0.0535194,0.178812,-0.1252926
40,-1.0236552,-0.70688564,"('stingy', 'generous')",-0.9627161,-0.5865134,-0.4808568,-0.16951826,-1.7764547,-1.5663469,-1.0609207,-0.7573161,-0.3036046
18,-1.0132823,-0.9031686,"('disagreeable', 'welcoming')",-1.4390364,-1.330321,-0.78777754,-0.5400332,-0.42990285,-0.41121092,-0.9174997,-0.7961835,-0.1213162
71,0.99195373,1.0418952,"('diffident', 'self-confident')",2.3542414,2.1652887,0.98491085,1.1799548,0.38219243,0.50152767,1.1783247,1.2221665,-0.0438418
77,-0.9575636,-1.1295055,"('unmotivated', 'motivated')",-0.8530192,-0.9747296,0.63502234,0.38007444,-0.7336635,-1.0317384,-0.477306,-0.6889747,0.2116687
35,0.93978065,1.039372,"('corrupt', 'incorrupt')",-0.703223,-0.6910245,-1.7457502,-1.5676732,-0.4689793,-0.30775487,-0.494543,-0.3817702,-0.1127728
43,-0.9338679,-1.035414,"('irresponsible', 'responsible')",1.2688414,1.0842164,1.6914921,1.4923035,1.3726068,1.4561527,0.8497681,0.7493147,0.1004534
68,-0.9254551,-1.1886461,"('dependent', 'independent')",-1.4084256,-1.6456071,0.6501156,0.38726783,-0.32572335,-0.46231222,-0.5023721,-0.7273244,0.2249523
73,0.91363907,0.8681149,"('helpless', 'self-reliant')",0.1277821,-0.06550354,-0.8550211,-0.7815831,-3.653856,-3.438124,-0.866864,-0.8542739,-0.0125901
9,-0.9075497,-0.5060055,"('unaffectionate', 'caring')",0.96853876,1.2449329,-0.33741754,0.1627123,0.9314247,1.4008695,0.1637491,0.5756273,-0.4118782
8,-0.90205693,-0.54062796,"('unaffectionate', 'affectionate')",0.3258935,0.6261064,-1.277465,-0.7818797,0.04673394,0.64756626,-0.4517236,-0.0122088,-0.4395148
7,-0.8894815,-0.9063081,"('insensitive', 'sensitive')",0.41880822,0.4099993,1.6273304,1.5257117,0.7267685,0.63656986,0.4708564,0.4164932,0.0543632
26,-0.86264515,-0.5701219,"('hardhearted', 'benevolent')",0.83342963,1.1785898,0.5100739,1.1694944,1.2648913,1.735666,0.4364374,0.8784071,-0.4419697
67,0.83116674,0.79751235,"('doubtful', 'determined')",0.623639,0.49369308,1.4888583,1.3783293,-0.2519876,-0.28894123,0.6729191,0.5951484,0.0777707
53,-0.81582177,-0.7439114,"('uncreative', 'creative')",-0.4660755,-0.2902856,-1.5396403,-1.2457657,1.2341185,1.3440332,-0.3968548,-0.2339823,-0.1628725
63,-0.80856717,-0.702614,"('unperceptive', 'insightful')",0.48272163,0.6313874,1.8366051,1.7264972,1.6866248,1.5812721,0.7993461,0.8091357,-0.0097896
79,0.7924995,0.82848346,"('wavering', 'unwavering')",-0.41916752,-0.51748496,-1.4614971,-1.4566454,-0.106938586,-0.05624448,-0.2987759,-0.3004728,0.0016969
59,0.759527,0.8431213,"('foolish', 'wise')",-0.1823023,-0.1404441,-0.8505942,-0.54874206,0.05232574,0.37367344,-0.0552609,0.1319021,-0.187163
36,0.7501207,0.72692955,"('hostile', 'amicable')",-0.33344358,-0.20669338,-1.7779951,-1.3575583,-0.5683816,-0.3645063,-0.4824249,-0.3004571,-0.1819678
42,0.7285091,0.69122195,"('unreliable', 'reliable')",0.10234836,0.0041443706,1.5771519,1.4369444,-2.4942312,-2.3524468,-0.0215554,-0.055034,0.0334786
62,-0.7136832,-0.7668597,"('incompetent', 'brilliant')",0.50279987,0.529722,1.1233035,0.96340024,0.57883346,0.62280566,0.3728134,0.337267,0.0355464
11,-0.71113914,-0.7525856,"('unhelpful', 'helpful')",1.0397093,0.885123,1.8483754,1.6842388,3.0432203,2.9952493,1.3050416,1.2030064,0.1020352
47,0.68963665,0.6227575,"('stupid', 'smart')",1.8431945,1.7141412,1.2122684,1.0454164,5.085922,4.9539165,2.2077553,2.0840578,0.1236975
0,-0.6617576,-0.70313567,"('unsociable', 'sociable')",0.87169576,0.8891417,1.968644,1.7989013,0.059485406,0.007836914,0.5595169,0.4981861,0.0613308
5,0.58514,0.78573745,"('distant', 'outgoing')",0.50277,0.5013155,-1.5449892,-1.241388,-0.2443659,-7.913634e-05,-0.1753613,0.0113964,-0.1867577
83,0.58255565,0.52041966,"('powerless', 'powerful')",0.6478381,0.733076,-0.09526658,-0.074578986,-0.6539272,-0.6839424,0.1203,0.1237436,-0.0034436
44,0.5766249,0.22968177,"('prejudiced', 'unprejudiced')",-0.35109347,-0.7800872,-0.25275218,-0.5818896,-1.7143012,-1.7940279,-0.4353805,-0.7315807,0.2962002
64,-0.5283504,-0.45343918,"('shy', 'confident')",-0.90723956,-0.8824822,1.3825862,1.219622,-5.9308815,-5.9174776,-1.4959713,-1.5084442,0.0124729
13,-0.51890314,-0.52028066,"('impolite', 'polite')",0.84604,0.7106909,1.8084592,1.4944706,0.23699246,0.17533907,0.5931471,0.465055,0.1280921
34,0.5099927,0.43429008,"('mean', 'honorable')",0.41919163,0.28178468,1.4546202,1.3959069,5.8480787,5.633089,2.0579708,1.9362676,0.1217032
4,0.50870246,0.77649164,"('disliked', 'liked')",-0.31343138,0.003483695,-1.1069628,-0.88393736,-5.7802744,-5.687399,-1.6729915,-1.4478402,-0.2251513
60,-0.49879616,-0.6233341,"('inefficient', 'efficient')",1.6159286,1.4327927,3.4295533,3.0542142,0.943703,0.79736483,1.3725972,1.1652594,0.2073378
66,0.49419212,0.42651042,"('inactive', 'active')",-0.54888856,-0.5213018,0.25972968,0.28917122,0.71874976,0.7478527,0.2309458,0.2355581,-0.0046123
38,-0.4854995,-0.2898565,"('untruthful', 'truthful')",0.33185592,0.26806006,0.017501898,-0.014693888,0.7824743,0.9547953,0.1615832,0.2295762,-0.067993
6,0.45341653,0.6458727,"('distant', 'open')",-0.09751357,-0.004889779,-1.3174217,-1.0174854,0.24169551,0.46980008,-0.1799558,0.0233244,-0.2032802
19,0.44968253,0.44463256,"('inhospitable', 'hospitable')",-0.9839152,-0.97458863,-1.419059,-1.202882,-0.036504608,0.1324674,-0.4974491,-0.4000927,-0.0973564
39,0.43972906,0.35869032,"('exploitative', 'cooperative')",1.5225049,1.3528706,2.3665535,2.4498155,-0.049933337,0.009120949,1.0697136,1.0426244,0.0270892
33,0.43833476,0.6637403,"('wrong', 'right')",0.3294859,0.40758717,-0.56551766,-0.5703649,-0.95443904,-0.83406067,-0.188034,-0.0832745,-0.1047595
61,-0.4277598,-0.40925047,"('illogical', 'logical')",0.53208566,0.5256689,0.57542014,0.5473221,0.34109852,0.34364867,0.2552111,0.2518473,0.0033638
32,-0.39009142,-0.21296346,"('unkind', 'kind')",1.5447875,1.5752734,1.2872142,1.35909,1.4109173,1.5884153,0.9632069,1.0774537,-0.1142468
54,0.32097998,0.23896517,"('incapable', 'capable')",0.63963073,0.445323,0.33936793,0.32458907,0.6005479,0.724844,0.4751317,0.4334303,0.0417014
78,0.3185523,0.18156405,"('nonresilient', 'resilient')",0.13009067,0.279838,1.3784223,1.1985805,0.97039676,0.5826845,0.6993655,0.5606668,0.1386987
12,-0.30370548,-0.16157691,"('unsupportive', 'supportive')",1.1650923,1.2881095,0.74201125,0.86353964,-1.1554425,-0.88788235,0.1119889,0.2755475,-0.1635586
15,-0.3018893,-0.08934794,"('boring', 'funny')",0.4755091,0.432727,0.16264525,0.19231628,-0.11666081,-0.07201789,0.0549011,0.1159194,-0.0610183
20,-0.27635545,-0.40989375,"('rough', 'thoughtful')",-0.53552383,-0.52486026,0.9489403,0.89087856,1.0376432,1.1240361,0.293676,0.2700402,0.0236358
75,0.2666457,0.22112916,"('meek', 'impulsive')",-1.3518353,-1.4500952,-1.3184513,-1.3877928,-0.8572294,-0.828955,-0.8152176,-0.8614284,0.0462108
25,-0.26269993,-0.09402655,"('egoistic', 'altruistic')",0.22077116,0.2796219,-0.5854934,-0.38525385,1.0209993,1.0727705,0.0983943,0.218278,-0.1198837
37,-0.25744647,-0.2574515,"('fake', 'genuine')",0.14965414,0.26020277,0.9402018,1.0771697,0.47789475,0.7052835,0.3275761,0.4463011,-0.118725
51,-0.24526395,-0.34913754,"('uneducated', 'educated')",0.072495885,0.16263327,1.2897084,1.2664487,0.99112964,0.8566765,0.5270175,0.4841552,0.0428623
80,0.23910263,-0.015391298,"('dominated', 'dominating')",0.5820909,0.4896232,1.8827226,1.5101961,-0.8768625,-1.0008181,0.4567634,0.2459024,0.210861
31,-0.23086078,0.074034594,"('evil', 'good')",-1.3799975,-1.1086327,-2.6159906,-2.2806613,-1.9041682,-1.5704591,-1.5327543,-1.2214296,-0.3113247
56,-0.21950957,-0.33033922,"('impractical', 'practical')",2.1253264,1.8186777,2.0899487,1.5856563,0.51488966,0.3706072,1.1276637,0.8611504,0.2665133
76,-0.20552313,-0.3745628,"('anxious', 'daring')",0.85860336,0.735162,1.5108614,1.0610738,0.96136415,0.67095476,0.7813264,0.5231569,0.2581695
46,-0.16932538,-0.49002582,"('uncompetitive', 'competitive')",0.24351226,0.1568425,2.2730746,1.9726466,0.45694387,0.18516892,0.7010514,0.456158,0.2448934
2,0.16874541,0.25358483,"('unlikable', 'likable')",-0.32737055,-0.3449939,1.5067836,1.6920532,0.55830663,0.72346735,0.4766163,0.5810279,-0.1044116
82,-0.11259869,-0.31033865,"('poor', 'rich')",0.28702176,0.17682192,0.40585694,0.3914726,6.036865,5.9249187,1.6542863,1.5457187,0.1085676
29,0.1030029,0.1352453,"('unfair', 'fair')",-0.14357305,-0.13930681,-0.8335196,-0.65799505,-0.43311808,-0.30373588,-0.326802,-0.2414481,-0.0853539
52,0.09382121,0.28863025,"('irrational', 'rational')",-0.9662757,-0.81367904,-2.2333205,-1.7828177,-0.7473392,-0.37276745,-0.9632785,-0.6701585,-0.29312
74,-0.09005474,-0.061684083,"('undedicated', 'dedicated')",0.9629756,1.0585798,1.5474815,1.6380613,0.75138986,0.8611749,0.7929481,0.874033,-0.0810849
84,0.07174913,0.039442036,"('inferior', 'superior')",-0.5704227,-0.52471066,0.52679425,0.6632284,1.0845305,1.0451345,0.2781628,0.3057736,-0.0276108
17,0.070506066,0.111469515,"('nasty', 'nice')",-0.92694575,-0.87746024,-0.7600868,-0.6368982,-1.0361764,-0.96084106,-0.6631757,-0.5909325,-0.0722432
49,0.04196117,-0.056748845,"('unable', 'able')",0.09190224,0.08573198,0.2563962,0.14816906,-0.2966888,-0.4183001,0.0233927,-0.060287,0.0836797
