,peabody_male,peabody_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
49,-0.617368,-0.82290006,"('unable', 'able')",0.10873301,-0.004686404,-0.22354424,-0.61999756,-0.2440597,-0.482528,0.2384683
20,0.5913479,0.20026207,"('rough', 'thoughtful')",0.14011788,-0.23150975,0.6034582,0.30853283,0.4449747,0.0924284,0.3525463
34,0.5829748,-0.02834602,"('mean', 'honorable')",0.28161383,0.18626085,5.411822,4.447214,2.0921369,1.5350429,0.557094
28,0.5769663,0.57860583,"('disloyal', 'loyal')",-0.14812252,-0.16151825,0.99296206,0.74371606,0.4739353,0.3869346,0.0870007
84,0.5245255,0.721081,"('inferior', 'superior')",0.34839725,0.3666283,0.88516223,0.79120326,0.5860283,0.6263042,-0.0402759
33,-0.47986123,0.41260663,"('wrong', 'right')",1.1268706,1.5301563,-0.71211123,-0.23460354,-0.0217006,0.5693864,-0.591087
27,0.41055325,0.33228672,"('hardhearted', 'softhearted')",0.38254067,0.37180412,1.0179839,0.9111915,0.6036926,0.5384274,0.0652652
53,0.37837398,0.28737313,"('uncreative', 'creative')",0.6937499,0.742513,0.1556018,0.31731898,0.4092419,0.4490684,-0.0398265
15,-0.32637936,0.063142195,"('boring', 'funny')",-0.23654115,0.01467916,-0.42724136,-0.20829168,-0.330054,-0.0434901,-0.2865639
3,-0.32613674,-0.93012077,"('repellent', 'pleasant')",-0.13430819,-0.59249717,1.0450133,0.6124213,0.1948561,-0.3033989,0.498255
87,0.3236519,0.38737237,"('unsuccessful', 'successful')",0.0805849,0.06325543,1.1827017,0.9834089,0.5289795,0.4780122,0.0509673
50,-0.29306358,0.0514001,"('clumsy', 'skillful')",-0.14759068,-0.22545803,0.25801894,0.110818684,-0.0608784,-0.0210797,-0.0397987
83,0.27841476,0.254277,"('powerless', 'powerful')",0.97352797,1.0370594,-0.90975887,-1.052702,0.1140613,0.0795448,0.0345165
1,-0.26297143,0.31160545,"('unfriendly', 'friendly')",-0.021504557,0.28644994,0.64527476,0.95259875,0.1202663,0.5168847,-0.3966184
38,0.25875142,0.57732,"('untruthful', 'truthful')",0.0085495375,0.2317644,-0.1756647,0.124560654,0.0305454,0.311215,-0.2806696
88,-0.22902042,0.015867228,"('low', 'eminent')",-0.39538774,-0.31100234,-0.2962831,-0.36008677,-0.3068971,-0.2184073,-0.0884898
82,-0.19160354,-0.6839153,"('poor', 'rich')",-0.5695281,-0.7780988,6.4102435,5.2741895,1.8830372,1.2707251,0.6123121
45,0.18682298,-0.054100543,"('incompetent', 'competent')",-0.8891433,-0.9875736,0.10360052,0.087656975,-0.1995733,-0.3180057,0.1184324
22,0.18032314,-0.10219209,"('untrustworthy', 'trustworthy')",-0.78961885,-0.86521125,-0.60727394,-0.60748297,-0.4055232,-0.5249621,0.1194389
47,0.17351584,-0.29725707,"('stupid', 'smart')",0.4452309,0.4167585,5.521521,4.7179914,2.0467559,1.6124976,0.4342583
2,0.14958903,0.25576705,"('unlikable', 'likable')",0.97036904,1.0763848,0.44857502,0.8358667,0.5228444,0.7226729,-0.1998285
40,0.10827193,0.049421817,"('stingy', 'generous')",0.27195272,0.17985778,-2.1082911,-1.8723801,-0.5760221,-0.5477002,-0.0283219
41,0.09374149,0.027880793,"('unforgiving', 'forgiving')",-0.793934,-0.88498545,-0.45162237,-0.19094372,-0.3839383,-0.3493495,-0.0345888
57,-0.07001302,-0.47443727,"('unimaginative', 'imaginative')",0.619784,0.56937116,-3.0163114,-2.390203,-0.8221801,-0.7650897,-0.0570904
66,-0.037012428,0.14982393,"('inactive', 'active')",-0.67063564,-0.35792,0.57568645,0.6802772,-0.0439872,0.1573937,-0.2013809
68,-0.033569247,-0.3407793,"('dependent', 'independent')",-0.062055536,-0.18469381,-0.5087669,-0.8527328,-0.2014639,-0.459402,0.2579381
