,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
71,1.2321876,1.2586558,"('diffident', 'self-confident')",0.76630616,0.7872995,0.14609554,-0.045740273,0.7148631,0.6667383,0.0481248
11,-1.2050097,-1.2389575,"('unhelpful', 'helpful')",-2.1842937,-2.1547647,2.4625623,2.30196,-0.3089137,-0.3639207,0.055007
53,1.1895849,1.4237736,"('uncreative', 'creative')",-0.1672124,-0.0675002,1.056612,0.8462753,0.6929948,0.7341829,-0.0411881
0,-1.1603622,-1.0102824,"('unsociable', 'sociable')",-1.8814812,-1.6223111,-0.16321152,0.09600467,-1.0683517,-0.8455296,-0.2228221
44,-1.1234422,-1.6675979,"('prejudiced', 'unprejudiced')",-0.4361976,-0.93516934,-1.2560998,-1.5280304,-0.9385799,-1.3769325,0.4383526
39,1.0591366,0.80674297,"('exploitative', 'cooperative')",-0.36128262,-0.54187083,0.9150118,0.4577463,0.537622,0.2408728,0.2967492
51,-1.0560038,-0.8555676,"('uneducated', 'educated')",-0.7549655,-0.5880462,1.5243413,1.6324518,-0.0955427,0.062946,-0.1584887
3,-1.0428109,-1.0146374,"('repellent', 'pleasant')",-1.4359647,-1.4275764,0.7001711,0.66900665,-0.5928681,-0.5910691,-0.001799
30,-1.0294377,-0.9005093,"('intolerant', 'tolerant')",-1.2168719,-0.985377,0.60999507,0.6710622,-0.5454381,-0.4049414,-0.1404967
82,-1.007832,-0.9008155,"('poor', 'rich')",-1.1104641,-1.0139322,5.6326284,5.984497,1.1714441,1.3565831,-0.185139
2,0.9875088,0.9039086,"('unlikable', 'likable')",0.46007505,0.3756128,1.1945878,0.99142385,0.8807239,0.7569818,0.1237421
80,-0.9820605,-1.1083167,"('dominated', 'dominating')",-1.538106,-1.5366236,-0.16345397,-0.13879007,-0.8945402,-0.9279102,0.03337
42,-0.9223671,-0.71229774,"('unreliable', 'reliable')",-0.67595124,-0.5470948,-2.3370514,-2.4548485,-1.3117899,-1.2380803,-0.0737096
60,-0.90329635,-1.1013767,"('inefficient', 'efficient')",-2.8407543,-2.8288145,0.14771989,0.036014043,-1.1987769,-1.298059,0.0992821
9,0.89534944,0.9831811,"('unaffectionate', 'caring')",-0.15454616,-0.14391159,0.38003898,0.24115995,0.3736141,0.3601431,0.013471
62,-0.890955,-0.95852584,"('incompetent', 'brilliant')",-1.6303821,-1.6275846,0.10839104,-0.0083673615,-0.8043153,-0.8648259,0.0605106
84,0.88141066,0.9306789,"('inferior', 'superior')",0.8892618,0.9291013,0.6529972,0.6731699,0.8078899,0.8443167,-0.0364268
14,-0.8740214,-0.76640606,"('antisocial', 'social')",-1.3076624,-1.0246159,-0.023839444,0.22690092,-0.7351744,-0.5213737,-0.2138007
56,-0.7929664,-0.8050485,"('impractical', 'practical')",-1.3319589,-1.1863966,0.2779353,0.18231082,-0.6156634,-0.6030447,-0.0126187
57,-0.7538887,-0.5220972,"('unimaginative', 'imaginative')",-1.2158083,-1.0731474,-2.6100116,-2.7223065,-1.5265695,-1.4391837,-0.0873858
7,-0.7476085,-0.6588236,"('insensitive', 'sensitive')",-1.406835,-1.2321669,0.1714898,0.19817382,-0.6609846,-0.5642722,-0.0967124
72,0.73654413,0.67642653,"('unambitious', 'ambitious')",-0.8097025,-0.82944,-0.38577005,-0.46215516,-0.1529761,-0.2050562,0.0520801
35,0.73250085,0.7384264,"('corrupt', 'incorrupt')",2.1409698,1.9931644,-1.1580318,-1.2423716,0.5718129,0.4964064,0.0754065
64,-0.71804285,-0.61087,"('shy', 'confident')",-1.636933,-1.5866255,-5.080588,-5.3382845,-2.4785212,-2.5119267,0.0334055
28,-0.69950205,-0.48839185,"('disloyal', 'loyal')",-1.2587838,-1.1053835,1.0004371,0.94759387,-0.3192829,-0.2153938,-0.1038891
17,-0.6856035,-0.56918794,"('nasty', 'nice')",-0.074192345,-0.00041080546,-0.29771373,-0.32580888,-0.3525032,-0.2984692,-0.054034
77,-0.6706173,-0.63790023,"('unmotivated', 'motivated')",-0.91697735,-0.88809955,-0.85544956,-1.1114463,-0.8143481,-0.8791486,0.0648005
37,-0.64251757,-0.7016012,"('fake', 'genuine')",-2.1724305,-2.203768,-0.30261615,-0.2322279,-1.0391881,-1.0458657,0.0066776
78,-0.64185506,-0.6396788,"('nonresilient', 'resilient')",-0.34304193,-0.35113183,0.28926438,0.25207397,-0.2318775,-0.2462455,0.014368
52,0.6290289,0.67343205,"('irrational', 'rational')",0.791653,0.7378742,-0.775396,-0.9401983,0.2150953,0.157036,0.0580593
54,0.5910221,0.58160347,"('incapable', 'capable')",0.68400586,0.63229734,0.7642089,0.6547824,0.6797457,0.6228944,0.0568513
31,0.5903661,0.87418604,"('evil', 'good')",1.3289464,1.3734035,-1.803977,-1.7294275,0.0384452,0.1727207,-0.1342755
68,-0.5900518,-0.5613427,"('dependent', 'independent')",-0.62884736,-0.6304749,-1.6617088,-1.5799842,-0.9602027,-0.923934,-0.0362687
18,0.5723149,0.70970297,"('disagreeable', 'welcoming')",0.5688574,0.5604002,-1.0350443,-0.9031722,0.035376,0.1223103,-0.0869343
66,0.5621227,0.520571,"('inactive', 'active')",0.38433668,0.3830389,-0.14849943,-0.11525622,0.2659867,0.2627846,0.0032021
29,-0.4969122,-0.3883224,"('unfair', 'fair')",0.09190737,0.13568579,-1.010737,-0.9751999,-0.4719139,-0.4092788,-0.0626351
88,0.48699376,0.6637909,"('low', 'eminent')",0.08860102,0.2566849,-0.13260879,0.076905936,0.147662,0.3324606,-0.1847986
41,-0.48659837,-0.14717959,"('unforgiving', 'forgiving')",-0.5995077,-0.4522786,0.6297693,0.69750065,-0.1521122,0.0326808,-0.184793
73,0.48435584,0.53242075,"('helpless', 'self-reliant')",0.56316507,0.57880414,-3.178765,-3.4836502,-0.7104147,-0.7908084,0.0803937
87,0.46085742,0.1631847,"('unsuccessful', 'successful')",0.26493144,0.11212022,0.63776135,0.6012656,0.4545167,0.2921902,0.1623265
8,0.43239996,0.57215685,"('unaffectionate', 'affectionate')",0.025869168,0.102898516,-0.20479181,-0.05965787,0.0844924,0.2051325,-0.1206401
4,0.41650483,0.7384864,"('disliked', 'liked')",0.9804696,1.141855,-6.0055017,-6.0860977,-1.5361757,-1.4019187,-0.134257
12,0.41307205,0.7232243,"('unsupportive', 'supportive')",-0.43535605,-0.2004177,-1.7198364,-1.6229342,-0.5807068,-0.3667092,-0.2139976
32,-0.38755667,-0.41293573,"('unkind', 'kind')",-1.0716224,-1.0151026,1.2927189,1.300123,-0.0554867,-0.0426385,-0.0128482
79,-0.3858017,-0.124995835,"('wavering', 'unwavering')",0.9443581,1.0645273,-0.77677655,-0.71245617,-0.07274,0.0756918,-0.1484318
19,-0.38300103,-0.24921373,"('inhospitable', 'hospitable')",-0.021499518,0.077249676,-0.5216132,-0.447354,-0.3087046,-0.2064393,-0.1022653
16,0.3509672,0.25747326,"('unpopular', 'popular')",1.3000082,1.2562493,0.09109567,0.033738337,0.5806903,0.5158203,0.06487
27,-0.33659205,-0.38217112,"('hardhearted', 'softhearted')",-1.5338236,-1.5129185,-0.3870582,-0.29517928,-0.7524913,-0.7300897,-0.0224016
24,-0.33325845,-0.27656007,"('dishonest', 'honest')",-1.8253601,-1.7384404,0.38177747,0.35280204,-0.5922803,-0.5540661,-0.0382142
38,-0.3328621,-0.2078881,"('untruthful', 'truthful')",-0.4581861,-0.43611884,-0.2462403,-0.21289742,-0.3457628,-0.2856348,-0.060128
83,0.30697072,0.2529071,"('powerless', 'powerful')",0.1224147,0.18237405,-1.2471945,-1.2280463,-0.272603,-0.264255,-0.008348
58,0.28561985,0.57556695,"('undiscriminating', 'discriminating')",0.32976726,0.6684491,0.16383488,0.2931007,0.2597407,0.5123723,-0.2526316
61,0.23734419,0.3414278,"('illogical', 'logical')",-0.43970108,-0.36815375,-0.58385307,-0.6962861,-0.26207,-0.241004,-0.021066
67,0.19454394,0.35288033,"('doubtful', 'determined')",0.84110415,0.9687943,0.09817417,0.3207755,0.3779408,0.5474834,-0.1695426
86,0.17726849,0.5414941,"('uninfluential', 'influential')",-1.1179872,-0.7542665,-0.53343993,-0.2220496,-0.4913862,-0.1449407,-0.3464455
23,-0.17723604,-0.3569912,"('insincere', 'sincere')",-1.4917684,-1.5786749,5.4324846,5.352758,1.2544934,1.1390306,0.1154628
75,-0.15319642,0.07056213,"('meek', 'impulsive')",1.2235236,1.1817743,-0.31173608,-0.17975865,0.2528637,0.3575259,-0.1046622
34,-0.1169254,-0.22148155,"('mean', 'honorable')",-0.04659462,-0.12875739,4.7747364,4.8636293,1.5370722,1.5044635,0.0326087
49,0.07195065,0.0066435225,"('unable', 'able')",-0.31084734,-0.32053357,-0.31580186,-0.54661167,-0.1848995,-0.2868339,0.1019344
47,-0.069709316,-0.2510318,"('stupid', 'smart')",0.24445893,0.21133032,4.8737354,4.907973,1.6828283,1.6227571,0.0600712
20,0.05817012,-0.08297449,"('rough', 'thoughtful')",-0.5697794,-0.68820006,0.52062917,0.43149635,0.0030066,-0.1132261,0.1162327
25,0.039213657,-0.037578836,"('egoistic', 'altruistic')",0.5545557,0.37846076,0.2929146,0.17757823,0.2955613,0.1728201,0.1227412
50,0.033613328,0.033333693,"('clumsy', 'skillful')",0.52688944,0.5398804,-0.13091438,-0.123913035,0.1431961,0.149767,-0.0065709
48,-0.020500012,-0.06605493,"('unintelligent', 'intelligent')",-1.3357443,-1.2324004,0.019675182,-0.019711096,-0.4455231,-0.4393888,-0.0061343
