,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
5,-0.6016166,-0.40981227,"('distant', 'outgoing')",0.7711303,0.9856518,0.5970011,0.8100102,-0.5583386,-0.44541922,-0.20127943,0.15570983,0.0013794,0.2192281,-0.2178487
43,0.594865,0.6076049,"('irresponsible', 'responsible')",-1.5473766,-1.6349493,-0.88605744,-0.8211858,-1.0402906,-1.1235632,0.5967036,0.5526073,-0.4564312,-0.4838973,0.0274661
72,0.57491624,0.70780694,"('unambitious', 'ambitious')",0.3454839,0.5620491,0.7581894,0.92508465,-0.89750516,-0.6946448,-1.0241222,-0.8694156,-0.0486076,0.126176,-0.1747836
63,0.54895914,0.26718003,"('unperceptive', 'insightful')",-1.3400382,-1.7157955,-0.74185914,-1.0099725,-0.8846121,-1.0509844,1.0426965,0.7933791,-0.2749708,-0.5432387,0.2682679
25,-0.5450187,-0.52557933,"('egoistic', 'altruistic')",0.6611875,0.8427665,1.0994596,1.1170397,0.75204897,0.810116,1.2767767,1.2536798,0.6488908,0.6996045,-0.0507137
76,0.5382474,0.6128807,"('anxious', 'daring')",-1.4280937,-1.5344464,-0.83834934,-0.8334751,-0.045630924,0.031467024,-0.24168049,-0.11767174,-0.4031014,-0.3682491,-0.0348523
70,0.52878463,0.40843016,"('lethargic', 'energetic')",-1.0962477,-1.3628473,-1.214518,-1.2601988,-1.040204,-1.004526,0.55949736,0.43681052,-0.4525375,-0.5564663,0.1039288
88,0.5212819,0.5775924,"('low', 'eminent')",-0.49578738,-0.581365,-0.4636634,-0.372019,-0.35232705,-0.14570545,0.36441237,0.5779813,-0.0852167,0.0112968,-0.0965135
62,-0.50690126,-0.47213385,"('incompetent', 'brilliant')",-1.3726118,-1.4770988,-0.64964104,-0.6304406,-1.3980371,-1.2431734,-0.08618291,-0.0508661,-0.8026749,-0.7747426,-0.0279323
7,0.49106932,0.39243096,"('insensitive', 'sensitive')",-1.018347,-1.0748451,-0.50384104,-0.5028919,-1.1213686,-1.2072645,0.6455716,0.43643272,-0.3013831,-0.3912276,0.0898445
34,-0.47018892,-0.49356398,"('mean', 'honorable')",-0.9448612,-0.82354444,-0.9489879,-0.8765844,-0.2884486,-0.19420111,6.2290926,6.0320926,0.7153212,0.7288398,-0.0135186
83,-0.4659688,-0.61120504,"('powerless', 'powerful')",0.71899074,0.5786624,1.2436433,1.1358304,-0.3984035,-0.40579334,-1.0107801,-1.2153068,0.0174963,-0.1035625,0.1210588
3,-0.464519,-0.590007,"('repellent', 'pleasant')",-1.3418758,-1.593237,-0.772795,-0.90679705,0.57600194,0.34420732,0.30324665,-0.072363235,-0.3399883,-0.5636394,0.2236511
22,-0.45823768,-0.7433726,"('untrustworthy', 'trustworthy')",-1.8641355,-2.1170087,-1.5822128,-1.6970247,-0.46464583,-0.5871123,-1.2038728,-1.3632414,-1.1146209,-1.301552,0.1869311
18,0.45049748,0.5308855,"('disagreeable', 'welcoming')",-0.27607626,0.073920645,-1.2871045,-1.1187491,-0.5770159,-0.44307765,-0.5277563,-0.33102718,-0.4434911,-0.2576096,-0.1858815
4,-0.42379144,-0.5178651,"('disliked', 'liked')",1.4134357,1.2935978,1.0356249,0.82398653,0.027796376,0.07687743,-6.632079,-6.2794895,-0.9158028,-0.9205786,0.0047758
50,0.41599846,0.4089867,"('clumsy', 'skillful')",-0.05520555,-0.09538551,-0.080087505,-0.1395086,-0.6084832,-0.52780986,0.3321542,0.43995786,0.0008753,0.0172481,-0.0163728
20,0.4144143,0.2897365,"('rough', 'thoughtful')",-0.6052807,-0.65469295,-0.46520916,-0.5050921,-0.286847,-0.20730995,0.8307756,0.734624,-0.0224294,-0.0685469,0.0461175
32,0.41281804,0.3601541,"('unkind', 'kind')",-1.4522941,-1.4266834,-0.7760165,-0.6049318,-0.29094702,-0.17056972,1.1390238,1.175916,-0.1934832,-0.133223,-0.0602602
67,0.4115116,0.64248616,"('doubtful', 'determined')",-0.032965202,0.20187587,0.2235569,0.4491471,0.7878389,0.87908334,-0.70926136,-0.41324016,0.1361362,0.3518704,-0.2157342
82,-0.40683198,-0.23208639,"('poor', 'rich')",-1.7381498,-1.7084907,-1.6007499,-1.4604504,-0.5355552,-0.381107,6.3423023,6.2537036,0.412203,0.4943138,-0.0821108
58,0.4042636,0.13302481,"('undiscriminating', 'discriminating')",-0.12623253,-0.57346475,0.7254573,0.33408532,0.36996526,0.16022083,-0.10306686,-0.23138767,0.2540773,-0.0355043,0.2895816
45,-0.3896912,-0.59740007,"('incompetent', 'competent')",-2.5487628,-2.886693,-1.7440338,-1.8701822,-1.9683725,-2.1255288,-0.7855815,-0.8892923,-1.4872883,-1.6738194,0.1865311
53,-0.37756544,-0.5790199,"('uncreative', 'creative')",-0.056464784,-0.21474347,0.50597894,0.37885737,-0.32831827,-0.5549323,1.218922,1.0764892,0.1925105,0.0213302,0.1711803
68,0.36739463,0.3821162,"('dependent', 'independent')",-1.3233614,-1.3194978,-1.4938438,-1.4211866,-1.5667177,-1.6915009,-0.58504313,-0.6462595,-0.9203142,-0.9392656,0.0189514
71,0.33705544,0.40742564,"('diffident', 'self-confident')",0.26479706,0.43414778,0.87029344,1.0288904,-0.6562904,-0.5676261,0.48707834,0.53076965,0.2605868,0.3667215,-0.1061347
38,0.3306096,0.33257872,"('untruthful', 'truthful')",-0.40599018,-0.36726892,0.1770963,0.14005224,-1.1428211,-1.0073333,0.24499625,0.40915072,-0.1592218,-0.0985641,-0.0606577
57,0.31956962,0.013958676,"('unimaginative', 'imaginative')",-0.30179906,-0.7391165,0.057403687,-0.22110195,-0.97712594,-1.1480206,-3.023173,-3.1025832,-0.7850249,-1.0393726,0.2543477
69,0.30155703,0.44912055,"('lazy', 'industrious')",1.5688946,1.8891898,1.1293982,1.2331803,1.5174916,1.6223788,-0.48036498,-0.15866986,0.8073954,1.0070399,-0.1996445
44,-0.28084537,-0.15030858,"('prejudiced', 'unprejudiced')",-0.11697148,0.11448577,-0.8975301,-0.7769602,-0.37407652,-0.25589722,-1.6974834,-1.4792398,-0.6733814,-0.509584,-0.1637974
30,-0.26271445,-0.26791334,"('intolerant', 'tolerant')",-1.498943,-1.4136776,-0.9237429,-0.77828765,0.30068052,0.51358515,0.980822,1.1980319,-0.2807796,-0.1496523,-0.1311273
21,0.26063472,0.1379757,"('immoral', 'moral')",-1.2995559,-1.6283939,-0.4884069,-0.70931643,-0.49953592,-0.7310638,-0.88801223,-1.1297815,-0.5829752,-0.8121161,0.2291409
55,0.24786039,0.009889642,"('incompetent', 'clever')",-2.2580082,-2.464743,-1.7787238,-1.856617,-0.44151405,-0.508564,-0.23495246,-0.4871179,-0.8930676,-1.0614304,0.1683628
2,0.24740556,0.39827722,"('unlikable', 'likable')",-0.14075774,0.08362283,-0.16031143,0.004410848,0.73916817,1.0129018,0.65569335,0.92109007,0.2682396,0.4840606,-0.215821
61,-0.23895787,-0.24190919,"('illogical', 'logical')",-0.41295776,-0.39854997,0.37910008,0.4350497,-1.1229538,-1.1968442,0.13573632,0.090624,-0.2520066,-0.2623259,0.0103193
41,-0.23490715,-0.38646588,"('unforgiving', 'forgiving')",-1.6192832,-1.7540815,-1.1525053,-1.2546314,0.02725988,0.04271532,0.09047951,0.018962566,-0.5777913,-0.6667002,0.0889089
59,-0.20749927,-0.10230371,"('foolish', 'wise')",0.88979185,1.0040004,1.0680614,1.1973237,-0.110757336,-0.09090942,0.548059,0.8299578,0.4375311,0.5676137,-0.1300826
54,-0.20492505,-0.10221805,"('incapable', 'capable')",-1.1321708,-1.0969535,-0.14739995,-0.18129632,-1.2304561,-1.172581,0.8281836,1.056039,-0.3773537,-0.299402,-0.0779517
17,-0.20211822,-0.040608034,"('nasty', 'nice')",-0.3913741,-0.26121074,-0.6468391,-0.6282481,0.14189896,0.2635627,-0.8051697,-0.5153663,-0.3807204,-0.2363741,-0.1443463
87,-0.19775191,-0.082705915,"('unsuccessful', 'successful')",-1.0022904,-1.0658877,-0.47691816,-0.46089667,0.27512288,0.28177252,0.65072113,0.7074995,-0.1502233,-0.1240437,-0.0261796
23,-0.18605776,-0.24603738,"('insincere', 'sincere')",-2.3963041,-2.4677513,-1.3585759,-1.3672855,-1.8983533,-1.8280683,6.032131,5.717907,0.0385679,-0.0382471,0.076815
60,-0.16770412,-0.11483248,"('inefficient', 'efficient')",-1.1599532,-1.2091564,-0.64235955,-0.5672814,-0.8636778,-0.82001907,-0.0690292,-0.113981284,-0.5805448,-0.5650541,-0.0154907
6,-0.16064359,-0.031451862,"('distant', 'open')",0.42665493,0.59957635,0.07618923,0.17611662,-0.9314488,-0.9234193,0.5152705,0.7469626,-0.0147956,0.1135569,-0.1283525
13,-0.14146668,0.075155064,"('impolite', 'polite')",-0.9542391,-0.71779644,-0.882689,-0.6648761,0.009948835,0.16026212,-0.06819917,0.025275499,-0.407329,-0.224396,-0.182933
84,0.13162337,0.17855018,"('inferior', 'superior')",0.3743133,0.34872094,0.5397291,0.60291374,0.7382227,0.78120697,0.5227507,0.6977124,0.4613278,0.5218208,-0.060493
33,-0.12758571,-0.08416809,"('wrong', 'right')",1.2436398,1.2864857,1.485651,1.4657997,0.29332048,0.18402393,-0.29565924,-0.23453645,0.5198732,0.5235209,-0.0036477
56,0.11081618,0.29898477,"('impractical', 'practical')",-0.21344687,-0.21097483,-0.050699245,0.054673467,-0.23724435,-0.16100827,-0.3212136,-0.33857548,-0.1423576,-0.0713801,-0.0709775
35,-0.10793503,0.1834435,"('corrupt', 'incorrupt')",1.0311525,1.2956383,-0.033163648,0.118914224,-0.30095756,0.047852404,-0.03444723,0.24468854,0.1109298,0.3781074,-0.2671776
52,-0.101707645,-0.13685355,"('irrational', 'rational')",0.27737802,0.31489408,0.29974025,0.2423824,-1.0763929,-1.2314572,-0.010926057,0.14155374,-0.1223817,-0.1338961,0.0115144
14,-0.10159196,0.023872118,"('antisocial', 'social')",-0.60253,-0.60191333,-0.1188952,-0.045391157,0.333434,0.42862982,-0.7162723,-0.8035059,-0.2411711,-0.1996617,-0.0415094
19,0.10027282,0.1940291,"('inhospitable', 'hospitable')",0.38527805,0.43394807,-0.07747385,-0.0353613,-0.568935,-0.5433071,-0.06777343,0.1092998,-0.0457263,0.0317217,-0.077448
85,-0.09072909,-0.18607354,"('insignificant', 'prestigious')",0.53884363,0.56434846,1.1738069,1.0953469,0.01666685,0.079042315,0.7260084,1.0051912,0.4729194,0.5115711,-0.0386517
46,-0.08228951,-0.47172353,"('uncompetitive', 'competitive')",-1.4189484,-2.0026376,-1.1972889,-1.5626671,-0.6707327,-0.93533295,-0.87404305,-1.1851277,-0.8486606,-1.2314978,0.3828372
15,-0.06715064,0.059910342,"('boring', 'funny')",0.40121412,0.6312272,-0.37377405,-0.18174338,0.041872494,0.16929547,0.44160774,0.6596947,0.0887539,0.2676769,-0.178923
9,0.01945286,-0.024891507,"('unaffectionate', 'caring')",-0.8869845,-0.9156219,-0.030399553,-0.0016391128,-1.3590031,-1.4701449,1.5880933,1.6495038,-0.1337682,-0.1525587,0.0187905
37,-0.019132325,-0.19441447,"('fake', 'genuine')",-0.30543625,-0.49391726,-0.2188563,-0.341602,-0.9796502,-1.153172,0.108694226,0.012061629,-0.2828762,-0.4342088,0.1513326
75,-0.010627041,0.1740676,"('meek', 'impulsive')",0.7524394,0.8607624,0.2520473,0.31226438,-0.35453504,-0.05036006,-0.42013705,-0.19731931,0.0438375,0.219883,-0.1760455
79,-0.0041044448,0.05126275,"('wavering', 'unwavering')",0.5110794,0.46340564,0.057646163,0.03289914,-1.2925531,-1.3665757,0.043626096,0.2117232,-0.1368612,-0.121457,-0.0154042
65,0.0023054369,0.0015440378,"('insecure', 'secure')",-1.8421443,-1.8489383,-0.7945446,-0.7447819,-0.16726822,-0.26607227,-0.6828105,-0.74973977,-0.6968925,-0.7215977,0.0247052
