,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
81,0.57526463,0.5738402,"('submissive', 'aggressive')",2.027715,2.1642544,0.93037033,1.0369017,-0.72904766,-0.58006907,0.7010756,0.7987318,-0.0976562
52,-0.5665455,-0.9666341,"('irrational', 'rational')",-1.5810989,-1.8038995,-1.1010927,-1.2598352,-0.018784126,-0.16567254,-0.8168803,-1.0490103,0.23213
71,-0.53589016,-0.6838508,"('diffident', 'self-confident')",0.02871148,-0.065674216,-0.46018797,-0.6024489,0.17817217,-0.066999696,-0.1972986,-0.3547434,0.1574448
39,0.52247095,0.26654866,"('exploitative', 'cooperative')",1.053193,1.0321496,1.4289305,0.90478235,0.19138175,0.23013142,0.798994,0.608403,0.190591
76,0.51614285,1.0074064,"('anxious', 'daring')",0.8963002,1.3820887,1.0548613,1.5384303,0.06468382,0.45042932,0.632997,1.0945886,-0.4615916
72,-0.51359415,-0.490406,"('unambitious', 'ambitious')",0.7211038,0.8598833,-0.6348868,-0.52609795,-0.50883794,-0.55021274,-0.2340538,-0.1767083,-0.0573455
2,0.48349506,0.8092487,"('unlikable', 'likable')",0.6150685,0.7932113,1.1783686,1.6535598,0.8321331,1.1176456,0.7772663,1.0934163,-0.31615
16,-0.46787742,-0.4151162,"('unpopular', 'popular')",-1.3563492,-1.2847233,-0.5250222,-0.36256167,0.26844954,0.48093182,-0.5201998,-0.3953673,-0.1248325
51,-0.4522095,-0.40390188,"('uneducated', 'educated')",1.290024,1.0814166,0.59337807,0.8347441,0.32566607,0.09097349,0.4392147,0.4008081,0.0384066
11,-0.4460519,0.02671306,"('unhelpful', 'helpful')",1.8749082,2.2228298,0.30003712,0.44807467,2.0525503,2.1460874,0.945361,1.2109263,-0.2655653
3,-0.4333247,-0.19495153,"('repellent', 'pleasant')",0.12100683,0.20103858,0.24585035,0.3993911,0.90518683,1.0304888,0.2096798,0.3589917,-0.1493119
80,0.4208115,0.636911,"('dominated', 'dominating')",1.1077186,1.3158106,1.0730327,1.001276,-0.97620595,-1.0273284,0.4063393,0.4816673,-0.075328
77,-0.4168799,-0.3770201,"('unmotivated', 'motivated')",1.2579966,1.2832797,0.113249704,0.20317777,-1.3999963,-1.3989222,-0.1114075,-0.0723712,-0.0390363
47,-0.36585584,-0.12098977,"('stupid', 'smart')",1.0599288,1.2683246,1.0418022,0.87457657,5.2017283,5.594474,1.7344009,1.9040964,-0.1696955
87,-0.34765083,-0.12238193,"('unsuccessful', 'successful')",-0.026272124,0.4817378,0.07712131,0.21206823,0.43383357,0.4346162,0.034258,0.2515101,-0.2172521
62,-0.29610878,0.030136328,"('incompetent', 'brilliant')",1.9736676,2.287345,0.7119111,1.1743112,0.18763463,0.48284897,0.6442762,0.9936603,-0.3493841
37,-0.2832431,-0.118121125,"('fake', 'genuine')",-0.19005877,-0.14949456,0.21418145,0.21525548,0.3813675,0.3029682,0.0305618,0.062652,-0.0320902
60,-0.28051698,-0.169101,"('inefficient', 'efficient')",2.865486,3.1834357,1.5459967,1.3497872,0.11199481,0.14957902,1.0607401,1.1284252,-0.0676851
17,-0.27533013,-0.33467972,"('nasty', 'nice')",-0.66099876,-0.7006133,-0.02227859,6.5054744e-05,-0.8692497,-0.7751992,-0.4569643,-0.4526068,-0.0043575
59,0.25092804,0.023511462,"('foolish', 'wise')",-0.60262156,-0.8097172,-0.048395313,-0.22433412,-0.030274387,0.028614804,-0.1075908,-0.2454812,0.1378904
18,-0.2472269,-0.6069949,"('disagreeable', 'welcoming')",-0.1724019,-0.49369562,-0.27422652,-0.5028759,-0.29274723,-0.65737283,-0.2466506,-0.5652348,0.3185842
70,-0.22133571,0.09463437,"('lethargic', 'energetic')",0.39141035,0.43335614,0.6525477,0.981492,0.62395495,0.7117578,0.3616443,0.5553101,-0.1936658
34,-0.21193391,0.048002653,"('mean', 'honorable')",-0.06394707,0.3917894,-0.34314403,-0.16524266,5.3093834,5.603534,1.1725895,1.4695209,-0.2969314
4,-0.20080559,-0.37211284,"('disliked', 'liked')",-1.5676625,-1.9975551,-0.9705536,-0.5781233,-6.4349623,-6.8217516,-2.2934959,-2.4423857,0.1488898
56,-0.1933295,0.3914531,"('impractical', 'practical')",1.370068,1.9375292,0.71711344,1.2826567,-1.1270858,-0.51718485,0.1916915,0.7736136,-0.5819221
30,-0.179628,-0.12634882,"('intolerant', 'tolerant')",1.9471362,1.960808,1.275115,1.3484674,0.74539256,1.0359254,0.9470039,1.054713,-0.1077091
40,-0.15898237,-0.5382344,"('stingy', 'generous')",-0.14038184,-0.83306265,-0.12903987,-0.28761372,-1.2345666,-2.1004882,-0.4157427,-0.9398497,0.524107
68,0.156086,-0.004927613,"('dependent', 'independent')",-0.4110131,-0.5543631,-0.3271771,-0.32892948,-0.914073,-0.94949156,-0.3740443,-0.459428,0.0853837
88,-0.12019727,-0.09311187,"('low', 'eminent')",0.12011254,0.37653527,-0.47325805,-0.4983833,-0.25951496,-0.0780348,-0.1832144,-0.0732487,-0.1099657
14,-0.114226684,-0.0067995004,"('antisocial', 'social')",2.0544589,2.1414254,1.3859892,1.5769762,-0.31888977,-0.2352238,0.7518329,0.8690946,-0.1172617
65,-0.055017628,-0.027403489,"('insecure', 'secure')",0.62755185,0.92877716,1.0705196,0.8364623,-0.35358003,-0.25141776,0.3223684,0.3716046,-0.0492362
29,-0.036933184,-0.15612206,"('unfair', 'fair')",-0.8355299,-1.110147,-1.1245425,-1.0097033,-0.44522047,-0.5372142,-0.6105565,-0.7032967,0.0927402
83,-0.035258867,0.016173532,"('powerless', 'powerful')",1.0149463,0.8969126,-0.86366606,-0.65370363,-1.1917329,-1.1687117,-0.2689279,-0.2273323,-0.0415956
22,-0.02437874,0.10194703,"('untrustworthy', 'trustworthy')",0.3203283,0.23645034,0.5260784,0.4364621,-0.96032786,-1.1547631,-0.034575,-0.0949759,0.0604009
21,-0.015222024,0.3731694,"('immoral', 'moral')",1.5021353,1.8893139,1.2832246,1.6359724,-0.94693464,-0.37284288,0.4558008,0.8814032,-0.4256024
49,-0.0076900125,0.08936288,"('unable', 'able')",0.6333916,0.8744,0.09848822,0.30374557,-0.8291617,-0.4722379,-0.026243,0.1988176,-0.2250606
33,-0.005383555,-0.2124952,"('wrong', 'right')",0.004570963,-0.020922335,-0.0774398,-0.1807211,-0.694683,-0.9547718,-0.1932338,-0.3422276,0.1489938
