,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
66,-0.5436118,-0.68964714,"('inactive', 'active')",-0.06821214,-0.20435189,0.09075637,-0.16381055,-0.1736892,-0.3526032,0.178914
4,-0.5332711,-0.5731203,"('disliked', 'liked')",-0.16177158,-0.22648562,-6.295879,-6.693315,-2.3303072,-2.4976403,0.1673331
12,0.5256734,0.715144,"('unsupportive', 'supportive')",0.6018946,0.7555972,-1.7555882,-1.62304,-0.2093401,-0.0507663,-0.1585738
86,-0.4564945,-0.5683169,"('uninfluential', 'influential')",-0.6248376,-0.80519044,-0.5213524,-0.5589514,-0.5342282,-0.6441529,0.1099247
69,-0.45508575,-0.5317902,"('lazy', 'industrious')",0.2426939,-0.010560956,-1.5633225,-1.8354349,-0.5919048,-0.7925954,0.2006906
33,0.44460797,0.35785067,"('wrong', 'right')",0.9491247,0.71024436,-1.1729711,-1.209609,0.0735872,-0.0471714,0.1207586
44,-0.44022983,-0.3616456,"('prejudiced', 'unprejudiced')",-1.2281923,-1.0689088,-1.0220112,-0.93640924,-0.8968112,-0.7889879,-0.1078233
87,0.42206213,0.4118894,"('unsuccessful', 'successful')",0.38301852,0.48823702,0.6159916,0.5285274,0.4736907,0.4762179,-0.0025272
82,0.41619414,0.66465664,"('poor', 'rich')",-0.048815116,0.17187119,5.518702,5.7180324,1.9620271,2.1848534,-0.2228263
39,0.40752533,0.34314418,"('exploitative', 'cooperative')",0.3740494,0.4072913,0.7653472,0.7680759,0.5156407,0.5061704,0.0094703
0,-0.39138624,-0.45889652,"('unsociable', 'sociable')",-0.5151362,-0.47357225,0.052295968,0.021894764,-0.2847421,-0.3035247,0.0187826
79,-0.38402396,-0.26614356,"('wavering', 'unwavering')",-0.17475186,-0.12849078,-1.1103587,-0.99937916,-0.5563782,-0.4646712,-0.091707
29,-0.36850232,-0.21355568,"('unfair', 'fair')",-1.0277946,-0.9129374,-0.9446458,-1.0620656,-0.7803143,-0.7295195,-0.0507948
63,0.3625376,0.4599569,"('unperceptive', 'insightful')",-0.14062801,0.051214717,0.78970087,1.051144,0.3372035,0.5207719,-0.1835684
74,0.31748512,0.54702276,"('undedicated', 'dedicated')",-0.0747522,0.13685408,0.43121374,0.5809937,0.2246489,0.4216235,-0.1969746
58,-0.30488968,-0.32257947,"('undiscriminating', 'discriminating')",-0.2788306,-0.44939584,0.18570559,-0.008412145,-0.1326716,-0.2601291,0.1274575
54,0.28904265,0.40155584,"('incapable', 'capable')",0.69522494,0.790974,0.52390844,0.6326349,0.5027254,0.6083883,-0.1056629
34,-0.2788353,-0.23772947,"('mean', 'honorable')",0.13909177,0.22507727,4.9807034,5.1214404,1.6136533,1.7029293,-0.089276
48,0.27495766,0.3634984,"('unintelligent', 'intelligent')",-0.07202409,0.0069417097,-0.19886836,-0.07913767,0.0013551,0.0971008,-0.0957457
36,-0.24942768,-0.5276782,"('hostile', 'amicable')",0.79948336,0.35329998,-0.7245674,-1.1447889,-0.0581706,-0.4397224,0.3815518
42,0.238204,0.4794186,"('unreliable', 'reliable')",-0.3736754,-0.11705242,-2.403394,-2.1252253,-0.8462884,-0.5876197,-0.2586687
49,0.232057,0.42263496,"('unable', 'able')",-0.085629635,0.11747189,-0.6462393,-0.5440053,-0.166604,-0.0012995,-0.1653045
25,0.22718409,0.05570554,"('egoistic', 'altruistic')",0.077139005,-0.1374194,0.95469224,0.8386154,0.4196718,0.2523005,0.1673713
35,-0.21921735,-0.39157265,"('corrupt', 'incorrupt')",0.1066753,-0.15848397,-1.3310596,-1.5633395,-0.4812005,-0.7044654,0.2232649
20,-0.21172947,-0.20108074,"('rough', 'thoughtful')",-0.29734907,-0.36879432,0.16674766,0.111679316,-0.1141103,-0.1527319,0.0386216
57,-0.20944136,-0.14937955,"('unimaginative', 'imaginative')",-1.0571237,-0.9529819,-2.7076538,-2.5878677,-1.3247396,-1.2300764,-0.0946632
55,-0.2008755,0.1037288,"('incompetent', 'clever')",-0.8656197,-0.5691109,0.61637145,0.8114303,-0.1500412,0.1153494,-0.2653906
73,-0.16824153,-0.06564361,"('helpless', 'self-reliant')",-0.058259323,-0.02532939,-3.3963068,-3.4325666,-1.2076025,-1.1745132,-0.0330893
28,0.16781534,0.107361905,"('disloyal', 'loyal')",-0.5167964,-0.5729898,0.81337225,0.76479816,0.1547971,0.0997234,0.0550737
78,0.15141568,0.121452495,"('nonresilient', 'resilient')",-0.3215405,-0.31097707,-0.063758954,0.03860877,-0.0779613,-0.0503053,-0.027656
67,-0.1376373,-0.07772463,"('doubtful', 'determined')",-0.38909313,-0.2454199,-0.09048323,-0.09895007,-0.2057379,-0.1406982,-0.0650397
7,0.123167366,0.09551173,"('insensitive', 'sensitive')",-0.5772587,-0.44865182,0.3122521,0.48073995,-0.0472797,0.0425333,-0.089813
19,-0.119014025,-0.08239101,"('inhospitable', 'hospitable')",0.23082128,0.260524,-0.6477928,-0.59471154,-0.1786619,-0.1388595,-0.0398024
18,-0.11656441,-0.07903725,"('disagreeable', 'welcoming')",0.55719864,0.47437102,-1.3528128,-1.3832881,-0.3040595,-0.3293181,0.0252586
6,0.10907948,0.18681866,"('distant', 'open')",0.92071795,0.86119926,-1.2681953,-1.3211052,-0.0794659,-0.0910291,0.0115632
60,-0.10857564,0.18922058,"('inefficient', 'efficient')",-1.1484388,-0.7248006,0.37914783,0.74132323,-0.2926222,0.0685811,-0.3612033
47,0.10300939,0.3210165,"('stupid', 'smart')",0.49526468,0.6267807,4.5127754,4.62957,1.7036832,1.8591224,-0.1554392
30,-0.09684558,-0.010463131,"('intolerant', 'tolerant')",-0.88995624,-0.710643,0.59349614,0.61886585,-0.1311019,-0.0340801,-0.0970218
51,-0.08956521,-0.09899838,"('uneducated', 'educated')",-0.058937773,-0.0015104786,1.4324704,1.2898399,0.4279892,0.3964437,0.0315455
43,0.082009315,0.29658902,"('irresponsible', 'responsible')",-1.1350294,-0.9010158,0.45012656,0.67187464,-0.2009645,0.0224826,-0.2234471
62,0.076409236,0.52770394,"('incompetent', 'brilliant')",-1.0563046,-0.52349323,0.16261017,0.5180162,-0.2724284,0.1740756,-0.446504
38,0.059266254,0.3225323,"('untruthful', 'truthful')",-0.6318377,-0.35771102,-0.2793167,0.009642858,-0.2839627,-0.008512,-0.2754507
27,-0.05584647,-0.027522285,"('hardhearted', 'softhearted')",-0.25602704,-0.28452045,0.22319111,0.17886052,-0.0295608,-0.0443941,0.0148333
65,-0.053603347,-0.07815336,"('insecure', 'secure')",-0.46126634,-0.3866605,0.4275929,0.61281043,-0.0290923,0.0493322,-0.0784245
83,-0.018885963,0.03152801,"('powerless', 'powerful')",0.1966801,0.19975159,-1.0376637,-1.0008256,-0.2866232,-0.2565153,-0.0301079
17,-0.013695862,0.105280474,"('nasty', 'nice')",-0.013462115,0.19498129,-0.4358908,-0.4621619,-0.1543496,-0.0539667,-0.1003829
76,0.0037146243,0.14887145,"('anxious', 'daring')",-1.2647161,-1.0936234,0.35747582,0.62142503,-0.3011752,-0.1077756,-0.1933996
