,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
53,1.7580924,1.6932268,"('uncreative', 'creative')",1.3466913,1.1629549,0.88412994,0.77796173,1.3296378,1.2113811,0.1182567
9,1.4937251,1.4414322,"('unaffectionate', 'caring')",1.6429678,1.5884244,0.47641143,0.4710254,1.2043681,1.1669607,0.0374074
81,-1.4327557,-1.2762452,"('submissive', 'aggressive')",-2.1612022,-1.8728552,-0.20346066,0.13696896,-1.2658062,-1.0040438,-0.2617624
22,-1.4301969,-1.3962328,"('untrustworthy', 'trustworthy')",-1.934589,-1.7933909,-0.6652941,-0.5825557,-1.3433599,-1.2573932,-0.0859667
77,-1.397028,-1.4618709,"('unmotivated', 'motivated')",-1.3042595,-1.3653272,-0.8319613,-0.8578662,-1.1777496,-1.2283548,0.0506052
3,-1.3856169,-1.413069,"('repellent', 'pleasant')",-1.4405968,-1.4123734,0.92342395,0.83026963,-0.6342633,-0.6650576,0.0307943
15,1.3712584,1.412802,"('boring', 'funny')",1.624873,1.7044536,0.7828578,0.83666635,1.2596631,1.317974,-0.0583109
45,-1.2772117,-0.85068613,"('incompetent', 'competent')",-2.0724847,-1.6875412,-0.89286447,-0.66699487,-1.414187,-1.0684074,-0.3457796
88,1.2407582,1.1382122,"('low', 'eminent')",0.5567236,0.61929417,-0.009140618,0.03254102,0.5961137,0.5966825,-0.0005688
71,1.2394019,1.117196,"('diffident', 'self-confident')",2.1801238,2.100131,0.16039161,0.041351132,1.1933057,1.0862261,0.1070796
59,1.1028876,1.0980148,"('foolish', 'wise')",1.5614018,1.5248297,-0.114158764,-0.34025455,0.8500435,0.7608634,0.0891801
85,1.0826571,1.1727228,"('insignificant', 'prestigious')",2.244883,2.038718,-0.7332142,-0.80467606,0.8647753,0.8022549,0.0625204
23,1.0743238,1.1407864,"('insincere', 'sincere')",0.26744115,0.44011447,5.756784,5.945705,2.366183,2.5088685,-0.1426855
64,-1.0369577,-1.162557,"('shy', 'confident')",-1.2742338,-1.202773,-5.076512,-5.06165,-2.4625678,-2.47566,0.0130922
41,-1.013324,-0.7945569,"('unforgiving', 'forgiving')",-1.375243,-1.240992,0.1889878,0.089155145,-0.7331931,-0.6487979,-0.0843952
14,-1.0070279,-0.97586024,"('antisocial', 'social')",-1.1252207,-1.0258852,-0.27325666,-0.3172481,-0.8018351,-0.7729979,-0.0288372
8,0.9942751,1.1416115,"('unaffectionate', 'affectionate')",1.8224458,1.7815238,-0.24946558,-0.16349095,0.8557518,0.9198814,-0.0641296
32,0.97924954,1.0672902,"('unkind', 'kind')",0.5488923,0.79108936,0.89214885,1.0337418,0.8067636,0.9640404,-0.1572768
11,0.93288225,1.1597519,"('unhelpful', 'helpful')",-0.18210721,0.20445062,2.4629173,2.8726108,1.0712308,1.4122712,-0.3410404
56,0.9161007,1.2842401,"('impractical', 'practical')",-0.020277955,0.5064647,0.20397955,0.6857352,0.3666008,0.82548,-0.4588792
31,-0.8754477,-0.91198677,"('evil', 'good')",-0.08402824,-0.2696091,-1.6995906,-1.9346813,-0.8863555,-1.0387591,0.1524036
68,-0.86037433,-1.021324,"('dependent', 'independent')",-1.2100705,-1.3007097,-1.5211172,-1.7328116,-1.1971873,-1.3516151,0.1544278
70,-0.8210341,-0.6201429,"('lethargic', 'energetic')",-2.156595,-1.8728114,0.28380325,0.59132403,-0.897942,-0.6338767,-0.2640653
1,0.81172824,0.70670336,"('unfriendly', 'friendly')",1.189243,1.002675,0.8307614,0.77202743,0.9439109,0.8271353,0.1167756
37,-0.80837756,-0.7943589,"('fake', 'genuine')",-1.8249472,-1.7462473,-0.03818245,-0.0027499162,-0.8905025,-0.8477854,-0.0427171
50,0.8030262,0.99408996,"('clumsy', 'skillful')",-0.17226994,-0.039555993,-0.19633466,0.010399729,0.1448072,0.3216446,-0.1768374
80,-0.775706,-0.78209364,"('dominated', 'dominating')",-1.8798307,-1.8199433,-0.4272014,-0.4362198,-1.0275793,-1.0127522,-0.0148271
13,-0.77331203,-0.7471534,"('impolite', 'polite')",-1.0462726,-0.8714163,-0.25383985,-0.005399421,-0.6911414,-0.541323,-0.1498184
72,0.7725521,0.81305516,"('unambitious', 'ambitious')",0.8056647,0.91737473,-0.9635947,-0.8166554,0.204874,0.3045915,-0.0997175
10,-0.7706646,-0.6250885,"('unsympathetic', 'sympathetic')",-1.5346608,-1.3513653,-0.28525147,0.0034460127,-0.8635256,-0.6576693,-0.2058563
46,-0.72324014,-0.7232214,"('uncompetitive', 'competitive')",-1.60283,-1.5468186,-0.24777037,-0.05045205,-0.8579469,-0.7734973,-0.0844496
5,0.70768523,0.7837037,"('distant', 'outgoing')",0.76221716,0.7750073,-1.5011337,-1.5344732,-0.0104104,0.0080793,-0.0184897
75,-0.7021378,-0.56199676,"('meek', 'impulsive')",-0.39198735,-0.2738105,-0.38344955,-0.27657366,-0.4925249,-0.3707937,-0.1217312
2,-0.6362833,-0.39196515,"('unlikable', 'likable')",-0.687532,-0.43810546,0.68419737,0.7561232,-0.213206,-0.0246491,-0.1885569
21,-0.62950456,-0.5779765,"('immoral', 'moral')",-1.0962187,-0.90797967,-0.6603798,-0.4440861,-0.7953677,-0.6433474,-0.1520203
26,0.5926061,0.67684734,"('hardhearted', 'benevolent')",2.0361018,1.903059,0.7457275,0.65781707,1.1248118,1.0792412,0.0455706
24,-0.5888848,-0.58742106,"('dishonest', 'honest')",-1.1731462,-1.1310847,0.22266336,0.32592767,-0.5131226,-0.4641927,-0.0489299
61,0.5597757,0.59008396,"('illogical', 'logical')",0.4446581,0.43521184,-0.27735978,-0.3272693,0.242358,0.2326755,0.0096825
52,-0.558578,-0.60578394,"('irrational', 'rational')",0.71357703,0.5030136,-0.5091404,-0.87110335,-0.1180471,-0.3246246,0.2065775
16,0.55196923,0.694184,"('unpopular', 'popular')",1.17126,1.2363183,-0.016855538,-0.16264737,0.5687912,0.589285,-0.0204938
40,-0.5512489,-0.61232483,"('stingy', 'generous')",-0.6877887,-0.8690333,-2.2386942,-2.4208717,-1.1592439,-1.3007433,0.1414994
84,0.55030215,0.6126855,"('inferior', 'superior')",0.9557603,0.90455085,0.57013863,0.62940407,0.6920671,0.7155468,-0.0234797
