,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.7246985,-2.1127386,"('unfriendly', 'friendly')",-0.4853324,-0.7671132,1.0313472,0.82989717,-0.3928946,-0.6833182,0.2904236
84,1.4829271,1.4453832,"('inferior', 'superior')",1.2788749,1.2456508,0.9920697,0.98253167,1.2512906,1.2245218,0.0267688
39,1.2101562,1.3748465,"('exploitative', 'cooperative')",0.032259528,0.16574967,0.2825778,0.34658456,0.5083312,0.6290602,-0.120729
86,-1.1824806,-1.3398088,"('uninfluential', 'influential')",-0.3961348,-0.3497774,-0.12413365,-0.30395514,-0.567583,-0.6645137,0.0969307
0,-1.1769314,-1.0320336,"('unsociable', 'sociable')",-0.07455737,0.07312259,-0.012091447,0.1692525,-0.4211934,-0.2632195,-0.1579739
27,-1.0890442,-1.2721581,"('hardhearted', 'softhearted')",-0.31408212,-0.5012372,1.1902461,0.9950633,-0.0709601,-0.259444,0.1884839
41,-1.0427197,-1.0353433,"('unforgiving', 'forgiving')",-0.34135443,-0.2887097,0.07597956,0.12070723,-0.4360315,-0.4011153,-0.0349162
57,-1.0142244,-1.0413456,"('unimaginative', 'imaginative')",-0.12813623,0.02003048,-2.5986633,-2.7630818,-1.247008,-1.2614656,0.0144576
38,-0.9694526,-0.9214888,"('untruthful', 'truthful')",-0.053291313,0.0077203587,-0.26726606,-0.16370043,-0.4300033,-0.3591563,-0.070847
31,-0.88348377,-1.2402233,"('evil', 'good')",-1.2197596,-1.5814878,-1.3114139,-1.6209489,-1.138219,-1.4808866,0.3426676
8,-0.8717352,-1.1338916,"('unaffectionate', 'affectionate')",-0.82265675,-1.0802712,0.29929736,-0.07960038,-0.4650315,-0.7645877,0.2995562
2,0.8655251,1.1200976,"('unlikable', 'likable')",0.65209204,0.82618237,0.6648513,0.7652964,0.7274895,0.9038588,-0.1763693
23,-0.8421404,-0.56534004,"('insincere', 'sincere')",0.3249224,0.59698933,5.5122213,6.0533237,1.6650011,2.0283243,-0.3633232
36,-0.83764964,-1.0621384,"('hostile', 'amicable')",-2.3147995,-2.6236413,-0.4227598,-0.60125357,-1.1917363,-1.429011,0.2372747
6,-0.833142,-1.2215353,"('distant', 'open')",-0.76695776,-1.1361647,-0.7185094,-0.9914267,-0.7728697,-1.1163755,0.3435058
9,-0.8209163,-1.0199637,"('unaffectionate', 'caring')",0.20102106,-0.036826506,0.9955251,0.7439368,0.12521,-0.1042845,0.2294945
18,-0.81762177,-0.72009206,"('disagreeable', 'welcoming')",-1.0162995,-0.97633636,-0.50575083,-0.48150662,-0.7798907,-0.7259784,-0.0539123
79,-0.73603886,-0.833482,"('wavering', 'unwavering')",-1.1841844,-1.3257672,-0.6985255,-0.8051773,-0.8729162,-0.9881422,0.115226
10,-0.7294982,-0.525291,"('unsympathetic', 'sympathetic')",-0.623782,-0.39324474,0.14836189,0.3996409,-0.4016394,-0.172965,-0.2286744
73,0.72411466,0.7159061,"('helpless', 'self-reliant')",0.58400977,0.51263136,-3.4069057,-3.777051,-0.6995937,-0.8495045,0.1499108
64,0.7093955,0.8674191,"('shy', 'confident')",1.0342191,1.2349802,-5.872463,-5.9045644,-1.3762829,-1.2673883,-0.1088946
80,0.69732034,0.69771284,"('dominated', 'dominating')",0.63677967,0.80780286,-0.31432196,-0.30693138,0.339926,0.3995281,-0.0596021
78,-0.6727115,-0.883406,"('nonresilient', 'resilient')",0.07387609,-0.089849345,0.1529035,-0.0047351215,-0.148644,-0.3259968,0.1773528
69,0.6631202,0.50631106,"('lazy', 'industrious')",1.3168094,1.0387982,-0.79370177,-1.0885297,0.3954093,0.1521932,0.2432161
26,-0.65750295,-0.9071736,"('hardhearted', 'benevolent')",0.04191323,-0.034170438,1.3836688,1.21252,0.2560263,0.090392,0.1656343
59,0.64652795,0.5215904,"('foolish', 'wise')",1.0452528,0.86916465,-0.24560754,-0.3118906,0.4820578,0.3596215,0.1224363
76,0.6438821,1.0035683,"('anxious', 'daring')",0.11116565,0.46726388,0.37013096,0.6276215,0.3750596,0.6994845,-0.3244249
53,-0.6387921,-0.7000343,"('uncreative', 'creative')",-0.049106326,-0.0871559,0.6043483,0.48275197,-0.02785,-0.1014794,0.0736294
87,0.61702895,0.5794208,"('unsuccessful', 'successful')",0.64399856,0.7140741,0.87541044,0.835069,0.712146,0.7095213,0.0026247
77,-0.6101053,-0.6197104,"('unmotivated', 'motivated')",1.281916,1.28521,-0.7232306,-0.661882,-0.01714,0.0012059,-0.0183459
33,0.6054232,0.26507705,"('wrong', 'right')",1.3719848,1.0589252,-0.52601403,-0.86738455,0.483798,0.1522059,0.3315921
13,-0.5898257,-0.32,"('impolite', 'polite')",0.00033563375,0.27633166,-0.43264973,-0.17642063,-0.3407133,-0.073363,-0.2673503
51,-0.58891785,-0.5343386,"('uneducated', 'educated')",-0.4511647,-0.35548416,0.55411524,0.57853717,-0.1619891,-0.1037619,-0.0582272
34,-0.58324796,-0.3031872,"('mean', 'honorable')",-0.27408916,-0.097979076,5.367749,5.7637997,1.5034707,1.7875444,-0.2840737
32,-0.5784633,-0.33026832,"('unkind', 'kind')",-0.2728182,-0.03742006,0.58790785,0.77114344,-0.0877912,0.134485,-0.2222762
5,-0.5717581,-0.83045906,"('distant', 'outgoing')",-0.11649613,-0.40964645,-0.78797096,-0.99713045,-0.492075,-0.7457453,0.2536703
54,-0.55431134,-0.42545444,"('incapable', 'capable')",-0.37978992,-0.35296464,0.43786582,0.5545743,-0.1654118,-0.0746149,-0.0907969
61,0.5513911,0.60780257,"('illogical', 'logical')",0.84656703,0.8099383,0.6172193,0.73274934,0.6717258,0.7168301,-0.0451043
17,-0.54969466,-0.35075092,"('nasty', 'nice')",-0.43160415,-0.52364296,-0.6466857,-0.53199416,-0.5426615,-0.468796,-0.0738655
11,-0.53937066,-0.2397356,"('unhelpful', 'helpful')",0.40386873,0.7202794,1.9234757,2.2398298,0.5959913,0.9067912,-0.3107999
67,0.53524256,0.7824775,"('doubtful', 'determined')",1.0718418,1.1242023,-0.39817712,-0.26007658,0.4029691,0.5488677,-0.1458986
19,-0.53452164,-0.517987,"('inhospitable', 'hospitable')",-1.2685261,-1.4094607,-0.5866355,-0.7277518,-0.7965611,-0.8850665,0.0885054
