,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-0.69095945,-0.65113986,"('unimaginative', 'imaginative')",-2.1577916,-2.3527174,-1.4243755,-1.5019286,0.0775531
87,0.6793689,0.5851138,"('unsuccessful', 'successful')",0.7338316,0.62864447,0.7066002,0.6068791,0.0997211
19,-0.67507464,-0.6368196,"('inhospitable', 'hospitable')",-0.33880758,-0.32333377,-0.5069411,-0.4800767,-0.0268644
84,0.67059577,0.8428322,"('inferior', 'superior')",1.0476795,1.2033556,0.8591377,1.0230939,-0.1639562
49,0.6643533,0.57114536,"('unable', 'able')",0.08924077,0.2466012,0.3767971,0.4088733,-0.0320762
4,0.6629824,0.66533566,"('disliked', 'liked')",-6.501085,-6.4069824,-2.9190512,-2.8708234,-0.0482278
80,0.66177857,0.44121176,"('dominated', 'dominating')",-0.57544976,-0.7899976,0.0431644,-0.1743929,0.2175573
61,-0.6547029,-0.3142891,"('illogical', 'logical')",-0.20407695,-0.043664154,-0.4293899,-0.1789766,-0.2504133
2,0.6052432,0.8179009,"('unlikable', 'likable')",0.2771963,0.35835695,0.4412197,0.5881289,-0.1469092
38,-0.58953315,-0.52875036,"('untruthful', 'truthful')",0.015862936,0.057951737,-0.2868351,-0.2353993,-0.0514358
85,-0.5565202,-0.4615218,"('insignificant', 'prestigious')",-1.1095431,-0.92418957,-0.8330317,-0.6928557,-0.140176
78,-0.55390465,-0.5778923,"('nonresilient', 'resilient')",0.9073256,0.6199879,0.1767105,0.0210478,0.1556627
73,0.5453969,0.5937753,"('helpless', 'self-reliant')",-3.048733,-3.070461,-1.251668,-1.2383429,-0.0133251
12,-0.535383,-0.29806083,"('unsupportive', 'supportive')",-1.7809687,-1.7211858,-1.1581758,-1.0096233,-0.1485525
7,-0.52023727,-0.14213666,"('insensitive', 'sensitive')",0.46819976,0.5551097,-0.0260188,0.2064865,-0.2325053
32,-0.49974805,-0.3064786,"('unkind', 'kind')",0.8431945,0.83165616,0.1717232,0.2625888,-0.0908656
82,-0.49635607,-0.36831588,"('poor', 'rich')",6.491391,6.332598,2.9975176,2.9821413,0.0153763
47,0.4850815,0.33735082,"('stupid', 'smart')",5.7933316,5.6574187,3.1392066,2.9973848,0.1418218
63,-0.4786273,-0.5026187,"('unperceptive', 'insightful')",1.7170674,1.419373,0.61922,0.4583772,0.1608428
58,0.47410497,0.52353704,"('undiscriminating', 'discriminating')",0.11712635,0.014766626,0.2956157,0.2691518,0.0264639
69,-0.4675171,-0.36207175,"('lazy', 'industrious')",-1.1927786,-1.0745645,-0.8301479,-0.7183181,-0.1118298
24,-0.46726504,-0.15252775,"('dishonest', 'honest')",0.8388251,0.79475534,0.18578,0.3211138,-0.1353338
43,-0.4499179,-0.23640057,"('irresponsible', 'responsible')",0.9163558,0.8445048,0.2332189,0.3040521,-0.0708332
74,-0.44886476,-0.21823952,"('undedicated', 'dedicated')",0.33244786,0.19266431,-0.0582085,-0.0127876,-0.0454209
34,-0.44599456,-0.4984477,"('mean', 'honorable')",6.2195516,6.082755,2.8867786,2.7921536,0.094625
54,-0.42692956,-0.5583996,"('incapable', 'capable')",1.2476752,1.1524695,0.4103728,0.2970349,0.1133379
48,-0.40242854,-0.52700037,"('unintelligent', 'intelligent')",1.1368726,1.0002913,0.3672221,0.2366455,0.1305766
14,0.38020954,0.47370616,"('antisocial', 'social')",-0.68345624,-0.26374328,-0.1516234,0.1049814,-0.2566048
35,-0.3571505,-0.38007468,"('corrupt', 'incorrupt')",-0.9483072,-0.81893426,-0.6527289,-0.5995045,-0.0532244
20,-0.35194293,-0.32928336,"('rough', 'thoughtful')",0.9916543,0.95612377,0.3198557,0.3134202,0.0064355
64,-0.34150666,-0.0856604,"('shy', 'confident')",-6.03259,-6.0153327,-3.1870482,-3.0504966,-0.1365516
33,-0.33722347,-0.27962032,"('wrong', 'right')",-1.3326317,-1.1964117,-0.8349276,-0.738016,-0.0969116
68,0.3352115,0.2206167,"('dependent', 'independent')",-0.44875294,-0.39570966,-0.0567707,-0.0875465,0.0307758
75,-0.32614353,-0.38122708,"('meek', 'impulsive')",-0.73661125,-0.7050361,-0.5313774,-0.5431316,0.0117542
55,0.32463717,0.4040813,"('incompetent', 'clever')",0.69356877,0.5931842,0.5091029,0.4986327,0.0104702
56,0.3134866,0.40378234,"('impractical', 'practical')",0.8808016,0.8275507,0.5971441,0.6156665,-0.0185224
88,-0.29865545,-0.41591814,"('low', 'eminent')",0.6053423,0.5771203,0.1533434,0.0806011,0.0727423
70,0.29346657,0.1500463,"('lethargic', 'energetic')",1.8205092,1.4675891,1.0569879,0.8088177,0.2481702
83,-0.263847,-0.22157095,"('powerless', 'powerful')",-0.4320879,-0.5662234,-0.3479674,-0.3938972,0.0459298
51,0.25814787,0.08011994,"('uneducated', 'educated')",0.79048127,0.678808,0.5243146,0.379464,0.1448506
22,0.24685048,0.4177944,"('untrustworthy', 'trustworthy')",-0.5161257,-0.57862264,-0.1346376,-0.0804141,-0.0542235
81,0.22290918,0.15985054,"('submissive', 'aggressive')",0.49634576,0.3197695,0.3596275,0.23981,0.1198175
27,0.21862897,0.09968762,"('hardhearted', 'softhearted')",0.89769703,0.94421554,0.558163,0.5219516,0.0362114
46,-0.19988635,-0.277675,"('uncompetitive', 'competitive')",0.71101636,0.33083504,0.255565,0.02658,0.228985
18,0.19095242,0.4179695,"('disagreeable', 'welcoming')",-1.0054479,-0.53451216,-0.4072477,-0.0582713,-0.3489764
39,0.19033515,0.45329934,"('exploitative', 'cooperative')",-0.24746022,-0.029813852,-0.0285625,0.2117427,-0.2403052
11,-0.16989699,-0.37249172,"('unhelpful', 'helpful')",2.5661933,2.3660545,1.1981481,0.9967814,0.2013667
29,0.15603921,0.37393308,"('unfair', 'fair')",-1.0479213,-0.7707118,-0.445941,-0.1983894,-0.2475516
21,0.1505072,0.21026613,"('immoral', 'moral')",0.09324218,-0.04731735,0.1218747,0.0814744,0.0404003
13,-0.1354594,-0.08940904,"('impolite', 'polite')",0.15966448,0.17770149,0.0121025,0.0441462,-0.0320437
60,0.12866971,0.361832,"('inefficient', 'efficient')",1.0750579,1.0667547,0.6018638,0.7142934,-0.1124296
67,0.124247134,-0.016914986,"('doubtful', 'determined')",-0.1376545,-0.11186388,-0.0067037,-0.0643894,0.0576857
17,0.11993386,-0.25173512,"('nasty', 'nice')",-0.8265389,-0.73648596,-0.3533025,-0.4941105,0.140808
16,0.10018881,-0.10639691,"('unpopular', 'popular')",0.097631484,0.16843013,0.0989101,0.0310166,0.0678935
41,0.0811706,0.09356603,"('unforgiving', 'forgiving')",-0.322376,-0.16679549,-0.1206027,-0.0366147,-0.083988
45,-0.073573545,0.10720812,"('incompetent', 'competent')",0.2643357,0.13217522,0.0953811,0.1196917,-0.0243106
52,0.07067132,-0.051984794,"('irrational', 'rational')",-0.90176713,-0.7354641,-0.4155479,-0.3937244,-0.0218235
65,-0.066053085,0.255151,"('insecure', 'secure')",0.0076629147,0.041185334,-0.0291951,0.1481682,-0.1773633
15,-0.020237057,0.076344386,"('boring', 'funny')",0.34658602,0.4750127,0.1631745,0.2756785,-0.112504
37,-0.006467104,-0.13000247,"('fake', 'genuine')",0.77775896,0.56542885,0.3856459,0.2177132,0.1679327
