,jabil_male,jabil_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.296415,-2.0206096,"('unfriendly', 'friendly')",0.5838181,0.5552137,-0.8562985,-0.732698,-0.1236005
9,-1.9534613,-1.6824652,"('unaffectionate', 'caring')",0.5069964,0.563745,-0.7232324,-0.5593601,-0.1638723
86,-1.735363,-1.4673996,"('uninfluential', 'influential')",0.28915018,0.06284033,-0.7231064,-0.7022796,-0.0208268
6,-1.7135394,-1.1803836,"('distant', 'open')",-0.634156,-0.49650547,-1.1738477,-0.8384445,-0.3354032
53,-1.655469,-1.3723345,"('uncreative', 'creative')",0.5504951,0.43024516,-0.5524869,-0.4710447,-0.0814422
8,-1.4446254,-1.3322014,"('unaffectionate', 'affectionate')",-0.028407345,0.11470217,-0.7365164,-0.6087496,-0.1277668
71,-1.3196914,-1.0750117,"('diffident', 'self-confident')",-0.23544796,-0.16621897,-0.7775697,-0.6206154,-0.1569543
77,-1.2298887,-1.0846267,"('unmotivated', 'motivated')",-0.46092746,-0.60053325,-0.8454081,-0.84258,-0.0028281
72,-1.2096502,-0.90997785,"('unambitious', 'ambitious')",-0.96357805,-0.9084879,-1.0866141,-0.9092329,-0.1773812
36,-1.1833102,-1.0249621,"('hostile', 'amicable')",-0.78692144,-0.5847377,-0.9851158,-0.8048499,-0.1802659
5,-1.1044056,-0.7762322,"('distant', 'outgoing')",-1.2107426,-0.9283831,-1.1575742,-0.8523077,-0.3052665
30,1.0830806,1.0407774,"('intolerant', 'tolerant')",1.6241108,1.8812721,1.3535957,1.4610248,-0.1074291
31,-1.0726355,-0.75040686,"('evil', 'good')",-2.2143602,-1.8075603,-1.6434979,-1.2789836,-0.3645143
10,-1.0695208,-1.1198148,"('unsympathetic', 'sympathetic')",0.8146718,0.3883271,-0.1274245,-0.3657438,0.2383193
42,1.0214025,1.0265406,"('unreliable', 'reliable')",-2.4537797,-2.6455646,-0.7161886,-0.809512,0.0933234
59,0.9903965,1.0596756,"('foolish', 'wise')",-0.16017576,-0.04159605,0.4151104,0.5090398,-0.0939294
26,-0.9903184,-0.7858873,"('hardhearted', 'benevolent')",0.67745537,0.9328443,-0.1564315,0.0734785,-0.22991
66,-0.984723,-1.1166463,"('inactive', 'active')",0.3261408,0.18016532,-0.3292911,-0.4682405,0.1389494
23,-0.9826382,-0.98892176,"('insincere', 'sincere')",5.8397293,5.7444835,2.4285455,2.3777809,0.0507646
76,0.92749125,0.6763954,"('anxious', 'daring')",1.5146116,1.1682695,1.2210515,0.9223325,0.298719
25,-0.8740159,-0.56805825,"('egoistic', 'altruistic')",0.49612635,0.60782063,-0.1889448,0.0198812,-0.208826
62,0.86572605,0.8577533,"('incompetent', 'brilliant')",1.1449263,1.0908095,1.0053262,0.9742814,0.0310448
44,0.84926575,0.61575913,"('prejudiced', 'unprejudiced')",-1.7235398,-1.6951653,-0.437137,-0.5397031,0.1025661
28,-0.8072145,-0.4789301,"('disloyal', 'loyal')",1.0850528,1.0745804,0.1389192,0.2978252,-0.158906
3,-0.8020796,-0.61164045,"('repellent', 'pleasant')",0.22653627,0.1334092,-0.2877717,-0.2391156,-0.0486561
50,0.7858615,0.5742964,"('clumsy', 'skillful')",0.644382,0.34190303,0.7151217,0.4580997,0.257022
79,-0.7686668,-0.86947894,"('wavering', 'unwavering')",-0.18773404,-0.3479887,-0.4782004,-0.6087338,0.1305334
40,-0.74928755,-0.4050513,"('stingy', 'generous')",-2.1817968,-2.0895548,-1.4655422,-1.247303,-0.2182392
0,-0.73702955,-0.76025313,"('unsociable', 'sociable')",-0.21342802,-0.15687692,-0.4752288,-0.458565,-0.0166638
