,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.9775136,-2.0500507,"('distant', 'open')",-0.24317925,-0.3006606,-1.1103464,-1.1753557,0.0650093
36,-1.8668342,-1.8520813,"('hostile', 'amicable')",-0.30786175,-0.5079503,-1.087348,-1.1800158,0.0926678
5,-1.6185741,-1.7519675,"('distant', 'outgoing')",-0.57484305,-0.6097761,-1.0967085,-1.1808718,0.0841633
8,-1.5886985,-1.6553398,"('unaffectionate', 'affectionate')",0.75258243,0.7064701,-0.418058,-0.4744349,0.0563769
53,-1.5429325,-1.4747459,"('uncreative', 'creative')",0.9783164,0.9307125,-0.282308,-0.2720167,-0.0102913
66,-1.3609915,-1.495534,"('inactive', 'active')",0.4711707,0.24084842,-0.4449104,-0.6273428,0.1824324
81,1.3553141,1.3124275,"('submissive', 'aggressive')",-0.4614761,-0.37106848,0.446919,0.4706795,-0.0237605
31,-1.3108865,-1.3605614,"('evil', 'good')",-1.0886332,-1.301165,-1.1997598,-1.3308632,0.1311034
60,1.235871,1.309393,"('inefficient', 'efficient')",0.15698901,0.40386647,0.69643,0.8566297,-0.1601997
1,-1.2044693,-1.3229264,"('unfriendly', 'friendly')",1.7602712,1.5591131,0.2779009,0.1180934,0.1598075
35,-1.1765614,-1.1088436,"('corrupt', 'incorrupt')",-0.7734799,-0.8803096,-0.9750206,-0.9945766,0.019556
62,1.0401242,1.2186251,"('incompetent', 'brilliant')",0.58424646,0.8514966,0.8121853,1.0350609,-0.2228756
9,-1.0328225,-1.314575,"('unaffectionate', 'caring')",1.1767045,1.0370082,0.071941,-0.1387834,0.2107244
80,0.99651664,1.0691825,"('dominated', 'dominating')",-0.8030307,-0.8205854,0.096743,0.1242985,-0.0275555
85,-0.9808714,-1.1612978,"('insignificant', 'prestigious')",0.42369375,0.086750224,-0.2785888,-0.5372738,0.258685
87,0.970927,0.86455166,"('unsuccessful', 'successful')",1.182158,0.8990475,1.0765425,0.8817996,0.1947429
76,0.92050415,0.93072563,"('anxious', 'daring')",0.13625643,0.34151793,0.5283803,0.6361217,-0.1077414
19,-0.913561,-0.9900362,"('inhospitable', 'hospitable')",-0.0009358581,-0.16326793,-0.4572484,-0.5766521,0.1194037
79,-0.88980496,-0.9956546,"('wavering', 'unwavering')",-0.17638953,-0.28026465,-0.5330973,-0.6379596,0.1048623
86,-0.8868443,-1.0806098,"('uninfluential', 'influential')",0.41638127,0.12656167,-0.2352315,-0.4770241,0.2417926
30,0.867478,0.59447104,"('intolerant', 'tolerant')",1.3528565,1.4026469,1.1101673,0.998559,0.1116083
39,0.845716,0.4243216,"('exploitative', 'cooperative')",-0.023964463,-0.13475439,0.4108758,0.1447836,0.2660922
65,0.83651334,0.72930694,"('insecure', 'secure')",-0.24476936,-0.13940954,0.295872,0.2949487,0.0009233
51,0.7604863,0.68825895,"('uneducated', 'educated')",1.2352382,1.0576937,0.9978622,0.8729763,0.1248859
21,0.75037795,0.70363766,"('immoral', 'moral')",-0.24373822,-0.33162138,0.2533199,0.1860081,0.0673118
29,-0.745053,-0.758165,"('unfair', 'fair')",-0.38968915,-0.47085544,-0.5673711,-0.6145102,0.0471391
57,-0.7016926,-0.8042724,"('unimaginative', 'imaginative')",-2.1332486,-2.4149082,-1.4174706,-1.6095903,0.1921197
18,-0.6991962,-0.912626,"('disagreeable', 'welcoming')",-0.20033532,-0.2469911,-0.4497658,-0.5798086,0.1300428
75,-0.65010417,-0.29109105,"('meek', 'impulsive')",-0.6058769,-0.39414793,-0.6279905,-0.3426195,-0.285371
67,0.6318092,0.5897754,"('doubtful', 'determined')",-0.70374304,-0.5192706,-0.0359669,0.0352524,-0.0712193
56,0.5946642,0.7114768,"('impractical', 'practical')",-0.27936193,-0.050954744,0.1576511,0.330261,-0.1726099
73,0.59329706,0.5929474,"('helpless', 'self-reliant')",-2.9605124,-3.0488534,-1.1836077,-1.227953,0.0443453
71,-0.5770179,-0.7372292,"('diffident', 'self-confident')",0.41415277,0.09335838,-0.0814326,-0.3219354,0.2405028
82,-0.5686474,-0.25158113,"('poor', 'rich')",6.192496,6.635225,2.8119242,3.1918218,-0.3798976
16,-0.5668215,-0.37799498,"('unpopular', 'popular')",0.36606014,0.39198604,-0.1003807,0.0069955,-0.1073762
44,0.5632403,0.25291955,"('prejudiced', 'unprejudiced')",-1.5755438,-1.7364985,-0.5061517,-0.7417895,0.2356378
52,-0.54877615,-0.81779355,"('irrational', 'rational')",-0.014596231,-0.22607563,-0.2816862,-0.5219346,0.2402484
78,-0.5370693,-0.34178817,"('nonresilient', 'resilient')",0.25402364,0.32175082,-0.1415228,-0.0100187,-0.1315041
38,-0.52246773,-0.44557342,"('untruthful', 'truthful')",-0.13397963,-0.0253628,-0.3282237,-0.2354681,-0.0927556
14,0.504111,0.60549664,"('antisocial', 'social')",-0.37653294,-0.23244174,0.063789,0.1865275,-0.1227385
70,0.50248665,0.3925347,"('lethargic', 'energetic')",1.0349272,1.0294895,0.7687069,0.7110121,0.0576948
88,-0.49808398,-0.52166456,"('low', 'eminent')",0.2625391,0.20238832,-0.1177724,-0.1596381,0.0418657
0,-0.41542062,-0.5798233,"('unsociable', 'sociable')",-0.13704406,-0.25846943,-0.2762323,-0.4191464,0.1429141
58,-0.41534397,-0.30037585,"('undiscriminating', 'discriminating')",0.5563528,0.45263252,0.0705044,0.0761283,-0.0056239
68,-0.412975,-0.42309636,"('dependent', 'independent')",-0.08446506,-0.15163112,-0.24872,-0.2873637,0.0386437
28,-0.41075015,-0.55206394,"('disloyal', 'loyal')",0.89576864,0.87460065,0.2425092,0.1612684,0.0812408
3,0.40179068,0.45745993,"('repellent', 'pleasant')",0.40852016,0.44231537,0.4051554,0.4498876,-0.0447322
61,0.39969635,0.27858096,"('illogical', 'logical')",0.5522271,0.29147217,0.4759617,0.2850266,0.1909351
25,-0.38206422,-0.49985814,"('egoistic', 'altruistic')",1.2980698,1.3463534,0.4580028,0.4232476,0.0347552
4,-0.381681,-0.22503695,"('disliked', 'liked')",-6.4125543,-6.589806,-3.3971176,-3.4074216,0.010304
20,0.34004146,0.43135726,"('rough', 'thoughtful')",1.1409386,1.1457348,0.7404901,0.788546,-0.0480559
43,-0.3303927,-0.34077638,"('irresponsible', 'responsible')",0.846952,0.917247,0.2582797,0.2882353,-0.0299556
54,-0.30181,-0.54666233,"('incapable', 'capable')",1.1587112,1.1150603,0.4284506,0.284199,0.1442516
37,0.27644885,0.14571491,"('fake', 'genuine')",0.56084627,0.6236146,0.4186476,0.3846648,0.0339828
83,-0.27272823,-0.19248192,"('powerless', 'powerful')",-0.81456774,-0.7285935,-0.543648,-0.4605377,-0.0831103
17,-0.26877317,-0.43562308,"('nasty', 'nice')",-0.6982116,-0.8104108,-0.4834924,-0.623017,0.1395246
2,0.2667082,0.38085914,"('unlikable', 'likable')",0.4110465,0.48484764,0.3388774,0.4328534,-0.093976
48,0.25808647,0.297843,"('unintelligent', 'intelligent')",1.0237542,0.91770977,0.6409203,0.6077764,0.0331439
12,-0.25748786,-0.31567857,"('unsupportive', 'supportive')",-1.3800795,-1.5195606,-0.8187837,-0.9176196,0.0988359
49,-0.25413257,-0.029970309,"('unable', 'able')",-0.020781703,0.10433838,-0.1374571,0.037184,-0.1746411
55,0.25019395,0.24117202,"('incompetent', 'clever')",0.63795394,0.71476656,0.4440739,0.4779693,-0.0338954
15,-0.22896904,-0.31576923,"('boring', 'funny')",0.38496202,0.43404084,0.0779965,0.0591358,0.0188607
69,-0.22523664,-0.34846064,"('lazy', 'industrious')",-0.86738664,-1.0273032,-0.5463116,-0.6878819,0.1415703
