,ust_male,ust_female,tuple,inc_male,inc_female,average_male,average_female,male-female
64,0.22303158,0.08981707,"('shy', 'confident')",-6.665843,-6.781577,-3.2214057,-3.34588,0.1244743
77,-0.20404555,-0.2753724,"('unmotivated', 'motivated')",-1.2199547,-1.1850133,-0.7120001,-0.7301928,0.0181927
42,0.20289168,-0.1243514,"('unreliable', 'reliable')",-3.0617516,-3.2843406,-1.42943,-1.7043461,0.2749161
13,0.17354012,0.08842284,"('impolite', 'polite')",-0.13943502,-0.06725046,0.0170525,0.0105862,0.0064663
72,-0.17011079,0.16259167,"('unambitious', 'ambitious')",-0.7265795,-0.40459678,-0.4483451,-0.1210026,-0.3273425
46,-0.16390488,-0.1440505,"('uncompetitive', 'competitive')",-0.08696445,-0.069985494,-0.1254347,-0.107018,-0.0184167
10,0.16139597,0.04412377,"('unsympathetic', 'sympathetic')",0.021014694,-0.09055933,0.0912053,-0.0232178,0.1144231
41,-0.15777099,-0.021156806,"('unforgiving', 'forgiving')",0.36247343,0.23746227,0.1023512,0.1081527,-0.0058015
74,0.15290278,0.23396891,"('undedicated', 'dedicated')",0.22207013,0.07505576,0.1874865,0.1545123,0.0329742
26,-0.15089937,-0.5009072,"('hardhearted', 'benevolent')",1.7651249,1.312894,0.8071128,0.4059934,0.4011194
27,-0.12848106,-0.2889092,"('hardhearted', 'softhearted')",1.6544077,1.4551766,0.7629634,0.5831337,0.1798297
7,0.1071781,0.07158845,"('insensitive', 'sensitive')",1.0909774,1.0701917,0.5990778,0.5708901,0.0281877
45,0.10129975,0.17859527,"('incompetent', 'competent')",0.07170525,0.06245348,0.0865025,0.1205244,-0.0340219
32,0.09152812,-0.014135778,"('unkind', 'kind')",1.2751441,1.2108532,0.6833361,0.5983588,0.0849773
23,-0.07957494,-0.21438198,"('insincere', 'sincere')",5.9917517,6.1693435,2.9560883,2.9774806,-0.0213923
84,-0.06437204,-0.20295852,"('inferior', 'superior')",0.8188782,0.8340561,0.3772531,0.3155488,0.0617043
63,-0.062067345,-0.056070928,"('unperceptive', 'insightful')",1.5337142,1.4737102,0.7358234,0.7088196,0.0270038
33,0.059434325,-0.11534367,"('wrong', 'right')",-0.6972274,-0.85545635,-0.3188965,-0.4854,0.1665035
22,0.052693907,0.02534236,"('untrustworthy', 'trustworthy')",-0.8422334,-0.82970715,-0.3947698,-0.4021824,0.0074126
24,-0.051311538,-0.12506478,"('dishonest', 'honest')",0.7889849,0.9044865,0.3688367,0.3897108,-0.0208741
11,0.044418804,-0.05280817,"('unhelpful', 'helpful')",1.8988221,1.8671035,0.9716204,0.9071476,0.0644728
47,0.021513548,0.1691564,"('stupid', 'smart')",5.141756,5.4529405,2.5816348,2.8110485,-0.2294137
50,-0.010730315,-0.16838415,"('clumsy', 'skillful')",0.37576178,0.27914017,0.1825157,0.055378,0.1271377
59,-0.008583551,-0.12376326,"('foolish', 'wise')",0.2152577,0.07416103,0.1033371,-0.0248011,0.1281382
34,0.0046891496,0.12343751,"('mean', 'honorable')",6.0405993,6.298934,3.0226443,3.2111857,-0.1885414
40,0.0019874126,-0.035360172,"('stingy', 'generous')",-0.9621109,-1.1192583,-0.4800617,-0.5773093,0.0972476
