,lockheed_male,lockheed_female,tuple,martin_male,martin_female,corp_male,corp_female,average_male,average_female,male-female
55,-0.91011393,-0.7857075,"('incompetent', 'clever')",-1.4755918,-1.3929799,0.56948614,0.721927,-0.6054065,-0.4855868,-0.1198197
15,0.8924107,0.8288539,"('boring', 'funny')",-0.7375768,-0.49470007,-0.48498535,-0.12798844,-0.1100505,0.0687218,-0.1787723
77,-0.8722497,-0.97499585,"('unmotivated', 'motivated')",0.10088303,-0.002401214,-1.0160618,-0.99504143,-0.5958095,-0.6574795,0.06167
87,-0.8578583,-0.33944803,"('unsuccessful', 'successful')",0.34796065,0.81953466,1.0211699,1.2331548,0.1704241,0.5710804,-0.4006563
9,0.8557895,0.33980823,"('unaffectionate', 'caring')",0.62213564,0.31663987,0.6461828,0.41847974,0.7080359,0.3583093,0.3497266
17,-0.79173607,-0.6639993,"('nasty', 'nice')",-0.16977587,-0.19222367,-0.5886898,-0.3631552,-0.5167339,-0.4064594,-0.1102745
53,0.7898306,0.21440771,"('uncreative', 'creative')",0.12720945,-0.38928488,0.58269954,0.24593687,0.4999132,0.0236866,0.4762266
24,-0.7743222,-0.63391554,"('dishonest', 'honest')",-1.2130573,-1.1582314,0.54405856,0.692392,-0.481107,-0.366585,-0.114522
75,0.7737297,0.91741294,"('meek', 'impulsive')",0.8824742,0.89769065,-0.25093108,-0.3041795,0.4684242,0.5036414,-0.0352172
26,0.77282083,0.38930947,"('hardhearted', 'benevolent')",-0.066065535,-0.31631416,1.2694325,0.88473475,0.6587293,0.3192434,0.3394859
50,-0.75601923,-1.2913985,"('clumsy', 'skillful')",-0.036960967,-0.42731082,0.2163591,0.048765272,-0.192207,-0.556648,0.364441
27,-0.7494695,-1.007763,"('hardhearted', 'softhearted')",-1.2972947,-1.4757627,0.4431852,0.1907356,-0.5345264,-0.7642634,0.229737
48,0.7483347,0.46732923,"('unintelligent', 'intelligent')",0.41924173,0.3213429,0.7246169,0.600545,0.6307311,0.4630724,0.1676587
22,-0.7423348,-0.6525036,"('untrustworthy', 'trustworthy')",-0.9646729,-1.1197613,-0.6403104,-0.6699012,-0.7824394,-0.8140554,0.031616
52,0.73030376,0.44827646,"('irrational', 'rational')",-0.25731733,-0.5941087,-0.5733129,-0.85766035,-0.0334421,-0.3344975,0.3010554
63,-0.7034682,-1.333502,"('unperceptive', 'insightful')",-0.9324097,-1.1860495,0.3625367,0.22695966,-0.4244471,-0.7641973,0.3397502
37,-0.6839881,-1.1078298,"('fake', 'genuine')",-1.6727533,-2.0679662,-0.23468615,-0.44392878,-0.8638092,-1.2065749,0.3427657
41,-0.6704695,-1.1773802,"('unforgiving', 'forgiving')",-0.29920232,-0.5701783,-0.26711097,-0.41361648,-0.4122609,-0.7203917,0.3081308
85,0.6501169,0.26406983,"('insignificant', 'prestigious')",1.3196363,1.1046367,-0.98569095,-1.5979896,0.3280208,-0.0764277,0.4044485
59,0.5713033,0.53110677,"('foolish', 'wise')",0.14412646,0.18007125,-0.7783522,-0.62875694,-0.0209741,0.0274737,-0.0484478
18,-0.5533645,-0.39262187,"('disagreeable', 'welcoming')",-0.7013567,-0.56433237,-1.4056011,-1.1860943,-0.8867741,-0.7143495,-0.1724246
54,0.531713,0.49179167,"('incapable', 'capable')",0.6406269,0.69623566,0.68882596,0.83304965,0.6203886,0.6736924,-0.0533038
67,0.5158686,0.8496978,"('doubtful', 'determined')",0.9350885,1.1419147,-0.3523494,-0.0029863194,0.3662026,0.6628754,-0.2966728
57,-0.5086615,-0.88422424,"('unimaginative', 'imaginative')",-1.108556,-1.4902663,-2.2277381,-2.8026574,-1.2816519,-1.725716,0.4440641
83,0.50401866,0.7261796,"('powerless', 'powerful')",0.41369295,0.6235851,-0.54381794,-0.37016457,0.1246312,0.3265334,-0.2019022
35,0.48090547,0.69354945,"('corrupt', 'incorrupt')",0.84935164,1.013816,-1.5934271,-1.390824,-0.0877233,0.1055139,-0.1932372
40,-0.47683927,-0.5465704,"('stingy', 'generous')",-0.6868572,-0.768548,-1.9174168,-2.6389925,-1.0270378,-1.318037,0.2909992
80,-0.47054327,-0.12534386,"('dominated', 'dominating')",-0.5187513,-0.16090004,-0.2976622,0.04332162,-0.4289856,-0.0809741,-0.3480115
68,-0.46077424,-0.4325886,"('dependent', 'independent')",-1.0561892,-0.96688706,-1.0405694,-0.9961451,-0.8525109,-0.7985403,-0.0539706
34,-0.42466223,-0.57987356,"('mean', 'honorable')",-0.27308878,-0.46174335,4.7408047,5.2883716,1.3476845,1.4155849,-0.0679004
32,-0.40138242,-0.16958496,"('unkind', 'kind')",-0.8455705,-0.55604315,0.6654169,0.6661403,-0.1938453,-0.0198293,-0.174016
38,-0.38883975,-0.5071717,"('untruthful', 'truthful')",-0.030337382,-0.055863086,-0.2711734,-0.27062687,-0.2301168,-0.2778872,0.0477704
4,-0.37318856,-0.74168354,"('disliked', 'liked')",-0.19204931,-0.41277426,-6.0629992,-7.0800643,-2.2094124,-2.7448406,0.5354282
86,-0.3324651,-1.0369658,"('uninfluential', 'influential')",0.030115899,-0.48874834,-0.13867289,-0.35425153,-0.1470074,-0.6266552,0.4796478
5,0.31814232,0.1909843,"('distant', 'outgoing')",0.12440437,0.17688137,-1.3058993,-1.2400751,-0.2877842,-0.2907365,0.0029523
7,-0.31563923,-0.60780543,"('insensitive', 'sensitive')",-1.0760386,-1.3217982,0.4377502,0.27807856,-0.3179759,-0.5505083,0.2325324
73,0.27716613,0.652978,"('helpless', 'self-reliant')",-0.47152403,-0.3473834,-3.2558334,-3.4367805,-1.1500638,-1.0437286,-0.1063352
31,0.2659148,-0.122429445,"('evil', 'good')",0.37169537,-0.13194934,-1.4564415,-1.9049994,-0.2729438,-0.7197927,0.4468489
20,-0.24434176,-0.043483958,"('rough', 'thoughtful')",0.34717715,0.39772546,0.95971817,0.8749836,0.3541845,0.4097417,-0.0555572
2,0.23286565,0.6007949,"('unlikable', 'likable')",0.31771863,0.5540005,0.48859197,0.67472035,0.3463921,0.6098386,-0.2634465
66,-0.2303899,-0.35604218,"('inactive', 'active')",-0.037802942,-0.00791917,0.43067068,0.2739429,0.0541593,-0.0300062,0.0841655
49,0.21611531,0.4380686,"('unable', 'able')",0.15503544,0.30085984,-0.5350957,-0.085361294,-0.0546483,0.2178557,-0.272504
36,0.20281662,-0.52878886,"('hostile', 'amicable')",0.006634958,-0.47972485,-0.9332169,-1.2965477,-0.2412551,-0.7683538,0.5270987
56,-0.20033899,0.25806206,"('impractical', 'practical')",0.058845416,0.52079445,-0.33653682,0.20818804,-0.1593435,0.3290149,-0.4883584
23,-0.191026,-0.38578984,"('insincere', 'sincere')",-0.41713297,-0.49068764,5.1733575,5.7162905,1.5217328,1.6132711,-0.0915383
51,-0.17494439,-0.33973134,"('uneducated', 'educated')",0.7148788,0.64698815,1.2360544,1.0167274,0.5919963,0.4413281,0.1506682
6,0.16180204,-0.03342244,"('distant', 'open')",-0.41007012,-0.4411776,-1.2577584,-1.3210182,-0.5020088,-0.5985394,0.0965306
16,0.15322778,-0.018346718,"('unpopular', 'popular')",0.37317955,0.3737753,-0.008560464,0.1399938,0.1726156,0.1651408,0.0074748
74,0.1497322,0.10494384,"('undedicated', 'dedicated')",0.17789097,0.2231982,-0.10829352,-0.2437848,0.0731099,0.0281191,0.0449908
88,-0.14730978,-0.10172164,"('low', 'eminent')",-0.055026226,-0.120178096,-0.39265728,-0.5859638,-0.1983311,-0.2692878,0.0709567
72,0.10865814,0.4954128,"('unambitious', 'ambitious')",-0.21992514,-0.0002570413,-0.4482453,-0.349635,-0.1865041,0.0485069,-0.235011
58,0.09138136,-0.51103187,"('undiscriminating', 'discriminating')",0.23867497,-0.22548512,0.44736195,0.083251454,0.2591394,-0.2177552,0.4768946
61,-0.086623855,-0.3154481,"('illogical', 'logical')",-0.50195307,-0.6967646,0.6635834,0.56936383,0.0250022,-0.1476163,0.1726185
28,0.08653173,-0.6766206,"('disloyal', 'loyal')",-0.085363686,-0.5127518,1.2557528,1.1238776,0.4189736,-0.0218316,0.4408052
62,-0.084583014,0.14324147,"('incompetent', 'brilliant')",-0.82621,-0.6765549,0.39418772,0.762278,-0.1722018,0.0763215,-0.2485233
78,-0.07753503,-0.6359716,"('nonresilient', 'resilient')",0.62296605,0.3673915,0.3418022,0.3721654,0.2957444,0.0345284,0.261216
11,-0.07260046,-0.049292646,"('unhelpful', 'helpful')",-0.11400123,-0.11012149,2.4459534,2.6073172,0.7531172,0.8159677,-0.0628505
12,0.0713625,-0.1959206,"('unsupportive', 'supportive')",-0.3937579,-0.46812785,-1.651733,-2.0548768,-0.6580428,-0.9063084,0.2482656
47,0.0672869,0.33723417,"('stupid', 'smart')",-0.050245255,0.075694814,4.384522,5.0716043,1.4671879,1.8281778,-0.3609899
29,0.042377792,-0.019774504,"('unfair', 'fair')",-0.28678697,-0.31040326,-0.14179792,-0.32814926,-0.1287357,-0.2194423,0.0907066
19,0.013080783,-0.18987438,"('inhospitable', 'hospitable')",0.01294636,-0.26079935,-0.58681154,-0.6082264,-0.1869281,-0.3529667,0.1660386
79,-0.01305614,-0.2526113,"('wavering', 'unwavering')",0.9681057,0.89412844,-0.4398199,-0.38614377,0.1717432,0.0851245,0.0866187
39,-0.0031781793,0.53336227,"('exploitative', 'cooperative')",-0.50122917,-0.09427801,0.1119753,0.45108113,-0.1308107,0.2967218,-0.4275325
