,dell_male,dell_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.3665848,-2.163958,"('submissive', 'aggressive')",0.10677679,0.06595462,-0.74749017,-0.9320018,-1.0024327,-1.0100017,0.007569
71,2.1419926,2.17663,"('diffident', 'self-confident')",0.69428784,0.9479714,0.39233097,0.48958,1.0762037,1.2047271,-0.1285234
1,2.0994415,1.6337883,"('unfriendly', 'friendly')",0.58862686,0.34517086,1.5374515,1.5472318,1.4085067,1.175397,0.2331097
85,2.0479805,1.8749026,"('insignificant', 'prestigious')",0.7629102,0.7827253,0.39814815,0.7077594,1.0696796,1.1217957,-0.0521161
8,2.0386364,1.7430518,"('unaffectionate', 'affectionate')",0.5441188,0.52832097,0.59372675,0.7486866,1.0588274,1.0066864,0.052141
9,2.0214982,1.9399078,"('unaffectionate', 'caring')",0.6530855,0.7654755,1.1223731,1.2671748,1.2656523,1.324186,-0.0585337
26,2.0206647,1.8878516,"('hardhearted', 'benevolent')",0.61089563,0.5499176,1.5545433,1.6533599,1.3953679,1.3637098,0.0316581
45,-1.6976944,-1.7458255,"('incompetent', 'competent')",-0.99669486,-1.1615558,-0.520759,-0.7199951,-1.0717161,-1.2091254,0.1374093
76,-1.6144395,-1.4244564,"('anxious', 'daring')",-0.66809505,-0.5809268,0.048448436,0.07549674,-0.7446954,-0.6432954,-0.1014
64,-1.571984,-1.711574,"('shy', 'confident')",-0.9585957,-0.9777076,-6.205595,-6.537789,-2.9120582,-3.07569,0.1636318
42,-1.470886,-1.4324749,"('unreliable', 'reliable')",-1.6935344,-1.5169948,-2.6339622,-2.7367342,-1.9327943,-1.8954013,-0.037393
10,-1.4037089,-1.4058783,"('unsympathetic', 'sympathetic')",-0.98187757,-1.0318288,-0.350388,-0.48590922,-0.9119915,-0.9745387,0.0625472
33,1.3475055,0.9352102,"('wrong', 'right')",0.6823987,0.58185244,-0.57389855,-0.5406003,0.4853352,0.3254875,0.1598477
44,-1.3340541,-1.2417883,"('prejudiced', 'unprejudiced')",-0.26282233,-0.23660488,-1.0385072,-0.90805906,-0.8784612,-0.7954841,-0.0829771
57,-1.3192152,-1.5621326,"('unimaginative', 'imaginative')",-0.22040881,-0.16231273,-2.37138,-2.6114023,-1.303668,-1.4452826,0.1416146
65,-1.2484198,-1.0812991,"('insecure', 'secure')",-0.71340936,-0.8131969,-0.422108,-0.57645434,-0.7946457,-0.8236501,0.0290044
68,-1.2313733,-1.2704984,"('dependent', 'independent')",-0.52639806,-0.56372195,-0.6001322,-0.65415955,-0.7859678,-0.82946,0.0434922
84,1.2190882,1.1294458,"('inferior', 'superior')",0.36230877,0.4383542,0.66660136,0.79268926,0.7493327,0.7868298,-0.0374971
83,1.2073007,1.1499325,"('powerless', 'powerful')",0.7708887,0.68871236,-0.6293346,-0.7718972,0.4496183,0.3555826,0.0940357
13,-1.198853,-1.2287955,"('impolite', 'polite')",-1.2492056,-1.1146237,-0.43264925,-0.5884784,-0.9602359,-0.9772991,0.0170632
3,-1.1843342,-1.0979545,"('repellent', 'pleasant')",-0.2229252,-0.24608445,0.18551344,0.06642907,-0.4072487,-0.42587,0.0186213
70,-1.1691039,-0.9856419,"('lethargic', 'energetic')",-0.77687407,-0.63668257,0.7283181,0.69695866,-0.4058866,-0.3084553,-0.0974313
82,-1.1321406,-0.8486085,"('poor', 'rich')",0.0073074624,0.11931666,5.865333,6.172508,1.5801667,1.8144053,-0.2342386
22,-1.0547572,-1.311992,"('untrustworthy', 'trustworthy')",-0.72740185,-0.91447514,-0.9542587,-1.1786735,-0.9121393,-1.1350469,0.2229076
25,1.0507196,0.89269567,"('egoistic', 'altruistic')",0.6693682,0.56730616,1.4356434,1.4629722,1.0519104,0.9743247,0.0775857
39,1.0367141,1.1727595,"('exploitative', 'cooperative')",0.39609674,0.5212621,-0.14079142,-0.06982702,0.4306731,0.5413982,-0.1107251
80,-0.9857593,-1.0347748,"('dominated', 'dominating')",0.10843822,-0.021839518,-1.0238215,-1.2128836,-0.6337142,-0.7564993,0.1227851
53,0.9628248,0.9750074,"('uncreative', 'creative')",0.50025797,0.80723655,0.8482691,0.9038117,0.7704506,0.8953519,-0.1249013
52,0.94247127,0.43731546,"('irrational', 'rational')",0.27858073,-0.058135644,-0.2085711,-0.24961664,0.3374936,0.0431877,0.2943059
12,0.9393988,0.85678476,"('unsupportive', 'supportive')",0.38597748,0.6960367,-1.780424,-1.802585,-0.1516826,-0.0832545,-0.0684281
46,-0.912064,-0.86475426,"('uncompetitive', 'competitive')",-0.13629714,-0.042839907,-0.49514112,-0.74625325,-0.5145008,-0.5512825,0.0367817
51,-0.89728826,-0.976734,"('uneducated', 'educated')",-0.15708064,-0.39505973,0.43825233,0.2955511,-0.2053722,-0.3587476,0.1533754
73,0.8908553,0.9245636,"('helpless', 'self-reliant')",0.5427963,0.5599455,-2.8824852,-2.9461694,-0.4829445,-0.4872201,0.0042756
15,0.88096017,0.76950675,"('boring', 'funny')",-0.19995476,-0.22938178,0.23329681,0.13484344,0.3047674,0.2249895,0.0797779
28,-0.8605031,-1.1886175,"('disloyal', 'loyal')",-0.28770816,-0.34733152,0.9664544,0.8696325,-0.0605856,-0.2221055,0.1615199
60,-0.8286851,-0.46413323,"('inefficient', 'efficient')",0.61472225,0.7055276,0.0221371,-0.06986798,-0.0639419,0.0571755,-0.1211174
55,-0.8197246,-0.67954594,"('incompetent', 'clever')",0.10769434,-0.018681565,-0.1818917,-0.34886622,-0.297974,-0.3490312,0.0510572
36,0.8075785,0.5791764,"('hostile', 'amicable')",0.00071599707,-0.21460795,0.4257873,0.3859154,0.4113606,0.2501613,0.1611993
86,0.79721713,0.57188535,"('uninfluential', 'influential')",0.12861866,-0.14262787,-0.18626115,-0.3160948,0.2465249,0.0377209,0.208804
19,0.7741986,0.56804824,"('inhospitable', 'hospitable')",-0.4004472,-0.42453486,-0.3231765,-0.16844554,0.0168583,-0.0083107,0.025169
6,0.76890683,0.71917516,"('distant', 'open')",-0.7133555,-0.46247435,0.3553782,0.5440697,0.1369765,0.2669235,-0.129947
5,0.75899404,0.79872715,"('distant', 'outgoing')",-0.6065756,-0.32873666,-0.49143392,-0.2848482,-0.1130052,0.0617141,-0.1747193
17,-0.69111055,-0.7233275,"('nasty', 'nice')",-0.76864105,-0.7908341,-0.87728727,-0.72272515,-0.779013,-0.7456289,-0.0333841
21,-0.6893427,-0.73213774,"('immoral', 'moral')",-0.040062718,-0.2521363,-1.0022606,-1.2343396,-0.577222,-0.7395379,0.1623159
62,-0.6864932,-0.46546027,"('incompetent', 'brilliant')",0.38751253,0.46990398,0.002973291,-0.092992276,-0.0986691,-0.0295162,-0.0691529
77,-0.64678085,-0.6801796,"('unmotivated', 'motivated')",0.7475125,0.7613118,-1.1953593,-1.3399396,-0.3648759,-0.4196025,0.0547266
69,0.62599367,0.7050372,"('lazy', 'industrious')",0.7338448,0.96146595,-0.66525495,-0.45905527,0.2315278,0.4024826,-0.1709548
50,-0.6245905,-0.62570095,"('clumsy', 'skillful')",0.40254644,0.5676917,0.36724755,0.33993834,0.0484012,0.0939764,-0.0455752
24,-0.60245275,-0.81676507,"('dishonest', 'honest')",-1.5512819,-1.7626452,0.41301915,0.38957873,-0.5802385,-0.7299438,0.1497053
66,-0.5964116,-0.5824362,"('inactive', 'active')",-0.509472,-0.48018342,0.99964064,1.1571465,-0.0354143,0.0315089,-0.0669232
48,0.5349193,0.36675194,"('unintelligent', 'intelligent')",1.3596263,1.140239,0.46297893,0.33328837,0.7858415,0.6134264,0.1724151
59,0.5315362,0.42389482,"('foolish', 'wise')",0.2816738,0.3514437,-0.057921827,0.14714351,0.2517627,0.307494,-0.0557313
23,-0.4923735,-0.32468054,"('insincere', 'sincere')",-0.56407607,-0.332802,5.04742,5.193051,1.3303235,1.5118561,-0.1815326
56,-0.49160776,-0.3003512,"('impractical', 'practical')",-0.5106156,-0.46375802,-0.409804,-0.53415334,-0.4706758,-0.4327542,-0.0379216
43,-0.48920125,-0.13726825,"('irresponsible', 'responsible')",-1.2079763,-0.8890114,0.028132189,0.09735675,-0.5563485,-0.309641,-0.2467075
20,0.48867273,0.44349223,"('rough', 'thoughtful')",1.0221001,0.87999576,1.1301107,0.9920216,0.8802945,0.7718365,0.108458
2,0.46537003,0.50360954,"('unlikable', 'likable')",0.16236438,0.13146147,0.49412012,0.52935123,0.3739515,0.3881408,-0.0141893
27,0.4615824,0.33356768,"('hardhearted', 'softhearted')",0.2862087,0.3331802,1.3851397,1.4586887,0.7109769,0.7084788,0.0024981
