,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
53,-1.6498145,-1.6741033,"('uncreative', 'creative')",0.81368,0.8666929,0.901052,0.91180116,0.0216392,0.0347969,-0.0131577
1,-1.6279253,-1.5036556,"('unfriendly', 'friendly')",1.0372933,1.145945,1.8067218,1.9930551,0.4053633,0.5451148,-0.1397515
6,-1.49299,-1.4194089,"('distant', 'open')",-0.61643076,-0.6084423,0.34490377,0.45583332,-0.5881724,-0.5240059,-0.0641665
72,-1.4513326,-1.38571,"('unambitious', 'ambitious')",-0.34069777,-0.30135196,-1.2005529,-1.161692,-0.9975278,-0.9495846,-0.0479432
36,-1.4201131,-1.2696983,"('hostile', 'amicable')",-0.46253902,-0.38692954,-0.024835963,0.21033214,-0.6358293,-0.4820985,-0.1537308
52,-1.3638501,-1.316171,"('irrational', 'rational')",-0.1563626,-0.2612575,-0.29176426,-0.10882541,-0.6039923,-0.5620847,-0.0419076
79,-1.2352643,-1.2249978,"('wavering', 'unwavering')",-0.8819309,-0.90118474,0.14216511,0.14703412,-0.6583434,-0.6597161,0.0013727
31,-1.1634488,-1.1057056,"('evil', 'good')",-1.2646197,-1.2594526,-1.2998176,-1.1203756,-1.2426287,-1.1618446,-0.0807841
30,1.1461133,1.0462718,"('intolerant', 'tolerant')",1.1066494,1.0006775,1.2553241,1.1234002,1.1693623,1.0567832,0.1125791
57,-1.1230569,-1.2668239,"('unimaginative', 'imaginative')",-0.04615873,-0.051117234,-2.615735,-2.6700459,-1.2616502,-1.329329,0.0676788
70,1.081468,0.86980754,"('lethargic', 'energetic')",0.23633581,0.23760869,1.0070918,0.78549254,0.7749652,0.6309696,0.1439956
58,-1.0813482,-1.1523486,"('undiscriminating', 'discriminating')",1.0169641,1.1119756,0.051515672,0.077655785,-0.0042895,0.0124276,-0.0167171
60,1.0354933,0.90406626,"('inefficient', 'efficient')",0.73777276,0.72239,0.22683296,-0.01591686,0.6666996,0.5368465,0.1298531
8,-1.0236931,-0.917097,"('unaffectionate', 'affectionate')",-0.040475536,-0.025458243,0.5941661,0.7984145,-0.1566675,-0.0480469,-0.1086206
85,-1.0153543,-0.74636656,"('insignificant', 'prestigious')",0.7440861,0.9084749,0.1841673,0.56287074,-0.0290336,0.2416597,-0.2706933
5,-0.98476887,-0.97459954,"('distant', 'outgoing')",0.29077157,0.24978426,-0.0078028515,0.037310038,-0.2339334,-0.2291684,-0.004765
86,-0.9668133,-1.0415107,"('uninfluential', 'influential')",-0.14700274,-0.14831547,-0.06843561,-0.14054534,-0.3940839,-0.4434572,0.0493733
37,0.9645837,1.0259098,"('fake', 'genuine')",-0.6249418,-0.57689947,0.58181936,0.6024618,0.3071537,0.3504907,-0.043337
42,0.9274328,0.8737369,"('unreliable', 'reliable')",0.6623656,0.68101054,-2.79071,-2.6399553,-0.4003038,-0.3617359,-0.0385679
9,-0.9257753,-0.9339857,"('unaffectionate', 'caring')",1.4616538,1.5155652,1.3366084,1.4234864,0.6241623,0.6683553,-0.044193
68,-0.8929317,-0.80628663,"('dependent', 'independent')",-1.7819675,-1.7569146,-0.50415367,-0.4749089,-1.0596843,-1.0127033,-0.046981
78,-0.8737204,-0.94228446,"('nonresilient', 'resilient')",1.4916964,1.5298444,0.9136565,0.75193036,0.5105441,0.4464968,0.0640473
39,0.83067256,0.9328865,"('exploitative', 'cooperative')",0.6237725,0.7334705,-0.23280334,-0.18711437,0.4072139,0.4930809,-0.085867
28,-0.8165818,-0.862057,"('disloyal', 'loyal')",0.029976862,-0.07633487,0.9924972,0.8157159,0.0686308,-0.040892,0.1095228
16,-0.81425095,-0.96196973,"('unpopular', 'popular')",-0.41795114,-0.47855958,0.622345,0.5565788,-0.2032857,-0.2946502,0.0913645
56,0.79738855,0.6231904,"('impractical', 'practical')",0.82480013,0.70292634,0.13339254,-0.199753,0.5851938,0.3754546,0.2097392
13,0.7960586,0.48702258,"('impolite', 'polite')",0.9189623,0.81976795,0.33955523,0.07046688,0.6848587,0.4590858,0.2257729
83,-0.7839396,-0.57893556,"('powerless', 'powerful')",0.21439879,0.35363466,-1.1707059,-1.1379018,-0.5800823,-0.4544009,-0.1256814
25,-0.739267,-0.62354064,"('egoistic', 'altruistic')",-0.3203698,-0.27448046,1.3122157,1.4202127,0.084193,0.1740639,-0.0898709
35,-0.71715117,-0.5811448,"('corrupt', 'incorrupt')",-1.510646,-1.4660236,-0.5016811,-0.34502476,-0.909826,-0.7973977,-0.1124283
67,0.68735105,0.7923133,"('doubtful', 'determined')",0.1492229,0.1389305,-0.48120558,-0.61620027,0.1184561,0.1050145,0.0134416
80,0.6821002,0.46925467,"('dominated', 'dominating')",-0.18010205,-0.24003269,-1.0338547,-1.1692533,-0.1772855,-0.3133438,0.1360583
75,-0.6775123,-0.543207,"('meek', 'impulsive')",-0.8925025,-0.8303178,-0.47544414,-0.41263467,-0.6818196,-0.5953865,-0.0864331
66,-0.67009556,-0.75941336,"('inactive', 'active')",0.8782775,0.94493073,1.0968634,1.1883352,0.4350151,0.4579508,-0.0229357
40,-0.6590829,-0.6854106,"('stingy', 'generous')",0.9289257,0.9236964,-1.6003797,-1.5399383,-0.4435123,-0.4338842,-0.0096281
46,0.6455035,0.4379901,"('uncompetitive', 'competitive')",1.0588529,1.066854,-0.10221132,-0.31364936,0.5340484,0.3970649,0.1369835
71,0.6391507,0.8240103,"('diffident', 'self-confident')",1.6360692,1.73128,0.5509374,0.6771328,0.9420524,1.0774744,-0.135422
55,0.6367022,0.4514275,"('incompetent', 'clever')",-0.35203454,-0.37699217,-0.06863491,-0.1640456,0.0720109,-0.0298701,0.101881
62,0.6240683,0.33548632,"('incompetent', 'brilliant')",0.88573813,0.76350343,0.5759968,0.33974767,0.6952678,0.4795791,0.2156887
81,0.62193626,0.4228564,"('submissive', 'aggressive')",1.2695644,1.2027063,-0.45992437,-0.70133114,0.4771921,0.3080772,0.1691149
88,-0.62014395,-0.5761076,"('low', 'eminent')",-0.9021073,-0.9441814,0.23427501,0.20928748,-0.4293254,-0.4370005,0.0076751
77,-0.6186403,-0.5985312,"('unmotivated', 'motivated')",1.03241,1.1326576,-0.86517644,-1.0004522,-0.1504689,-0.1554419,0.004973
32,0.60314715,0.46099347,"('unkind', 'kind')",0.6452557,0.5866622,1.253458,1.1078857,0.8339536,0.7185138,0.1154398
84,0.5733986,0.7403672,"('inferior', 'superior')",0.23075572,0.33042225,0.74141496,0.8182163,0.5151897,0.6296686,-0.1144789
22,0.56537074,0.35938644,"('untrustworthy', 'trustworthy')",-0.4465066,-0.43627712,-0.8701648,-0.89204806,-0.2504336,-0.3229796,0.072546
47,0.5620745,0.5092161,"('stupid', 'smart')",1.0090536,1.0203325,5.802702,5.6948743,2.4579433,2.408141,0.0498023
20,-0.5543369,-0.28234828,"('rough', 'thoughtful')",-0.07938129,0.055668656,0.72787154,0.8986721,0.0313844,0.2239975,-0.1926131
44,0.5432899,0.6106143,"('prejudiced', 'unprejudiced')",-0.5437079,-0.445243,-1.801511,-1.683424,-0.600643,-0.5060176,-0.0946254
14,0.5129874,0.32771105,"('antisocial', 'social')",1.8073566,1.7975254,-0.7405806,-0.9910107,0.5265878,0.3780753,0.1485125
7,0.5113441,0.4246817,"('insensitive', 'sensitive')",0.77677727,0.7701776,0.9436347,0.77823883,0.7439187,0.6576993,0.0862194
19,-0.4603112,-0.37709615,"('inhospitable', 'hospitable')",-0.52263373,-0.4859455,-0.2231363,-0.061364256,-0.4020271,-0.3081353,-0.0938918
34,-0.45591697,-0.41007513,"('mean', 'honorable')",0.67477274,0.6903391,6.399496,6.2455015,2.2061173,2.1752551,0.0308622
