,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
51,0.45502317,0.27051154,"('uneducated', 'educated')",-0.09259787,-0.12984937,0.5815941,0.4486124,0.3146731,0.1964248,0.1182483
4,-0.44690552,-0.62490034,"('disliked', 'liked')",-0.16980359,-0.28221577,-6.2965612,-6.3843184,-2.3044235,-2.4304781,0.1260546
18,-0.44504708,-0.5034574,"('disagreeable', 'welcoming')",-0.46283564,-0.46895093,-0.33154142,-0.37223145,-0.4131414,-0.4482133,0.0350719
64,0.4403165,0.40561193,"('shy', 'confident')",0.61112404,0.61956817,-6.50908,-6.50878,-1.8192132,-1.8278666,0.0086534
45,0.43265295,0.1691029,"('incompetent', 'competent')",0.014401455,-0.08454862,-0.113365516,-0.21360433,0.1112296,-0.0430167,0.1542463
12,0.40842637,0.29529408,"('unsupportive', 'supportive')",1.3181897,1.3380871,-1.4624698,-1.4766282,0.0880488,0.052251,0.0357978
38,-0.40581036,-0.55859673,"('untruthful', 'truthful')",0.3288638,0.29695624,0.34963843,0.24122445,0.0908973,-0.0068053,0.0977026
24,0.39872473,0.31805086,"('dishonest', 'honest')",0.08445589,0.06974187,0.67782545,0.59174395,0.387002,0.3265122,0.0604898
74,-0.3940244,-0.42742607,"('undedicated', 'dedicated')",0.30952314,0.38986245,0.0049928334,0.05451873,-0.0265028,0.0056517,-0.0321545
3,-0.3784124,-0.30239677,"('repellent', 'pleasant')",-0.04958636,0.027256388,0.14172216,0.13108045,-0.0954255,-0.04802,-0.0474055
21,0.37784615,0.15534873,"('immoral', 'moral')",0.8100654,0.85717666,-0.53550696,-0.75814086,0.2174682,0.0847949,0.1326733
26,-0.37059602,-0.26094893,"('hardhearted', 'benevolent')",1.2297205,1.3287498,1.2180423,1.4845965,0.6923889,0.8507991,-0.1584102
87,0.3700843,0.13004966,"('unsuccessful', 'successful')",1.3633043,1.2943388,0.7353312,0.73092884,0.8229066,0.7184391,0.1044675
17,0.36977082,0.39502648,"('nasty', 'nice')",-0.32638556,-0.34194216,-0.7016751,-0.7166441,-0.2194299,-0.2211866,0.0017567
29,-0.36554828,-0.34205395,"('unfair', 'fair')",-0.34168756,-0.3655764,-0.8069919,-0.76023114,-0.5047425,-0.4892871,-0.0154554
0,-0.3575096,-0.5677646,"('unsociable', 'sociable')",0.9209269,0.8409041,-0.10300487,-0.35091656,0.1534708,-0.0259257,0.1793965
50,0.3454915,0.360735,"('clumsy', 'skillful')",0.36946127,0.36921746,0.5203656,0.6142331,0.4117728,0.4480619,-0.0362891
61,-0.34426782,-0.5581392,"('illogical', 'logical')",1.2517017,1.1604539,0.29394656,0.1798185,0.4004602,0.2607111,0.1397491
76,0.33824742,0.16802424,"('anxious', 'daring')",0.29184708,0.23725204,0.28133366,0.09116566,0.3038094,0.1654807,0.1383287
73,0.32899404,0.39191014,"('helpless', 'self-reliant')",0.55092853,0.5943746,-3.485977,-3.2430499,-0.8686848,-0.752255,-0.1164298
10,0.3102212,0.163158,"('unsympathetic', 'sympathetic')",-0.24636698,-0.21957435,0.09636771,-0.08196672,0.0534073,-0.0461277,0.099535
43,0.23966257,0.12130679,"('irresponsible', 'responsible')",1.0675019,1.0435373,0.62290454,0.49219835,0.6433563,0.5523475,0.0910088
54,-0.23890394,-0.25383085,"('incapable', 'capable')",0.8523675,0.9234935,0.9313514,1.0216138,0.5149384,0.5637589,-0.0488205
15,0.23154558,0.112013035,"('boring', 'funny')",-0.1899102,-0.19384868,0.24644819,0.17327836,0.0960279,0.0304809,0.065547
63,-0.23048401,-0.48599967,"('unperceptive', 'insightful')",1.3316778,1.3283645,1.6262826,1.4952605,0.9091588,0.7792084,0.1299504
69,0.1878773,0.28575158,"('lazy', 'industrious')",0.66483635,0.641171,-0.5871683,-0.49200004,0.0885151,0.1449742,-0.0564591
48,-0.15969908,-0.17386287,"('unintelligent', 'intelligent')",-0.34244895,-0.34499657,0.5511397,0.51067317,0.0163306,-0.0027288,0.0190594
65,0.15460956,0.007628346,"('insecure', 'secure')",-0.097164005,-0.08310654,-0.28563368,-0.42123953,-0.0760627,-0.1655726,0.0895099
59,0.15099585,0.13941342,"('foolish', 'wise')",0.36268836,0.4259349,0.4732683,0.5951768,0.3289842,0.3868417,-0.0578575
33,-0.15061776,-0.017135706,"('wrong', 'right')",0.7235047,0.79402614,-0.83351296,-0.6416909,-0.0868753,0.0450665,-0.1319418
82,0.14606799,-0.049505845,"('poor', 'rich')",-0.036153536,-0.16887556,6.477042,6.3015823,2.1956522,2.0277336,0.1679186
49,-0.12600341,-0.21041267,"('unable', 'able')",-0.7723733,-0.8410176,0.03040956,-0.0920615,-0.2893224,-0.3811639,0.0918415
23,-0.11576265,-0.2916537,"('insincere', 'sincere')",0.88530916,0.8261207,6.218553,5.9140515,2.3293665,2.1495063,0.1798602
27,-0.09889652,-0.06982546,"('hardhearted', 'softhearted')",0.04617028,0.14180288,1.3871391,1.632482,0.4448043,0.5681531,-0.1233488
11,0.09080739,-0.06714307,"('unhelpful', 'helpful')",0.67507386,0.57723296,2.496676,2.1985724,1.0875191,0.9028874,0.1846317
2,-0.075769395,-0.26983914,"('unlikable', 'likable')",2.1600716,2.117831,0.60137254,0.63328546,0.8952249,0.8270924,0.0681325
41,0.041096523,-0.15316288,"('unforgiving', 'forgiving')",1.1168402,1.0746391,-0.062925264,-0.105304606,0.3650039,0.2720572,0.0929467
