,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
16,-1.9940583,-1.9305043,"('unpopular', 'popular')",-0.37307447,-0.082787395,-1.1835663,-1.0066459,-0.1769204
85,1.9547725,2.2149026,"('insignificant', 'prestigious')",-1.4805682,-0.79956996,0.2371022,0.7076663,-0.4705641
9,1.9324485,2.0137844,"('unaffectionate', 'caring')",1.1399872,1.2386882,1.5362179,1.6262363,-0.0900184
74,1.9220761,1.7245194,"('undedicated', 'dedicated')",0.31919238,0.07225276,1.1206342,0.8983861,0.2222481
39,1.7861152,2.0400627,"('exploitative', 'cooperative')",-0.22413601,0.046224654,0.7809896,1.0431436,-0.262154
12,1.7542802,1.7431788,"('unsupportive', 'supportive')",-0.6220546,-0.8536528,0.5661128,0.444763,0.1213498
29,-1.7125063,-1.730534,"('unfair', 'fair')",-0.76156425,-0.89489216,-1.2370353,-1.312713,0.0756777
40,1.6279896,1.3119348,"('stingy', 'generous')",-2.085956,-2.16909,-0.2289832,-0.4285776,0.1995944
24,1.478631,1.4014068,"('dishonest', 'honest')",0.0865345,-0.059225596,0.7825828,0.6710906,0.1114922
66,1.3928001,1.4417498,"('inactive', 'active')",0.009533979,0.094125085,0.701167,0.7679374,-0.0667704
8,1.3459187,1.4053254,"('unaffectionate', 'affectionate')",0.17534414,0.13753645,0.7606314,0.7714309,-0.0107995
63,1.3391848,1.09025,"('unperceptive', 'insightful')",1.3592478,1.0685142,1.3492162,1.0793822,0.269834
53,1.312642,1.3732167,"('uncreative', 'creative')",0.5808704,0.6073156,0.9467562,0.9902662,-0.04351
84,1.2708056,1.2602134,"('inferior', 'superior')",0.0137125105,-0.020859316,0.6422591,0.619677,0.0225821
26,1.2272536,1.2639664,"('hardhearted', 'benevolent')",0.37435699,0.7393342,0.8008053,1.0016503,-0.200845
71,1.2170573,1.33265,"('diffident', 'self-confident')",0.13405922,0.51046133,0.6755583,0.9215556,-0.2459973
65,-1.1583282,-0.91754985,"('insecure', 'secure')",0.09486902,0.14271352,-0.5317296,-0.3874182,-0.1443114
73,1.1391641,1.2666116,"('helpless', 'self-reliant')",-3.26146,-3.0574534,-1.0611479,-0.8954209,-0.165727
3,-1.1252615,-1.1248403,"('repellent', 'pleasant')",0.44203722,0.40902448,-0.3416122,-0.3579079,0.0162957
44,-1.0597991,-0.9247429,"('prejudiced', 'unprejudiced')",-1.6472151,-1.4076533,-1.353507,-1.1661981,-0.1873089
