,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
45,-1.0360827,-1.2636793,"('incompetent', 'competent')",0.32149285,-0.05255436,-0.3572949,-0.6581168,0.3008219
72,1.0232704,1.2994063,"('unambitious', 'ambitious')",-0.67448866,-0.6967089,0.1743909,0.3013487,-0.1269578
68,-0.9158014,-1.0154432,"('dependent', 'independent')",-0.7609324,-0.7660202,-0.8383669,-0.8907317,0.0523648
33,0.9155523,1.0711588,"('wrong', 'right')",-0.38132215,-0.30907753,0.2671151,0.3810406,-0.1139255
27,0.87448114,0.7409708,"('hardhearted', 'softhearted')",0.56531006,0.64281833,0.7198956,0.6918945,0.0280011
0,-0.86982733,-1.008883,"('unsociable', 'sociable')",0.14469883,-0.26017347,-0.3625643,-0.6345282,0.2719639
1,0.86057687,0.8823632,"('unfriendly', 'friendly')",0.43906978,0.6344568,0.6498233,0.75841,-0.1085867
80,0.85777074,0.6360507,"('dominated', 'dominating')",0.48577696,0.025462802,0.6717739,0.3307568,0.3410171
49,-0.8065652,-0.6021309,"('unable', 'able')",0.09155087,0.04289019,-0.3575072,-0.2796203,-0.0778869
37,0.7714754,0.61777824,"('fake', 'genuine')",1.0662935,0.67268234,0.9188844,0.6452303,0.2736541
7,0.7664015,0.8709195,"('insensitive', 'sensitive')",1.2636179,1.1245409,1.0150096,0.9977303,0.0172793
41,0.72959363,0.5691008,"('unforgiving', 'forgiving')",-0.20230456,-0.2697251,0.2636445,0.1496878,0.1139567
21,0.66963935,0.77413344,"('immoral', 'moral')",0.2724591,0.13509992,0.4710492,0.4546167,0.0164325
30,0.6544254,0.65149885,"('intolerant', 'tolerant')",1.6536878,1.4991953,1.1540565,1.0753471,0.0787094
82,-0.63132674,-0.60784423,"('poor', 'rich')",5.295088,5.17662,2.3318806,2.2843878,0.0474928
79,0.6243991,0.8221753,"('wavering', 'unwavering')",-1.1496269,-0.90986776,-0.2626139,-0.0438462,-0.2187677
70,0.610105,0.5263602,"('lethargic', 'energetic')",0.92183983,0.48738453,0.7659724,0.5068724,0.2591
51,0.6014018,0.44180378,"('uneducated', 'educated')",1.0208101,0.524048,0.811106,0.4829259,0.3281801
86,0.59842354,0.4811732,"('uninfluential', 'influential')",0.52951723,0.031249147,0.5639704,0.2562112,0.3077592
25,0.5954735,0.62527984,"('egoistic', 'altruistic')",-0.055580534,0.26992226,0.2699465,0.4476011,-0.1776546
17,-0.58736145,-0.602662,"('nasty', 'nice')",-1.0697534,-0.8325508,-0.8285574,-0.7176064,-0.110951
54,0.5738161,0.77060044,"('incapable', 'capable')",0.54948735,0.7407458,0.5616517,0.7556731,-0.1940214
32,0.5553651,0.61774,"('unkind', 'kind')",0.9427632,0.8248596,0.7490641,0.7212998,0.0277643
55,-0.5548722,-0.5944466,"('incompetent', 'clever')",1.235971,0.7941419,0.3405494,0.0998476,0.2407018
4,-0.55007756,-0.73151696,"('disliked', 'liked')",-6.730523,-6.574751,-3.6403003,-3.6531339,0.0128336
78,-0.4964808,-0.18300535,"('nonresilient', 'resilient')",0.6876668,0.78078544,0.095593,0.2988901,-0.2032971
52,-0.49481368,-0.33700097,"('irrational', 'rational')",-0.9874586,-0.52704525,-0.7411361,-0.4320231,-0.309113
61,0.48092562,0.54898345,"('illogical', 'logical')",0.1446431,0.1332542,0.3127844,0.3411188,-0.0283344
64,-0.46411917,-0.40298054,"('shy', 'confident')",-5.092489,-5.1523466,-2.7783039,-2.7776635,-0.0006404
2,0.44336006,0.6003449,"('unlikable', 'likable')",0.111555725,0.13316491,0.2774579,0.3667549,-0.089297
14,-0.420204,-0.12166466,"('antisocial', 'social')",0.14311932,0.10002376,-0.1385424,-0.0108204,-0.127722
59,0.4187803,0.56179494,"('foolish', 'wise')",-0.61942637,-0.08910631,-0.100323,0.2363443,-0.3366673
35,-0.4134236,-0.39736727,"('corrupt', 'incorrupt')",-1.7709068,-1.2921697,-1.0921652,-0.8447685,-0.2473967
67,0.39781645,0.33839175,"('doubtful', 'determined')",0.22569932,0.040491328,0.3117579,0.1894415,0.1223164
83,0.36157283,0.41123456,"('powerless', 'powerful')",0.3834518,0.2559992,0.3725123,0.3336169,0.0388954
75,0.35967618,0.3333268,"('meek', 'impulsive')",-0.6388084,-0.70998305,-0.1395661,-0.1883281,0.048762
56,0.34382668,0.48606175,"('impractical', 'practical')",0.70570654,0.33491746,0.5247666,0.4104896,0.114277
69,0.34006798,0.38648173,"('lazy', 'industrious')",-1.3497036,-0.8527314,-0.5048178,-0.2331248,-0.271693
28,0.32706988,0.3441398,"('disloyal', 'loyal')",1.0193034,0.8187806,0.6731867,0.5814602,0.0917265
50,0.31831524,0.44376567,"('clumsy', 'skillful')",0.15200947,0.13117984,0.2351623,0.2874728,-0.0523105
34,0.3097219,0.40676573,"('mean', 'honorable')",4.6153927,4.612856,2.4625573,2.5098109,-0.0472536
81,-0.29043454,-0.36485413,"('submissive', 'aggressive')",0.96805435,0.35778332,0.3388099,-0.0035354,0.3423453
22,-0.27546802,-0.44710207,"('untrustworthy', 'trustworthy')",-0.8579071,-1.0534247,-0.5666876,-0.7502634,0.1835758
10,0.26246163,0.19219255,"('unsympathetic', 'sympathetic')",0.84938157,0.31045344,0.5559216,0.251323,0.3045986
6,0.25913537,0.5294421,"('distant', 'open')",-1.6282364,-1.1391331,-0.6845505,-0.3048455,-0.379705
48,-0.23914114,-0.3868966,"('unintelligent', 'intelligent')",1.4539886,1.1519836,0.6074237,0.3825435,0.2248802
31,-0.22655547,-0.34605685,"('evil', 'good')",-2.5980756,-2.0420158,-1.4123156,-1.1940364,-0.2182792
42,0.20137037,0.25708088,"('unreliable', 'reliable')",-3.1538382,-3.1883695,-1.4762338,-1.4656444,-0.0105894
18,0.18292268,0.4959922,"('disagreeable', 'welcoming')",-0.9403773,-0.67998695,-0.3787273,-0.0919974,-0.2867299
15,0.165254,0.25165755,"('boring', 'funny')",-0.6213218,-0.51651746,-0.2280339,-0.13243,-0.0956039
23,0.16215897,0.26879448,"('insincere', 'sincere')",5.654204,5.599921,2.9081814,2.9343579,-0.0261765
60,-0.16020134,0.07180002,"('inefficient', 'efficient')",1.6983848,1.4754487,0.7690917,0.7736244,-0.0045327
38,0.144934,-0.04605496,"('untruthful', 'truthful')",0.301902,0.0822723,0.223418,0.0181087,0.2053093
43,-0.13799672,0.076360404,"('irresponsible', 'responsible')",0.71182907,0.56971776,0.2869162,0.3230391,-0.0361229
47,-0.1343106,-0.24143246,"('stupid', 'smart')",5.306162,5.2104383,2.5859256,2.4845028,0.1014228
5,0.13406993,0.5443629,"('distant', 'outgoing')",-1.8215983,-1.2619505,-0.8437642,-0.3587938,-0.4849704
62,-0.13235757,-0.089073986,"('incompetent', 'brilliant')",0.9564644,0.6506006,0.4120534,0.2807633,0.1312901
13,0.13050103,0.20568727,"('impolite', 'polite')",0.31264308,-0.097189166,0.2215721,0.0542491,0.167323
87,-0.123733014,0.010065382,"('unsuccessful', 'successful')",0.031797342,-0.029382601,-0.0459678,-0.0096586,-0.0363092
77,0.115386516,0.51011884,"('unmotivated', 'motivated')",-0.13366707,0.14486071,-0.0091403,0.3274898,-0.3366301
11,0.112437166,0.06485082,"('unhelpful', 'helpful')",3.3426435,2.87944,1.7275404,1.4721454,0.255395
88,0.1021471,0.03209886,"('low', 'eminent')",0.39936063,0.2541488,0.2507539,0.1431238,0.1076301
58,-0.09742892,-0.16115978,"('undiscriminating', 'discriminating')",-0.04654619,-0.07520768,-0.0719876,-0.1181837,0.0461961
57,0.071774274,0.03017089,"('unimaginative', 'imaginative')",-1.8306384,-1.9883925,-0.8794321,-0.9791108,0.0996787
36,0.058468267,0.18492483,"('hostile', 'amicable')",-1.5982071,-0.97250557,-0.7698694,-0.3937904,-0.376079
20,-0.047116794,-0.19051489,"('rough', 'thoughtful')",0.89826226,0.9753231,0.4255727,0.3924041,0.0331686
76,0.036751337,0.21580124,"('anxious', 'daring')",0.7905222,0.42910916,0.4136368,0.3224552,0.0911816
46,0.011022874,0.020366903,"('uncompetitive', 'competitive')",0.98261696,0.23770458,0.4968199,0.1290357,0.3677842
19,-0.00035705045,0.1896263,"('inhospitable', 'hospitable')",-0.8231994,-0.7263658,-0.4117782,-0.2683697,-0.1434085
