,xilinx_male,xilinx_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.645442,-2.5309198,"('unsympathetic', 'sympathetic')",-0.6905734,-0.58854055,-1.6680077,-1.5597302,-0.1082775
46,-2.0125363,-1.795422,"('uncompetitive', 'competitive')",-0.8588266,-0.83642566,-1.4356815,-1.3159238,-0.1197577
45,-1.9222293,-1.674697,"('incompetent', 'competent')",-0.54610616,-0.4681059,-1.2341677,-1.0714015,-0.1627662
70,-1.7834808,-1.6167299,"('lethargic', 'energetic')",0.14623606,0.44110107,-0.8186224,-0.5878144,-0.230808
69,1.6246814,1.2941979,"('lazy', 'industrious')",-0.2288688,-0.5680122,0.6979063,0.3630929,0.3348134
21,-1.4828857,-1.5317035,"('immoral', 'moral')",-0.8408116,-0.92298746,-1.1618487,-1.2273455,0.0654968
51,-1.4284029,-1.2502298,"('uneducated', 'educated')",0.44630653,0.4832211,-0.4910482,-0.3835044,-0.1075438
39,1.4254769,1.1256753,"('exploitative', 'cooperative')",0.19489485,0.23289134,0.8101859,0.6792833,0.1309026
76,-1.4092448,-1.0515462,"('anxious', 'daring')",0.087395474,0.352268,-0.6609247,-0.3496391,-0.3112856
13,-1.4057163,-1.362957,"('impolite', 'polite')",-0.58872736,-0.4125874,-0.9972218,-0.8877722,-0.1094496
85,1.3572718,1.0965343,"('insignificant', 'prestigious')",0.7907268,0.4993136,1.0739993,0.7979239,0.2760754
35,1.3400762,1.2041959,"('corrupt', 'incorrupt')",0.023223488,-0.06473856,0.6816499,0.5697287,0.1119212
59,1.3361485,1.1384518,"('foolish', 'wise')",0.7962217,0.7937956,1.0661851,0.9661237,0.1000614
57,-1.3236613,-1.3588449,"('unimaginative', 'imaginative')",-2.445933,-2.780442,-1.8847972,-2.0696435,0.1848463
55,-1.314079,-1.0253029,"('incompetent', 'clever')",-0.12250681,-0.19258079,-0.718293,-0.6089419,-0.1093511
43,-1.3038121,-1.1573817,"('irresponsible', 'responsible')",0.03635234,0.44430488,-0.6337299,-0.3565384,-0.2771915
60,-1.2370567,-1.0255191,"('inefficient', 'efficient')",-0.089527614,0.18944387,-0.6632922,-0.4180376,-0.2452546
86,-1.2206279,-1.2124331,"('uninfluential', 'influential')",-0.35294473,-0.44203445,-0.7867863,-0.8272338,0.0404475
7,-1.2005278,-1.1608317,"('insensitive', 'sensitive')",0.15157552,0.20261389,-0.5244761,-0.4791089,-0.0453672
72,-1.1763449,-1.0080624,"('unambitious', 'ambitious')",-1.120533,-0.8581696,-1.1484389,-0.933116,-0.2153229
0,-1.1658851,-1.2926551,"('unsociable', 'sociable')",-0.27287534,-0.41945493,-0.7193802,-0.856055,0.1366748
63,-1.1374521,-0.9079159,"('unperceptive', 'insightful')",0.65467453,0.75189984,-0.2413888,-0.078008,-0.1633808
