,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,male-female
3,-2.010645,-2.0752227,"('repellent', 'pleasant')",0.65755284,0.36815244,-0.676546,-0.8535352,0.1769892
10,-1.6629516,-1.5954899,"('unsympathetic', 'sympathetic')",0.2331855,-0.097041495,-0.714883,-0.8462657,0.1313827
22,-1.566752,-1.4706554,"('untrustworthy', 'trustworthy')",-0.73881656,-0.87791145,-1.1527842,-1.1742835,0.0214993
69,1.5574875,1.4385339,"('lazy', 'industrious')",-0.88770163,-0.8504522,0.3348929,0.2940409,0.040852
57,-1.5363001,-1.5796396,"('unimaginative', 'imaginative')",-3.4617662,-3.5084379,-2.4990332,-2.5440388,0.0450056
70,-1.475337,-1.3335549,"('lethargic', 'energetic')",0.4969439,0.35841978,-0.4891966,-0.4875675,-0.0016291
65,-1.3873296,-1.2009708,"('insecure', 'secure')",0.26668248,0.09696925,-0.5603235,-0.5520008,-0.0083227
46,-1.3744594,-1.351064,"('uncompetitive', 'competitive')",-0.53232104,-0.79361784,-0.9533902,-1.072341,0.1189508
14,-1.3366716,-1.2945101,"('antisocial', 'social')",0.013293067,-0.3299387,-0.6616893,-0.8122244,0.1505351
85,1.3365134,1.1570333,"('insignificant', 'prestigious')",-0.7120462,-0.4233495,0.3122336,0.3668419,-0.0546083
7,-1.2966197,-1.1648815,"('insensitive', 'sensitive')",0.23359862,-0.028567532,-0.5315105,-0.5967245,0.065214
45,-1.2622509,-1.1444498,"('incompetent', 'competent')",-0.213316,-0.39673316,-0.7377834,-0.7705915,0.0328081
13,-1.2061006,-0.8715854,"('impolite', 'polite')",0.047823682,-0.08319693,-0.5791385,-0.4773912,-0.1017473
30,-1.1815012,-0.8183224,"('intolerant', 'tolerant')",0.330746,0.6790988,-0.4253776,-0.0696118,-0.3557658
53,-1.1617144,-1.1725245,"('uncreative', 'creative')",0.3126411,0.5238577,-0.4245366,-0.3243334,-0.1002032
28,-1.1241856,-1.1043408,"('disloyal', 'loyal')",0.6316091,0.8250897,-0.2462882,-0.1396255,-0.1066627
0,-1.0302392,-0.9907892,"('unsociable', 'sociable')",-0.10145442,-0.25221983,-0.5658468,-0.6215045,0.0556577
43,-1.0137967,-0.7924177,"('irresponsible', 'responsible')",0.5787558,0.7082814,-0.2175204,-0.0420682,-0.1754522
60,-0.99037653,-0.6232737,"('inefficient', 'efficient')",0.16040222,0.18436635,-0.4149871,-0.2194537,-0.1955334
23,-0.98190385,-0.8755243,"('insincere', 'sincere')",6.251068,6.194516,2.634582,2.6594958,-0.0249138
24,-0.97671187,-0.61084604,"('dishonest', 'honest')",0.8867949,0.9509262,-0.0449585,0.1700401,-0.2149986
