,micron_male,micron_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,male-female
84,0.4876416,0.44721296,"('inferior', 'superior')",0.41634095,0.32873648,0.875535,0.7988502,0.5931725,0.5249332,0.0682393
81,-0.42954382,-0.24679518,"('submissive', 'aggressive')",1.6545231,1.8200676,-0.5057509,-0.3009978,0.2397428,0.4240916,-0.1843488
13,-0.4275795,-0.4471555,"('impolite', 'polite')",0.3665866,0.37283704,-0.5543966,-0.42265403,-0.2051298,-0.1656575,-0.0394723
74,-0.42557693,-0.17313398,"('undedicated', 'dedicated')",0.122660294,0.24665917,0.22987747,0.24029613,-0.0243464,0.1046071,-0.1289535
27,-0.4218585,-0.6167335,"('hardhearted', 'softhearted')",0.03553914,-0.14415768,1.2402633,0.9467058,0.284648,0.0619382,0.2227098
30,-0.39229748,-0.30905527,"('intolerant', 'tolerant')",1.4515051,1.4728591,0.9748479,1.1470028,0.6780185,0.7702689,-0.0922504
37,0.38887203,0.15352175,"('fake', 'genuine')",-0.1970534,-0.36876574,0.3099987,0.17239061,0.1672724,-0.0142845,0.1815569
51,-0.3769811,-0.472114,"('uneducated', 'educated')",0.9080252,0.8627917,0.90133333,0.8551115,0.4774592,0.4152631,0.0621961
48,0.35603467,0.275841,"('unintelligent', 'intelligent')",1.8206656,1.7672877,0.72539717,0.69687575,0.9673658,0.9133348,0.054031
64,-0.3507679,-0.24764156,"('shy', 'confident')",-0.15212364,-0.074295454,-5.6785274,-5.8681803,-2.060473,-2.0633725,0.0028995
22,-0.3480288,-0.3406989,"('untrustworthy', 'trustworthy')",-0.08993821,-0.21948689,-0.7192206,-0.72366804,-0.3857292,-0.4279513,0.0422221
12,-0.33586684,-0.31531394,"('unsupportive', 'supportive')",0.26281297,0.19406042,-1.5167731,-1.7214845,-0.5299423,-0.614246,0.0843037
87,0.32413203,0.09870527,"('unsuccessful', 'successful')",0.9245332,0.7943037,0.75248206,0.64604014,0.6670491,0.5130164,0.1540327
15,0.32395297,-0.015444795,"('boring', 'funny')",-0.20294768,-0.35918406,0.58359754,0.4492249,0.2348676,0.0248653,0.2100023
40,-0.32015115,-0.27878565,"('stingy', 'generous')",-0.24230014,-0.20389776,-1.431886,-1.6621995,-0.6647791,-0.714961,0.0501819
59,0.2994027,0.020979375,"('foolish', 'wise')",-0.3983425,-0.5923447,0.25656873,0.088458225,0.052543,-0.160969,0.213512
31,-0.2927997,-0.5336514,"('evil', 'good')",-1.4130948,-1.6636437,-1.0707022,-1.3601567,-0.9255322,-1.1858172,0.260285
83,-0.28556842,-0.28251234,"('powerless', 'powerful')",0.38660723,0.36751562,-1.1028802,-1.1535751,-0.3339471,-0.3561906,0.0222435
80,0.27586025,0.23190677,"('dominated', 'dominating')",0.8665227,0.90568006,-0.9317579,-0.8576654,0.0702084,0.0933071,-0.0230987
16,-0.259876,-0.3125401,"('unpopular', 'popular')",-0.6230941,-0.67674756,0.2593642,0.32205415,-0.2078686,-0.2224112,0.0145426
14,0.24715692,0.4517523,"('antisocial', 'social')",1.9002056,2.0928795,-0.815016,-0.46861562,0.4441155,0.6920055,-0.24789
85,-0.23416068,-0.5594338,"('insignificant', 'prestigious')",-0.22944279,-0.5013846,0.818909,0.5212055,0.1184352,-0.179871,0.2983062
62,-0.2250181,-0.042118136,"('incompetent', 'brilliant')",1.3711282,1.5219126,-0.21775287,-0.056577902,0.3094524,0.4744055,-0.1649531
47,-0.22203851,-0.22871834,"('stupid', 'smart')",0.8889848,0.87018466,5.0034604,5.298985,1.8901356,1.9801504,-0.0900148
7,-0.20776105,-0.27754894,"('insensitive', 'sensitive')",0.72750556,0.75599855,0.68403494,0.64060265,0.4012598,0.3730174,0.0282424
55,-0.20665124,-0.029243965,"('incompetent', 'clever')",1.4233859,1.5256954,-0.054282844,0.09247368,0.3874839,0.5296417,-0.1421578
42,0.16907574,0.08991626,"('unreliable', 'reliable')",-0.89279395,-0.90547395,-2.621635,-2.7940202,-1.1151177,-1.2031926,0.0880749
26,0.1657157,0.082752645,"('hardhearted', 'benevolent')",0.95870197,0.83413184,1.9838163,1.8405915,1.036078,0.9191587,0.1169193
35,0.15938662,-0.12791108,"('corrupt', 'incorrupt')",-1.2332629,-1.4070339,-0.09274152,-0.33595577,-0.3888726,-0.6236336,0.234761
11,-0.1454444,-0.15513417,"('unhelpful', 'helpful')",1.0217679,0.9741783,1.9038844,1.9678633,0.926736,0.9289691,-0.0022331
71,0.14110905,-0.05903576,"('diffident', 'self-confident')",0.60698366,0.43611607,0.7256766,0.483969,0.4912564,0.2870164,0.20424
56,-0.1393044,0.05186602,"('impractical', 'practical')",0.7707805,0.90578884,-0.36206174,-0.21420506,0.0898048,0.2478166,-0.1580118
60,0.12536453,0.38992953,"('inefficient', 'efficient')",2.0487034,2.1669097,-0.16930805,0.0877952,0.6682533,0.8815448,-0.2132915
49,-0.11146567,-0.0649475,"('unable', 'able')",0.42243156,0.45237362,0.07250149,0.12515919,0.1278225,0.1708618,-0.0430393
33,-0.103186384,-0.4338876,"('wrong', 'right')",-0.06362622,-0.3395237,-0.72967297,-0.98234844,-0.2988285,-0.5852532,0.2864247
29,0.10049251,-0.08513139,"('unfair', 'fair')",-1.1047208,-1.2846129,-0.7075018,-0.8131369,-0.5705767,-0.727627,0.1570503
75,0.09059955,0.051371332,"('meek', 'impulsive')",-0.2581554,-0.3049389,-0.26879364,-0.37441215,-0.1454498,-0.2093266,0.0638768
76,0.06878252,0.22697163,"('anxious', 'daring')",0.8225545,1.0378567,0.08819593,0.35128957,0.326511,0.538706,-0.212195
17,0.061295412,-0.059349664,"('nasty', 'nice')",-0.72524166,-0.77020484,-0.7243146,-0.6192852,-0.4627536,-0.4829466,0.020193
2,-0.05733389,-0.09120715,"('unlikable', 'likable')",0.41195592,0.30111134,0.9123318,0.8231666,0.4223179,0.3443569,0.077961
65,0.032812033,0.018461023,"('insecure', 'secure')",0.4061101,0.49849358,-0.47892988,-0.24228668,-0.0133359,0.091556,-0.1048919
52,0.002505146,-0.31324783,"('irrational', 'rational')",-1.1305125,-1.3838772,0.1681934,-0.06547445,-0.319938,-0.5875332,0.2675952
