,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,male-female
47,-0.49064416,-0.24805781,"('stupid', 'smart')",0.14817049,0.27843985,5.006623,4.989495,1.5547164,1.6732923,-0.1185759
86,-0.46188575,-0.5199332,"('uninfluential', 'influential')",-0.1902355,-0.33445138,0.19502702,0.04961823,-0.1523647,-0.2682555,0.1158908
5,-0.45961574,-0.44914457,"('distant', 'outgoing')",0.44201595,0.4933593,0.38904417,0.5111226,0.1238148,0.1851124,-0.0612976
67,0.45233217,0.41262722,"('doubtful', 'determined')",0.20582768,0.32184288,-0.60309035,-0.55494285,0.0183565,0.0598424,-0.0414859
59,-0.415774,-0.66571736,"('foolish', 'wise')",0.31737822,0.31569454,0.23763104,0.18338951,0.0464118,-0.0555444,0.1019562
36,-0.40171805,-0.6188475,"('hostile', 'amicable')",-0.2994493,-0.3840764,1.0475401,0.7970468,0.1154576,-0.0686257,0.1840833
35,-0.390997,-0.6691607,"('corrupt', 'incorrupt')",-0.4219693,-0.37890822,-0.21273068,-0.22996397,-0.341899,-0.426011,0.084112
52,-0.3902963,-0.4976859,"('irrational', 'rational')",-0.9396891,-0.9062638,-0.18666269,-0.27541453,-0.5055494,-0.5597881,0.0542387
62,-0.38992998,-0.17387155,"('incompetent', 'brilliant')",0.18723024,0.39323306,0.28791404,0.5183355,0.0284048,0.245899,-0.2174942
12,0.38466746,0.62044805,"('unsupportive', 'supportive')",0.20366986,0.30317357,-1.2685167,-1.0910941,-0.2267265,-0.0558242,-0.1709023
27,-0.3774442,-0.52390075,"('hardhearted', 'softhearted')",-0.32542354,-0.24943572,0.6260308,0.3397655,-0.0256123,-0.1445237,0.1189114
79,0.37143552,0.5193933,"('wavering', 'unwavering')",-0.62339073,-0.3491783,-0.0345029,0.0907623,-0.095486,0.0869924,-0.1824784
42,-0.34640956,-0.17255059,"('unreliable', 'reliable')",-0.3857921,-0.1222433,-2.2183013,-2.086237,-0.983501,-0.7936769,-0.1898241
4,-0.34160334,-0.3396201,"('disliked', 'liked')",0.43394256,0.602383,-4.7895,-4.4153,-1.5657204,-1.384179,-0.1815414
77,0.3330255,0.29569465,"('unmotivated', 'motivated')",0.27116865,0.073822305,-1.0612427,-1.050616,-0.1523495,-0.227033,0.0746835
22,-0.31209826,0.08298549,"('untrustworthy', 'trustworthy')",-1.5215081,-1.4678731,-0.64031774,-0.49638206,-0.8246414,-0.6270899,-0.1975515
50,-0.3027731,-0.30064178,"('clumsy', 'skillful')",0.10909072,0.05007463,-0.31945527,-0.36397752,-0.1710459,-0.2048482,0.0338023
76,0.29678404,0.5982031,"('anxious', 'daring')",-0.6355459,-0.44344985,-0.6939592,-0.57064694,-0.3442403,-0.1386312,-0.2056091
44,0.29144686,0.2586987,"('prejudiced', 'unprejudiced')",-0.46728313,-0.26605684,-1.4334627,-1.3545332,-0.536433,-0.4539638,-0.0824692
53,0.29067692,0.06815621,"('uncreative', 'creative')",-0.17252912,-0.33249694,1.0435158,0.9892355,0.3872212,0.2416316,0.1455896
60,0.27449092,0.6498177,"('inefficient', 'efficient')",0.34406218,0.33647996,-0.29257175,-0.22171794,0.1086604,0.2548599,-0.1461995
87,0.27331713,0.4043666,"('unsuccessful', 'successful')",1.088274,1.1262592,1.4726198,1.4595603,0.944737,0.9967287,-0.0519917
33,-0.27303773,-0.5821934,"('wrong', 'right')",0.74240714,0.67049575,0.29346284,0.22222531,0.2542774,0.1035092,0.1507682
40,0.27008155,0.17370787,"('stingy', 'generous')",0.25702637,0.22444423,-1.6966801,-1.6380601,-0.3898574,-0.4133027,0.0234453
38,-0.26764783,-0.107271,"('untruthful', 'truthful')",-0.18047512,-0.10820084,0.54937285,0.6995942,0.03375,0.1613741,-0.1276241
32,0.26467162,0.35760102,"('unkind', 'kind')",-0.40894556,-0.31757665,0.6173249,0.70560104,0.1576837,0.2485418,-0.0908581
48,0.25469315,-0.031843603,"('unintelligent', 'intelligent')",-0.25304392,-0.50203204,-0.1319948,-0.3844396,-0.0434485,-0.3061051,0.2626566
85,0.25439736,-0.097798824,"('insignificant', 'prestigious')",-0.01781948,-0.23156026,0.08681181,-0.19204777,0.1077966,-0.1738023,0.2815989
10,0.2521023,0.56920886,"('unsympathetic', 'sympathetic')",-0.85661656,-0.9223708,-0.4254095,-0.46635744,-0.3433079,-0.2731731,-0.0701348
45,0.2519772,0.5098052,"('incompetent', 'competent')",0.20774674,0.4048762,1.1583631,1.1241959,0.5393624,0.6796258,-0.1402634
1,0.25062025,0.042057183,"('unfriendly', 'friendly')",0.018950954,-0.26780343,2.157515,1.8776449,0.8090288,0.5506329,0.2583959
66,-0.22879136,-0.36467353,"('inactive', 'active')",0.13247792,0.2125839,0.9922452,0.90460527,0.2986439,0.2508386,0.0478053
65,0.1882011,0.33121765,"('insecure', 'secure')",-1.2285669,-1.3675246,0.10211246,0.13511977,-0.3127511,-0.3003957,-0.0123554
21,0.18737425,0.48152637,"('immoral', 'moral')",-0.7356611,-0.86407936,-1.4710932,-1.511914,-0.6731267,-0.631489,-0.0416377
81,0.16410136,0.15511122,"('submissive', 'aggressive')",0.78904045,0.7799681,-1.031048,-0.9129923,-0.0259688,0.0073623,-0.0333311
46,-0.14093907,0.18719724,"('uncompetitive', 'competitive')",0.33499616,0.20842896,-0.79730505,-0.8177088,-0.2010826,-0.1406942,-0.0603884
11,0.124896154,0.30483034,"('unhelpful', 'helpful')",0.36571154,0.4160549,1.6138339,1.5292186,0.7014805,0.7500347,-0.0485542
34,-0.12452525,0.0671115,"('mean', 'honorable')",0.032059945,0.11167346,4.407808,4.317692,1.4384475,1.4988256,-0.0603781
75,0.123527326,0.08428699,"('meek', 'impulsive')",0.3992781,0.704347,-0.55672455,-0.22808397,-0.0113064,0.18685,-0.1981564
28,0.09127949,0.11077243,"('disloyal', 'loyal')",0.16287625,0.02591287,0.99841785,0.7402467,0.4175245,0.2923107,0.1252138
54,0.068668574,0.14532639,"('incapable', 'capable')",-0.2968338,-0.20871352,0.57670355,0.6376944,0.1161794,0.1914358,-0.0752564
49,-0.06399737,-0.001605086,"('unable', 'able')",0.28125918,0.31949973,-0.37677965,-0.23140587,-0.0531726,0.0288296,-0.0820022
58,-0.056067213,-0.03335195,"('undiscriminating', 'discriminating')",0.42454565,0.24834853,0.7756723,0.79207957,0.3813836,0.335692,0.0456916
55,0.03157839,0.09585563,"('incompetent', 'clever')",-0.88269573,-0.9756864,-0.062227823,-0.30338874,-0.3044484,-0.3944065,0.0899581
0,0.016649544,0.2717405,"('unsociable', 'sociable')",-0.4073673,-0.59059495,-0.4816711,-0.7215441,-0.2907963,-0.3467995,0.0560032
19,-0.011691211,-0.11115145,"('inhospitable', 'hospitable')",-0.83773345,-0.7347095,-0.2945565,-0.3134969,-0.3813271,-0.3864526,0.0051255
30,0.008418802,0.27343458,"('intolerant', 'tolerant')",0.7115477,0.7555629,0.34074056,0.3449064,0.353569,0.4579679,-0.1043989
