,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
70,0.8881388,1.2218343,"('lethargic', 'energetic')",-0.64601636,-0.5381727,-0.50675154,-0.4731247,0.75791365,0.96078295,0.1233211,0.29283,-0.1695089
85,0.88572687,0.5580449,"('insignificant', 'prestigious')",2.7321398,2.6655731,1.135511,1.0953709,0.87468874,0.7782068,1.4070166,1.2742989,0.1327177
1,0.8725666,0.5772511,"('unfriendly', 'friendly')",1.2801367,1.2120113,0.5375808,0.37906522,1.9812975,1.8904135,1.1678953,1.0146853,0.15321
80,0.86670303,0.9686624,"('dominated', 'dominating')",-0.8875987,-1.0211205,0.20464054,0.1019842,-1.2647774,-1.2877953,-0.2702581,-0.3095673,0.0393092
22,0.8658537,0.8124439,"('untrustworthy', 'trustworthy')",-0.4960942,-0.58553994,-0.1764575,-0.32244995,-0.59850323,-0.5843115,-0.1013003,-0.1699644,0.0686641
46,0.8632861,1.0466946,"('uncompetitive', 'competitive')",-0.75310206,-0.7407056,0.1580382,0.07190679,-0.9358584,-0.90884316,-0.1669091,-0.1327368,-0.0341723
77,-0.85565317,-0.8343691,"('unmotivated', 'motivated')",-1.0846412,-1.0459055,-0.48290682,-0.52126396,-1.8490068,-1.6958677,-1.0680519,-1.0243515,-0.0437004
73,0.8083959,0.92120516,"('helpless', 'self-reliant')",1.1877943,1.1397841,-0.22373706,-0.2478444,-3.0427394,-2.9551868,-0.3175715,-0.2855105,-0.032061
6,0.7924543,0.629632,"('distant', 'open')",1.4776968,1.8036355,0.33741963,0.48802212,0.74418783,0.8156065,0.8379396,0.934224,-0.0962844
45,0.78698623,0.9110093,"('incompetent', 'competent')",-0.7139372,-0.5410548,-0.109577104,-0.104632765,-0.3907387,-0.3824023,-0.1068167,-0.0292701,-0.0775466
53,0.7763356,0.6485816,"('uncreative', 'creative')",-0.7624664,-0.7396771,-0.889528,-0.9758967,0.74709296,0.7370343,-0.0321414,-0.0824895,0.0503481
33,0.76249313,0.5195936,"('wrong', 'right')",1.4816815,1.3533658,1.0661435,1.0461935,-0.59415996,-0.68933845,0.6790395,0.5574536,0.1215859
63,0.75355536,1.0137545,"('unperceptive', 'insightful')",0.015851308,0.22154135,0.5869709,0.6782042,0.32739753,0.6160376,0.4209438,0.6323844,-0.2114406
81,-0.747405,-0.4146611,"('submissive', 'aggressive')",-1.0960283,-1.4863795,-0.19939741,-0.29609314,-1.3346964,-1.2608072,-0.8443818,-0.8644853,0.0201035
47,0.7192556,0.9105363,"('stupid', 'smart')",0.75455594,0.8812772,0.93488395,0.9921019,5.607356,5.8189015,2.0040131,2.1507044,-0.1466913
35,0.7100376,0.5507069,"('corrupt', 'incorrupt')",0.305111,0.5479005,-0.12728465,0.059269406,0.6183013,0.51729035,0.3765413,0.4187918,-0.0422505
40,0.6874186,0.6412825,"('stingy', 'generous')",0.68320626,0.6374186,0.47162524,0.3917998,-1.8541504,-1.826784,-0.0029751,-0.0390708,0.0360957
24,0.687395,0.7428556,"('dishonest', 'honest')",-0.42809772,-0.625247,-0.67189395,-0.7959606,1.1471046,1.1345265,0.183627,0.1140436,0.0695834
56,0.67793053,1.0724884,"('impractical', 'practical')",0.37980452,0.54828995,0.31511793,0.38014728,-0.46001866,-0.2086822,0.2282086,0.4480608,-0.2198522
9,0.63619906,0.6454095,"('unaffectionate', 'caring')",1.414357,1.4751246,1.6724322,1.7169734,1.4932146,1.5704191,1.3040507,1.3519816,-0.0479309
49,0.6217417,0.6473361,"('unable', 'able')",0.6523827,0.7849034,1.0192461,1.0412132,0.050883,0.3320331,0.5860634,0.7013714,-0.115308
10,0.6046845,0.88486266,"('unsympathetic', 'sympathetic')",-1.2858143,-1.376008,-0.74258125,-0.8273503,-0.2752961,-0.31200746,-0.4247518,-0.4076258,-0.017126
86,0.57915014,0.8311935,"('uninfluential', 'influential')",-0.59435874,-0.53837353,-0.61146104,-0.6993793,-0.5926861,-0.5122458,-0.304839,-0.2297013,-0.0751377
65,-0.5719108,-0.4098426,"('insecure', 'secure')",-1.7195412,-2.0082932,-0.29560828,-0.5178481,-0.3559709,-0.35263017,-0.7357578,-0.8221534,0.0863956
67,-0.5417478,-0.3355356,"('doubtful', 'determined')",0.2204071,0.29244044,-0.07996903,-0.08391346,-0.7844372,-0.58030283,-0.2964367,-0.1768279,-0.1196088
44,-0.5387302,-0.72368956,"('prejudiced', 'unprejudiced')",-0.2576036,-0.3927536,0.05274199,0.06821382,-0.971604,-1.044488,-0.4287989,-0.5231793,0.0943804
29,0.5246813,0.42888007,"('unfair', 'fair')",0.12720926,0.27884215,-0.059408378,-0.1174808,0.04350228,-0.13157359,0.1589961,0.1146669,0.0443292
34,-0.51862216,-0.46225747,"('mean', 'honorable')",0.8655375,0.87577283,0.698786,0.6528874,6.2080455,6.426852,1.8134367,1.8733138,-0.0598771
76,-0.51415867,-0.12989488,"('anxious', 'daring')",-1.4954572,-1.4673338,-0.45380262,-0.4186201,-0.10071845,0.1295476,-0.6410342,-0.4715753,-0.1694589
64,0.51405513,0.49682915,"('shy', 'confident')",-0.14764352,-0.3198987,0.14811085,-0.021074396,-6.791414,-6.784169,-1.5692228,-1.6570783,0.0878555
2,-0.51116306,-0.32387036,"('unlikable', 'likable')",0.63674116,0.6583891,0.74942696,0.80014306,0.23223887,0.47105688,0.276811,0.4014297,-0.1246187
21,-0.48485088,-0.24128674,"('immoral', 'moral')",-0.13367908,-0.27212796,0.5784476,0.5557497,-1.1148641,-1.038907,-0.2887366,-0.249143,-0.0395936
16,-0.4720875,-0.57220435,"('unpopular', 'popular')",0.69402367,0.712597,0.35878527,0.45339453,0.26129848,0.35792685,0.210505,0.2379285,-0.0274235
13,-0.46643564,-0.19825563,"('impolite', 'polite')",-0.16314907,-0.39387614,0.32294548,0.2767179,-0.54067826,-0.41658762,-0.2118294,-0.1830004,-0.028829
75,0.4469276,0.37317854,"('meek', 'impulsive')",0.8113202,0.7675195,0.12423789,0.1406306,-0.18974143,-0.121436715,0.2981861,0.289973,0.0082131
54,0.43018955,0.45557874,"('incapable', 'capable')",0.2276818,0.25786445,0.36264062,0.4155774,1.1290245,1.327611,0.5373842,0.6141579,-0.0767737
84,0.42406923,0.37296057,"('inferior', 'superior')",0.65158564,0.65007365,-0.22060014,-0.25854725,0.65328044,0.62016225,0.3770838,0.3461623,0.0309215
62,0.418859,0.81775707,"('incompetent', 'brilliant')",-0.7839858,-0.57125545,-0.15497789,-0.012009073,-0.5412247,-0.11293043,-0.2653323,0.0303905,-0.2957228
28,0.34830654,0.5344797,"('disloyal', 'loyal')",-0.40108356,-0.35264367,-0.57377315,-0.6292803,1.3029764,1.3736033,0.1691065,0.2315398,-0.0624333
78,-0.32019112,-0.29190657,"('nonresilient', 'resilient')",1.8367261,2.0170681,2.5921838,2.6375146,0.0756142,0.16342211,1.0460832,1.1315246,-0.0854414
51,-0.32000455,-0.09814045,"('uneducated', 'educated')",-0.6103683,-0.63826674,-0.3495694,-0.38481054,-0.4562168,-0.30502325,-0.4340398,-0.3565602,-0.0774796
50,-0.30240193,-0.22162145,"('clumsy', 'skillful')",1.3078109,1.4605843,1.0861994,1.2165327,0.17300448,0.34955776,0.5661532,0.7012633,-0.1351101
3,-0.29362717,-0.14962478,"('repellent', 'pleasant')",-1.5036712,-1.2447318,-0.97122127,-0.83585846,0.10225918,0.20944324,-0.6665651,-0.5051929,-0.1613722
55,-0.28778344,-0.1534411,"('incompetent', 'clever')",-2.5178895,-2.6228778,-1.29534,-1.4638937,-0.48983815,-0.4742748,-1.1477127,-1.1786218,0.0309091
15,-0.28065732,-0.45351052,"('boring', 'funny')",0.007954679,-0.2946684,-0.16379537,-0.28171074,0.1706352,0.10470785,-0.0664657,-0.2312955,0.1648298
11,0.26498035,0.5163778,"('unhelpful', 'helpful')",-0.28020355,-0.21905246,0.72300863,0.8333331,1.8157161,2.0353262,0.6308754,0.7914962,-0.1606208
68,-0.2408304,-0.17935237,"('dependent', 'independent')",-1.3597176,-1.339322,-0.83636,-0.8576744,-0.75586885,-0.76508695,-0.7981942,-0.7853589,-0.0128353
42,0.23018172,0.31020388,"('unreliable', 'reliable')",1.1816372,1.235497,1.1055524,1.1525364,-2.8008847,-2.6274803,-0.0708784,0.0176893,-0.0885677
14,0.22864705,0.3855469,"('antisocial', 'social')",-0.7150514,-0.6379513,0.2777586,0.2605575,-0.6367132,-0.6609203,-0.2113397,-0.1631918,-0.0481479
60,0.22323911,0.55489284,"('inefficient', 'efficient')",-1.4918213,-1.5110942,0.01633965,-0.07053499,-0.61589694,-0.35038602,-0.4670349,-0.3442806,-0.1227543
30,0.21822698,0.31984338,"('intolerant', 'tolerant')",-0.66026807,-0.8809612,0.12059344,-0.015257698,0.54014695,0.67631274,0.0546748,0.0249843,0.0296905
37,0.21634069,0.39351904,"('fake', 'genuine')",0.23134516,0.07206833,-0.5434916,-0.57223374,0.67676294,0.693114,0.1452393,0.1466169,-0.0013776
82,-0.21444806,0.028073952,"('poor', 'rich')",-0.76307863,-0.7248635,-0.86598057,-0.82841,6.101297,6.3354764,1.0644474,1.2025692,-0.1381218
7,0.20094223,0.21917006,"('insensitive', 'sensitive')",-0.6422968,-0.69763,-0.29370236,-0.34936675,0.8216362,0.85702294,0.0216448,0.0072991,0.0143457
0,-0.19223973,-0.12016833,"('unsociable', 'sociable')",-0.3459229,-0.6456247,0.3605126,0.07258814,-0.66482913,-0.71648645,-0.2106198,-0.3524228,0.141803
41,0.18586051,0.18004549,"('unforgiving', 'forgiving')",0.06653169,0.007180333,0.53890145,0.45889485,-0.17166243,-0.26615465,0.1549078,0.0949915,0.0599163
32,0.17430218,0.31045726,"('unkind', 'kind')",1.6627407,1.5472478,1.7965713,1.7402674,1.4051858,1.5038583,1.2596999,1.2754576,-0.0157577
18,-0.16978228,-0.25669006,"('disagreeable', 'welcoming')",-0.28849053,-0.27263063,-0.39163017,-0.34631777,-0.30784032,-0.17098671,-0.2894358,-0.2616563,-0.0277795
25,-0.16494381,-0.29381827,"('egoistic', 'altruistic')",0.042663198,0.14457738,0.041179873,0.06713762,1.6366187,1.5368812,0.3888795,0.3636945,0.025185
20,0.14743623,0.20538217,"('rough', 'thoughtful')",-0.28878435,-0.36751437,-0.576611,-0.6951582,0.7998077,0.7057433,0.0204622,-0.0378868,0.058349
79,-0.14712271,-0.17075625,"('wavering', 'unwavering')",1.0589468,1.2531359,0.2786006,0.3317754,0.5197092,0.54829514,0.4275335,0.4906126,-0.0630791
83,-0.14383303,-0.1581063,"('powerless', 'powerful')",0.34278008,0.42398223,0.13308954,0.06354858,-1.2793683,-1.3251107,-0.2368329,-0.2489215,0.0120886
48,-0.10150419,-0.03737305,"('unintelligent', 'intelligent')",-0.1731103,-0.30321664,-0.047029518,-0.17610912,-0.2162342,-0.14055279,-0.1344696,-0.1643129,0.0298433
58,-0.08497819,-0.15538484,"('undiscriminating', 'discriminating')",-1.5904018,-1.7763999,-0.55832756,-0.8205034,-0.0704751,-0.23069452,-0.5760456,-0.7457457,0.1697001
36,0.08038086,-0.40916014,"('hostile', 'amicable')",0.7928325,0.9672951,0.07398221,0.034988627,0.7100069,0.3845639,0.4143006,0.2444219,0.1698787
66,-0.0761708,-0.13015705,"('inactive', 'active')",0.5254704,0.59167695,0.2827667,0.28578216,1.5398918,1.4229653,0.5679895,0.5425668,0.0254227
52,0.073078275,-0.2250696,"('irrational', 'rational')",0.24697587,0.18424612,0.11370255,0.01934655,-0.041875433,-0.27561966,0.0979703,-0.0742741,0.1722444
8,0.053177327,-0.09679292,"('unaffectionate', 'affectionate')",0.021114048,0.072136626,-0.44322217,-0.41750446,0.90427935,0.9172425,0.1338371,0.1187704,0.0150667
17,0.049054798,-0.005338613,"('nasty', 'nice')",-0.08389117,0.08334723,0.119899854,0.25784546,-0.31209746,-0.2530536,-0.0567585,0.0207001,-0.0774586
61,0.02955725,0.0042744353,"('illogical', 'logical')",-0.50597274,-0.5372429,0.25556824,0.17552081,0.28157058,0.17478879,0.0151808,-0.0456647,0.0608455
88,0.015126327,-0.060132686,"('low', 'eminent')",-0.28855556,-0.42503417,-0.742607,-0.873183,-0.014985256,0.03816053,-0.2577554,-0.3300473,0.0722919
69,-0.0129830465,-0.0946109,"('lazy', 'industrious')",1.4655055,1.8216004,1.0592394,1.2900336,-0.43680748,-0.3464761,0.5187386,0.6676368,-0.1488982
19,0.012339506,0.092763945,"('inhospitable', 'hospitable')",0.9442503,0.9969751,0.22647205,0.3090163,0.20942244,0.33952335,0.3481211,0.4345697,-0.0864486
23,0.0033863522,0.27991018,"('insincere', 'sincere')",-0.68247813,-0.6503639,0.2134301,0.22102651,5.827864,6.0397797,1.3405507,1.4725881,-0.1320374
