,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.937503,-2.1280034,"('hostile', 'amicable')",-1.280109,-0.99856687,-1.0738938,-0.57993174,-1.4305019,-1.2355007,-0.1950012
12,1.3892608,1.2189168,"('unsupportive', 'supportive')",0.7603021,0.6740621,-2.0829647,-2.1110988,0.0221994,-0.0727066,0.094906
31,-1.3572288,-1.4741875,"('evil', 'good')",0.05559858,0.17734349,-1.5285289,-0.7228932,-0.9433864,-0.6732457,-0.2701407
16,-1.3089334,-1.4636655,"('unpopular', 'popular')",-0.0044216886,0.1088555,0.059175894,0.17207935,-0.4180597,-0.3942436,-0.0238161
50,-1.2484822,-1.4229345,"('clumsy', 'skillful')",-0.98459697,-1.004636,-0.012687162,-0.3909068,-0.7485888,-0.9394925,0.1909037
82,-1.2176319,-1.2659935,"('poor', 'rich')",-1.272972,-1.2395474,6.4698634,5.487637,1.3264198,0.9940321,0.3323877
78,-1.1343521,-1.4298842,"('nonresilient', 'resilient')",-0.6697229,-1.1410373,0.60875577,-0.011484217,-0.3984397,-0.8608019,0.4623622
54,-1.1196826,-1.0383215,"('incapable', 'capable')",-0.13962027,-0.12531173,0.65210336,0.33269465,-0.2023998,-0.2769795,0.0745797
40,1.0934414,0.93634146,"('stingy', 'generous')",0.50247157,0.43993765,-2.2321599,-1.9157089,-0.2120823,-0.1798099,-0.0322724
35,-1.0481659,-0.85629916,"('corrupt', 'incorrupt')",-0.8989991,-0.49121562,-1.0466095,-0.26690927,-0.9979248,-0.5381413,-0.4597835
44,-1.0270799,-1.0102873,"('prejudiced', 'unprejudiced')",0.39016587,0.53213125,-1.3518591,-1.3107836,-0.6629244,-0.5963132,-0.0666112
15,-1.0187376,-1.0019529,"('boring', 'funny')",-0.037846245,0.052161478,0.27229205,0.35613906,-0.2614306,-0.1978841,-0.0635465
6,-0.9800683,-0.82402134,"('distant', 'open')",-0.47770533,-0.26069856,-0.83018196,-0.32095173,-0.7626519,-0.4685572,-0.2940947
33,0.9491732,0.9472338,"('wrong', 'right')",1.357759,1.447397,-0.6810746,-0.29892883,0.5419525,0.6985674,-0.1566149
62,0.9201107,0.82112765,"('incompetent', 'brilliant')",0.5023703,0.48596904,0.89729875,0.4592212,0.77326,0.5887727,0.1844873
48,0.8951991,0.7590617,"('unintelligent', 'intelligent')",0.26672974,0.029074112,1.2732024,0.88017833,0.8117104,0.5561047,0.2556057
5,-0.8596126,-0.5386123,"('distant', 'outgoing')",-0.26303715,0.036373645,-0.75866675,-0.019715022,-0.6271055,-0.1739845,-0.453121
60,0.8334825,0.8460912,"('inefficient', 'efficient')",0.4031795,0.22661972,0.44482842,0.009200515,0.5604968,0.3606372,0.1998596
84,0.8284004,0.9605083,"('inferior', 'superior')",0.7651501,0.73442674,0.6836347,0.9724873,0.7590617,0.8891408,-0.1300791
19,-0.8034253,-0.6078547,"('inhospitable', 'hospitable')",-0.72645915,-0.5132605,-0.8923582,-0.69322664,-0.8074142,-0.6047806,-0.2026336
72,0.7629701,0.9239728,"('unambitious', 'ambitious')",-0.30870357,-0.26839077,-0.25870332,-0.6564831,0.0651877,-0.0003004,0.0654881
1,-0.74882126,-0.91291314,"('unfriendly', 'friendly')",-0.18607247,-0.23831058,0.889121,1.1310332,-0.0152576,-0.0067302,-0.0085274
39,0.74749714,0.8527458,"('exploitative', 'cooperative')",1.2379968,1.5399841,0.017547179,0.117571235,0.6676803,0.836767,-0.1690867
22,-0.734329,-0.93938303,"('untrustworthy', 'trustworthy')",0.18453966,0.049410198,-0.7361799,-1.2911797,-0.4286564,-0.7270508,0.2983944
74,0.6991402,0.6493335,"('undedicated', 'dedicated')",0.47902763,0.50491047,-0.69292426,-0.6788943,0.1617479,0.1584499,0.003298
45,-0.6970478,-1.1722294,"('incompetent', 'competent')",-0.5987046,-0.8321431,-0.17799495,-0.6114605,-0.4912491,-0.8719443,0.3806952
87,-0.693267,-0.84973085,"('unsuccessful', 'successful')",0.8950588,0.7866325,0.9433416,0.73037064,0.3817112,0.2224241,0.1592871
76,0.6899453,0.61432564,"('anxious', 'daring')",0.08611542,-0.058398474,0.38612008,-0.35474986,0.3873936,0.0670591,0.3203345
77,-0.6796894,-0.7995399,"('unmotivated', 'motivated')",-0.48820263,-0.71989626,-0.6323411,-1.041778,-0.6000777,-0.853738,0.2536603
56,0.67940205,0.7357395,"('impractical', 'practical')",0.69758034,0.6145252,0.07390918,-0.23608433,0.4836305,0.3713935,0.112237
79,-0.66278726,-0.8307081,"('wavering', 'unwavering')",-0.22456633,-0.3318523,-0.63708264,-0.57883394,-0.5081454,-0.5804648,0.0723194
43,0.65827495,0.4614815,"('irresponsible', 'responsible')",-0.10592711,-0.20503832,0.56517607,0.044731304,0.372508,0.1003915,0.2721165
4,-0.6357876,-0.6943922,"('disliked', 'liked')",-0.23433228,0.024360675,-7.8427987,-6.447647,-2.9043061,-2.3725595,-0.5317466
73,0.59419125,0.79070735,"('helpless', 'self-reliant')",0.35262004,0.61792576,-3.8748965,-3.2251983,-0.9760284,-0.6055217,-0.3705067
49,-0.586906,-0.431562,"('unable', 'able')",-1.3134521,-1.1481164,-0.057748087,-0.31412306,-0.6527021,-0.6312671,-0.021435
53,-0.57426524,-0.6579547,"('uncreative', 'creative')",-1.128014,-1.1580423,0.28858545,0.058780015,-0.4712313,-0.585739,0.1145077
51,-0.53992695,-0.85748297,"('uneducated', 'educated')",0.07582874,-0.08352022,0.5660548,0.14290112,0.0339855,-0.266034,0.3000195
10,0.5274327,0.017028539,"('unsympathetic', 'sympathetic')",-0.7684982,-1.2120836,0.002948247,-1.1427542,-0.0793724,-0.7792697,0.6998973
34,-0.51959455,-0.42131755,"('mean', 'honorable')",-0.22210664,-0.05021685,5.441193,5.06061,1.5664973,1.5296919,0.0368054
67,0.5182581,0.83544946,"('doubtful', 'determined')",0.61802197,0.7836046,-0.55888027,0.0012530237,0.1924666,0.5401024,-0.3476358
29,-0.5138521,-0.58615893,"('unfair', 'fair')",-0.05301759,-0.16249642,-0.04733974,0.020069577,-0.2047365,-0.2428619,0.0381254
46,0.5106713,0.18820445,"('uncompetitive', 'competitive')",0.117307514,-0.28104648,-0.5558676,-1.3540871,0.0240371,-0.4823097,0.5063468
3,0.4961271,0.18536472,"('repellent', 'pleasant')",-0.18011642,-0.57974267,0.79865515,0.20917809,0.3715553,-0.0617333,0.4332886
9,0.4877333,0.46884602,"('unaffectionate', 'caring')",-0.27909207,-0.1893562,0.96322984,0.79545844,0.3906237,0.3583161,0.0323076
70,0.4715092,0.29620814,"('lethargic', 'energetic')",-0.1021621,-0.16839638,0.48178235,-0.35124826,0.2837098,-0.0744788,0.3581886
21,-0.46521175,-0.7584464,"('immoral', 'moral')",0.5002719,0.17874971,-0.20767368,-0.9548813,-0.0575378,-0.511526,0.4539882
23,0.45984808,0.40721828,"('insincere', 'sincere')",0.22758642,0.12230039,6.345007,5.2405148,2.3441472,1.9233445,0.4208027
47,-0.4300111,-0.4756855,"('stupid', 'smart')",-0.18498302,-0.057307705,5.562777,4.8957863,1.649261,1.4542643,0.1949967
27,-0.4257672,-0.55995244,"('hardhearted', 'softhearted')",-1.2535732,-1.2425271,1.0072621,0.66365975,-0.2240261,-0.3796066,0.1555805
66,-0.41201872,-0.5292088,"('inactive', 'active')",-0.03355979,-0.015343342,0.33043325,0.34221578,-0.0383818,-0.0674455,0.0290637
80,0.40909564,0.23266482,"('dominated', 'dominating')",0.13254073,-0.09731641,0.06831206,-0.5860194,0.2033161,-0.1502237,0.3535398
37,-0.38986367,-0.42423004,"('fake', 'genuine')",-0.5417877,-0.6035339,-0.18409234,-0.38118297,-0.3719145,-0.469649,0.0977345
8,-0.3681296,-0.4034618,"('unaffectionate', 'affectionate')",-0.9462689,-0.791903,0.033318017,0.05287271,-0.4270268,-0.3808307,-0.0461961
57,-0.36600903,-0.7727685,"('unimaginative', 'imaginative')",-1.1488178,-1.4477329,-3.1189213,-3.387288,-1.5445827,-1.8692632,0.3246805
55,0.35284323,0.109983906,"('incompetent', 'clever')",-0.8606857,-1.05827,0.6073763,-0.11620218,0.0331779,-0.3548294,0.3880073
24,0.33710235,0.38668662,"('dishonest', 'honest')",0.23756707,0.5083262,0.53650075,0.5083331,0.3703901,0.4677819,-0.0973918
17,0.3333563,0.11647964,"('nasty', 'nice')",-0.2045361,-0.045770824,-0.76957285,-0.49001017,-0.2135842,-0.1397671,-0.0738171
30,0.307334,0.32541376,"('intolerant', 'tolerant')",0.0013176687,0.13727435,0.41802853,0.75105065,0.2422267,0.4045796,-0.1623529
75,-0.30221587,-0.17337494,"('meek', 'impulsive')",-0.73226446,-0.42233148,-0.8371612,-0.58626366,-0.6238805,-0.39399,-0.2298905
52,0.2936105,0.1516834,"('irrational', 'rational')",-0.8813241,-0.73274845,-0.529477,-0.11117349,-0.3723969,-0.2307462,-0.1416507
86,-0.28789544,-0.5976547,"('uninfluential', 'influential')",-0.46357456,-0.7346342,-0.46281272,-0.8354535,-0.4047609,-0.7225808,0.3178199
20,-0.2641677,-0.3174959,"('rough', 'thoughtful')",0.16491193,0.121182494,0.7914764,0.7090736,0.2307402,0.1709201,0.0598201
18,-0.2618273,-0.20157161,"('disagreeable', 'welcoming')",0.9487096,1.1296242,-0.95662415,-0.55021816,-0.0899139,0.1259448,-0.2158587
42,-0.26074082,-0.5454916,"('unreliable', 'reliable')",-0.09053639,-0.120175384,-2.8503618,-3.1950753,-1.067213,-1.286914,0.219701
2,-0.250467,-0.30301502,"('unlikable', 'likable')",0.47753763,0.63203573,0.3723206,0.5619764,0.1997971,0.296999,-0.0972019
28,-0.2303505,-0.4099058,"('disloyal', 'loyal')",0.16130984,0.15487063,1.0131357,0.6445456,0.3146983,0.1298368,0.1848615
64,0.23006728,0.25267386,"('shy', 'confident')",-0.13276589,-0.12908064,-6.385702,-5.741272,-2.0961336,-1.8725595,-0.2235741
7,0.22056483,0.011182461,"('insensitive', 'sensitive')",-0.30150488,-0.34537095,0.58794355,-0.0010271696,0.1690012,-0.1117386,0.2807398
32,-0.21871525,-0.370305,"('unkind', 'kind')",0.45212942,0.24978818,0.83174527,0.43591908,0.3550531,0.1051341,0.249919
41,-0.19180788,-0.52291095,"('unforgiving', 'forgiving')",0.3418432,0.4320271,-0.3172504,-0.21595636,-0.0557384,-0.1022801,0.0465417
81,0.17872131,0.052172948,"('submissive', 'aggressive')",0.91453564,0.6466501,0.07482954,-0.3606664,0.3893622,0.1127189,0.2766433
65,0.1733911,-0.021437198,"('insecure', 'secure')",0.15114726,-0.07920798,0.31559798,-0.30339625,0.2133788,-0.1346805,0.3480593
71,-0.15936571,-0.24361736,"('diffident', 'self-confident')",1.632026,1.6604435,0.30647483,0.27730992,0.593045,0.564712,0.028333
11,0.15885556,0.091721565,"('unhelpful', 'helpful')",0.3414116,0.32336536,2.0685177,1.5869031,0.8562616,0.66733,0.1889316
61,-0.14377339,-0.30486456,"('illogical', 'logical')",-0.17881897,-0.23744233,0.65983075,0.4455771,0.1124128,-0.0322433,0.1446561
38,0.14005488,0.13953659,"('untruthful', 'truthful')",0.37475702,0.5525353,-0.2693276,0.103007026,0.0818281,0.2650263,-0.1831982
14,-0.11825949,-0.42859566,"('antisocial', 'social')",1.3317789,1.1095434,-0.024131857,-0.13624719,0.3964625,0.1815669,0.2148956
85,0.117781386,0.20319936,"('insignificant', 'prestigious')",-0.6445356,-0.28547388,-1.6963229,-0.56207436,-0.7410257,-0.214783,-0.5262427
83,0.09304784,0.06935091,"('powerless', 'powerful')",0.24461181,0.2977805,-0.8884785,-0.91475713,-0.1836063,-0.1825419,-0.0010644
63,0.08335447,-0.22592922,"('unperceptive', 'insightful')",-0.056426246,-0.20438242,0.57142717,0.044324618,0.1994518,-0.1286623,0.3281141
69,-0.0824579,-0.03152119,"('lazy', 'industrious')",0.9464991,1.2064317,-0.9377224,0.08369449,-0.0245604,0.419535,-0.4440954
68,0.07158212,-0.028552005,"('dependent', 'independent')",-0.73016036,-0.7003952,-0.75458276,-0.82392335,-0.4710537,-0.5176235,0.0465698
26,-0.0672858,-0.38237762,"('hardhearted', 'benevolent')",1.6265872,1.4029545,0.8279121,1.4441572,0.7957378,0.821578,-0.0258402
58,-0.064780645,-0.3207745,"('undiscriminating', 'discriminating')",-0.33682007,-0.46129927,-0.21231028,-0.041810486,-0.204637,-0.2746281,0.0699911
59,-0.055058844,0.016122233,"('foolish', 'wise')",0.13749416,0.40585637,-0.40668917,0.23715055,-0.1080846,0.2197097,-0.3277943
0,0.05103451,-0.2818464,"('unsociable', 'sociable')",0.12103821,-0.23978926,-0.018325033,-0.48699737,0.0512492,-0.336211,0.3874602
88,-0.04886194,-0.24435687,"('low', 'eminent')",-0.05380039,-0.13084216,-0.50485355,-0.5747239,-0.2025053,-0.316641,0.1141357
25,0.01896716,0.11542502,"('egoistic', 'altruistic')",-0.3771745,-0.21979047,0.6969777,1.076016,0.1129234,0.3238835,-0.2109601
13,-0.011997936,-0.018531239,"('impolite', 'polite')",0.29899466,0.23647016,-0.099594,-0.60936075,0.0624676,-0.1304739,0.1929415
