,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.314185,-2.7074757,"('unfriendly', 'friendly')",1.4522707,1.3438543,-0.4309571,-0.6818107,0.2508536
86,-2.079575,-2.426079,"('uninfluential', 'influential')",-0.26496905,-0.4659044,-1.1722721,-1.4459918,0.2737197
8,-2.0504365,-2.223867,"('unaffectionate', 'affectionate')",0.8283861,0.6881341,-0.6110252,-0.7678664,0.1568412
9,-1.990395,-2.2413151,"('unaffectionate', 'caring')",1.2958387,1.1264707,-0.3472781,-0.5574222,0.2101441
44,1.6982177,1.7739474,"('prejudiced', 'unprejudiced')",-1.1353962,-1.0811186,0.2814108,0.3464144,-0.0650036
53,-1.5962626,-1.760425,"('uncreative', 'creative')",0.5704919,0.48627523,-0.5128853,-0.6370749,0.1241896
54,-1.4379538,-1.2492559,"('incapable', 'capable')",0.6403566,0.8572548,-0.3987986,-0.1960005,-0.2027981
36,-1.4284183,-1.5189447,"('hostile', 'amicable')",-0.18002367,-0.16427493,-0.804221,-0.8416098,0.0373888
28,-1.3970956,-1.7795525,"('disloyal', 'loyal')",1.0353228,0.84946793,-0.1808864,-0.4650423,0.2841559
10,-1.3691424,-1.3923082,"('unsympathetic', 'sympathetic')",0.06649325,-0.24182434,-0.6513246,-0.8170663,0.1657417
80,1.2032948,1.1415037,"('dominated', 'dominating')",-1.1332575,-1.0220789,0.0350186,0.0597124,-0.0246938
69,1.1964257,0.9550872,"('lazy', 'industrious')",-0.856713,-0.7222119,0.1698563,0.1164376,0.0534187
39,1.1461542,0.93944997,"('exploitative', 'cooperative')",0.41324165,0.25311396,0.7796979,0.5962819,0.183416
31,-1.1362996,-1.2309561,"('evil', 'good')",-0.73383874,-0.80119294,-0.9350692,-1.0160745,0.0810053
24,-1.0553024,-1.1052998,"('dishonest', 'honest')",0.5342729,0.56008255,-0.2605147,-0.2726086,0.0120939
6,-1.052426,-1.1422333,"('distant', 'open')",-0.4512711,-0.47940814,-0.7518485,-0.8108207,0.0589722
0,-1.0430994,-1.3506595,"('unsociable', 'sociable')",0.13502735,-0.24202761,-0.454036,-0.7963436,0.3423076
78,-1.0412284,-0.8052371,"('nonresilient', 'resilient')",-0.24526899,-0.17035486,-0.6432487,-0.487796,-0.1554527
42,0.99709487,1.1130517,"('unreliable', 'reliable')",-3.2607,-3.3276083,-1.1318026,-1.1072783,-0.0245243
19,-0.97908163,-1.0166515,"('inhospitable', 'hospitable')",-0.7397214,-0.6101075,-0.8594015,-0.8133795,-0.046022
81,0.9671897,1.0288359,"('submissive', 'aggressive')",-0.5510701,-0.3454088,0.2080598,0.3417135,-0.1336537
38,-0.9597868,-0.71098834,"('untruthful', 'truthful')",-0.501928,-0.38050023,-0.7308574,-0.5457443,-0.1851131
73,0.9305405,0.8967748,"('helpless', 'self-reliant')",-3.38465,-3.367714,-1.2270547,-1.2354696,0.0084149
79,-0.8950951,-0.72818595,"('wavering', 'unwavering')",-0.6938324,-0.45612088,-0.7944638,-0.5921534,-0.2023104
67,0.8724172,0.8946621,"('doubtful', 'determined')",-0.6689938,-0.46504045,0.1017117,0.2148108,-0.1130991
60,0.86341083,0.68478394,"('inefficient', 'efficient')",0.45290133,0.25062555,0.6581561,0.4677047,0.1904514
48,-0.84689885,-1.017036,"('unintelligent', 'intelligent')",1.0122006,0.71819425,0.0826509,-0.1494209,0.2320718
84,0.8344234,0.7331101,"('inferior', 'superior')",0.9301041,0.99269986,0.8822638,0.862905,0.0193588
23,-0.75523156,-0.8855479,"('insincere', 'sincere')",6.030827,6.003755,2.6377978,2.5591035,0.0786943
52,-0.7279833,-0.7628519,"('irrational', 'rational')",-0.039048273,-0.10277088,-0.3835158,-0.4328114,0.0492956
46,-0.72671306,-0.775747,"('uncompetitive', 'competitive')",-0.84953874,-1.0590428,-0.7881259,-0.9173949,0.129269
72,-0.7104235,-0.45901588,"('unambitious', 'ambitious')",-0.32636574,-0.19087122,-0.5183946,-0.3249435,-0.1934511
85,-0.70769495,-0.6864982,"('insignificant', 'prestigious')",-0.107227355,0.033856988,-0.4074612,-0.3263206,-0.0811406
16,-0.70202273,-0.55422086,"('unpopular', 'popular')",-0.008173749,0.23723301,-0.3550982,-0.1584939,-0.1966043
18,-0.7000098,-0.56312734,"('disagreeable', 'welcoming')",-0.48520082,-0.51038116,-0.5926054,-0.5367543,-0.0558511
