,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
20,0.6854213,0.61769253,"('rough', 'thoughtful')",1.0338739,0.9017368,0.8596476,0.7597147,0.0999329
82,-0.6830272,-0.48398703,"('poor', 'rich')",6.5785375,6.9405785,2.9477551,3.2282958,-0.2805407
76,0.66511554,0.8857084,"('anxious', 'daring')",-0.2886066,-0.20133771,0.1882545,0.3421853,-0.1539308
45,-0.6592856,-0.7141105,"('incompetent', 'competent')",0.30165783,-0.004050005,-0.1788139,-0.3590803,0.1802664
57,-0.6520607,-0.961164,"('unimaginative', 'imaginative')",-2.9092531,-3.2288384,-1.7806569,-2.0950012,0.3143443
27,-0.63135004,-0.7610805,"('hardhearted', 'softhearted')",1.322417,1.1461847,0.3455335,0.1925521,0.1529814
32,-0.594541,-0.6250444,"('unkind', 'kind')",0.5851685,0.5553376,-0.0046863,-0.0348534,0.0301671
66,-0.59115785,-0.5887737,"('inactive', 'active')",0.0841282,0.28771234,-0.2535148,-0.1505307,-0.1029841
12,-0.5650997,-0.62607294,"('unsupportive', 'supportive')",-2.132173,-2.308981,-1.3486364,-1.4675269,0.1188905
56,0.53217673,0.5348927,"('impractical', 'practical')",-0.40661415,-0.45840466,0.0627813,0.038244,0.0245373
26,-0.52612543,-0.80160654,"('hardhearted', 'benevolent')",1.654555,1.6681439,0.5642148,0.4332687,0.1309461
51,-0.5164819,-0.38046736,"('uneducated', 'educated')",0.2125757,0.108197674,-0.1519531,-0.1361348,-0.0158183
25,-0.50582767,-0.5035752,"('egoistic', 'altruistic')",1.3488954,1.3548502,0.4215339,0.4256375,-0.0041036
64,0.49373367,0.3950728,"('shy', 'confident')",-6.625388,-6.8591805,-3.0658271,-3.2320538,0.1662267
5,-0.48709852,-0.53665537,"('distant', 'outgoing')",-0.828515,-0.71699363,-0.6578068,-0.6268245,-0.0309823
14,0.48613232,0.3776653,"('antisocial', 'social')",0.073538825,-0.07011025,0.2798356,0.1537775,0.1260581
58,-0.48335457,-0.57980263,"('undiscriminating', 'discriminating')",0.12858021,-0.18826494,-0.1773872,-0.3840338,0.2066466
43,-0.41848826,-0.39612967,"('irresponsible', 'responsible')",0.4954969,0.3764045,0.0385043,-0.0098626,0.0483669
7,-0.3928441,-0.54609156,"('insensitive', 'sensitive')",0.4732337,0.35489377,0.0401948,-0.0955989,0.1357937
70,0.3882146,0.27296573,"('lethargic', 'energetic')",0.58028626,0.3880138,0.4842504,0.3304898,0.1537606
74,-0.35577905,-0.27552068,"('undedicated', 'dedicated')",-0.2366234,-0.26157025,-0.2962012,-0.2685454,-0.0276558
50,0.35074973,0.2793768,"('clumsy', 'skillful')",-0.015404567,0.09763633,0.1676726,0.1885066,-0.020834
61,-0.33532554,-0.40877762,"('illogical', 'logical')",0.6180067,0.366387,0.1413406,-0.0211953,0.1625359
65,0.33191216,0.2296422,"('insecure', 'secure')",0.14323185,-0.027252264,0.237572,0.101195,0.136377
4,-0.32038552,-0.27608845,"('disliked', 'liked')",-7.4371443,-7.497317,-3.8787649,-3.8867025,0.0079376
88,-0.3171664,-0.3935729,"('low', 'eminent')",-0.41238955,-0.42924345,-0.364778,-0.4114082,0.0466302
13,-0.31445602,-0.37248194,"('impolite', 'polite')",-0.6546177,-0.8856158,-0.4845369,-0.6290489,0.144512
55,-0.30943143,-0.41838086,"('incompetent', 'clever')",0.73747283,0.43539095,0.2140207,0.008505,0.2055157
30,0.30113512,0.2604888,"('intolerant', 'tolerant')",0.9761443,0.88433915,0.6386397,0.572414,0.0662257
11,0.28307843,0.108721524,"('unhelpful', 'helpful')",1.743718,1.5402116,1.0133982,0.8244665,0.1889317
75,0.27502126,0.45424813,"('meek', 'impulsive')",-0.86150813,-0.6691046,-0.2932434,-0.1074282,-0.1858152
87,0.26601988,0.3462696,"('unsuccessful', 'successful')",0.6075324,0.73753804,0.4367761,0.5419039,-0.1051278
63,-0.2621701,-0.34421435,"('unperceptive', 'insightful')",0.52388144,0.49921414,0.1308557,0.0774999,0.0533558
62,0.25781962,0.32106718,"('incompetent', 'brilliant')",0.5641237,0.38709307,0.4109716,0.3540801,0.0568915
71,-0.24239065,-0.26514506,"('diffident', 'self-confident')",0.33863953,0.43699852,0.0481244,0.0859267,-0.0378023
41,-0.22000232,-0.28742,"('unforgiving', 'forgiving')",0.025426472,-0.23838943,-0.0972879,-0.2629047,0.1656168
3,-0.19212636,-0.21383868,"('repellent', 'pleasant')",0.9127987,0.9232102,0.3603362,0.3546858,0.0056504
59,0.18770653,-0.0721608,"('foolish', 'wise')",0.024940163,0.15795764,0.1063233,0.0428984,0.0634249
83,-0.16700038,-0.10957815,"('powerless', 'powerful')",-1.0902599,-1.0347891,-0.6286302,-0.5721836,-0.0564466
47,0.16175798,0.10204819,"('stupid', 'smart')",5.909216,6.098228,3.0354869,3.1001382,-0.0646513
34,0.14615479,0.27738056,"('mean', 'honorable')",5.6802497,6.047314,2.9132023,3.1623473,-0.249145
37,-0.14406429,-0.3943483,"('fake', 'genuine')",0.17256927,0.13117258,0.0142525,-0.1315879,0.1458404
35,0.12379206,0.08648151,"('corrupt', 'incorrupt')",-0.6102936,-0.45149982,-0.2432508,-0.1825092,-0.0607416
29,-0.1148122,-0.25153,"('unfair', 'fair')",-0.6007915,-0.86778486,-0.3578019,-0.5596575,0.2018556
33,0.109302685,-0.07766682,"('wrong', 'right')",-0.9462621,-0.88705915,-0.4184797,-0.482363,0.0638833
49,-0.08905597,-0.047337197,"('unable', 'able')",-0.23642725,-0.19060457,-0.1627416,-0.1189709,-0.0437707
21,0.08467753,0.103969336,"('immoral', 'moral')",-0.60026765,-0.6258424,-0.2577951,-0.2609365,0.0031414
68,-0.08196925,-0.19182053,"('dependent', 'independent')",-0.7402921,-0.6626941,-0.4111307,-0.4272573,0.0161266
77,0.06867776,0.05137734,"('unmotivated', 'motivated')",-1.1296666,-1.1650252,-0.5304944,-0.556824,0.0263296
22,0.06503761,-0.029681306,"('untrustworthy', 'trustworthy')",-0.74208975,-1.0519549,-0.3385261,-0.5408181,0.202292
40,0.06422201,-0.0022624973,"('stingy', 'generous')",-1.6521369,-1.8336151,-0.7939575,-0.9179388,0.1239813
2,0.043352187,0.25385547,"('unlikable', 'likable')",0.45932287,0.5849343,0.2513375,0.4193949,-0.1680574
17,-0.04198287,-0.27100182,"('nasty', 'nice')",-0.54969746,-0.7696235,-0.2958402,-0.5203127,0.2244725
15,-0.013001963,-0.047866877,"('boring', 'funny')",-0.029665403,-0.045056477,-0.0213337,-0.0464617,0.025128
