,consolidated_male,consolidated_female,tuple,edison_male,edison_female,inc_male,inc_female,average_male,average_female,male-female
58,0.91361284,0.7502917,"('undiscriminating', 'discriminating')",1.0874245,0.9989705,0.47065505,0.4695135,0.8238974,0.7395919,0.0843055
72,0.84430456,0.786236,"('unambitious', 'ambitious')",0.37486857,0.42973208,-0.83795553,-1.0401384,0.1270726,0.0586099,0.0684627
75,-0.8439651,-0.69209456,"('meek', 'impulsive')",-0.26846465,-0.34002715,-0.418651,-0.3262707,-0.5103602,-0.4527975,-0.0575627
67,0.8251382,0.8719232,"('doubtful', 'determined')",-0.6861346,-0.54968375,-0.8658184,-0.7035173,-0.2422716,-0.1270926,-0.115179
20,-0.7737182,-0.7696606,"('rough', 'thoughtful')",-0.97305363,-1.0352619,0.9707841,0.8124339,-0.2586626,-0.3308295,0.0721669
43,-0.7702021,-0.78193295,"('irresponsible', 'responsible')",-1.0443146,-0.8336626,0.642648,0.54372853,-0.3906229,-0.357289,-0.0333339
3,-0.76600593,-0.69369924,"('repellent', 'pleasant')",-1.5436968,-1.3994617,0.41493502,0.2783236,-0.6315892,-0.6049458,-0.0266434
60,-0.7619135,-0.81416065,"('inefficient', 'efficient')",-0.7679138,-0.49678096,0.029337663,-0.16364425,-0.5001632,-0.4915286,-0.0086346
59,0.7606528,0.8261017,"('foolish', 'wise')",0.50095797,0.38780645,0.10006344,0.19743201,0.4538914,0.4704467,-0.0165553
61,-0.7307433,-0.6867483,"('illogical', 'logical')",-0.52952534,-0.32735273,0.104912385,-0.091005266,-0.3851188,-0.3683688,-0.01675
30,0.73050773,0.7645381,"('intolerant', 'tolerant')",-0.43084443,-0.32542223,1.156908,1.1750655,0.4855238,0.5380605,-0.0525367
84,0.71906555,0.7091676,"('inferior', 'superior')",0.008663185,0.17794594,0.48150262,0.61992085,0.4030771,0.5023448,-0.0992677
16,-0.7155065,-0.7849214,"('unpopular', 'popular')",-0.6600325,-0.7489308,0.006532952,-0.03390014,-0.4563354,-0.5225841,0.0662487
81,-0.6920401,-0.59215695,"('submissive', 'aggressive')",-1.2566301,-1.0469892,-0.34812024,-0.47647494,-0.7655968,-0.705207,-0.0603898
0,-0.6829538,-0.8535421,"('unsociable', 'sociable')",-1.2673942,-1.1435326,-0.39556712,-0.6222843,-0.7819717,-0.8731197,0.091148
88,0.68196905,0.8740326,"('low', 'eminent')",0.32048833,0.4135341,0.5323274,0.74408245,0.5115949,0.6772164,-0.1656215
63,0.67389125,0.60528547,"('unperceptive', 'insightful')",-0.47510877,-0.38555813,1.3709532,1.2354811,0.5232452,0.4850695,0.0381757
74,0.6584189,0.60360265,"('undedicated', 'dedicated')",-0.30802307,-0.3312165,0.24024177,0.2833102,0.1968792,0.1852321,0.0116471
54,-0.65378064,-0.6700048,"('incapable', 'capable')",-0.9782982,-1.0053717,1.0026331,0.9368919,-0.2098153,-0.2461615,0.0363462
35,-0.6312409,-0.33576596,"('corrupt', 'incorrupt')",0.030911274,-0.12339325,-0.45152807,-0.2579226,-0.3506192,-0.2390273,-0.1115919
38,0.6000409,0.64869064,"('untruthful', 'truthful')",-0.23781618,-0.11782285,0.09219082,0.17234147,0.1514719,0.2344031,-0.0829312
19,0.5942792,0.70917594,"('inhospitable', 'hospitable')",-0.38625398,-0.23420657,0.1354298,0.42592427,0.114485,0.3002979,-0.1858129
10,-0.5861241,-0.5248858,"('unsympathetic', 'sympathetic')",-1.7080858,-1.4220558,0.27364692,0.13022181,-0.673521,-0.6055733,-0.0679477
68,-0.51901907,-0.62443465,"('dependent', 'independent')",-0.8834298,-0.85531896,-0.2630381,-0.2994308,-0.5551624,-0.5930614,0.037899
80,-0.5157931,-0.5560139,"('dominated', 'dominating')",-0.49116832,-0.6110787,-0.5658959,-0.8656946,-0.5242858,-0.6775957,0.1533099
66,-0.5020186,-0.35870826,"('inactive', 'active')",-0.111636385,-0.2749181,0.88373876,0.8458288,0.0900279,0.0707341,0.0192938
28,0.4828297,0.6063533,"('disloyal', 'loyal')",-0.7609476,-0.5722901,1.0866077,1.0578693,0.2694966,0.3639775,-0.0944809
79,0.47908384,0.33982503,"('wavering', 'unwavering')",0.21141124,0.09578835,-0.07827474,0.049872894,0.2040734,0.1618288,0.0422446
78,-0.4761228,-0.81583667,"('nonresilient', 'resilient')",0.11889495,-0.10788715,0.5851335,0.341543,0.0759685,-0.1940603,0.2700288
57,-0.47099587,-0.48371115,"('unimaginative', 'imaginative')",-0.046795003,-0.00928513,-2.2889116,-2.136563,-0.9355675,-0.8765198,-0.0590477
21,-0.46622878,-0.37147072,"('immoral', 'moral')",-0.62971246,-0.44496188,-0.46876597,-0.58264196,-0.5215691,-0.4663582,-0.0552109
27,-0.44780612,-0.42135993,"('hardhearted', 'softhearted')",0.86031115,0.7860022,1.5879186,1.3669331,0.6668079,0.5771918,0.0896161
52,0.44532722,0.40215138,"('irrational', 'rational')",-0.18802503,-0.049645368,-0.7979213,-0.5258215,-0.1802064,-0.0577718,-0.1224346
34,0.4429634,0.28501126,"('mean', 'honorable')",0.5518395,0.5834316,5.8615913,5.7909727,2.2854648,2.2198052,0.0656596
56,0.42067963,0.24722092,"('impractical', 'practical')",-0.1212603,0.055007666,-0.3816123,-0.3297665,-0.0273977,-0.0091793,-0.0182184
51,0.40850568,0.5497715,"('uneducated', 'educated')",-1.0166531,-0.7934934,1.1299745,1.2775232,0.1739424,0.3446004,-0.170658
48,-0.4069026,-0.47886643,"('unintelligent', 'intelligent')",-0.011301234,0.09301137,0.4355449,0.3934056,0.0057804,0.0025168,0.0032636
83,0.40298685,0.39616948,"('powerless', 'powerful')",-0.21972723,-0.08909733,-0.9531901,-0.9554363,-0.2566435,-0.2161214,-0.0405221
77,-0.3990852,-0.53768694,"('unmotivated', 'motivated')",-2.0039303,-1.829342,-1.2740214,-1.4480187,-1.225679,-1.2716826,0.0460036
24,0.39356446,0.6223282,"('dishonest', 'honest')",-0.3717921,-0.21559937,0.77488315,0.75153637,0.2655518,0.3860884,-0.1205366
6,-0.3818442,-0.48956043,"('distant', 'open')",0.8951733,0.74047136,0.07917089,0.14283799,0.1975,0.1312496,0.0662504
7,0.36655056,0.44863543,"('insensitive', 'sensitive')",0.054833118,0.10431353,1.2052813,1.0093943,0.5422216,0.5207811,0.0214405
9,0.36192316,0.37592018,"('unaffectionate', 'caring')",0.7416349,0.7528934,1.1176603,0.9663566,0.7404061,0.69839,0.0420161
2,0.34914303,0.46115217,"('unlikable', 'likable')",0.44748032,0.4554044,0.51672775,0.66426796,0.4377837,0.5269415,-0.0891578
15,0.34167615,0.3941731,"('boring', 'funny')",1.3198626,1.1374538,0.5114802,0.56058747,0.7243396,0.6974048,0.0269348
22,-0.33319992,-0.23902208,"('untrustworthy', 'trustworthy')",-1.0482874,-0.984769,-0.77863383,-0.8891344,-0.7200404,-0.7043085,-0.0157319
47,-0.32998127,-0.47173885,"('stupid', 'smart')",0.1541796,0.0064222068,5.3690066,5.0268555,1.7310683,1.5205129,0.2105554
42,0.29271218,0.43001828,"('unreliable', 'reliable')",-1.029963,-0.77480036,-2.7932057,-2.6579552,-1.1768188,-1.0009124,-0.1759064
64,-0.28922224,-0.18356082,"('shy', 'confident')",-1.4575269,-1.2713383,-6.589202,-6.2888837,-2.7786503,-2.581261,-0.1973893
36,0.28445756,0.3291763,"('hostile', 'amicable')",1.5905825,1.4705626,-0.1856114,0.08398059,0.5631429,0.6279065,-0.0647636
32,0.28247714,0.31914586,"('unkind', 'kind')",-0.38935184,-0.19144425,1.3160387,1.3608183,0.4030547,0.4961733,-0.0931186
65,-0.28245124,-0.38696086,"('insecure', 'secure')",-0.8612745,-0.56272894,-0.21509105,-0.37169957,-0.452939,-0.4404631,-0.0124759
85,0.26023826,0.31389606,"('insignificant', 'prestigious')",0.8515184,0.7322474,-0.33455175,-0.08898768,0.2590683,0.3190519,-0.0599836
62,-0.24994949,-0.29607522,"('incompetent', 'brilliant')",-0.47492367,-0.5063555,0.2742506,-0.0030748844,-0.1502075,-0.2685019,0.1182944
31,-0.23494343,-0.09952773,"('evil', 'good')",0.936513,0.8669748,-1.477405,-1.4706596,-0.2586118,-0.2344042,-0.0242076
5,0.23426467,0.15782067,"('distant', 'outgoing')",0.90548617,0.80516315,-0.35324576,-0.37672102,0.2621684,0.1954209,0.0667475
87,-0.2282624,-0.3436021,"('unsuccessful', 'successful')",0.062053025,-0.060167987,0.75128144,0.56982774,0.195024,0.0553525,0.1396715
41,-0.21389513,-0.09316139,"('unforgiving', 'forgiving')",-0.42015165,-0.2137905,0.08982359,0.14557648,-0.1814077,-0.0537918,-0.1276159
14,0.20691063,0.16222951,"('antisocial', 'social')",-0.32262713,-0.2514749,-0.28549963,-0.492512,-0.1337387,-0.1939191,0.0601804
46,0.2066796,0.054867238,"('uncompetitive', 'competitive')",-0.91002464,-0.8208025,0.03451733,-0.012099871,-0.2229426,-0.2593451,0.0364025
17,0.20092385,0.19687784,"('nasty', 'nice')",0.042555824,0.042863313,-0.39457634,-0.360864,-0.0503656,-0.0403743,-0.0099913
1,-0.19668654,-0.20346469,"('unfriendly', 'friendly')",1.3764554,1.4064124,1.6486529,1.7399102,0.9428073,0.9809526,-0.0381453
86,-0.19356826,-0.18297422,"('uninfluential', 'influential')",0.8368324,0.87590003,0.5164491,0.34668028,0.3865711,0.3465354,0.0400357
70,0.18653515,0.14832118,"('lethargic', 'energetic')",-0.97664744,-1.0397736,1.1579356,0.9914507,0.1226078,0.0333328,0.089275
4,0.16396852,0.25194773,"('disliked', 'liked')",0.39617202,0.36094782,-6.2263546,-5.795809,-1.888738,-1.7276378,-0.1611002
50,0.1430944,0.31702566,"('clumsy', 'skillful')",-0.9463551,-0.93176204,0.39967412,0.5317733,-0.1345289,-0.0276543,-0.1068746
23,0.14066799,0.08633825,"('insincere', 'sincere')",-1.2894887,-1.0171462,6.0312986,5.8030744,1.6274926,1.6240888,0.0034038
25,0.078017816,-0.005497072,"('egoistic', 'altruistic')",1.1375809,1.0346106,1.1659437,1.1238432,0.7938475,0.7176522,0.0761953
18,-0.07799659,0.0601079,"('disagreeable', 'welcoming')",-0.07385486,-0.02808614,-0.49022752,-0.46850634,-0.2140263,-0.1454949,-0.0685314
37,0.077498786,0.061750207,"('fake', 'genuine')",-0.24679059,-0.3973921,0.7859877,0.71395737,0.2055653,0.1261052,0.0794601
8,-0.02770787,-0.08050185,"('unaffectionate', 'affectionate')",0.8806839,0.7972657,0.6088841,0.4695606,0.4872867,0.3954415,0.0918452
33,0.016262326,0.1798172,"('wrong', 'right')",1.0944034,1.1536407,-0.6649252,-0.61201775,0.1485802,0.2404801,-0.0918999
53,0.01468242,-0.07925768,"('uncreative', 'creative')",0.26864716,0.28921482,0.6027322,0.6709386,0.2953539,0.2936319,0.001722
11,0.009061549,-0.04824593,"('unhelpful', 'helpful')",-0.77958506,-0.60936844,2.3257098,2.3653247,0.5183954,0.5692368,-0.0508414
69,0.0056155203,-0.1901897,"('lazy', 'industrious')",1.3903844,1.0559597,-0.77619404,-0.77345586,0.206602,0.0307714,0.1758306
