,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,male-female
43,-0.5850174,-0.42013046,"('irresponsible', 'responsible')",0.914665,0.67617136,0.1648238,0.1280205,0.0368033
2,0.5808267,0.7092742,"('unlikable', 'likable')",0.49073198,0.6973145,0.5357794,0.7032943,-0.1675149
14,-0.5215801,-0.14459655,"('antisocial', 'social')",-0.79703104,-0.8502845,-0.6593056,-0.4974405,-0.1618651
84,0.5099387,0.482945,"('inferior', 'superior')",0.9968948,1.2867322,0.7534168,0.8848386,-0.1314218
20,-0.4927557,-0.38256085,"('rough', 'thoughtful')",0.6398682,0.6658437,0.0735562,0.1416414,-0.0680852
44,0.48831692,0.26245052,"('prejudiced', 'unprejudiced')",-1.3847245,-1.2644589,-0.4482038,-0.5010042,0.0528004
16,-0.4681933,-0.38508558,"('unpopular', 'popular')",0.3074345,0.3934832,-0.0803794,0.0041988,-0.0845782
75,0.4325204,0.32174417,"('meek', 'impulsive')",-0.5042009,-0.34749913,-0.0358402,-0.0128775,-0.0229627
38,-0.42310062,-0.18076959,"('untruthful', 'truthful')",-0.086220205,0.16226655,-0.2546604,-0.0092515,-0.2454089
78,-0.38015562,-0.42140087,"('nonresilient', 'resilient')",0.18782915,0.17332299,-0.0961632,-0.1240389,0.0278757
12,-0.38005364,-0.16524199,"('unsupportive', 'supportive')",-1.5012785,-1.4479811,-0.9406661,-0.8066115,-0.1340546
80,-0.35539144,-0.50966924,"('dominated', 'dominating')",-0.8437148,-1.3141733,-0.5995531,-0.9119213,0.3123682
83,0.3536738,0.42145538,"('powerless', 'powerful')",-0.8347352,-0.9119603,-0.2405307,-0.2452525,0.0047218
85,0.34905228,0.4372994,"('insignificant', 'prestigious')",-0.4508916,0.19356199,-0.0509197,0.3154307,-0.3663504
32,-0.34796283,-0.16141601,"('unkind', 'kind')",1.2611772,1.0803589,0.4566072,0.4594714,-0.0028642
87,0.34339848,0.18304145,"('unsuccessful', 'successful')",0.6788539,0.57473594,0.5111262,0.3788887,0.1322375
72,-0.34333426,-0.12991917,"('unambitious', 'ambitious')",-0.7499216,-0.8741254,-0.5466279,-0.5020223,-0.0446056
34,0.31331024,0.29016507,"('mean', 'honorable')",6.042579,5.904889,3.1779447,3.097527,0.0804177
35,0.31045997,0.26021916,"('corrupt', 'incorrupt')",-0.79698557,-0.3563624,-0.2432628,-0.0480716,-0.1951912
40,0.30493745,0.34773362,"('stingy', 'generous')",-1.4279515,-1.5689386,-0.561507,-0.6106025,0.0490955
19,-0.29863214,-0.33644238,"('inhospitable', 'hospitable')",-0.2525924,0.05956196,-0.2756123,-0.1384402,-0.1371721
59,0.261779,0.47865435,"('foolish', 'wise')",0.031282462,0.4927151,0.1465307,0.4856847,-0.339154
30,0.2573364,0.46727717,"('intolerant', 'tolerant')",1.1974587,1.3075228,0.7273976,0.8874,-0.1600024
64,-0.25711197,-0.1481414,"('shy', 'confident')",-5.9305162,-5.7376466,-3.0938141,-2.942894,-0.1509201
5,0.24574965,0.42113262,"('distant', 'outgoing')",-0.5649151,-0.073396884,-0.1595827,0.1738679,-0.3334506
60,-0.24125841,0.04480993,"('inefficient', 'efficient')",0.7578227,0.59893787,0.2582821,0.3218739,-0.0635918
74,-0.23595512,-0.15832597,"('undedicated', 'dedicated')",0.5827151,0.2348941,0.17338,0.0382841,0.1350959
52,-0.21722752,-0.099580966,"('irrational', 'rational')",-0.490592,-0.25656036,-0.3539098,-0.1780707,-0.1758391
81,-0.2139572,-0.2899627,"('submissive', 'aggressive')",0.033216745,-0.19258113,-0.0903702,-0.2412719,0.1509017
50,0.19635448,0.38291144,"('clumsy', 'skillful')",0.24960187,0.38419774,0.2229782,0.3835546,-0.1605764
41,-0.19363335,0.16466533,"('unforgiving', 'forgiving')",0.08121415,0.13391459,-0.0562096,0.14929,-0.2054996
76,-0.18129307,-0.24291112,"('anxious', 'daring')",0.7892421,0.53482157,0.3039745,0.1459552,0.1580193
66,0.16936508,-0.11823013,"('inactive', 'active')",0.7662347,0.64206886,0.4677999,0.2619194,0.2058805
6,-0.13582695,0.058133997,"('distant', 'open')",-0.025281698,0.29496354,-0.0805543,0.1765488,-0.2571031
56,0.13559069,0.18459314,"('impractical', 'practical')",0.5251566,0.2762332,0.3303736,0.2304132,0.0999604
31,0.09652421,0.11141227,"('evil', 'good')",-1.425478,-1.290956,-0.6644769,-0.5897719,-0.074705
54,0.095702335,0.14303008,"('incapable', 'capable')",0.9798179,1.2437222,0.5377601,0.6933761,-0.155616
15,0.07822488,0.042130396,"('boring', 'funny')",0.4776763,0.5984801,0.2779506,0.3203053,-0.0423547
17,-0.064327404,-0.032933824,"('nasty', 'nice')",-0.9316058,-0.67536664,-0.4979666,-0.3541502,-0.1438164
26,-0.06347028,0.084019,"('hardhearted', 'benevolent')",1.463057,1.493698,0.6997934,0.7888585,-0.0890651
27,0.057498664,-0.024776883,"('hardhearted', 'softhearted')",1.4951423,1.1923677,0.7763205,0.5837954,0.1925251
47,0.050164193,0.39618438,"('stupid', 'smart')",5.3984923,5.3654246,2.7243283,2.8808045,-0.1564762
58,-0.043410584,-0.15411013,"('undiscriminating', 'discriminating')",0.34602392,0.060723916,0.1513067,-0.0466931,0.1979998
25,0.040380422,0.050030086,"('egoistic', 'altruistic')",1.1325767,1.2598909,0.5864786,0.6549605,-0.0684819
77,-0.027910367,0.02940479,"('unmotivated', 'motivated')",-1.220413,-1.2156441,-0.6241617,-0.5931197,-0.031042
79,-0.024317974,-0.2881707,"('wavering', 'unwavering')",-0.16561693,-0.14069183,-0.0949675,-0.2144313,0.1194638
29,-0.012086958,-0.10354773,"('unfair', 'fair')",-0.53765655,-0.7120621,-0.2748718,-0.4078049,0.1329331
39,-0.0059196027,0.23962247,"('exploitative', 'cooperative')",-0.37730464,-0.11247584,-0.1916121,0.0635733,-0.2551854
