,trane_male,trane_female,tuple,technologies_male,technologies_female,plc_male,plc_female,average_male,average_female,male-female
10,-0.53974634,-0.44942608,"('unsympathetic', 'sympathetic')",-0.82170284,-0.7579979,-1.1576582,-1.1910585,-0.8397024,-0.7994941,-0.0402083
52,-0.5374199,-0.7586646,"('irrational', 'rational')",-0.18581355,-0.3516221,0.47991157,0.23474078,-0.0811073,-0.2918486,0.2107413
81,0.5107433,0.38205457,"('submissive', 'aggressive')",0.95978016,0.8710046,-1.0931004,-1.4977666,0.1258077,-0.0815692,0.2073769
3,-0.498536,-0.42662483,"('repellent', 'pleasant')",-0.1080164,-0.09451151,-0.5691774,-0.5175934,-0.3919099,-0.3462432,-0.0456667
26,-0.46492213,-0.48219067,"('hardhearted', 'benevolent')",0.5652945,0.671179,2.645615,2.9388175,0.9153291,1.0426019,-0.1272728
58,-0.4619459,-0.3175358,"('undiscriminating', 'discriminating')",-0.1765862,-0.038232565,0.4770846,0.93791205,-0.0538158,0.1940479,-0.2478637
15,0.45928106,0.46863756,"('boring', 'funny')",0.022303348,-0.005962454,0.500211,0.3010763,0.3272651,0.2545838,0.0726813
77,-0.45301107,-0.12460549,"('unmotivated', 'motivated')",0.5409912,0.70666957,-1.3673601,-1.1079532,-0.42646,-0.1752964,-0.2511636
37,0.4504217,0.55882066,"('fake', 'genuine')",-0.2564285,-0.26344633,0.2897657,0.10796453,0.161253,0.1344463,0.0268067
32,-0.44017047,-0.5057228,"('unkind', 'kind')",-0.05401086,-0.16675854,0.5859751,0.19480303,0.0305979,-0.1592261,0.189824
41,-0.43700513,-0.45417228,"('unforgiving', 'forgiving')",-0.88392425,-0.7448282,0.48056135,0.78285897,-0.2801227,-0.1387138,-0.1414089
74,-0.43583125,-0.463847,"('undedicated', 'dedicated')",0.37141812,0.3347457,0.6532819,0.8335325,0.1962896,0.2348104,-0.0385208
73,0.43020535,0.3078325,"('helpless', 'self-reliant')",0.87429774,0.8631684,-1.7029504,-1.3705608,-0.1328158,-0.0665199,-0.0662959
71,-0.42390567,-0.0697603,"('diffident', 'self-confident')",0.7424614,1.0193883,0.2080026,0.6045603,0.1755194,0.5180628,-0.3425434
63,-0.3877017,-0.24956635,"('unperceptive', 'insightful')",0.25999528,0.43365538,0.37745273,0.6249678,0.0832488,0.2696856,-0.1864368
70,-0.33621752,-0.22355486,"('lethargic', 'energetic')",-0.20411707,-0.1775952,-0.53412426,-0.5068837,-0.3581529,-0.3026779,-0.055475
2,0.33532417,0.25049296,"('unlikable', 'likable')",0.17291343,0.05337494,0.73237276,0.4161038,0.4135368,0.2399906,0.1735462
43,-0.2865843,-0.1280956,"('irresponsible', 'responsible')",-0.38691452,-0.28009242,0.5183859,0.509666,-0.0517043,0.033826,-0.0855303
61,-0.27766994,-0.22135454,"('illogical', 'logical')",0.43060097,0.45976448,0.8219207,0.7448886,0.3249506,0.3277662,-0.0028156
50,-0.25956544,-0.22888951,"('clumsy', 'skillful')",0.1158395,0.0122497305,-0.4159153,-0.6340838,-0.1865471,-0.2835745,0.0970274
87,-0.23383549,-0.1258341,"('unsuccessful', 'successful')",0.70207655,0.7320658,1.4958217,1.5921735,0.6546876,0.7328018,-0.0781142
47,0.23376323,0.23856533,"('stupid', 'smart')",0.8548092,0.8919734,4.216101,3.3929856,1.7682246,1.5078414,0.2603832
11,-0.23284543,-0.29482856,"('unhelpful', 'helpful')",1.0084807,0.98877573,0.7049817,0.23779458,0.493539,0.3105806,0.1829584
20,0.2295409,0.2650364,"('rough', 'thoughtful')",0.4399146,0.44843087,0.77263284,0.7179711,0.4806961,0.4771461,0.00355
42,0.22935203,0.2625241,"('unreliable', 'reliable')",-1.219656,-1.0813324,-2.133521,-1.6763098,-1.041275,-0.831706,-0.209569
64,0.22836362,0.42120373,"('shy', 'confident')",-0.23954943,-0.15956883,-3.9445171,-3.1988401,-1.3185677,-0.9790684,-0.3394993
7,0.2267594,0.4969057,"('insensitive', 'sensitive')",0.3516792,0.50802094,-0.1997824,-0.09825446,0.1262187,0.3022241,-0.1760054
22,0.20566139,0.27019197,"('untrustworthy', 'trustworthy')",-0.63923794,-0.5176856,-0.64705485,-0.37044924,-0.3602105,-0.205981,-0.1542295
0,-0.20206864,-0.22295104,"('unsociable', 'sociable')",-0.478625,-0.43022072,-0.45541212,-0.4639648,-0.3787019,-0.3723789,-0.006323
34,-0.18181469,-0.08529081,"('mean', 'honorable')",-0.22842488,-0.18221323,3.2012515,2.6398926,0.9303373,0.7907962,0.1395411
69,-0.17232357,-0.11254981,"('lazy', 'industrious')",0.5729691,0.6833868,0.7798135,0.92080295,0.3934863,0.4972133,-0.103727
46,0.17057389,0.515209,"('uncompetitive', 'competitive')",0.55356586,0.63014275,-1.0242175,-0.8804394,-0.1000259,0.0883041,-0.18833
33,-0.16400042,-0.04623399,"('wrong', 'right')",0.066424124,0.23378447,0.22220154,0.34018004,0.0415417,0.1759102,-0.1343685
83,-0.16113043,-0.02592289,"('powerless', 'powerful')",-0.06510408,0.019932423,-0.9315246,-0.83312273,-0.3859197,-0.2797044,-0.1062153
17,-0.13201976,0.003155591,"('nasty', 'nice')",-0.84062076,-0.71674407,-1.0055344,-0.9588939,-0.6593916,-0.5574941,-0.1018975
29,-0.12933725,-0.2086011,"('unfair', 'fair')",-1.0630981,-1.0366145,-0.7565582,-0.6814193,-0.6496645,-0.6422117,-0.0074528
49,0.121926814,0.0155162215,"('unable', 'able')",0.6992873,0.5919176,-0.27683717,-0.40831792,0.181459,0.066372,0.115087
48,-0.04652328,-0.18282905,"('unintelligent', 'intelligent')",0.901608,0.8378859,-0.5339874,-0.69433135,0.1070324,-0.0130915,0.1201239
