,morgan_male,morgan_female,tuple,stanley_male,stanley_female,dean_male,dean_female,witter_male,witter_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,3.1955276,3.2475226,"('insignificant', 'prestigious')",2.5640762,2.191954,-2.3457336,-2.4870336,1.7292712,1.4811635,2.8984804,2.8219926,1.063323,1.3354117,1.5174907,1.4318352,0.0856555
45,-2.4678614,-2.1756113,"('incompetent', 'competent')",-2.2974856,-1.9723169,-0.31037694,0.019532464,-1.9491283,-1.468435,-0.9815509,-0.72832817,-1.5986253,-1.692653,-1.600838,-1.336302,-0.264536
66,2.4585872,2.5223582,"('inactive', 'active')",2.042087,1.9887159,-0.066464044,-0.21504205,1.5735487,1.4229597,2.6432967,2.6173875,2.579165,2.832716,1.8717035,1.8615158,0.0101877
36,2.2983131,2.2872093,"('hostile', 'amicable')",2.5161033,2.3727155,-1.7229556,-1.7807658,1.4670962,1.4761456,1.1881187,1.2517378,0.7664974,1.1759529,1.0855289,1.1304992,-0.0449703
60,-2.2497337,-1.9157456,"('inefficient', 'efficient')",-1.4431913,-1.1088201,1.2452922,1.4775509,-2.5914338,-2.1594403,-1.1033792,-0.9274963,-1.077033,-1.2970464,-1.2032464,-0.9884996,-0.2147468
10,-2.1248016,-1.882531,"('unsympathetic', 'sympathetic')",-1.3164053,-1.0247022,0.85535425,1.042522,-2.9364858,-2.5349495,-0.7263873,-0.6517272,-0.3717244,-0.5990643,-1.1034084,-0.9417421,-0.1616663
22,-1.9933852,-1.8617663,"('untrustworthy', 'trustworthy')",-2.2275262,-2.0896583,0.8861083,0.9422178,-1.3565316,-1.1538249,-0.89724356,-0.8141296,-1.6053573,-1.5961419,-1.1989892,-1.0955505,-0.1034387
81,-1.9901965,-1.9810154,"('submissive', 'aggressive')",-0.8525525,-0.71613044,1.9435755,2.0972388,-1.8776362,-1.8366935,-0.69654083,-0.86249965,-1.6285896,-1.9820917,-0.8503234,-0.8801986,0.0298752
70,-1.9604473,-1.7396961,"('lethargic', 'energetic')",-1.0324987,-0.8849981,0.99875516,1.0805725,-1.3061624,-1.0554819,-0.4616014,-0.41752145,-0.752751,-1.0134009,-0.7524509,-0.6717544,-0.0806965
9,1.958043,2.1827562,"('unaffectionate', 'caring')",1.5479519,1.7142699,-0.42267507,-0.21831171,-1.2963182,-1.1268435,0.90941423,1.1130223,0.5079248,0.690574,0.5340567,0.7259112,-0.1918545
5,1.9454185,2.0200994,"('distant', 'outgoing')",1.0393702,1.005169,-1.7013204,-1.7858846,1.7383345,1.6257687,1.1006945,1.1494648,0.19158685,0.5157542,0.7190141,0.7550619,-0.0360478
65,-1.8876675,-1.8968183,"('insecure', 'secure')",-1.8952751,-1.7976104,0.86632854,0.82194144,-2.232035,-2.1606855,-0.72355247,-0.73181766,-1.4390566,-1.579836,-1.2185431,-1.2241377,0.0055946
71,1.8124685,1.8757293,"('diffident', 'self-confident')",2.424944,2.2959454,0.17023775,0.11173454,0.44038317,0.4224933,0.69721985,0.8141804,0.33017352,0.3200999,0.9792377,0.9733638,0.0058739
2,1.804441,1.8620206,"('unlikable', 'likable')",1.4589763,1.4883683,1.4115629,1.3675104,0.010659812,-0.042582907,1.1626242,1.3226535,0.28756008,0.4046113,1.0226374,1.0670968,-0.0444594
58,1.7966646,1.8140993,"('undiscriminating', 'discriminating')",1.4836442,1.3742795,0.6671965,0.5468784,-0.46378666,-0.36106306,0.2659482,0.48799497,0.4181491,0.4746365,0.694636,0.7228042,-0.0281682
3,-1.782669,-1.5915956,"('repellent', 'pleasant')",-1.3286176,-1.1123372,0.7479189,0.8747856,-2.1994896,-2.0740983,-1.103141,-1.0454441,0.55410206,0.406358,-0.8519828,-0.7570553,-0.0949275
1,1.7192091,2.0204465,"('unfriendly', 'friendly')",1.1546993,1.2848842,-1.0360725,-0.9317323,-1.8293673,-1.6770042,0.75388336,1.0873083,0.6001871,0.82049847,0.2270899,0.4340669,-0.206977
86,-1.7001258,-1.643982,"('uninfluential', 'influential')",-0.8396609,-0.76699615,0.12614107,0.25563943,-2.711887,-2.555137,-0.23866552,-0.19069454,-1.2921475,-1.3506434,-1.109391,-1.041969,-0.067422
14,-1.6921111,-1.618448,"('antisocial', 'social')",-1.318222,-1.0847596,0.4920121,0.72089195,-1.9830605,-1.698552,0.07168092,0.15090229,-1.6132549,-1.6959709,-1.0071592,-0.8709894,-0.1361698
82,-1.6857663,-1.6783522,"('poor', 'rich')",-1.0193853,-1.0029248,0.06668456,0.03558135,-1.8507649,-1.7178755,-1.2869502,-1.421284,2.5401764,2.1643608,-0.5393343,-0.6034157,0.0640814
6,1.6698526,1.7630912,"('distant', 'open')",1.0364575,0.9965614,-1.6743904,-1.7950742,1.4152782,1.2566756,1.0109677,1.0863087,0.2655821,0.6160072,0.6206246,0.6539283,-0.0333037
33,1.636902,1.7177408,"('wrong', 'right')",0.7830056,0.77420163,0.10709304,0.12578984,0.991145,0.8605882,0.8941358,1.0629,-0.5832406,-0.38823992,0.6381735,0.6921635,-0.05399
55,-1.5624044,-1.4406013,"('incompetent', 'clever')",-1.5491776,-1.3724916,1.5281998,1.8731232,-2.2429702,-2.005065,-1.2097462,-1.0160346,-1.3541956,-1.611888,-1.0650491,-0.9288263,-0.1362228
48,-1.5308851,-1.4554831,"('unintelligent', 'intelligent')",-1.239503,-1.2087595,-0.70655805,-0.55376863,-2.9565847,-2.9101493,-1.0091294,-0.8862824,-1.9482119,-2.088301,-1.5651453,-1.517124,-0.0480213
26,1.5146049,1.6160069,"('hardhearted', 'benevolent')",1.1260476,1.1735053,-0.96883965,-0.8791683,-0.3232258,-0.26913548,2.886035,2.9156125,0.6774262,0.75408363,0.8186747,0.8851508,-0.0664761
69,1.4751971,1.4282422,"('lazy', 'industrious')",1.5859374,1.5563529,-0.9537598,-1.0702069,2.6790173,2.47186,1.3794872,1.3544041,0.3855781,0.6990924,1.0919096,1.0732907,0.0186189
8,1.4503485,1.4936626,"('unaffectionate', 'affectionate')",1.1633841,1.0844485,-1.4541928,-1.3940972,-0.5197622,-0.5239147,0.9656728,1.1304699,0.6123937,0.8300863,0.3696407,0.4367759,-0.0671352
79,1.4301237,1.3474979,"('wavering', 'unwavering')",1.418935,1.3515786,-0.99272317,-1.0723971,0.3335198,0.1585441,1.1229186,1.0926534,0.2535461,0.43869326,0.5943866,0.5527617,0.0416249
54,1.4293487,1.4518589,"('incapable', 'capable')",1.2736993,1.2911441,-0.43852422,-0.5510952,-0.13116819,-0.15633447,0.8769991,0.86246884,0.36092895,0.39923367,0.5618806,0.549546,0.0123346
52,1.4266162,1.5802906,"('irrational', 'rational')",-0.3963529,-0.5622722,-2.299327,-2.2824051,0.70478535,0.42410955,0.9650369,0.9692725,-0.28672507,-0.055703077,0.0190056,0.0122154,0.0067902
76,-1.4044937,-1.4007119,"('anxious', 'daring')",-0.91150105,-0.8300088,1.9033498,1.9088715,-1.187024,-1.1873709,0.36339173,0.2627639,-0.1644663,-0.36454496,-0.2334572,-0.2685002,0.035043
80,-1.3974069,-1.4626527,"('dominated', 'dominating')",-0.8648558,-0.8129879,1.2462393,1.315877,-0.27734774,-0.20429054,-0.28873515,-0.33899832,-0.5299519,-0.58607835,-0.3520097,-0.3481884,-0.0038213
83,1.3207731,1.2635306,"('powerless', 'powerful')",1.435503,1.2496716,1.2934762,1.2402787,-0.2648679,-0.22496374,0.43964309,0.57649016,-0.8414693,-0.8449174,0.563843,0.5433483,0.0204947
0,-1.3198909,-1.1762861,"('unsociable', 'sociable')",-0.83435667,-0.7128077,0.59629375,0.8328899,-1.3596596,-1.1822646,-0.08933215,-0.056483176,-0.38527018,-0.55660313,-0.5653693,-0.4752592,-0.0901101
57,-1.3192736,-1.069589,"('unimaginative', 'imaginative')",-0.6213824,-0.5241757,-0.2395196,-0.037955575,-1.8889687,-1.655965,-0.4334969,-0.46345794,-1.9423165,-1.8731221,-1.0741596,-0.9373776,-0.136782
30,-1.2718359,-1.1499379,"('intolerant', 'tolerant')",-2.0877569,-1.9152554,0.42032778,0.6378092,-1.7172427,-1.6461977,-1.1869838,-1.1683995,-1.2962494,-1.4786235,-1.1899568,-1.1201007,-0.0698561
35,1.2042392,1.0561907,"('corrupt', 'incorrupt')",1.3134708,1.0423138,-1.0152624,-1.2235187,2.6798048,2.4455132,0.43222547,0.44542995,0.14429596,0.35296106,0.793129,0.6864816,0.1066474
