,prologis_male,prologis_female,tuple,inc_male,inc_female,average_male,average_female,male-female
81,1.0952756,0.8640794,"('submissive', 'aggressive')",-0.39269435,-0.2562802,0.3512906,0.3038996,0.047391
57,-1.0720794,-0.96059304,"('unimaginative', 'imaginative')",-2.4729917,-2.3833106,-1.7725356,-1.6719518,-0.1005838
67,1.0674573,0.851479,"('doubtful', 'determined')",-0.17434207,-0.36121246,0.4465576,0.2451333,0.2014243
56,1.0405308,0.8609226,"('impractical', 'practical')",0.0052277744,0.13563995,0.5228793,0.4982813,0.024598
58,-1.0094745,-0.88667667,"('undiscriminating', 'discriminating')",-0.29383105,-0.23701034,-0.6516528,-0.5618435,-0.0898093
66,-0.9893706,-1.4811779,"('inactive', 'active')",0.73216516,0.4799847,-0.1286027,-0.5005966,0.3719939
33,-0.9469836,-0.8857064,"('wrong', 'right')",-0.39127973,-0.53429437,-0.6691316,-0.7100004,0.0408688
79,-0.93814194,-1.0335048,"('wavering', 'unwavering')",0.14699084,-0.059197407,-0.3955756,-0.5463511,0.1507755
76,0.927097,0.60603106,"('anxious', 'daring')",0.34880358,0.39214468,0.6379503,0.4990879,0.1388624
52,-0.91713035,-0.75293773,"('irrational', 'rational')",0.050956808,-0.060657777,-0.4330868,-0.4067978,-0.026289
16,-0.90943617,-0.9040417,"('unpopular', 'popular')",0.5579392,0.5237515,-0.1757485,-0.1901451,0.0143966
71,-0.86894816,-0.8299819,"('diffident', 'self-confident')",0.6450481,0.6066778,-0.11195,-0.1116521,-0.0002979
25,-0.8515466,-0.5408503,"('egoistic', 'altruistic')",1.3140576,1.3951643,0.2312555,0.427157,-0.1959015
18,-0.8226085,-0.46397385,"('disagreeable', 'welcoming')",-0.286443,-0.24857733,-0.5545257,-0.3562756,-0.1982501
10,-0.80949706,-0.9998972,"('unsympathetic', 'sympathetic')",-0.36240062,-0.40799904,-0.5859488,-0.7039481,0.1179993
12,-0.7934504,-0.7135991,"('unsupportive', 'supportive')",-1.6650503,-1.6568365,-1.2292503,-1.1852179,-0.0440324
38,-0.7687202,-0.7602043,"('untruthful', 'truthful')",0.091975026,0.13502052,-0.3383726,-0.3125919,-0.0257807
64,0.7298067,0.5531731,"('shy', 'confident')",-6.326577,-6.1315823,-2.7983851,-2.7892046,-0.0091805
24,-0.72749954,-0.7225132,"('dishonest', 'honest')",0.6983827,0.75452375,-0.0145584,0.0160053,-0.0305637
62,0.6996526,0.72720844,"('incompetent', 'brilliant')",0.29593372,0.563284,0.4977932,0.6452462,-0.147453
41,-0.6626095,-0.48397684,"('unforgiving', 'forgiving')",0.089283735,0.054774255,-0.2866629,-0.2146013,-0.0720616
61,-0.6537419,-0.6468985,"('illogical', 'logical')",0.014488964,0.17513308,-0.3196265,-0.2358827,-0.0837438
30,0.65361184,0.6612269,"('intolerant', 'tolerant')",1.5421532,1.5920885,1.0978825,1.1266577,-0.0287752
73,0.6334142,0.7731201,"('helpless', 'self-reliant')",-2.9346626,-2.8807127,-1.1506242,-1.0537963,-0.0968279
35,-0.6286849,-0.44926232,"('corrupt', 'incorrupt')",-0.16702984,-0.27424505,-0.3978574,-0.3617537,-0.0361037
7,-0.6254289,-0.5181548,"('insensitive', 'sensitive')",0.41857842,0.50845677,-0.1034252,-0.004849,-0.0985762
17,-0.6198452,-0.6141588,"('nasty', 'nice')",-0.45043743,-0.3897557,-0.5351413,-0.5019572,-0.0331841
4,-0.6099601,-0.53099424,"('disliked', 'liked')",-6.011783,-5.917985,-3.3108716,-3.2244897,-0.0863819
14,0.60972416,0.43024334,"('antisocial', 'social')",-0.8614748,-0.65967536,-0.1258753,-0.114716,-0.0111593
84,0.60568476,0.68800175,"('inferior', 'superior')",1.2099375,1.3757702,0.9078111,1.031886,-0.1240749
27,-0.59129405,-0.67360723,"('hardhearted', 'softhearted')",1.55365,1.396123,0.481178,0.3612579,0.1199201
21,0.5824929,0.45069093,"('immoral', 'moral')",-0.6296771,-0.5409075,-0.0235921,-0.0451083,0.0215162
26,-0.5618326,-0.42326945,"('hardhearted', 'benevolent')",1.4863394,1.6118981,0.4622534,0.5943143,-0.1320609
42,0.5354476,0.3449014,"('unreliable', 'reliable')",-2.968951,-2.9849975,-1.2167517,-1.3200481,0.1032964
20,0.527701,0.39002612,"('rough', 'thoughtful')",1.1958345,1.2046365,0.8617678,0.7973313,0.0644365
83,0.5142646,0.31156033,"('powerless', 'powerful')",-0.8375545,-0.91059744,-0.161645,-0.2995186,0.1378736
48,0.5097283,0.51834655,"('unintelligent', 'intelligent')",1.1299789,1.2130435,0.8198536,0.865695,-0.0458414
39,0.5088285,0.6209239,"('exploitative', 'cooperative')",0.057702746,0.09240301,0.2832656,0.3566634,-0.0733978
65,0.5025105,0.37971255,"('insecure', 'secure')",-0.46403164,-0.26086006,0.0192394,0.0594262,-0.0401868
72,-0.45946687,-0.48217806,"('unambitious', 'ambitious')",-1.0172455,-0.9612115,-0.7383562,-0.7216948,-0.0166614
63,-0.43569547,-0.5554952,"('unperceptive', 'insightful')",1.1515292,1.1446722,0.3579169,0.2945885,0.0633284
55,0.43388402,0.36704946,"('incompetent', 'clever')",0.08432143,0.21351177,0.2591027,0.2902806,-0.0311779
0,-0.42533705,-0.8466303,"('unsociable', 'sociable')",-0.26246563,-0.25792316,-0.3439013,-0.5522767,0.2083754
78,-0.40595856,-0.6605511,"('nonresilient', 'resilient')",0.5006946,0.32589573,0.047368,-0.1673277,0.2146957
23,-0.40252313,-0.4551938,"('insincere', 'sincere')",5.5438585,5.5778413,2.5706677,2.5613236,0.0093441
45,-0.37245443,-0.5024673,"('incompetent', 'competent')",-0.33487952,-0.14368324,-0.353667,-0.3230753,-0.0305917
74,-0.37223583,-0.37120453,"('undedicated', 'dedicated')",-0.08270054,0.067328945,-0.2274682,-0.1519378,-0.0755304
46,-0.3674888,-0.4579436,"('uncompetitive', 'competitive')",-0.7744631,-0.63354313,-0.570976,-0.5457433,-0.0252327
59,-0.32567093,-0.060015462,"('foolish', 'wise')",0.3773134,0.45562464,0.0258212,0.1978046,-0.1719834
70,0.32204986,0.0731332,"('lethargic', 'energetic')",0.6283995,0.6718415,0.4752247,0.3724874,0.1027373
3,-0.26476008,-0.17128964,"('repellent', 'pleasant')",-0.31036896,-0.17893347,-0.2875645,-0.1751116,-0.1124529
87,0.25251573,-0.25518927,"('unsuccessful', 'successful')",0.65416443,0.7721741,0.4533401,0.2584924,0.1948477
50,0.2441418,0.12392712,"('clumsy', 'skillful')",0.39282924,0.30798748,0.3184855,0.2159573,0.1025282
51,0.23315516,-0.025352802,"('uneducated', 'educated')",0.8510414,0.657335,0.5420983,0.3159911,0.2261072
29,-0.2310108,-0.23340037,"('unfair', 'fair')",-0.43737164,-0.54339594,-0.3341912,-0.3883982,0.054207
34,-0.22472537,-0.32195437,"('mean', 'honorable')",6.071229,6.0952773,2.9232519,2.8866615,0.0365904
68,0.22322804,0.17290586,"('dependent', 'independent')",-0.18550003,-0.11796284,0.018864,0.0274715,-0.0086075
22,0.21645114,0.054518405,"('untrustworthy', 'trustworthy')",-1.0418959,-0.91815555,-0.4127223,-0.4318186,0.0190963
40,-0.2139601,0.06772948,"('stingy', 'generous')",-1.3204834,-1.3783952,-0.7672217,-0.6553329,-0.1118888
2,-0.19937617,-0.1971575,"('unlikable', 'likable')",0.45942903,0.5745155,0.1300264,0.188679,-0.0586526
43,-0.19751965,-0.29939032,"('irresponsible', 'responsible')",0.3571955,0.35260147,0.0798379,0.0266056,0.0532323
77,0.19092605,-0.03539455,"('unmotivated', 'motivated')",-0.9177942,-0.88387185,-0.3634341,-0.4596332,0.0961991
13,-0.18837479,-0.4492436,"('impolite', 'polite')",-0.1777535,-0.12013299,-0.1830641,-0.2846883,0.1016242
82,-0.18750948,-0.2641725,"('poor', 'rich')",6.0006804,6.131788,2.9065855,2.9338076,-0.0272221
88,-0.18489909,-0.4788145,"('low', 'eminent')",0.393056,0.30068344,0.1040785,-0.0890655,0.193144
15,-0.14454517,-0.3127066,"('boring', 'funny')",0.59279543,0.5285252,0.2241251,0.1079093,0.1162158
75,0.110466264,0.061716292,"('meek', 'impulsive')",-0.3509805,-0.3802988,-0.1202571,-0.1592913,0.0390342
37,0.10591585,-0.007105564,"('fake', 'genuine')",0.34866604,0.2644432,0.2272909,0.1286688,0.0986221
11,-0.10018516,-0.21175048,"('unhelpful', 'helpful')",1.7433085,1.7534878,0.8215617,0.7708687,0.050693
69,-0.08250198,-0.15017258,"('lazy', 'industrious')",-0.16330399,-0.18066981,-0.122903,-0.1654212,0.0425182
47,0.07341068,0.0635337,"('stupid', 'smart')",5.393858,5.4818277,2.7336342,2.7726808,-0.0390466
49,0.027193896,0.2982115,"('unable', 'able')",0.033256873,0.3494959,0.0302254,0.3238537,-0.2936283
32,-0.019942882,-0.25205484,"('unkind', 'kind')",0.8821253,0.9997819,0.4310912,0.3738635,0.0572277
