,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-1.757633,-1.7002225,"('unfriendly', 'friendly')",1.0092539,1.0249351,-0.3741896,-0.3376437,-0.0365459
86,-1.5839958,-1.5826944,"('uninfluential', 'influential')",-0.2908389,-0.49397808,-0.9374174,-1.0383363,0.1009189
9,-1.5184476,-1.4868877,"('unaffectionate', 'caring')",0.9244248,0.80959857,-0.2970114,-0.3386446,0.0416332
19,-1.5102646,-1.3017833,"('inhospitable', 'hospitable')",-0.9401677,-0.89545894,-1.2252162,-1.0986211,-0.1265951
36,-1.4806002,-1.4902498,"('hostile', 'amicable')",-0.3580568,-0.53774774,-0.9193285,-1.0139987,0.0946702
6,-1.4198012,-1.5598956,"('distant', 'open')",-0.7058348,-0.77609825,-1.0628181,-1.1679969,0.1051788
76,1.3002269,1.3450992,"('anxious', 'daring')",0.053868122,0.07761638,0.6770476,0.7113578,-0.0343102
42,1.2827818,1.2544265,"('unreliable', 'reliable')",-2.6114633,-2.6098032,-0.6643407,-0.6776884,0.0133477
8,-1.2312672,-1.2861897,"('unaffectionate', 'affectionate')",0.4423242,0.42910013,-0.3944715,-0.4285448,0.0340733
53,-1.1974702,-1.1036568,"('uncreative', 'creative')",0.23765561,0.42214218,-0.4799073,-0.3407573,-0.13915
44,1.1809652,0.8444894,"('prejudiced', 'unprejudiced')",-1.0721798,-1.2351543,0.0543927,-0.1953324,0.2497251
28,-1.1362923,-1.0771844,"('disloyal', 'loyal')",0.65853757,0.6457671,-0.2388774,-0.2157087,-0.0231687
5,-1.1348469,-1.228257,"('distant', 'outgoing')",-0.8888346,-0.8746319,-1.0118408,-1.0514444,0.0396036
39,1.1151512,0.99260825,"('exploitative', 'cooperative')",0.3421455,0.3314203,0.7286483,0.6620142,0.0666341
79,-1.0680147,-1.1961198,"('wavering', 'unwavering')",-0.79266065,-0.92860746,-0.9303377,-1.0623636,0.1320259
60,0.83776027,0.87691826,"('inefficient', 'efficient')",0.1723166,0.28272635,0.5050384,0.5798223,-0.0747839
2,0.7961584,0.87631625,"('unlikable', 'likable')",0.6359102,0.7497328,0.7160343,0.8130245,-0.0969902
10,-0.78183955,-0.77011573,"('unsympathetic', 'sympathetic')",-0.24536046,-0.3766257,-0.5136,-0.5733707,0.0597707
3,-0.7699242,-0.42155924,"('repellent', 'pleasant')",0.8151706,1.0059935,0.0226232,0.2922171,-0.2695939
0,-0.7686974,-0.858291,"('unsociable', 'sociable')",-0.17741965,-0.41971013,-0.4730585,-0.6390005,0.165942
23,-0.7608013,-0.57934016,"('insincere', 'sincere')",5.0824947,5.061996,2.1608467,2.241328,-0.0804813
31,-0.75271195,-0.8251598,"('evil', 'good')",-0.8409992,-0.91707814,-0.7968556,-0.871119,0.0742634
67,0.71083766,0.5877043,"('doubtful', 'determined')",-0.46548015,-0.45119697,0.1226788,0.0682537,0.0544251
52,-0.7000577,-0.7662356,"('irrational', 'rational')",-0.13031803,-0.17498069,-0.4151879,-0.4706081,0.0554202
14,0.67253125,0.74137664,"('antisocial', 'social')",0.123546645,0.15741718,0.398039,0.4493969,-0.0513579
82,-0.6683701,-0.41261578,"('poor', 'rich')",5.8930798,6.059891,2.6123548,2.8236377,-0.2112829
57,-0.65455604,-0.68835294,"('unimaginative', 'imaginative')",-2.7659256,-2.5978613,-1.7102408,-1.6431072,-0.0671336
66,-0.6501555,-0.84011364,"('inactive', 'active')",0.2765264,0.14933021,-0.1868145,-0.3453917,0.1585772
30,0.64592624,0.79907525,"('intolerant', 'tolerant')",0.7389409,0.97540987,0.6924336,0.8872426,-0.194809
38,-0.6429108,-0.7456534,"('untruthful', 'truthful')",-0.59555924,-0.36846,-0.619235,-0.5570567,-0.0621783
80,0.63236773,0.5053048,"('dominated', 'dominating')",-0.6521664,-0.8256166,-0.0098993,-0.1601559,0.1502566
81,0.623335,0.67277616,"('submissive', 'aggressive')",-0.30659485,-0.20208526,0.1583701,0.2353455,-0.0769754
62,0.59599346,0.8966005,"('incompetent', 'brilliant')",0.4785319,0.6798504,0.5372627,0.7882254,-0.2509627
16,-0.59507275,-0.4540034,"('unpopular', 'popular')",0.4278696,0.433681,-0.0836016,-0.0101612,-0.0734404
58,-0.5893884,-0.40807766,"('undiscriminating', 'discriminating')",0.1682042,0.10937822,-0.2105921,-0.1493497,-0.0612424
73,0.57415116,0.7190096,"('helpless', 'self-reliant')",-3.0079203,-2.9357665,-1.2168846,-1.1083784,-0.1085062
24,-0.56184554,-0.48390928,"('dishonest', 'honest')",0.4581825,0.47751546,-0.0518315,-0.0031969,-0.0486346
68,-0.4799022,-0.63276684,"('dependent', 'independent')",-0.7100446,-0.7610417,-0.5949734,-0.6969043,0.1019309
69,0.47575217,0.16264272,"('lazy', 'industrious')",-0.5182964,-0.4380028,-0.0212721,-0.13768,0.1164079
51,-0.4431642,-0.27698562,"('uneducated', 'educated')",0.05858101,0.0994389,-0.1922916,-0.0887734,-0.1035182
45,-0.4107148,-0.37052432,"('incompetent', 'competent')",0.40234998,0.2728524,-0.0041824,-0.048836,0.0446536
29,-0.4089566,-0.52670926,"('unfair', 'fair')",-0.172875,-0.35518476,-0.2909158,-0.440947,0.1500312
54,-0.40161577,-0.45887294,"('incapable', 'capable')",0.52948165,0.6005643,0.0639329,0.0708457,-0.0069128
70,0.38534272,0.39098793,"('lethargic', 'energetic')",0.40973213,0.41909802,0.3975374,0.405043,-0.0075056
