,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,average_male,average_female,male-female
39,1.9444064,1.7247319,"('exploitative', 'cooperative')",1.8128225,1.7491199,0.49433535,0.5384163,1.417188,1.3374227,0.0797653
36,-1.6437895,-1.6209304,"('hostile', 'amicable')",-1.193411,-1.6433278,-0.12428235,-0.09379946,-0.987161,-1.1193526,0.1321916
16,-1.5685807,-1.5818048,"('unpopular', 'popular')",-0.6745588,-0.9082657,0.511204,0.2774567,-0.5773118,-0.7375379,0.1602261
29,-1.4941481,-1.2719299,"('unfair', 'fair')",-0.72978044,-0.7978363,-0.40908948,-0.3182498,-0.8776727,-0.7960052,-0.0816675
1,-1.4672906,-1.1387153,"('unfriendly', 'friendly')",-0.4754588,-0.6759304,1.2491816,1.3803471,-0.2311893,-0.1447662,-0.0864231
31,-1.2387726,-0.9547665,"('evil', 'good')",-1.2772818,-1.4225748,-0.81916654,-0.765885,-1.1117403,-1.047742,-0.0639983
53,-1.2068594,-1.0106357,"('uncreative', 'creative')",-0.32862094,-0.43498117,0.09972177,0.33270213,-0.4785862,-0.3709716,-0.1076146
81,1.1716883,0.9521218,"('submissive', 'aggressive')",0.9308151,1.0921026,-0.43136513,-0.5275567,0.5570461,0.5055559,0.0514902
8,-1.1140587,-0.76337975,"('unaffectionate', 'affectionate')",-0.59327537,-0.7550337,0.09750743,0.39859462,-0.5366089,-0.3732729,-0.163336
51,1.0091047,0.83453625,"('uneducated', 'educated')",0.053301573,0.17803562,0.15554729,0.23930454,0.4059845,0.4172921,-0.0113076
76,0.9443505,0.904352,"('anxious', 'daring')",0.93626666,0.9189741,-0.14339411,-0.3224325,0.5790743,0.5002979,0.0787764
64,0.9361679,0.87739354,"('shy', 'confident')",0.7291155,0.8121664,-5.740689,-5.9527674,-1.3584684,-1.4210691,0.0626007
21,0.91407037,0.75003225,"('immoral', 'moral')",0.5975142,0.56453055,-0.503099,-0.6039946,0.3361619,0.2368561,0.0993058
73,0.9130008,1.1128421,"('helpless', 'self-reliant')",-0.7093509,-0.8070485,-3.4541845,-3.3922317,-1.0835115,-1.0288127,-0.0546988
4,-0.9074616,-0.8243816,"('disliked', 'liked')",-0.8516738,-1.1591547,-6.7495456,-7.2505894,-2.8362271,-3.0780417,0.2418146
60,0.8619749,0.512537,"('inefficient', 'efficient')",1.7145568,1.9859271,-0.043837897,0.027581079,0.8442313,0.842015,0.0022163
24,0.8609101,1.1066862,"('dishonest', 'honest')",-0.06800512,0.014800992,0.07748014,0.13735795,0.2901284,0.4196151,-0.1294867
67,0.85814214,0.8103083,"('doubtful', 'determined')",0.5268639,0.533081,-0.19774984,-0.45642185,0.395752,0.2956558,0.1000962
87,0.8118477,0.39118522,"('unsuccessful', 'successful')",1.0387776,0.60679364,1.2708361,0.75924945,1.0404871,0.5857428,0.4547443
72,0.7978822,0.8250539,"('unambitious', 'ambitious')",1.8548818,2.0409737,-0.52346855,-0.27219582,0.7097651,0.8646106,-0.1548455
12,0.7977809,0.6824236,"('unsupportive', 'supportive')",0.543249,0.41778955,-2.0300262,-2.0928397,-0.2296654,-0.3308755,0.1012101
45,-0.79332644,-0.72446895,"('incompetent', 'competent')",-0.18337843,-0.11931497,-0.06702992,-0.26764822,-0.3479116,-0.3704774,0.0225658
18,0.7345834,0.70520675,"('disagreeable', 'welcoming')",-0.5413246,-0.6448697,-0.43559566,-0.3902178,-0.080779,-0.1099602,0.0291812
57,-0.6986782,-0.5885242,"('unimaginative', 'imaginative')",0.17514774,0.06288378,-3.1084895,-3.1843438,-1.2106733,-1.2366614,0.0259881
14,0.68527365,0.593378,"('antisocial', 'social')",2.0073411,2.154963,0.43630925,0.09488966,1.0429747,0.9477436,0.0952311
56,0.684698,0.48619384,"('impractical', 'practical')",1.7358651,1.8443413,-0.51466066,-0.66796154,0.6353009,0.5541912,0.0811097
78,-0.6795411,-0.94330627,"('nonresilient', 'resilient')",0.293978,0.14501768,0.013051238,0.09107479,-0.1241706,-0.2357379,0.1115673
80,0.6600448,0.45184734,"('dominated', 'dominating')",0.52243304,0.67178917,-0.78276163,-0.8894876,0.1332387,0.0780496,0.0551891
3,-0.65285873,-0.67338705,"('repellent', 'pleasant')",-0.28911307,-0.14508218,0.7625523,0.84969145,-0.0598065,0.0104074,-0.0702139
41,-0.6426068,-0.38639867,"('unforgiving', 'forgiving')",-0.008107139,-0.17568141,0.06701707,-0.03620389,-0.1945656,-0.199428,0.0048624
6,-0.637012,-0.3717531,"('distant', 'open')",-1.6415082,-1.9583375,-0.78119594,-0.5990449,-1.0199053,-0.9763784,-0.0435269
71,0.63362813,0.39457735,"('diffident', 'self-confident')",1.1582819,1.0147574,0.34323385,0.2394597,0.7117147,0.5495981,0.1621166
52,-0.6197792,-0.17655273,"('irrational', 'rational')",-1.1749479,-1.336186,0.15819487,0.26523575,-0.5455107,-0.4158343,-0.1296764
11,0.61140734,0.14204995,"('unhelpful', 'helpful')",-0.104429275,-0.33549565,1.6551085,1.4965717,0.7206955,0.4343753,0.2863202
2,0.6096721,0.4638723,"('unlikable', 'likable')",0.93561316,0.6384003,1.0068003,0.7803632,0.8506951,0.6275453,0.2231498
47,-0.6091315,-0.64077854,"('stupid', 'smart')",0.79191124,0.6999192,5.2143207,5.4574256,1.7990335,1.8388554,-0.0398219
