,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.83751017,-0.61701137,"('nonresilient', 'resilient')",1.3970128,1.4376168,0.70736784,0.7152263,0.4222902,0.5119439,-0.0896537
80,0.83457386,0.6956035,"('dominated', 'dominating')",-0.17171311,-0.2985301,-0.9762433,-1.1228845,-0.1044609,-0.241937,0.1374761
30,0.8341977,1.0228952,"('intolerant', 'tolerant')",0.7920226,0.9569782,1.1054522,1.2658015,0.9105574,1.0818917,-0.1713343
70,0.82454485,1.1285443,"('lethargic', 'energetic')",0.27633646,0.37474954,0.8662523,0.9563375,0.6557112,0.8198771,-0.1641659
38,-0.82176125,-0.3857949,"('untruthful', 'truthful')",0.09105164,0.39569086,-0.0059256367,0.35715434,-0.2455451,0.1223501,-0.3678952
84,0.75774735,0.69005466,"('inferior', 'superior')",0.22283405,0.16675301,0.9500368,0.78418463,0.6435394,0.5469974,0.096542
85,-0.7260164,-1.0359468,"('insignificant', 'prestigious')",1.0564787,0.78231204,0.55669206,0.35433564,0.2957181,0.0335669,0.2621512
44,0.71927625,0.4834846,"('prejudiced', 'unprejudiced')",-0.33760977,-0.39115977,-1.6857315,-1.6332729,-0.4346883,-0.5136493,0.078961
83,-0.6998665,-0.7390894,"('powerless', 'powerful')",0.22236952,0.21936662,-1.0627162,-1.1180155,-0.5134044,-0.5459128,0.0325084
77,-0.6858022,-0.3715436,"('unmotivated', 'motivated')",0.9402839,0.97595924,-1.099075,-1.0713832,-0.2815311,-0.1556559,-0.1258752
46,0.6701137,0.8482824,"('uncompetitive', 'competitive')",1.0743603,1.0054661,-0.47823432,-0.54312503,0.4220799,0.4368745,-0.0147946
25,-0.66556036,-0.65988636,"('egoistic', 'altruistic')",-0.3018695,-0.14055353,1.4240117,1.4978873,0.1521939,0.2324825,-0.0802886
18,-0.65833473,-0.3798135,"('disagreeable', 'welcoming')",-0.49957192,-0.43851507,-0.5166985,-0.46044955,-0.5582017,-0.4262594,-0.1319423
88,-0.65244824,-0.670211,"('low', 'eminent')",-0.9460177,-0.967546,0.14970383,0.055972338,-0.4829207,-0.5272616,0.0443409
60,0.6508612,1.2901704,"('inefficient', 'efficient')",0.2970297,0.59390324,-0.201832,0.14460307,0.2486863,0.6762256,-0.4275393
63,-0.6223292,-0.04860998,"('unperceptive', 'insightful')",1.2165054,1.3166628,1.2729938,1.379473,0.62239,0.8825086,-0.2601186
34,-0.61290115,-0.3685603,"('mean', 'honorable')",0.47314495,0.6119632,6.2604623,6.3296995,2.0402354,2.1910342,-0.1507988
67,0.6039151,0.76376754,"('doubtful', 'determined')",0.13033335,0.20790637,-0.4203577,-0.32013148,0.1046303,0.2171808,-0.1125505
23,-0.599996,-0.08113983,"('insincere', 'sincere')",0.49111786,0.6780951,5.941529,6.042882,1.9442169,2.2132791,-0.2690622
19,-0.59538656,-0.4712075,"('inhospitable', 'hospitable')",-0.37415707,-0.30490857,-0.039376173,-0.05894439,-0.3363066,-0.2783535,-0.0579531
71,0.5913836,0.8010863,"('diffident', 'self-confident')",1.5865197,1.611176,0.5562116,0.5603781,0.9113715,0.9908802,-0.0795087
40,-0.58987427,-0.676541,"('stingy', 'generous')",0.9588418,0.75279325,-1.6499425,-1.9566132,-0.4269917,-0.6267869,0.1997952
61,-0.5893888,-0.47029352,"('illogical', 'logical')",1.0435424,1.1248555,0.13670526,0.07616347,0.196953,0.2435752,-0.0466222
75,-0.58049184,-0.57649523,"('meek', 'impulsive')",-0.7048601,-0.47066933,-0.4531699,-0.35216743,-0.5795073,-0.466444,-0.1130633
4,-0.57122654,-0.545,"('disliked', 'liked')",-0.36587027,-0.21842892,-6.725013,-6.6226196,-2.5540365,-2.4620161,-0.0920204
64,0.55615216,0.43888465,"('shy', 'confident')",0.6428071,0.5694512,-6.898403,-6.8886156,-1.8998146,-1.9600932,0.0602786
87,0.54753196,0.4392775,"('unsuccessful', 'successful')",1.573916,1.4996153,0.8814708,0.782296,1.0009729,0.9070629,0.09391
20,-0.52946275,-0.510689,"('rough', 'thoughtful')",-0.13636525,-0.18143769,0.73589,0.48338497,0.023354,-0.0695806,0.0929346
48,-0.50500923,-0.36207977,"('unintelligent', 'intelligent')",-0.6283484,-0.730294,0.23566924,0.13235763,-0.2992295,-0.3200054,0.0207759
35,-0.4836424,-0.8560005,"('corrupt', 'incorrupt')",-1.2362249,-1.2728313,-0.25756153,-0.3474519,-0.6591429,-0.8254279,0.166285
0,-0.47776744,-0.5108338,"('unsociable', 'sociable')",0.6066935,0.573623,-0.48096848,-0.5099295,-0.1173475,-0.1490468,0.0316993
69,0.47459143,0.30422294,"('lazy', 'industrious')",0.88033575,0.9715905,-0.30931196,-0.3577812,0.3485384,0.3060108,0.0425276
49,-0.44423172,-0.18435948,"('unable', 'able')",-1.0276892,-0.83746374,-0.30665424,-0.16485572,-0.5928584,-0.3955596,-0.1972988
11,-0.44017097,0.18118858,"('unhelpful', 'helpful')",0.39156812,0.6244017,2.1050568,2.3158002,0.6854846,1.0404634,-0.3549788
56,0.42643318,0.81013715,"('impractical', 'practical')",0.4515111,0.6628016,-0.16217807,0.032128535,0.2385887,0.5016891,-0.2631004
81,0.4091266,0.6092979,"('submissive', 'aggressive')",1.1130413,1.247256,-0.5948272,-0.38762134,0.3091136,0.4896442,-0.1805306
55,0.40464333,0.5895982,"('incompetent', 'clever')",-0.52178055,-0.54191333,-0.29210082,-0.33895704,-0.1364127,-0.0970907,-0.039322
13,0.3947258,0.96595025,"('impolite', 'polite')",0.73735815,0.8555807,-0.062084302,0.1245137,0.3566665,0.6486816,-0.2920151
29,-0.38703993,-0.40341726,"('unfair', 'fair')",-0.53680813,-0.52442724,-0.70776445,-1.0061021,-0.5438708,-0.6446489,0.1007781
54,-0.371674,-0.1790836,"('incapable', 'capable')",0.90354925,1.007862,1.0562927,1.2786194,0.5293893,0.7024659,-0.1730766
7,0.36406246,0.6498689,"('insensitive', 'sensitive')",0.6879886,0.5836955,0.9856911,0.82938755,0.6792474,0.6876507,-0.0084033
74,-0.36228573,-0.2804621,"('undedicated', 'dedicated')",0.3194032,0.34944955,0.08801195,-0.019307276,0.0150431,0.0165601,-0.001517
73,0.32524312,0.48593277,"('helpless', 'self-reliant')",0.555005,0.5988172,-3.3673773,-3.2502315,-0.8290431,-0.7218272,-0.1072159
14,0.32049096,0.45692864,"('antisocial', 'social')",1.6267018,1.7201809,-0.8315733,-0.78373456,0.3718731,0.4644583,-0.0925852
3,-0.32006282,-0.12622818,"('repellent', 'pleasant')",-0.020523176,-0.04786678,0.033707015,-0.027007408,-0.102293,-0.0670341,-0.0352589
66,-0.3178983,-0.75522643,"('inactive', 'active')",1.3017752,1.1414883,1.5199349,1.2167385,0.8346039,0.5343335,0.3002704
22,0.30135226,0.30887944,"('untrustworthy', 'trustworthy')",-0.53339624,-0.5861758,-1.1675775,-1.1750021,-0.4665405,-0.4840995,0.017559
47,0.2933907,0.50226575,"('stupid', 'smart')",0.76334226,0.8740289,5.813339,5.816933,2.2900241,2.3977426,-0.1077185
76,0.2906267,0.41898257,"('anxious', 'daring')",0.28993618,0.32483503,0.16428974,0.27834332,0.2482842,0.3407203,-0.0924361
17,0.28177118,0.32248002,"('nasty', 'nice')",-0.4645981,-0.2279624,-0.6411545,-0.6131986,-0.2746605,-0.1728936,-0.1017669
26,-0.2706708,-0.603118,"('hardhearted', 'benevolent')",1.1517438,0.90461546,1.439352,1.1745542,0.773475,0.4920172,0.2814578
2,-0.2532438,-0.0074357726,"('unlikable', 'likable')",2.1948428,2.3086493,0.41846782,0.5450829,0.786689,0.9487654,-0.1620764
12,0.22720224,0.5598761,"('unsupportive', 'supportive')",1.2428002,1.3178353,-1.6226978,-1.5979437,-0.0508985,0.0932559,-0.1441544
51,0.22057816,0.47291946,"('uneducated', 'educated')",-0.20860109,-0.09387517,0.5758995,0.50747865,0.1959589,0.2955076,-0.0995487
32,0.21271832,0.587731,"('unkind', 'kind')",0.22466955,0.29203987,0.7674624,0.86837095,0.4016167,0.5827139,-0.1810972
50,0.20985846,0.5456069,"('clumsy', 'skillful')",0.49176842,0.6451105,0.2851144,0.34754884,0.3289138,0.5127554,-0.1838416
82,-0.20646532,0.18252556,"('poor', 'rich')",-0.3191854,0.12411842,6.195593,6.452616,1.8899806,2.2530867,-0.3631061
10,0.15519704,0.19401282,"('unsympathetic', 'sympathetic')",-0.3454058,-0.37837225,0.009384958,-0.06502739,-0.0602746,-0.0831289,0.0228543
41,-0.13542116,0.054247644,"('unforgiving', 'forgiving')",0.8819486,0.90701365,-0.26717725,-0.40385458,0.1597834,0.1858022,-0.0260188
62,0.13470124,0.7981982,"('incompetent', 'brilliant')",0.6686143,1.0239722,0.1763303,0.58419687,0.3265486,0.8021224,-0.4755738
15,0.13049656,-0.035783533,"('boring', 'funny')",-0.26580405,-0.2415731,0.2759875,0.1326199,0.0468933,-0.0482456,0.0951389
45,0.11613288,0.22034284,"('incompetent', 'competent')",-0.18093294,-0.10784814,-0.33102822,-0.39605802,-0.1319428,-0.0945211,-0.0374217
24,0.11534998,0.11108726,"('dishonest', 'honest')",-0.09518391,-0.091311105,0.55246973,0.5468499,0.1908786,0.1888754,0.0020032
33,-0.09228599,-0.2250623,"('wrong', 'right')",1.0356858,0.86356485,-0.6295308,-0.7182938,0.104623,-0.0265971,0.1312201
59,0.055837207,0.050783098,"('foolish', 'wise')",0.42953292,0.38068947,0.5459709,0.5157456,0.3437804,0.3157394,0.028041
27,0.04929052,-0.20819694,"('hardhearted', 'softhearted')",0.07841099,-0.111114636,1.7375057,1.4420576,0.6217357,0.3742487,0.247487
21,0.029529205,0.3886994,"('immoral', 'moral')",0.5840278,0.67805827,-0.8412709,-0.8114517,-0.0759046,0.085102,-0.1610066
65,0.014159054,0.11604726,"('insecure', 'secure')",-0.45579016,-0.4348181,-0.74420077,-0.57913506,-0.3952773,-0.299302,-0.0959753
43,0.013652857,0.3086598,"('irresponsible', 'responsible')",0.9553908,0.95676905,0.6093021,0.55802494,0.5261153,0.6078179,-0.0817026
