,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.741152,-1.6486874,"('unfriendly', 'friendly')",0.96082914,0.8567223,1.8477132,1.6880926,0.3557968,0.2987092,0.0570876
53,-1.6934401,-1.3273711,"('uncreative', 'creative')",0.8099397,0.8459344,0.9282301,0.8717756,0.0149099,0.130113,-0.1152031
6,-1.4907318,-1.4594347,"('distant', 'open')",-0.4744919,-0.43863302,0.5619891,0.4333987,-0.4677449,-0.488223,0.0204781
52,-1.375631,-1.5239873,"('irrational', 'rational')",-0.24214068,-0.29672152,-0.34700236,-0.5327681,-0.6549247,-0.7844923,0.1295676
72,-1.3632412,-1.3668774,"('unambitious', 'ambitious')",-0.39163336,-0.43532896,-1.1936873,-1.1395497,-0.982854,-0.9805854,-0.0022686
79,-1.2128086,-1.354095,"('wavering', 'unwavering')",-0.68011945,-0.66423583,0.36318427,0.23730066,-0.5099146,-0.5936767,0.0837621
86,-1.1840483,-1.1888947,"('uninfluential', 'influential')",-0.41124043,-0.44961098,-0.13849151,-0.29589307,-0.5779268,-0.6447996,0.0668728
57,-1.1548663,-1.2389635,"('unimaginative', 'imaginative')",-0.040403824,-0.19247374,-2.6521404,-2.9057314,-1.2824702,-1.4457229,0.1632527
5,-1.114733,-0.97106946,"('distant', 'outgoing')",0.19600117,0.36789724,-0.061688762,-0.009900674,-0.3268069,-0.2043576,-0.1224493
36,-1.0960362,-1.5761952,"('hostile', 'amicable')",-0.29081348,-0.47741503,0.18056142,-0.058458045,-0.4020961,-0.7040228,0.3019267
68,-1.0925057,-1.0353059,"('dependent', 'independent')",-1.8927575,-1.8719141,-0.6778847,-0.7638507,-1.2210493,-1.2236902,0.0026409
9,-1.0455447,-0.96974444,"('unaffectionate', 'caring')",1.3302634,1.2867491,1.258738,1.2849869,0.5144856,0.5339972,-0.0195116
28,-1.0321409,-0.85375965,"('disloyal', 'loyal')",-0.22329085,-0.22951905,0.7776463,0.75972635,-0.1592618,-0.1078508,-0.051411
31,-1.0309606,-1.2254314,"('evil', 'good')",-1.164332,-1.2080845,-1.1513448,-1.2963005,-1.1155457,-1.2432721,0.1277264
37,0.9851679,0.8746504,"('fake', 'genuine')",-0.6205728,-0.7101377,0.5518828,0.42489657,0.3054926,0.1964697,0.1090229
8,-0.97685814,-1.1320443,"('unaffectionate', 'affectionate')",-0.030786747,-0.06743313,0.75992155,0.67725646,-0.0825744,-0.1740737,0.0914993
58,-0.9586784,-1.0442418,"('undiscriminating', 'discriminating')",1.1365061,0.8467369,0.14493838,-0.12780409,0.1075887,-0.1084363,0.216025
39,0.952817,1.0704335,"('exploitative', 'cooperative')",0.7864029,0.8061832,-0.16514115,-0.17181571,0.5246929,0.568267,-0.0435741
42,0.9509812,1.1571132,"('unreliable', 'reliable')",0.7814117,0.92256427,-2.774958,-2.6280582,-0.3475217,-0.1827935,-0.1647282
16,-0.93050116,-0.6091056,"('unpopular', 'popular')",-0.3088444,-0.15478559,0.42177016,0.55209494,-0.2725251,-0.0705987,-0.2019264
