,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-0.46415672,-1.3277009,"('unfriendly', 'friendly')",1.9679217,1.7399709,0.7518825,0.206135,0.5457475
70,-0.4603655,-0.011887368,"('lethargic', 'energetic')",0.6689642,0.94656706,0.1042994,0.4673398,-0.3630404
17,-0.45922726,-0.5896348,"('nasty', 'nice')",-0.60349023,-0.6340311,-0.5313587,-0.611833,0.0804743
60,0.44761136,0.816152,"('inefficient', 'efficient')",-0.15893407,0.016071819,0.1443386,0.4161119,-0.2717733
40,0.42010313,0.18169048,"('stingy', 'generous')",-0.9964472,-1.350826,-0.288172,-0.5845678,0.2963958
7,-0.38603845,-0.41737348,"('insensitive', 'sensitive')",0.7728449,0.75130504,0.1934032,0.1669658,0.0264374
29,-0.36652428,-0.2651176,"('unfair', 'fair')",-0.4802919,-0.48658472,-0.4234081,-0.3758512,-0.0475569
13,-0.3656271,-0.4676403,"('impolite', 'polite')",-0.6617205,-0.77787745,-0.5136738,-0.6227589,0.1090851
63,-0.36519223,-0.2647344,"('unperceptive', 'insightful')",1.0318286,0.9609832,0.3333182,0.3481244,-0.0148062
75,-0.3438819,-0.114908576,"('meek', 'impulsive')",-0.45844975,-0.41559014,-0.4011658,-0.2652494,-0.1359164
14,0.3346697,0.6065723,"('antisocial', 'social')",-0.65673345,-0.5426848,-0.1610319,0.0319437,-0.1929756
77,-0.33382833,-0.40146306,"('unmotivated', 'motivated')",-1.1825942,-1.2786958,-0.7582113,-0.8400794,0.0818681
2,0.3310364,0.35130587,"('unlikable', 'likable')",0.37924168,0.52444434,0.355139,0.4378751,-0.0827361
87,0.3293584,0.35255027,"('unsuccessful', 'successful')",0.89122045,0.807765,0.6102895,0.5801576,0.0301319
79,-0.31741655,-0.4068655,"('wavering', 'unwavering')",0.019110002,0.11047707,-0.1491533,-0.1481942,-0.0009591
41,-0.30836597,-0.59867084,"('unforgiving', 'forgiving')",0.16444048,-0.09001252,-0.0719627,-0.3443417,0.272379
72,-0.3056596,-0.34039164,"('unambitious', 'ambitious')",-0.6119664,-0.46218354,-0.458813,-0.4012876,-0.0575254
58,0.29312864,0.25802284,"('undiscriminating', 'discriminating')",0.20698565,0.12684444,0.2500572,0.1924336,0.0576236
32,-0.28726545,-0.4342818,"('unkind', 'kind')",0.68199897,0.7246884,0.1973668,0.1452033,0.0521635
76,0.27746713,0.7472979,"('anxious', 'daring')",0.16380692,0.4398273,0.220637,0.5935626,-0.3729256
55,-0.26932424,-0.05805114,"('incompetent', 'clever')",0.1113393,0.08312379,-0.0789925,0.0125363,-0.0915288
62,0.25882414,0.5776082,"('incompetent', 'brilliant')",0.04606459,0.22771055,0.1524444,0.4026594,-0.250215
59,0.24984337,-0.0013425313,"('foolish', 'wise')",0.49841312,0.417644,0.3741283,0.2081507,0.1659776
35,-0.23368433,-0.4356883,"('corrupt', 'incorrupt')",0.062301714,-0.01701073,-0.0856913,-0.2263495,0.1406582
84,0.2176146,0.17197111,"('inferior', 'superior')",1.0104064,0.95510876,0.6140105,0.5635399,0.0504706
12,-0.20778078,-0.33119038,"('unsupportive', 'supportive')",-1.6919527,-1.7969778,-0.9498668,-1.0640841,0.1142173
74,-0.20193793,-0.04312133,"('undedicated', 'dedicated')",0.33893692,0.41242653,0.0684995,0.1846526,-0.1161531
47,0.16720575,0.40337554,"('stupid', 'smart')",5.3596373,5.7548137,2.7634215,3.0790946,-0.3156731
56,0.14600664,0.58811766,"('impractical', 'practical')",-0.20527296,-0.047979355,-0.0296332,0.2700692,-0.2997024
67,-0.13991545,0.1113276,"('doubtful', 'determined')",-0.946704,-0.67938876,-0.5433097,-0.2840306,-0.2592791
22,0.13587126,0.13818601,"('untrustworthy', 'trustworthy')",-0.76686716,-0.8359154,-0.3154979,-0.3488647,0.0333668
37,-0.12992093,-0.014007881,"('fake', 'genuine')",0.3843089,0.5917484,0.127194,0.2888703,-0.1616763
11,-0.12305352,-0.044098362,"('unhelpful', 'helpful')",1.1310188,1.2983526,0.5039826,0.6271271,-0.1231445
52,0.099672675,-0.525921,"('irrational', 'rational')",0.22534926,0.044143677,0.162511,-0.2408887,0.4033997
64,0.093229234,0.09587835,"('shy', 'confident')",-6.387576,-6.673238,-3.1471734,-3.2886798,0.1415064
25,0.08675644,-0.51425695,"('egoistic', 'altruistic')",1.8447028,1.6955492,0.9657297,0.5906461,0.3750836
81,0.06572413,0.6239107,"('submissive', 'aggressive')",-0.7335614,-0.59989387,-0.3339186,0.0120084,-0.345927
42,0.057818554,0.30628094,"('unreliable', 'reliable')",-2.7026453,-2.6773689,-1.3224133,-1.185544,-0.1368693
24,-0.057111617,-0.36407185,"('dishonest', 'honest')",0.58482355,0.6515847,0.263856,0.1437564,0.1200996
27,-0.04544834,-0.28880978,"('hardhearted', 'softhearted')",1.4875638,1.3867224,0.7210578,0.5489563,0.1721015
71,0.03691778,-0.18615054,"('diffident', 'self-confident')",0.68905973,0.77820235,0.3629888,0.2960259,0.0669629
21,-0.031750083,-0.034454163,"('immoral', 'moral')",-0.7459643,-0.7445817,-0.3888572,-0.3895179,0.0006607
31,-0.03032552,-0.37618425,"('evil', 'good')",-0.7062501,-0.8529524,-0.3682878,-0.6145684,0.2462806
88,-0.026911503,-0.10815297,"('low', 'eminent')",0.21207508,0.33185062,0.0925818,0.1118488,-0.019267
78,-0.026204478,0.0106185,"('nonresilient', 'resilient')",0.3362862,0.13963579,0.1550409,0.0751271,0.0799138
30,-0.020357095,0.10885081,"('intolerant', 'tolerant')",0.9523255,0.99546605,0.4659842,0.5521584,-0.0861742
34,-0.007417865,-0.05190108,"('mean', 'honorable')",5.843052,6.0642824,2.9178171,3.0061908,-0.0883737
65,0.0073098596,0.16920188,"('insecure', 'secure')",-0.24740043,-0.24824882,-0.1200453,-0.0395235,-0.0805218
50,0.005343783,0.08780789,"('clumsy', 'skillful')",0.18504402,0.2058024,0.0951939,0.1468051,-0.0516112
