,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
29,-0.6556543,-0.5547851,"('unfair', 'fair')",-0.49982306,-0.5023121,-0.94292665,-0.7792686,-0.699468,-0.6121219,-0.0873461
60,-0.621828,-0.6976226,"('inefficient', 'efficient')",1.1367779,1.0566977,-0.023137605,-0.2531022,0.1639374,0.0353243,0.1286131
14,-0.6198096,-0.6709623,"('antisocial', 'social')",1.5018333,1.5279397,-0.74921525,-0.9407749,0.0442695,-0.0279325,0.072202
28,-0.58510107,-0.49924797,"('disloyal', 'loyal')",0.047892973,0.13237752,1.049448,0.9529995,0.1707466,0.1953763,-0.0246297
33,0.5823662,0.65693855,"('wrong', 'right')",0.7329111,0.8626655,-0.8576865,-0.7834815,0.1525303,0.2453742,-0.0928439
65,-0.5299043,-0.6638261,"('insecure', 'secure')",0.10295291,0.2779581,-0.38177294,-0.4305924,-0.2695748,-0.2721535,0.0025787
69,0.5283338,0.4388739,"('lazy', 'industrious')",0.4545904,0.45152792,-0.6435936,-0.57419467,0.1131102,0.1054024,0.0077078
79,0.5240718,0.36179847,"('wavering', 'unwavering')",-0.2766942,-0.32117814,0.35483414,0.358707,0.2007372,0.1331091,0.0676281
88,-0.5214592,-0.21155737,"('low', 'eminent')",-0.6136431,-0.51283115,0.22670177,0.24175341,-0.3028002,-0.1608784,-0.1419218
30,0.51841754,0.39579004,"('intolerant', 'tolerant')",1.4483293,1.3948231,0.9635596,0.76521975,0.9767688,0.8519443,0.1248245
12,0.51076,0.35436785,"('unsupportive', 'supportive')",1.5683923,1.4677702,-1.832846,-1.9254932,0.0821021,-0.0344517,0.1165538
71,0.4894477,0.38135365,"('diffident', 'self-confident')",2.1343133,2.0438898,0.5639432,0.5609741,1.0625681,0.9954058,0.0671623
81,-0.48341835,-0.53418887,"('submissive', 'aggressive')",0.37460312,0.41264644,-0.33033222,-0.5060321,-0.1463825,-0.2091915,0.062809
25,-0.479613,-0.22570258,"('egoistic', 'altruistic')",0.26379085,0.3130518,1.2989691,1.3667936,0.361049,0.4847143,-0.1236653
43,-0.47847697,-0.58112335,"('irresponsible', 'responsible')",0.5657726,0.5040465,0.15318276,0.019559756,0.0801595,-0.0191724,0.0993319
31,-0.466586,-0.05373103,"('evil', 'good')",-0.6648279,-0.49358833,-1.3182377,-1.1673157,-0.8165506,-0.571545,-0.2450056
58,-0.46284166,-0.31231704,"('undiscriminating', 'discriminating')",0.25377733,0.43033817,-0.014922697,0.03160319,-0.0746623,0.0498748,-0.1245371
75,0.45991728,0.3865037,"('meek', 'impulsive')",-0.93467796,-1.0017824,-0.29266667,-0.26870024,-0.2558091,-0.2946597,0.0388506
6,-0.45231885,-0.5076021,"('distant', 'open')",-0.35687935,-0.27704576,0.4318294,0.3795468,-0.1257896,-0.1350337,0.0092441
40,0.4421947,0.46146405,"('stingy', 'generous')",1.308817,1.3222096,-1.3017845,-1.4407091,0.1497424,0.1143215,0.0354209
18,0.422386,0.07025643,"('disagreeable', 'welcoming')",-0.40138942,-0.5090112,-0.69670546,-0.81245786,-0.2252363,-0.4170709,0.1918346
24,-0.41010815,-0.38222638,"('dishonest', 'honest')",0.2333868,0.332668,0.7784077,0.6838131,0.2005621,0.2114182,-0.0108561
32,-0.40013832,-0.25049454,"('unkind', 'kind')",1.072381,1.0356117,1.0191941,0.99707896,0.5638123,0.5940654,-0.0302531
20,-0.39379278,-0.31537676,"('rough', 'thoughtful')",-0.7624737,-0.7130855,0.8668852,0.8847772,-0.0964604,-0.047895,-0.0485654
39,0.38901645,0.5409773,"('exploitative', 'cooperative')",1.1942728,1.2492923,-0.17971997,-0.06789827,0.4678564,0.5741238,-0.1062674
78,-0.37529954,-0.651231,"('nonresilient', 'resilient')",0.89991826,0.6629865,0.23433867,0.118235104,0.2529858,0.0433302,0.2096556
59,0.3711571,0.19001132,"('foolish', 'wise')",0.2867735,0.2717419,-0.1749682,-0.17549221,0.1609875,0.0954203,0.0655672
19,-0.36955348,-0.62997776,"('inhospitable', 'hospitable')",-0.35612464,-0.40403312,-0.14197612,-0.22538584,-0.2892181,-0.4197989,0.1305808
84,0.35716164,0.22493906,"('inferior', 'superior')",-1.115301,-1.0479271,0.7395938,0.59112895,-0.0061819,-0.0772864,0.0711045
13,-0.3518816,-0.62037194,"('impolite', 'polite')",0.9943373,1.0312258,-0.24522704,-0.3601328,0.1324096,0.016907,0.1155026
34,0.33592615,0.113113955,"('mean', 'honorable')",1.0503601,0.92911357,6.157421,5.8666725,2.5145691,2.3029668,0.2116023
74,0.32443342,0.33112,"('undedicated', 'dedicated')",0.87307763,0.8550741,0.45792916,0.44432515,0.5518134,0.5435065,0.0083069
56,-0.31570432,-0.5941112,"('impractical', 'practical')",1.6299114,1.441262,0.06700455,-0.2353753,0.4604039,0.2039252,0.2564787
50,0.30648303,-0.02551943,"('clumsy', 'skillful')",-0.663613,-0.6995559,0.26108596,0.22488838,-0.0320147,-0.166729,0.1347143
64,-0.28186318,-0.20266096,"('shy', 'confident')",-0.1738051,-0.06029873,-6.7876716,-6.5831623,-2.4144467,-2.2820406,-0.1324061
51,-0.27618036,-0.38464585,"('uneducated', 'educated')",0.22437222,0.21056233,0.58632654,0.49383688,0.1781728,0.1065844,0.0715884
44,-0.27556846,-0.16922146,"('prejudiced', 'unprejudiced')",-0.91482115,-0.8555009,-1.3833038,-1.3117306,-0.8578978,-0.7788177,-0.0790801
83,0.2751892,0.40784672,"('powerless', 'powerful')",1.122394,1.1928118,-0.5710911,-0.544926,0.2754973,0.3519108,-0.0764135
47,-0.25535208,-0.3848976,"('stupid', 'smart')",0.9924856,0.8771589,5.362574,5.1420927,2.0332359,1.878118,0.1551179
16,-0.25303844,-0.7674648,"('unpopular', 'popular')",-0.5122956,-0.82061267,0.4339901,0.16709642,-0.110448,-0.4736604,0.3632124
72,-0.24839441,-0.26209024,"('unambitious', 'ambitious')",-0.11528118,-0.027722642,-1.184309,-1.2937618,-0.5159949,-0.5278583,0.0118634
5,-0.24807978,-0.53799546,"('distant', 'outgoing')",0.23557487,0.14975198,-0.41768795,-0.55246407,-0.1433976,-0.3135692,0.1701716
26,0.24401885,0.54146594,"('hardhearted', 'benevolent')",1.3478932,1.6136094,1.548164,1.7051296,1.0466921,1.286735,-0.2400429
27,0.18139262,0.3519195,"('hardhearted', 'softhearted')",0.85988533,0.88731176,1.5585523,1.6577226,0.8666101,0.9656513,-0.0990412
15,-0.17553672,-0.033831976,"('boring', 'funny')",0.4134298,0.5550032,0.2140595,0.38722336,0.1506509,0.3027982,-0.1521473
54,0.16351724,0.010279683,"('incapable', 'capable')",0.7941984,0.8412297,0.88472956,0.76826704,0.6141484,0.5399255,0.0742229
4,0.1598588,0.014311241,"('disliked', 'liked')",-0.060374036,-0.24037308,-5.933016,-6.062507,-1.9445103,-2.0961897,0.1516794
17,0.1543976,0.039876863,"('nasty', 'nice')",-0.17537464,-0.24477616,-0.48939663,-0.5589905,-0.1701246,-0.2546299,0.0845053
23,-0.143782,-0.3211411,"('insincere', 'sincere')",1.3472558,1.2143743,5.4507494,5.225858,2.2180745,2.0396972,0.1783773
9,0.11617199,0.21591026,"('unaffectionate', 'caring')",1.6671587,1.7080511,1.0237744,1.0592952,0.9357017,0.9944189,-0.0587172
35,-0.099193044,-0.24247189,"('corrupt', 'incorrupt')",-1.5885848,-1.558449,-0.30352357,-0.2057218,-0.6637671,-0.6688809,0.0051138
63,-0.09221397,-0.34437978,"('unperceptive', 'insightful')",1.3522364,1.2044877,1.2128005,0.92849004,0.8242743,0.5961993,0.228075
38,0.08377828,0.1079587,"('untruthful', 'truthful')",1.0414064,0.9391204,-0.066335045,-0.15708132,0.3529499,0.2966659,0.056284
87,-0.0828829,-0.5363051,"('unsuccessful', 'successful')",1.4308339,1.328635,0.37966964,0.32038984,0.5758736,0.3709066,0.204967
41,0.06877026,-0.109066196,"('unforgiving', 'forgiving')",1.4815279,1.4385828,-0.14338188,-0.18614374,0.4689721,0.3811243,0.0878478
62,0.064833224,-0.46126533,"('incompetent', 'brilliant')",1.2217362,0.96499854,0.0160026,-0.35426822,0.4341907,0.0498217,0.384369
36,-0.059537362,-0.12060087,"('hostile', 'amicable')",-0.20550157,-0.1538511,-0.0021294486,0.14545506,-0.0890561,-0.042999,-0.0460571
80,-0.0560502,-0.035637975,"('dominated', 'dominating')",0.37741983,0.49432006,-0.89813465,-0.7959212,-0.192255,-0.112413,-0.079842
8,-0.044256218,-0.14844269,"('unaffectionate', 'affectionate')",0.7255337,0.6573634,0.38017297,0.3495154,0.3538168,0.2861454,0.0676714
11,-0.035096887,-0.5125745,"('unhelpful', 'helpful')",0.79125154,0.57639146,2.1266248,1.929136,0.9609265,0.6643177,0.2966088
76,0.032434683,0.014087118,"('anxious', 'daring')",0.17786227,0.25245816,0.5747795,0.5073195,0.2616922,0.2579549,0.0037373
52,-0.018420324,0.011041224,"('irrational', 'rational')",-0.25920776,-0.13326743,-0.7730443,-0.5808903,-0.3502241,-0.2343722,-0.1158519
7,0.0067242957,-0.08336468,"('insensitive', 'sensitive')",0.8161561,0.86167717,0.6435587,0.520668,0.488813,0.4329935,0.0558195
70,0.0040213913,-0.29763663,"('lethargic', 'energetic')",0.44582212,0.36486614,0.9953533,0.7900313,0.4817323,0.2857536,0.1959787
