,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
73,1.5142041,1.2171665,"('helpless', 'self-reliant')",0.33686864,0.29684535,-3.2523217,-3.315508,-0.467083,-0.6004987,0.1334157
42,1.4581422,1.3331423,"('unreliable', 'reliable')",1.0526214,1.026758,-2.1461415,-2.148926,0.1215407,0.0703247,0.051216
57,-1.386978,-1.0446702,"('unimaginative', 'imaginative')",-0.3604419,-0.15080903,-2.7710168,-2.6310287,-1.5061456,-1.2755027,-0.2306429
85,1.373746,1.1745415,"('insignificant', 'prestigious')",0.9124794,0.8101133,0.4059427,0.41461408,0.8973893,0.7997563,0.097633
86,-1.2731386,-1.2003742,"('uninfluential', 'influential')",0.30301493,0.44769037,0.045844186,0.052447766,-0.3080932,-0.233412,-0.0746812
45,-1.2456763,-1.4109904,"('incompetent', 'competent')",0.37069893,0.2730146,-0.34698382,-0.5497016,-0.4073204,-0.5625591,0.1552387
0,-1.1876321,-1.3336005,"('unsociable', 'sociable')",0.67194295,0.4861302,-0.5372847,-0.74843144,-0.3509912,-0.5319672,0.180976
55,-1.146562,-1.2299526,"('incompetent', 'clever')",0.2280522,0.2443293,-0.16837779,-0.28413165,-0.3622959,-0.4232516,0.0609557
68,-1.1458514,-1.0741314,"('dependent', 'independent')",-1.7161642,-1.6889797,-0.7916284,-0.8593304,-1.2178814,-1.2074805,-0.0104009
2,1.1423576,0.8754752,"('unlikable', 'likable')",1.908418,1.719949,0.44682398,0.40707433,1.1658665,1.0008329,0.1650336
1,-1.1415675,-1.0258543,"('unfriendly', 'friendly')",1.1190432,1.1966144,1.4537365,1.4317083,0.4770708,0.5341561,-0.0570853
53,-1.113429,-1.1640414,"('uncreative', 'creative')",0.58706695,0.58852565,0.8449689,0.7953363,0.1062023,0.0732735,0.0329288
22,-1.0607907,-1.1343055,"('untrustworthy', 'trustworthy')",-0.42371067,-0.3819297,-1.204581,-1.0626112,-0.8963608,-0.8596155,-0.0367453
46,-1.0420511,-1.2843348,"('uncompetitive', 'competitive')",0.35158545,0.18278661,-0.7674582,-0.9171412,-0.4859746,-0.6728965,0.1869219
77,-1.0333995,-0.86618537,"('unmotivated', 'motivated')",0.19621605,0.3224518,-1.1925827,-1.14093,-0.6765887,-0.5615546,-0.1150341
82,-1.0287404,-1.5631859,"('poor', 'rich')",-0.27699333,-0.61575687,6.112215,5.5679297,1.6021605,1.1296624,0.4724981
48,-0.8802932,-0.72752225,"('unintelligent', 'intelligent')",-0.89772993,-0.7582048,0.12671769,0.033174902,-0.5504351,-0.4841841,-0.066251
10,-0.8588765,-0.8759024,"('unsympathetic', 'sympathetic')",-0.004358493,0.06584517,0.18229263,0.07272499,-0.2269808,-0.2457774,0.0187966
21,-0.8293585,-0.80747145,"('immoral', 'moral')",0.37360036,0.57073015,-1.0074662,-1.0316122,-0.4877415,-0.4227845,-0.064957
66,0.81461316,0.8978355,"('inactive', 'active')",0.76928747,0.88276875,1.2472867,1.4832914,0.9437291,1.0879652,-0.1442361
67,0.7979857,0.7071042,"('doubtful', 'determined')",-0.3568776,-0.32722384,-0.4884751,-0.56393987,-0.015789,-0.0613532,0.0455642
3,-0.7497686,-0.5866605,"('repellent', 'pleasant')",0.019336991,0.12523797,0.19938877,0.18286233,-0.1770143,-0.0928534,-0.0841609
61,-0.71513075,-0.8784307,"('illogical', 'logical')",1.1379459,1.1657404,-0.10829324,-0.156802,0.1048406,0.0435025,0.0613381
49,-0.69014907,-1.0928265,"('unable', 'able')",-0.8083183,-1.023464,-0.30563682,-0.61484265,-0.6013681,-0.9103777,0.3090096
37,-0.6729184,-0.42880335,"('fake', 'genuine')",-0.9177352,-0.78129035,0.21336186,0.24205719,-0.4590973,-0.3226788,-0.1364185
