,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
9,0.68771213,0.47258028,"('unaffectionate', 'caring')",-1.0673927,-1.1969289,1.3849552,1.2249156,0.3350915,0.1668557,0.1682358
64,0.65990007,0.8335208,"('shy', 'confident')",0.3809724,0.38221622,-6.353343,-6.0372753,-1.7708235,-1.6071793,-0.1636442
70,0.6499492,0.52466697,"('lethargic', 'energetic')",-0.08350086,-0.22233999,-0.055946603,0.076502286,0.1701672,0.1262764,0.0438908
6,-0.64214075,-0.6983847,"('distant', 'open')",-0.582697,-0.5008988,-0.6807496,-0.8119291,-0.6351958,-0.6704042,0.0352084
5,-0.63840145,-0.7183542,"('distant', 'outgoing')",-0.35096744,-0.28718087,-0.70249426,-0.80512977,-0.5639544,-0.603555,0.0396006
50,-0.6246072,-0.6672976,"('clumsy', 'skillful')",0.34176737,0.34431916,0.14126618,0.051516354,-0.0471912,-0.0904874,0.0432962
84,0.58119035,0.5444585,"('inferior', 'superior')",0.07972333,0.096166335,0.95968086,0.98242044,0.5401982,0.5410151,-0.0008169
41,0.5718926,0.52514017,"('unforgiving', 'forgiving')",-0.068716936,-0.16574936,0.05587133,-0.030002847,0.186349,0.109796,0.076553
45,0.5522752,0.51094973,"('incompetent', 'competent')",0.11541509,-0.06967393,0.009596426,-0.036811136,0.2257622,0.1348216,0.0909406
2,0.54554874,0.6619088,"('unlikable', 'likable')",0.45619932,0.41650385,0.2923315,0.41373634,0.4313598,0.497383,-0.0660232
8,-0.5302258,-0.6515144,"('unaffectionate', 'affectionate')",-0.8124678,-0.8569178,0.8017932,0.5934533,-0.1803001,-0.304993,0.1246929
29,-0.47031647,-0.5009114,"('unfair', 'fair')",0.005182918,0.004332725,-0.27267283,-0.34963638,-0.2459355,-0.2820717,0.0361362
49,-0.455776,-0.59503084,"('unable', 'able')",-0.18128212,-0.29354683,-0.26040864,-0.27624118,-0.2991556,-0.388273,0.0891174
18,-0.45400238,-0.38087642,"('disagreeable', 'welcoming')",-0.4259396,-0.3455457,-0.57578814,-0.69230694,-0.4852434,-0.4729097,-0.0123337
63,0.43448132,0.31171963,"('unperceptive', 'insightful')",-0.19288604,-0.29258573,0.4519414,0.4733025,0.2311789,0.1641455,0.0670334
1,-0.4322984,-0.67712027,"('unfriendly', 'friendly')",-1.4324251,-1.575468,1.422338,1.2173039,-0.1474619,-0.3450948,0.1976329
23,0.43111837,0.28461212,"('insincere', 'sincere')",-0.8396488,-0.97861713,5.769089,5.7102566,1.786853,1.6720839,0.1147691
72,-0.41979742,-0.41595334,"('unambitious', 'ambitious')",-1.1100765,-1.1357822,-0.7580654,-0.809069,-0.7626464,-0.7869349,0.0242885
61,0.41940308,0.4408579,"('illogical', 'logical')",-0.18991597,-0.28965428,0.6302727,0.6191234,0.2865866,0.2567757,0.0298109
86,0.4156285,0.33601263,"('uninfluential', 'influential')",-1.4487132,-1.6062508,-0.33548528,-0.36056855,-0.45619,-0.5436022,0.0874122
69,-0.39428,-0.35465312,"('lazy', 'industrious')",1.797396,1.8402878,-0.4810835,-0.5362759,0.3073442,0.3164529,-0.0091087
33,0.37002933,0.24525589,"('wrong', 'right')",0.84450525,0.7860609,-0.78194904,-0.89723504,0.1441952,0.0446939,0.0995013
51,0.36260515,0.33835965,"('uneducated', 'educated')",-0.44941685,-0.48154098,0.17405355,0.15925418,0.0290806,0.0053576,0.023723
73,0.35291788,0.27722654,"('helpless', 'self-reliant')",0.9195318,1.0504799,-3.0510032,-3.0765047,-0.5928512,-0.5829328,-0.0099184
26,-0.32424346,-0.3394059,"('hardhearted', 'benevolent')",0.43062302,0.44139847,1.961387,1.8951025,0.6892556,0.6656984,0.0235572
19,-0.31282178,-0.35655433,"('inhospitable', 'hospitable')",-0.44332033,-0.38365263,-0.59028876,-0.6820324,-0.4488103,-0.4740798,0.0252695
87,0.3126667,0.29756403,"('unsuccessful', 'successful')",0.32749683,0.30586228,0.7609003,0.8437205,0.4670213,0.4823823,-0.015361
25,0.30543503,0.16680193,"('egoistic', 'altruistic')",0.42913994,0.37817878,1.2611719,1.1523944,0.665249,0.5657917,0.0994573
59,-0.25224328,-0.21080646,"('foolish', 'wise')",0.61316633,0.63743025,0.09699054,0.042921625,0.1526379,0.1565151,-0.0038772
68,-0.24748743,-0.3213358,"('dependent', 'independent')",0.008232438,-0.019555628,-0.70820755,-0.79212236,-0.3158209,-0.3776712,0.0618503
27,-0.21099404,-0.4235055,"('hardhearted', 'softhearted')",-0.6337251,-0.73079336,1.4619087,1.2199655,0.2057298,0.0218889,0.1838409
38,0.18890563,0.046004467,"('untruthful', 'truthful')",-0.31424013,-0.4171715,-0.14171498,-0.17878965,-0.0890165,-0.1833189,0.0943024
40,-0.16140647,-0.20056565,"('stingy', 'generous')",0.2703265,0.22242707,-1.5874853,-1.784677,-0.4928551,-0.5876052,0.0947501
15,0.13854857,0.17450291,"('boring', 'funny')",-0.17702723,-0.12768039,-0.16849831,-0.22018695,-0.0689923,-0.0577881,-0.0112042
76,0.120710805,0.30521685,"('anxious', 'daring')",-1.025452,-0.97086763,-0.42171973,-0.28723627,-0.4421537,-0.317629,-0.1245247
22,0.11529504,-0.032152414,"('untrustworthy', 'trustworthy')",0.33915833,0.18830508,-1.0510077,-1.0195606,-0.1988515,-0.2878026,0.0889511
57,0.097480536,0.025901929,"('unimaginative', 'imaginative')",-0.8922262,-1.0283945,-2.9544675,-2.96496,-1.2497377,-1.3224842,0.0727465
78,-0.092482455,-0.15274698,"('nonresilient', 'resilient')",-0.435456,-0.46530902,0.5105548,0.44072965,-0.0057946,-0.0591088,0.0533142
44,-0.07210353,-0.0754787,"('prejudiced', 'unprejudiced')",0.5620175,0.60481185,-1.4717547,-1.4003931,-0.3272802,-0.2903533,-0.0369269
20,-0.0690387,-0.06278491,"('rough', 'thoughtful')",-0.25099105,-0.2634791,0.9402123,0.9082017,0.2067275,0.1939792,0.0127483
47,0.057628684,-0.024774477,"('stupid', 'smart')",0.18738252,0.095353186,5.0189986,5.026284,1.75467,1.6989543,0.0557157
3,0.05036165,-0.00053261593,"('repellent', 'pleasant')",-0.63682675,-0.78082,0.6673754,0.6654839,0.0269701,-0.0386229,0.065593
11,0.038521107,-0.01343976,"('unhelpful', 'helpful')",-0.8771685,-0.9314501,1.7302251,1.8215959,0.2971926,0.2922353,0.0049573
28,-0.037890412,-0.18564469,"('disloyal', 'loyal')",-0.64456266,-0.87151396,1.1226778,0.9619807,0.1467416,-0.031726,0.1784676
77,0.025423659,-0.014015108,"('unmotivated', 'motivated')",-0.9900083,-1.0991684,-1.2419974,-1.1595483,-0.7355274,-0.7575773,0.0220499
83,0.011940911,-0.010613553,"('powerless', 'powerful')",-0.5498815,-0.50352293,-1.0947211,-0.99530053,-0.5442206,-0.5031457,-0.0410749
17,0.00986575,0.015316938,"('nasty', 'nice')",-0.3718816,-0.3650282,-0.43082502,-0.5327569,-0.2642803,-0.2941561,0.0298758
