,brown_male,brown_female,tuple,forman_male,forman_female,corp_male,corp_female,average_male,average_female,male-female
16,-2.2509265,-2.1852965,"('unpopular', 'popular')",-1.0844035,-1.0043061,0.20247816,0.15552643,-1.0442839,-1.0113587,-0.0329252
31,-2.232012,-2.1670814,"('evil', 'good')",0.19591781,0.28762648,-0.7364567,-0.960395,-0.9241836,-0.9466166,0.022433
60,2.0023408,1.9050483,"('inefficient', 'efficient')",-0.35858956,-0.53693163,-0.02457827,0.1609123,0.5397243,0.5096763,0.030048
55,1.8734722,1.9435805,"('incompetent', 'clever')",-0.3292045,-0.4431643,0.31678814,0.36067146,0.620352,0.6203626,-1.06e-05
14,1.863628,2.0139523,"('antisocial', 'social')",0.7107745,0.6721611,-0.06004592,0.096318364,0.8381189,0.9274772,-0.0893583
75,-1.8017311,-1.7078676,"('meek', 'impulsive')",-0.21701252,-0.11220022,-1.0471753,-1.0419595,-1.021973,-0.9540091,-0.0679639
56,1.7883496,1.7969993,"('impractical', 'practical')",0.17981067,0.12685132,-0.80495554,-0.59336704,0.3877349,0.4434946,-0.0557597
21,1.661758,1.5962468,"('immoral', 'moral')",-0.052552577,-0.16717765,-0.5002971,-0.45638585,0.3696361,0.3242278,0.0454083
13,1.6318628,1.6241323,"('impolite', 'polite')",-0.15492299,-0.23572783,-0.7321893,-0.6608382,0.2482502,0.2425221,0.0057281
39,1.5414006,1.4620315,"('exploitative', 'cooperative')",0.5878784,0.5554302,0.230611,0.35043165,0.78663,0.7892978,-0.0026678
0,1.4746144,1.405661,"('unsociable', 'sociable')",-0.52551734,-0.68535614,-0.07108805,-0.070661336,0.2926697,0.2165478,0.0761219
37,1.4351174,1.3664027,"('fake', 'genuine')",0.55309445,0.42687973,0.21923235,0.20580114,0.7358147,0.6663612,0.0694535
66,-1.4170113,-1.4114274,"('inactive', 'active')",0.07711737,0.06007172,0.27799922,0.1538681,-0.3539649,-0.3991625,0.0451976
43,1.4060155,1.2425324,"('irresponsible', 'responsible')",-0.16360256,-0.29532766,0.3923252,0.51804006,0.5449127,0.4884149,0.0564978
52,-1.366754,-1.3771715,"('irrational', 'rational')",-0.36886942,-0.2800176,0.23195946,0.09109305,-0.5012213,-0.522032,0.0208107
12,1.2143056,1.2664227,"('unsupportive', 'supportive')",0.1634522,0.14954013,-1.91252,-1.8820748,-0.1782541,-0.1553706,-0.0228835
85,-1.206826,-1.2905577,"('insignificant', 'prestigious')",-0.2445685,-0.1574993,0.081436455,-0.16563025,-0.4566526,-0.5378958,0.0812432
71,1.1714039,1.0723915,"('diffident', 'self-confident')",0.9063565,0.8877616,0.531317,0.41134846,0.8696925,0.7905005,0.079192
34,-1.1592495,-1.2505424,"('mean', 'honorable')",-0.011990145,-0.06410089,5.586451,5.521307,1.4717371,1.4022212,0.0695159
10,1.1215711,0.98084486,"('unsympathetic', 'sympathetic')",-1.0554364,-1.2689282,-0.08205111,-0.064236835,-0.0053055,-0.11744,0.1121345
36,-1.1066923,-1.2806699,"('hostile', 'amicable')",-0.258695,-0.21307611,-0.17692655,-0.38556316,-0.5141046,-0.6264364,0.1123318
30,1.0954611,1.0712085,"('intolerant', 'tolerant')",-0.27469438,-0.3120984,0.7603831,0.78453314,0.5270499,0.5145477,0.0125022
82,-1.0934001,-0.98377466,"('poor', 'rich')",-0.5413234,-0.53230184,5.6902905,5.6626153,1.3518556,1.3821796,-0.030324
54,-1.0873123,-1.1180824,"('incapable', 'capable')",-0.5085202,-0.51196814,0.48471063,0.5125835,-0.370374,-0.372489,0.002115
4,-1.0695657,-1.1016878,"('disliked', 'liked')",0.080066785,0.08599987,-6.8629165,-6.941118,-2.6174717,-2.6522686,0.0347969
65,1.0423981,1.058729,"('insecure', 'secure')",0.6081866,0.47885445,-0.3800485,-0.17728844,0.4235121,0.4534317,-0.0299196
35,-1.023314,-0.916735,"('corrupt', 'incorrupt')",0.33569828,0.43457144,-0.5479682,-0.65184635,-0.4118613,-0.3780033,-0.033858
80,1.0193853,0.9585,"('dominated', 'dominating')",0.43122107,0.3025903,-0.80682033,-0.67247176,0.2145953,0.1962062,0.0183891
79,-0.99539155,-1.0059444,"('wavering', 'unwavering')",-0.2597333,-0.16275047,-0.40230522,-0.518673,-0.5524767,-0.562456,0.0099793
88,-0.9807298,-1.0403566,"('low', 'eminent')",-0.99693507,-1.0641358,-0.40638572,-0.38463083,-0.7946835,-0.8297078,0.0350243
67,0.9528844,1.0645798,"('doubtful', 'determined')",0.4482091,0.5373968,-0.7030365,-0.5769784,0.2326857,0.3416661,-0.1089804
7,0.9070813,0.74415034,"('insensitive', 'sensitive')",-0.33857867,-0.49444374,0.5128964,0.4984479,0.3604664,0.2493848,0.1110816
42,0.90545905,0.9078655,"('unreliable', 'reliable')",1.036809,1.1178602,-3.393147,-3.2400389,-0.4836263,-0.404771,-0.0788553
24,0.89006066,0.8055257,"('dishonest', 'honest')",-0.88391715,-1.0008017,0.6223349,0.6256694,0.2094928,0.1434645,0.0660283
58,-0.8900509,-1.1029155,"('undiscriminating', 'discriminating')",-0.9865022,-1.0882269,0.22229213,0.122770384,-0.5514203,-0.6894574,0.1380371
81,0.8471567,0.9511094,"('submissive', 'aggressive')",0.24109054,0.08544996,-0.7937917,-0.60043806,0.0981519,0.1453738,-0.0472219
62,0.845921,0.95269847,"('incompetent', 'brilliant')",-0.3056127,-0.38976088,0.19988042,0.3932865,0.2467296,0.3187414,-0.0720118
53,-0.81868845,-0.9464264,"('uncreative', 'creative')",-1.6325308,-1.686789,0.25185347,0.2555786,-0.733122,-0.7925456,0.0594236
46,0.81244093,0.6596778,"('uncompetitive', 'competitive')",-0.84520453,-0.9874158,-0.7681274,-0.6914537,-0.2669637,-0.3397306,0.0727669
32,0.7721543,0.6757437,"('unkind', 'kind')",-0.2585937,-0.4239105,0.8628548,0.8525548,0.4588051,0.3681293,0.0906758
48,0.7607933,0.7422197,"('unintelligent', 'intelligent')",-0.7542756,-0.8922874,0.78046304,0.8014281,0.2623269,0.2171201,0.0452068
74,0.70972985,0.64130384,"('undedicated', 'dedicated')",-0.033541214,-0.037846304,-0.31003362,-0.3141985,0.1220517,0.0964197,0.025632
