,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,3.2702847,3.4216158,"('insignificant', 'prestigious')",1.7813133,1.7938949,3.2877584,3.2617369,1.3374455,1.4959346,2.4192004,2.4932954,-0.074095
55,-2.557227,-2.5784514,"('incompetent', 'clever')",-2.0768251,-2.1548097,-1.7673764,-1.7156116,-1.6154116,-1.7020731,-2.00421,-2.0377364,0.0335264
60,-2.5105176,-2.5551872,"('inefficient', 'efficient')",-1.0580386,-1.1105598,-1.8357263,-1.8396037,-1.16528,-1.3286629,-1.6423906,-1.7085035,0.0661129
45,-2.4092138,-2.4853227,"('incompetent', 'competent')",-1.9915576,-2.0661314,-1.7083043,-1.7177641,-1.9939584,-2.1265745,-2.0257585,-2.0989482,0.0731897
36,2.3842845,2.5970669,"('hostile', 'amicable')",2.0534174,2.1749942,1.9355333,2.0140378,1.3252825,1.4562945,1.9246296,2.0605984,-0.1359688
71,2.1893961,2.2315385,"('diffident', 'self-confident')",2.532179,2.5630083,1.179861,1.146959,0.82903945,0.78178245,1.682619,1.6808221,0.0017969
5,2.1217437,2.2286272,"('distant', 'outgoing')",2.433535,2.408847,1.8961835,1.8684981,0.5599649,0.5593946,1.7528567,1.7663417,-0.013485
0,-2.1040826,-2.0002522,"('unsociable', 'sociable')",-1.2965266,-1.2020824,-0.8620856,-0.86017627,-0.6198175,-0.6045482,-1.220628,-1.1667647,-0.0538633
14,-2.0964632,-2.1597478,"('antisocial', 'social')",-1.4108453,-1.3626314,-0.82354707,-0.8489034,-1.5456989,-1.5706145,-1.4691386,-1.4854742,0.0163356
69,2.0958378,2.0854619,"('lazy', 'industrious')",1.7117617,1.7769634,1.3356088,1.3507428,0.40056756,0.5017881,1.385944,1.4287391,-0.0427951
82,-2.0746233,-2.1614068,"('poor', 'rich')",-1.9424423,-2.128353,-1.6622167,-1.74531,3.5012784,3.2116988,-0.5445009,-0.7058427,0.1613418
86,-2.0466435,-1.9299668,"('uninfluential', 'influential')",-0.83567214,-0.87673193,-0.84155166,-0.7568801,-1.2793443,-1.2717003,-1.250803,-1.2088197,-0.0419833
10,-1.9504399,-1.7661855,"('unsympathetic', 'sympathetic')",-1.9464875,-1.9153601,-1.8095897,-1.6785442,-0.7416839,-0.7346006,-1.6120503,-1.5236726,-0.0883777
81,-1.9143128,-1.759487,"('submissive', 'aggressive')",-1.8308908,-1.8156446,-0.91215426,-0.8231987,-1.7372227,-1.8423971,-1.5986451,-1.5601819,-0.0384632
22,-1.9029257,-1.8867427,"('untrustworthy', 'trustworthy')",-1.7177687,-1.7351594,-1.5925013,-1.6155486,-2.1887136,-2.255746,-1.8504773,-1.8732991,0.0228218
66,1.8875769,2.1347442,"('inactive', 'active')",1.4976407,1.6343896,2.6267571,2.7921712,2.5955434,2.841032,2.1518795,2.3505843,-0.1987048
1,1.8376758,1.985182,"('unfriendly', 'friendly')",1.9153564,1.8271437,1.5689644,1.5513198,1.4761678,1.4143664,1.6995411,1.6945029,0.0050382
70,-1.8002261,-1.8057762,"('lethargic', 'energetic')",-1.6932552,-1.758544,-0.9437621,-0.9301926,-0.8054824,-0.9656473,-1.3106815,-1.3650399,0.0543584
79,1.796723,1.8872823,"('wavering', 'unwavering')",1.6450001,1.7257859,1.858954,1.92935,0.72052014,0.7563003,1.5052993,1.5746796,-0.0693803
43,-1.7852948,-1.9261174,"('irresponsible', 'responsible')",-1.0955656,-1.1883801,-1.7039005,-1.8128105,-0.39626265,-0.6151283,-1.2452558,-1.3856091,0.1403533
33,1.7545036,1.8602415,"('wrong', 'right')",2.1961503,2.2059581,1.9613999,2.029934,-0.085202694,-0.05846189,1.4567128,1.509418,-0.0527052
52,1.7522181,1.9561036,"('irrational', 'rational')",-0.13351065,-0.053472873,1.1707486,1.2171265,0.020644307,0.15373766,0.702525,0.8183737,-0.1158487
35,1.7507056,1.7581685,"('corrupt', 'incorrupt')",1.5839853,1.6142797,1.4324307,1.4010258,0.56785667,0.6303096,1.3337446,1.3509458,-0.0172012
51,-1.6905099,-1.6691499,"('uneducated', 'educated')",-1.8510472,-1.9483049,-0.71131194,-0.7014014,-0.70898867,-0.77577364,-1.2404644,-1.2736574,0.033193
6,1.6420146,1.6924913,"('distant', 'open')",2.2507584,2.1667533,1.6259112,1.5521913,0.47503918,0.4805764,1.4984308,1.4730031,0.0254277
62,-1.5874994,-1.6897323,"('incompetent', 'brilliant')",-1.8188971,-1.9696368,-1.5669879,-1.618385,-1.0598456,-1.3016938,-1.5083075,-1.6448619,0.1365544
73,1.563929,1.47727,"('helpless', 'self-reliant')",0.32647204,0.26891172,-0.08953929,-0.17307097,-2.8756812,-2.8936687,-0.2687049,-0.3301395,0.0614346
13,-1.5525149,-1.6219691,"('impolite', 'polite')",-0.93199384,-0.942916,-1.0187125,-1.0804819,-0.7533691,-0.84613675,-1.0641476,-1.1228759,0.0587283
26,1.4365695,1.4554876,"('hardhearted', 'benevolent')",3.0961838,3.081745,2.4083297,2.395369,1.1696061,1.1874307,2.0276723,2.0300081,-0.0023358
56,-1.4253875,-1.58888,"('impractical', 'practical')",-0.3579745,-0.4379956,-1.4285363,-1.5263556,-0.9465257,-1.133918,-1.039606,-1.1717873,0.1321813
31,1.4079167,1.4126853,"('evil', 'good')",1.300957,1.343152,1.3269298,1.3623965,-0.48663792,-0.3129702,0.8872915,0.9513159,-0.0640244
30,-1.4050626,-1.3835003,"('intolerant', 'tolerant')",-1.972567,-1.9444782,-1.3035792,-1.2646793,-1.319141,-1.4060173,-1.5000874,-1.4996688,-0.0004186
65,-1.3719836,-1.4836394,"('insecure', 'secure')",-0.96196014,-1.0855583,-0.62788665,-0.6761373,-0.82947254,-0.9933827,-0.9478258,-1.0596795,0.1118537
46,-1.362458,-1.2326504,"('uncompetitive', 'competitive')",-0.19668582,-0.17456621,-0.6354262,-0.5880981,-0.36968672,-0.43149406,-0.6410642,-0.6067021,-0.0343621
2,1.3542714,1.345278,"('unlikable', 'likable')",0.6337879,0.5606747,1.6923716,1.6289635,0.99607587,0.78665847,1.1691267,1.0803937,0.088733
28,-1.2904022,-1.2840375,"('disloyal', 'loyal')",-0.59451747,-0.6671397,-0.71287304,-0.6906509,-0.14949292,-0.21024716,-0.6868214,-0.7130188,0.0261974
11,-1.233083,-1.1352233,"('unhelpful', 'helpful')",-0.92268115,-0.9642806,-1.8059956,-1.7655616,1.359489,1.2264932,-0.6505677,-0.6596431,0.0090754
16,1.1938385,1.210846,"('unpopular', 'popular')",0.07950797,0.09682641,1.1050506,1.0775486,0.38380873,0.45035332,0.6905514,0.7088936,-0.0183422
