,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
70,-2.6614165,-2.6326237,"('lethargic', 'energetic')",-2.413315,-2.5707715,0.5115408,-0.071561925,-1.5210636,-1.7583189,0.2372553
85,2.5352852,2.4359894,"('insignificant', 'prestigious')",2.8521063,3.0721195,0.048215806,0.74064416,1.8118691,2.0829177,-0.2710486
45,-2.4870102,-2.6183457,"('incompetent', 'competent')",-2.75772,-3.1266124,-0.7062574,-1.0693314,-1.9836624,-2.2714297,0.2877673
81,-2.3656795,-2.16618,"('submissive', 'aggressive')",-2.6445527,-2.8032918,-0.30316374,-0.6055779,-1.7711318,-1.85835,0.0872182
42,-1.9785504,-1.7821546,"('unreliable', 'reliable')",-1.8058101,-2.0829728,-3.082604,-3.117884,-2.2889881,-2.3276704,0.0386823
43,-1.9677584,-1.9473597,"('irresponsible', 'responsible')",-3.467301,-3.5754569,-0.5114886,-0.5943065,-1.9821827,-2.039041,0.0568583
64,-1.8566706,-1.8833307,"('shy', 'confident')",-1.270563,-1.4083003,-6.2572885,-6.1020575,-3.1281738,-3.1312294,0.0030556
63,-1.84817,-2.0714526,"('unperceptive', 'insightful')",-2.1267972,-2.399839,0.9913324,0.6356914,-0.994545,-1.2785334,0.2839884
82,-1.7662243,-1.7571259,"('poor', 'rich')",-1.1358112,-1.411328,5.8593783,5.329003,0.985781,0.7201831,0.2655979
76,-1.759851,-1.528411,"('anxious', 'daring')",-1.8151339,-2.064828,0.5688887,0.3180579,-1.0020321,-1.0917269,0.0896948
55,-1.7461511,-1.8704787,"('incompetent', 'clever')",-2.55255,-2.9280689,0.14859222,-0.33596444,-1.3833698,-1.711504,0.3281342
56,-1.7154952,-1.6472827,"('impractical', 'practical')",-2.440514,-2.5798979,-0.17778392,-0.36946768,-1.4445977,-1.5322161,0.0876184
46,-1.7012889,-1.9298323,"('uncompetitive', 'competitive')",-2.340224,-2.8051572,-0.10549991,-0.76896375,-1.3823376,-1.8346512,0.4523136
10,-1.6653926,-1.5842075,"('unsympathetic', 'sympathetic')",-3.7613552,-4.124089,-0.1551626,-0.58902764,-1.8606369,-2.0991081,0.2384712
57,-1.6480212,-1.8132832,"('unimaginative', 'imaginative')",-1.9642463,-2.3425255,-2.4342985,-2.4816859,-2.015522,-2.212498,0.196976
14,-1.5406847,-1.4711541,"('antisocial', 'social')",-1.5155274,-1.7988453,-0.4747945,-0.84859896,-1.1770021,-1.3728662,0.1958641
60,-1.5311041,-1.42502,"('inefficient', 'efficient')",-2.181271,-2.5216312,0.19612668,-0.07342861,-1.1720828,-1.3400265,0.1679437
21,-1.5188557,-1.5203847,"('immoral', 'moral')",-2.7786975,-3.064084,-0.75362337,-1.2253652,-1.6837255,-1.9366113,0.2528858
71,1.5176841,1.4535234,"('diffident', 'self-confident')",1.3416975,1.374727,0.45645925,0.6342593,1.1052803,1.1541699,-0.0488896
84,1.45962,1.4043791,"('inferior', 'superior')",1.3810357,1.3302274,0.76452476,0.9850786,1.2017268,1.239895,-0.0381682
62,-1.4199108,-1.5002766,"('incompetent', 'brilliant')",-1.8767062,-2.1979415,-0.18445164,-0.3729172,-1.1603562,-1.3570452,0.196689
24,-1.4067054,-1.0569482,"('dishonest', 'honest')",-3.5054376,-3.2421722,0.44837043,0.5380014,-1.4879241,-1.2537063,-0.2342178
22,-1.406015,-1.5359228,"('untrustworthy', 'trustworthy')",-1.9611142,-2.3260105,-0.9918259,-1.4019575,-1.4529851,-1.7546302,0.3016451
51,-1.3992589,-1.3885093,"('uneducated', 'educated')",-0.64576745,-0.9644911,1.101352,0.7763867,-0.3145581,-0.5255379,0.2109798
87,-1.334304,-1.520898,"('unsuccessful', 'successful')",-0.24375486,-0.5496647,0.50564903,0.40283677,-0.35747,-0.5559086,0.1984386
68,-1.3050357,-1.2066833,"('dependent', 'independent')",-1.0583224,-1.1216456,-0.21779951,-0.25417638,-0.8603858,-0.8608351,0.0004493
80,-1.297127,-1.3584073,"('dominated', 'dominating')",-1.3087965,-1.5211546,-0.9091734,-1.267516,-1.171699,-1.3823593,0.2106603
13,-1.253423,-1.1703863,"('impolite', 'polite')",-1.6268682,-1.7440087,0.35834602,0.04674334,-0.8406484,-0.9558838,0.1152354
9,1.2471399,1.2834755,"('unaffectionate', 'caring')",0.6364282,0.64571637,0.6878892,1.0602897,0.8571525,0.9964938,-0.1393413
83,1.232134,1.2532891,"('powerless', 'powerful')",0.5637668,0.5996373,-0.5803349,-0.6893696,0.4051886,0.3878523,0.0173363
59,1.2185551,1.0818983,"('foolish', 'wise')",0.7423543,0.7180907,-0.65706605,-0.20934024,0.4346144,0.5302163,-0.0956019
65,-1.1121416,-1.048451,"('insecure', 'secure')",-2.2544644,-2.4869986,-0.3466546,-0.63067526,-1.2377536,-1.3887083,0.1509547
33,1.0826013,1.1711984,"('wrong', 'right')",1.3080302,1.2366883,-0.6704556,-0.37258077,0.573392,0.6784352,-0.1050432
58,-1.049236,-1.1580045,"('undiscriminating', 'discriminating')",-0.65297943,-0.86225665,-0.18427682,-0.2362544,-0.6288308,-0.7521719,0.1233411
28,-1.0294416,-0.92663753,"('disloyal', 'loyal')",-1.550233,-1.7209755,0.3772734,0.35528895,-0.7341338,-0.764108,0.0299742
39,1.0198741,1.2504034,"('exploitative', 'cooperative')",0.18948618,0.37286857,-0.13270491,0.0357575,0.3588851,0.5530098,-0.1941247
41,-0.9402723,-0.80801904,"('unforgiving', 'forgiving')",-1.024292,-0.9274308,-0.056280013,0.019479368,-0.6736147,-0.5719901,-0.1016246
44,-0.92988473,-0.829992,"('prejudiced', 'unprejudiced')",0.61537796,0.7904163,-1.4363703,-1.1033767,-0.5836257,-0.3809841,-0.2026416
11,-0.9212101,-1.160636,"('unhelpful', 'helpful')",-1.1422087,-1.4436153,1.8452508,1.6960278,-0.0727227,-0.3027412,0.2300185
7,-0.9192961,-0.93574595,"('insensitive', 'sensitive')",-1.4019569,-1.6038147,0.44064826,0.11579551,-0.6268682,-0.8079217,0.1810535
88,-0.9191053,-0.9158047,"('low', 'eminent')",-0.62582004,-0.6604523,-0.1608625,0.1028374,-0.568596,-0.4911398,-0.0774562
32,-0.9173056,-0.767176,"('unkind', 'kind')",-1.4275829,-1.5855975,0.73116225,0.77479315,-0.5379087,-0.5259934,-0.0119153
52,0.8788142,0.8438105,"('irrational', 'rational')",1.4781066,1.5530286,-1.0400487,-0.62680066,0.4389573,0.5900128,-0.1510555
73,0.8738653,0.8620665,"('helpless', 'self-reliant')",1.0758495,1.1559685,-3.3793774,-3.114779,-0.4765542,-0.3655814,-0.1109728
0,-0.85524845,-0.92740446,"('unsociable', 'sociable')",-1.8202037,-2.1271694,-0.44899717,-0.7459418,-1.0414832,-1.2668386,0.2253554
50,-0.8394523,-1.0689218,"('clumsy', 'skillful')",0.93645257,0.67772514,0.13953729,0.017975427,0.0788458,-0.1244071,0.2032529
25,0.82621074,0.88135207,"('egoistic', 'altruistic')",1.6411619,1.8125418,1.3355557,1.5128053,1.2676428,1.4022331,-0.1345903
37,-0.8125258,-0.721741,"('fake', 'genuine')",-0.82114923,-0.75333726,0.07855779,0.014287241,-0.5183725,-0.4869304,-0.0314421
38,-0.76880145,-0.81269723,"('untruthful', 'truthful')",-1.0643895,-1.1188756,-0.1929546,0.123436034,-0.6753818,-0.6027123,-0.0726695
35,0.7508307,0.8293156,"('corrupt', 'incorrupt')",2.2780623,2.61852,-0.47859624,0.08652623,0.8500989,1.1781206,-0.3280217
36,0.7097212,0.6273328,"('hostile', 'amicable')",1.8812186,2.0297902,0.094279505,0.37962934,0.8950731,1.0122508,-0.1171777
4,-0.6838101,-0.62003124,"('disliked', 'liked')",0.9761294,0.9057802,-5.8782005,-5.3601227,-1.8619604,-1.6914579,-0.1705025
