,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
78,-0.66188025,-0.9794066,"('nonresilient', 'resilient')",1.278903,0.8387789,0.92714757,0.5851551,0.5147235,0.1481758,0.3665477
16,0.6241695,0.5542019,"('unpopular', 'popular')",0.78685623,0.9201829,0.63454974,0.5613527,0.6818585,0.6785792,0.0032793
48,0.6161126,0.5754021,"('unintelligent', 'intelligent')",-0.20144965,-0.22284989,0.8379544,0.82898223,0.4175391,0.3938448,0.0236943
31,0.60137534,0.56747884,"('evil', 'good')",1.7834709,1.9684067,-1.301965,-0.9868771,0.3609604,0.5163362,-0.1553758
20,0.5963926,0.45806932,"('rough', 'thoughtful')",0.6285797,0.5514602,1.2327842,1.3533123,0.8192522,0.7876139,0.0316383
1,0.5715655,0.47007006,"('unfriendly', 'friendly')",0.03212114,0.009782929,1.1837001,1.5724213,0.5957956,0.6840914,-0.0882958
29,0.56032634,0.58187294,"('unfair', 'fair')",-0.017938942,-0.10953468,-0.9041543,-0.86753297,-0.120589,-0.1317316,0.0111426
79,0.55113745,0.43518332,"('wavering', 'unwavering')",0.42170128,0.6051076,-0.1552845,-0.036237173,0.2725181,0.3346846,-0.0621665
8,0.5224167,0.5820837,"('unaffectionate', 'affectionate')",0.22099352,0.45188665,-0.23870103,0.21284693,0.1682364,0.4156058,-0.2473694
74,-0.48651433,-0.48349708,"('undedicated', 'dedicated')",-0.77092546,-1.0080645,-0.03336096,-0.09639711,-0.4302669,-0.5293196,0.0990527
15,-0.48607653,-0.43198776,"('boring', 'funny')",-0.49228376,-0.28512305,-0.015045892,0.11720033,-0.3311354,-0.1999702,-0.1311652
30,-0.4824042,-0.33979473,"('intolerant', 'tolerant')",-1.7428032,-1.6875505,0.4350009,0.68879056,-0.5967355,-0.4461849,-0.1505506
26,0.4816619,0.4306743,"('hardhearted', 'benevolent')",1.1719117,1.056885,0.97725976,1.3330276,0.8769445,0.9401956,-0.0632511
72,-0.4722273,-0.37271956,"('unambitious', 'ambitious')",-1.3456484,-1.4296657,-1.1866859,-1.1035001,-1.0015206,-0.9686284,-0.0328922
23,-0.45788506,-0.5533141,"('insincere', 'sincere')",-2.0404322,-2.2323093,5.2508893,4.8534822,0.917524,0.6892862,0.2282378
86,-0.45062137,-0.6017526,"('uninfluential', 'influential')",-1.4770753,-1.7984926,0.02844648,-0.32361102,-0.6330834,-0.9079521,0.2748687
6,0.44706696,0.55846125,"('distant', 'open')",0.05581317,0.28590357,-0.34164932,0.08911903,0.0537436,0.3111613,-0.2574177
17,0.40346217,0.31551597,"('nasty', 'nice')",0.6863916,0.63310266,-0.47162148,-0.45626777,0.2060774,0.164117,0.0419604
66,-0.3974927,-0.3268191,"('inactive', 'active')",-0.23173879,-0.19181265,0.83105665,0.9249068,0.067275,0.135425,-0.06815
77,-0.36845964,-0.60372484,"('unmotivated', 'motivated')",-0.7525535,-1.0071146,-0.74416703,-1.0376356,-0.6217268,-0.8828251,0.2610983
54,0.33746952,0.1749928,"('incapable', 'capable')",0.3491068,0.26547936,0.71102786,0.80846214,0.4658681,0.4163114,0.0495567
5,0.27440888,0.43077165,"('distant', 'outgoing')",0.5289293,0.7608275,-0.9821107,-0.4969616,-0.0595908,0.2315458,-0.2911366
3,-0.24224447,-0.4575539,"('repellent', 'pleasant')",-1.0669494,-1.2325236,0.39431614,0.009241959,-0.3049592,-0.5602785,0.2553193
27,-0.22608548,-0.086128205,"('hardhearted', 'softhearted')",-0.38532707,-0.37736136,1.2220409,1.3563344,0.2035428,0.297615,-0.0940722
40,-0.2044487,-0.09900407,"('stingy', 'generous')",0.5373936,0.55507094,-1.1881982,-1.1473601,-0.2850844,-0.2304311,-0.0546533
19,0.1880453,0.28772599,"('inhospitable', 'hospitable')",0.10651414,0.19765507,-0.44300514,-0.3285468,-0.0494819,0.0522781,-0.10176
47,-0.1657472,-0.23020071,"('stupid', 'smart')",-0.7279505,-0.7403566,5.089682,4.6707115,1.3986615,1.2333848,0.1652767
53,0.12826018,0.10767774,"('uncreative', 'creative')",0.1631392,0.10118258,0.76823366,0.99905056,0.353211,0.402637,-0.049426
75,-0.11407972,-0.119358316,"('meek', 'impulsive')",0.9947089,1.2177992,-0.111185536,0.09221527,0.2564812,0.3968854,-0.1404042
34,0.07073337,-0.043084472,"('mean', 'honorable')",-0.64318174,-0.53606,6.1710267,5.795557,1.8661928,1.7388042,0.1273886
61,0.06306766,0.08492243,"('illogical', 'logical')",-0.41049355,-0.6465012,0.057265975,-0.049385533,-0.09672,-0.2036548,0.1069348
49,-0.05104126,-0.036629066,"('unable', 'able')",0.06674748,0.05474727,-0.4426335,-0.2518757,-0.1423091,-0.0779192,-0.0643899
67,-0.043907605,0.10833293,"('doubtful', 'determined')",0.26249754,0.3403002,-0.53682107,-0.5596688,-0.106077,-0.0370119,-0.0690651
12,-0.027939655,-0.23610064,"('unsupportive', 'supportive')",-0.7377645,-0.99794185,-1.9185038,-1.827866,-0.894736,-1.0206362,0.1259002
18,-0.025167964,0.05100766,"('disagreeable', 'welcoming')",0.11253494,0.18712918,-0.9969093,-0.706766,-0.3031808,-0.1562097,-0.1469711
69,0.019016549,-0.13409646,"('lazy', 'industrious')",2.474367,2.5988064,-0.78054667,-0.36650985,0.5709456,0.6994,-0.1284544
2,-0.004027702,0.23050284,"('unlikable', 'likable')",-0.0008226223,0.18287699,0.55710846,0.87158805,0.184086,0.4283226,-0.2442366
