,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.134048,-1.7864178,"('evil', 'good')",0.052544724,0.40382856,-1.0854293,-0.7253412,-0.8772841,-0.8467365,-1.0110542,-0.7386668,-0.2723874
60,2.0238988,1.7457238,"('inefficient', 'efficient')",0.3892895,0.14433524,1.43639,1.1495432,-0.073147714,-0.15648861,0.9441077,0.7207784,0.2233293
36,-1.9547758,-1.6848183,"('hostile', 'amicable')",0.35616106,0.7900364,-1.3831546,-0.94042814,0.04619399,0.048547886,-0.7338938,-0.4466656,-0.2872282
70,1.8698736,1.6725764,"('lethargic', 'energetic')",-1.1669526,-1.263254,-0.28026342,-0.38670748,0.67349815,0.6871907,0.2740389,0.1774514,0.0965875
43,1.6457809,1.3935776,"('irresponsible', 'responsible')",-0.6001911,-0.7226387,-1.0139797,-1.1062602,0.2832132,0.3547988,0.0787058,-0.0201306,0.0988364
35,-1.6345506,-1.441659,"('corrupt', 'incorrupt')",-0.01716176,0.1462502,-1.7669556,-1.5188539,-0.35300344,-0.28249502,-0.9429178,-0.7741894,-0.1687284
12,1.53005,1.428219,"('unsupportive', 'supportive')",0.87849313,0.8542886,-0.09123643,0.03001911,-1.4342878,-1.5096259,0.2207547,0.2007251,0.0200296
40,1.511536,1.4353088,"('stingy', 'generous')",-0.7751129,-0.64207196,-0.6967327,-0.62241,-1.2502745,-1.3023785,-0.302646,-0.2828879,-0.0197581
28,1.4349983,1.2507828,"('disloyal', 'loyal')",0.2098974,0.16581897,-0.47899532,-0.5310636,1.019225,0.97578734,0.5462813,0.4653314,0.0809499
10,1.4246564,1.1913003,"('unsympathetic', 'sympathetic')",-0.92701876,-1.0692797,-0.30522272,-0.37582153,0.0033668745,-0.024882048,0.0489454,-0.0696707,0.1186161
24,1.4228334,1.3079562,"('dishonest', 'honest')",-0.8946171,-0.8128598,-0.61454433,-0.48861745,0.99173933,1.0405266,0.2263528,0.2617514,-0.0353986
16,-1.4016827,-1.4435228,"('unpopular', 'popular')",0.019554824,-0.0070370045,-0.35476655,-0.2945006,0.45648575,0.28897625,-0.3201022,-0.3640211,0.0439189
5,-1.3783537,-1.2289578,"('distant', 'outgoing')",0.44714555,0.58788633,-1.6791408,-1.4995178,-0.38750777,-0.27536198,-0.7494642,-0.6039878,-0.1454764
49,-1.3517942,-1.3995671,"('unable', 'able')",-0.18334775,-0.16661309,-0.8411585,-0.78387815,-0.18086293,-0.23236406,-0.6392908,-0.6456056,0.0063148
74,1.245952,1.2515353,"('undedicated', 'dedicated')",0.667602,0.72112244,0.24678722,0.34807706,0.3400873,0.32270685,0.6251072,0.6608604,-0.0357532
4,-1.2092109,-1.0054067,"('disliked', 'liked')",0.43911296,0.7021629,-0.37093493,-0.13711499,-6.1807585,-6.173625,-1.8304478,-1.6534959,-0.1769519
55,1.1456084,1.050395,"('incompetent', 'clever')",-0.7208533,-0.87452805,0.57904625,0.41971195,-0.03677661,-0.062077023,0.2417562,0.1333755,0.1083807
81,1.1104742,0.93637335,"('submissive', 'aggressive')",-0.85410255,-1.0746192,0.7817535,0.5901666,-0.53132856,-0.6152973,0.1266991,-0.0408441,0.1675432
63,1.0529975,1.070756,"('unperceptive', 'insightful')",-0.20963922,-0.24086818,0.18047409,0.10145958,1.0578269,0.987554,0.5204148,0.4797253,0.0406895
1,-1.0495934,-1.0320581,"('unfriendly', 'friendly')",0.70880884,0.7545312,-0.1309447,0.023317298,2.004397,1.9588504,0.3831669,0.4261602,-0.0429933
86,1.0281353,0.92182535,"('uninfluential', 'influential')",0.21242212,0.24376835,0.41874745,0.45013317,0.18184192,0.14059712,0.4602867,0.439081,0.0212057
39,1.0267694,0.86040777,"('exploitative', 'cooperative')",-1.0765857,-1.1544144,-1.1284096,-1.1037467,-0.0714073,0.0007162846,-0.3124083,-0.3492592,0.0368509
53,-0.9977852,-1.0598193,"('uncreative', 'creative')",0.2193496,0.27292886,-0.14254479,-0.143376,1.0317427,1.0033996,0.0276906,0.0182833,0.0094073
46,0.9868403,0.75885224,"('uncompetitive', 'competitive')",-0.8333939,-0.8827228,0.7915918,0.6731233,-0.6529212,-0.7306243,0.0730293,-0.0453429,0.1183722
19,-0.9660772,-0.91090417,"('inhospitable', 'hospitable')",0.3017214,0.4257087,-1.1682783,-1.167057,0.08581278,0.1292728,-0.4367054,-0.3807449,-0.0559605
72,0.9589874,0.8539743,"('unambitious', 'ambitious')",-0.063759,0.039607365,0.0108147375,0.065470554,-0.944001,-0.98854774,-0.0094895,-0.0073739,-0.0021156
11,0.9420662,0.8452395,"('unhelpful', 'helpful')",0.05822269,-0.18944128,0.43400675,0.2901819,2.179025,2.2183874,0.9033301,0.7910919,0.1122382
58,-0.9206676,-0.89626104,"('undiscriminating', 'discriminating')",0.7996867,1.0588536,0.34351438,0.4317816,0.103545055,0.110199854,0.0815196,0.1761435,-0.0946239
87,-0.8953264,-0.97937846,"('unsuccessful', 'successful')",-0.031288773,-0.20199552,0.98390555,0.78760093,0.5246411,0.38860065,0.1454829,-0.0012931,0.146776
80,0.8928719,0.85045135,"('dominated', 'dominating')",-1.7144197,-1.7497649,0.5021383,0.27894405,-1.1920594,-1.1115668,-0.3778672,-0.4329841,0.0551169
7,0.8653691,0.65840584,"('insensitive', 'sensitive')",-0.0723431,-0.1717709,-0.23508129,-0.32846653,1.0418417,1.0504284,0.3999466,0.3021492,0.0977974
51,0.8625653,0.8157804,"('uneducated', 'educated')",-0.4702217,-0.5095271,-0.29118535,-0.34857944,0.7409637,0.6884475,0.2105305,0.1615303,0.0490002
13,0.85197675,0.68966347,"('impolite', 'polite')",-0.19274646,-0.38628107,0.6840834,0.54104173,-0.042339616,-0.09671432,0.3252435,0.1869275,0.138316
56,0.8460618,0.59159404,"('impractical', 'practical')",1.4474493,1.3310409,1.2630173,1.1227328,-0.32264945,-0.3940535,0.8084698,0.6628286,0.1456412
29,-0.84193385,-0.7801394,"('unfair', 'fair')",-0.34643063,-0.19430825,-1.437738,-1.2336556,-0.44796148,-0.32459694,-0.768516,-0.633175,-0.135341
85,-0.82615745,-0.72553194,"('insignificant', 'prestigious')",1.0646292,1.1767911,-1.1910486,-0.9781586,0.26238933,0.1737315,-0.1725469,-0.088292,-0.0842549
65,0.8255206,0.5770366,"('insecure', 'secure')",-0.99648905,-1.1800418,0.61803496,0.44096416,-0.31193194,-0.421527,0.0337836,-0.145892,0.1796756
44,-0.73808086,-0.8659752,"('prejudiced', 'unprejudiced')",-1.2821438,-1.4461399,-1.0075049,-1.1040684,-1.8754102,-1.8535647,-1.2257849,-1.3174371,0.0916522
14,0.7360637,0.61779475,"('antisocial', 'social')",0.019234803,0.0044574887,1.1575054,1.1615647,-0.72297627,-0.7585622,0.2974569,0.2563137,0.0411432
23,0.7342015,0.4482271,"('insincere', 'sincere')",-0.011435837,-0.2319513,0.32404226,0.18951257,5.959259,5.8894715,1.7515168,1.573815,0.1777018
48,0.7159588,0.460716,"('unintelligent', 'intelligent')",-0.49183834,-0.60354424,-0.20719412,-0.32861012,0.43268,0.29500425,0.1124016,-0.0441085,0.1565101
32,0.6882589,0.50301105,"('unkind', 'kind')",-0.3060844,-0.4695823,-0.06667499,-0.13354787,1.3185327,1.1586453,0.4085081,0.2646315,0.1438766
76,0.6772771,0.53178114,"('anxious', 'daring')",-0.6916335,-0.7939786,0.52582896,0.3761329,-0.050970975,0.022080697,0.1151254,0.034004,0.0811214
77,-0.66556543,-0.85886323,"('unmotivated', 'motivated')",-0.031674746,-0.106423534,0.12260718,-0.12878104,-1.278303,-1.4641812,-0.463234,-0.6395622,0.1763282
59,-0.66099155,-0.5951854,"('foolish', 'wise')",1.6418083,1.6451036,-0.4192114,-0.28603852,0.19598764,0.2616761,0.1893982,0.2563889,-0.0669907
27,0.6410083,0.6160227,"('hardhearted', 'softhearted')",-0.92834085,-0.9727696,-1.2036425,-1.2487558,1.8225461,1.8419063,0.0828928,0.0591009,0.0237919
62,0.6306651,0.5072706,"('incompetent', 'brilliant')",-1.3480417,-1.4379885,-0.63021857,-0.65783924,-0.282951,-0.2632341,-0.4076365,-0.4629478,0.0553113
22,-0.62235606,-0.58824545,"('untrustworthy', 'trustworthy')",-1.8289794,-1.7090563,-0.38567573,-0.22862002,-1.0806601,-1.0357933,-0.9794178,-0.8904288,-0.088989
69,-0.621539,-0.64879537,"('lazy', 'industrious')",1.5817722,1.5620344,0.78990126,0.7475982,-0.5515394,-0.60922813,0.2996488,0.2629023,0.0367465
34,0.6106649,0.46390697,"('mean', 'honorable')",-0.38518482,-0.3556413,0.103333876,0.09545058,6.262554,6.0469394,1.647842,1.5626639,0.0851781
37,0.60531414,0.59190404,"('fake', 'genuine')",-0.27299312,-0.3519243,-0.5263027,-0.5939023,0.36766332,0.49712864,0.0434204,0.0358015,0.0076189
57,0.5969751,0.48281538,"('unimaginative', 'imaginative')",0.3413927,0.38060257,0.5147359,0.59518784,-2.4898286,-2.392044,-0.2591812,-0.2333596,-0.0258216
21,0.5537618,0.33041048,"('immoral', 'moral')",-0.015200425,-0.0945295,0.61239964,0.4997832,-0.72724843,-0.88603395,0.1059281,-0.0375925,0.1435206
6,-0.54046875,-0.37795767,"('distant', 'open')",0.85772294,0.95582736,-2.052874,-1.845614,0.17194284,0.30647314,-0.3909193,-0.2403178,-0.1506015
75,-0.5335366,-0.22784503,"('meek', 'impulsive')",-0.61590034,-0.28808323,-1.1176448,-0.79915524,-0.4912471,-0.32988843,-0.6895822,-0.411243,-0.2783392
88,-0.47683042,-0.47018677,"('low', 'eminent')",-0.2509399,-0.21417445,-0.2984738,-0.25250083,0.09288652,0.07773397,-0.2333394,-0.214782,-0.0185574
42,0.46816143,0.29596356,"('unreliable', 'reliable')",-0.5738701,-0.55378175,-0.8208359,-0.82046026,-3.017921,-3.0242646,-0.9861164,-1.0256357,0.0395193
3,0.46626177,0.29145917,"('repellent', 'pleasant')",-1.018469,-1.0655538,0.5692668,0.46207476,0.26986465,0.25195482,0.0717311,-0.0150163,0.0867474
9,0.4559085,0.314453,"('unaffectionate', 'caring')",1.2342038,1.1255832,-0.75450665,-0.7239497,1.3146294,1.2460072,0.5625588,0.4905234,0.0720354
47,0.43014663,0.45236373,"('stupid', 'smart')",0.0062657706,0.0043637455,0.68178904,0.71011996,5.480598,5.548319,1.6496999,1.6787915,-0.0290916
8,-0.41503608,-0.35136715,"('unaffectionate', 'affectionate')",0.4808296,0.44304648,-1.5741225,-1.4457937,0.6269551,0.69683135,-0.2203435,-0.1643208,-0.0560227
38,0.41453272,0.399487,"('untruthful', 'truthful')",0.5593735,0.6459998,-0.35497683,-0.20299841,0.15685092,0.16460532,0.1939451,0.2517734,-0.0578283
15,-0.4053851,-0.18306234,"('boring', 'funny')",0.56202644,0.59238297,-0.8011543,-0.6370794,0.40564844,0.57911813,-0.0597161,0.0878398,-0.1475559
