,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
79,-1.1766255,-0.94743806,"('wavering', 'unwavering')",-1.9756516,-1.5679574,0.10010156,-0.07581131,-1.0173918,-0.8637356,-0.1536562
56,1.172723,1.222256,"('impractical', 'practical')",3.4627638,3.2863882,-0.17107025,-0.04325097,1.4881388,1.4884644,-0.0003256
12,1.0771567,1.2021674,"('unsupportive', 'supportive')",1.1596073,1.1427708,-1.4604769,-1.4028832,0.2587624,0.3140184,-0.055256
17,-1.0107013,-0.67703545,"('nasty', 'nice')",-0.5147875,-0.39474815,-0.65304893,-0.5152768,-0.7261793,-0.5290201,-0.1971592
37,-0.99278563,-1.027603,"('fake', 'genuine')",-0.064399645,-0.15284443,0.46771201,0.6461263,-0.1964911,-0.1781071,-0.018384
38,0.95762676,1.0953263,"('untruthful', 'truthful')",1.5060123,1.5125129,-0.12843613,-0.20100407,0.778401,0.8022784,-0.0238774
51,0.84105337,0.7918767,"('uneducated', 'educated')",1.4052131,1.2497411,0.075120375,0.31369817,0.7737956,0.7851054,-0.0113098
71,0.8180466,0.70131993,"('diffident', 'self-confident')",1.3415021,1.3958482,0.7707725,0.61996,0.9767737,0.9057093,0.0710644
43,0.8130608,0.73889583,"('irresponsible', 'responsible')",2.2142797,2.0569656,0.7470103,0.853681,1.2581169,1.2165142,0.0416027
28,0.7847085,0.72102726,"('disloyal', 'loyal')",0.45212948,0.4932702,0.8418557,0.8901862,0.6928979,0.7014945,-0.0085966
21,0.7276715,0.6742244,"('immoral', 'moral')",2.8014627,2.6563327,-0.58070743,-0.4135949,0.9828089,0.9723207,0.0104882
6,-0.6980146,-0.80017513,"('distant', 'open')",-2.4145846,-2.0686975,0.43532428,0.26201117,-0.8924251,-0.8689539,-0.0234712
68,-0.6467085,-0.84591675,"('dependent', 'independent')",-0.07770307,-0.27850726,-0.50361806,-0.7283978,-0.4093432,-0.6176073,0.2082641
59,-0.6466263,-0.5616116,"('foolish', 'wise')",-2.490891,-2.4061277,0.21582812,-0.047430664,-0.9738963,-1.0050567,0.0311604
0,0.6146162,0.60677046,"('unsociable', 'sociable')",2.848269,2.5505204,-0.3154265,-0.15010545,1.0491529,1.0023952,0.0467577
14,0.61129457,0.83333504,"('antisocial', 'social')",3.0790465,2.9325793,-0.34955037,-0.16911915,1.1135969,1.1989318,-0.0853349
15,-0.6034728,-0.31758273,"('boring', 'funny')",-0.19172692,-0.12554069,0.61548805,0.653264,-0.0599039,0.0700469,-0.1299508
13,0.5927411,0.7149737,"('impolite', 'polite')",2.4889362,2.3187451,-0.48751974,-0.25143725,0.8647192,0.9274272,-0.062708
78,-0.58642185,-0.5747294,"('nonresilient', 'resilient')",-0.20909184,-0.26728937,0.1846784,0.11221456,-0.2036118,-0.2432681,0.0396563
23,0.5854964,0.6924466,"('insincere', 'sincere')",3.6963646,3.4569526,6.4063687,6.47096,3.5627435,3.5401198,0.0226237
22,0.56459004,0.52547383,"('untrustworthy', 'trustworthy')",1.3212801,1.0921919,-0.62341005,-0.53125244,0.4208201,0.3621378,0.0586823
61,0.5618521,0.43865252,"('illogical', 'logical')",0.9315476,0.85561126,0.39229223,0.41596097,0.628564,0.570075,0.058489
84,-0.5527337,-0.67723584,"('inferior', 'superior')",-1.6692128,-1.7145262,0.4907628,0.45473567,-0.5770612,-0.6456755,0.0686143
88,-0.55116934,-0.71127534,"('low', 'eminent')",-0.36082953,-0.49320114,0.11526241,0.07032447,-0.2655788,-0.3780507,0.1124719
64,0.5378512,0.41084948,"('shy', 'confident')",0.25641245,0.12685062,-6.7442203,-6.7151575,-1.9833188,-2.0591524,0.0758336
44,-0.5370299,-0.6395946,"('prejudiced', 'unprejudiced')",-1.7785815,-1.7284638,-1.3958962,-1.4009064,-1.2371692,-1.2563216,0.0191524
5,-0.53675556,-0.49077815,"('distant', 'outgoing')",-2.220708,-1.9389327,0.0436654,-0.074071705,-0.9045993,-0.8345942,-0.0700051
42,0.51745987,0.45164257,"('unreliable', 'reliable')",0.16504219,0.24675283,-2.8612106,-2.8684068,-0.7262362,-0.7233372,-0.002899
67,0.46050528,0.6269069,"('doubtful', 'determined')",0.14773558,0.37685966,-0.9568076,-0.75345474,-0.1161889,0.0834373,-0.1996262
75,-0.45765412,-0.38984603,"('meek', 'impulsive')",-1.7811986,-1.4439477,-0.6483682,-0.6129794,-0.962407,-0.815591,-0.146816
33,0.3951396,0.12928945,"('wrong', 'right')",-0.7915033,-0.7315372,-0.44730175,-0.6347848,-0.2812218,-0.4123442,0.1311224
47,-0.3565409,-0.24863076,"('stupid', 'smart')",1.3819853,1.2409501,5.5134706,5.622999,2.1796384,2.2051061,-0.0254677
2,0.3462404,0.2732779,"('unlikable', 'likable')",0.22669408,0.24342687,0.16402188,0.27493507,0.2456521,0.26388,-0.0182279
65,-0.3302648,-0.44041827,"('insecure', 'secure')",1.8237661,1.4582099,0.058849566,0.073494025,0.5174503,0.3637619,0.1536884
53,0.32082722,0.16954768,"('uncreative', 'creative')",0.46421364,0.45030063,0.90259427,0.8344697,0.5625451,0.4847727,0.0777724
27,-0.2813525,-0.4232516,"('hardhearted', 'softhearted')",-0.7032886,-0.8016463,1.502937,1.4241793,0.1727653,0.0664272,0.1063381
57,0.27700564,0.27043608,"('unimaginative', 'imaginative')",0.8420978,0.85729706,-2.6266453,-2.555208,-0.502514,-0.475825,-0.026689
82,-0.26248088,-0.28407696,"('poor', 'rich')",1.8448476,1.6584573,6.529373,6.5149965,2.7039134,2.6297922,0.0741212
66,-0.25033635,-0.19179158,"('inactive', 'active')",-1.5808609,-1.5076531,0.54998654,0.43123534,-0.4270702,-0.4227364,-0.0043338
39,-0.24164039,-0.2914774,"('exploitative', 'cooperative')",1.2354089,1.0898039,0.43198928,0.41198328,0.4752526,0.4034366,0.071816
48,-0.21883853,-0.30152887,"('unintelligent', 'intelligent')",1.6901581,1.4514943,0.3713243,0.546648,0.6142146,0.5655379,0.0486767
40,0.21631727,0.09176798,"('stingy', 'generous')",0.16590929,0.18081677,-1.4806961,-1.7473488,-0.3661565,-0.491588,0.1254315
54,-0.206927,-0.26521614,"('incapable', 'capable')",-0.6545454,-0.58712125,1.5567173,1.5397075,0.2317483,0.2291234,0.0026249
73,0.1977727,-0.032853585,"('helpless', 'self-reliant')",-1.3961115,-1.2667435,-2.762134,-2.96587,-1.3201576,-1.4218224,0.1016648
7,0.18632898,0.101849765,"('insensitive', 'sensitive')",1.8834862,1.658263,1.1824323,1.2811142,1.0840824,1.0137423,0.0703401
45,-0.18506822,-0.1137111,"('incompetent', 'competent')",2.2959797,1.9804415,0.065713264,0.18882658,0.7255416,0.6851857,0.0403559
58,-0.1675305,-0.39144474,"('undiscriminating', 'discriminating')",-0.33519408,-0.32795233,0.092719376,0.028100535,-0.1366684,-0.2304322,0.0937638
41,-0.13254488,-0.07245191,"('unforgiving', 'forgiving')",0.21412355,0.22526754,-0.29679918,-0.24506697,-0.0717402,-0.0307504,-0.0409898
18,-0.13202655,-0.2256824,"('disagreeable', 'welcoming')",0.3311878,0.26736683,-0.23748367,-0.41353312,-0.0127741,-0.1239496,0.1111755
77,0.11604844,-0.17440869,"('unmotivated', 'motivated')",1.2518313,1.0091065,-1.0415028,-1.0888684,0.1087923,-0.0847235,0.1935158
74,0.11377027,-0.019923115,"('undedicated', 'dedicated')",0.3550103,0.23380427,-0.1513638,-0.0014331946,0.1058056,0.070816,0.0349896
8,0.10398421,0.14480542,"('unaffectionate', 'affectionate')",-1.5105078,-1.3162814,1.2625937,1.2440084,-0.0479766,0.0241775,-0.0721541
4,-0.10376762,-0.05369439,"('disliked', 'liked')",-2.125786,-2.0662034,-6.969346,-7.1286874,-3.0663001,-3.0828616,0.0165615
86,-0.0994263,-0.16250446,"('uninfluential', 'influential')",1.2776736,1.0414847,0.08827765,0.3040417,0.422175,0.3943407,0.0278343
30,0.0985178,0.20533995,"('intolerant', 'tolerant')",2.716121,2.5875754,0.8190505,0.9765734,1.2112298,1.2564963,-0.0452665
29,0.08565167,-0.072685875,"('unfair', 'fair')",-0.83495486,-0.9910932,-0.14337581,-0.16944802,-0.2975597,-0.4110757,0.113516
3,0.07821105,-0.06639237,"('repellent', 'pleasant')",2.2945495,2.037244,0.5210113,0.59116864,0.9645906,0.8540068,0.1105838
1,-0.027642416,-0.22258367,"('unfriendly', 'friendly')",-0.97456884,-1.0137609,2.1302907,2.0316806,0.3760265,0.265112,0.1109145
25,-0.020292684,-0.33423388,"('egoistic', 'altruistic')",-0.32482266,-0.26224107,1.5370296,1.480038,0.3973048,0.294521,0.1027838
10,0.0017926507,0.102666244,"('unsympathetic', 'sympathetic')",2.3696275,2.2546728,-0.48844892,-0.14279999,0.6276571,0.7381796,-0.1105225
