,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
79,1.5065261,1.4460784,"('wavering', 'unwavering')",2.0746531,1.8676984,1.0359893,1.0050704,0.7685049,0.85769004,0.6618022,0.5886543,1.2094952,1.1530384,0.0564568
6,1.5055143,1.8534294,"('distant', 'open')",1.0198362,1.2208008,0.5127535,0.83327276,0.46601203,0.75645655,0.9925635,0.8301777,0.8993359,1.0988275,-0.1994916
20,1.4747642,1.295982,"('rough', 'thoughtful')",-0.23776954,-0.28325182,0.96088123,1.0243416,-0.24317282,-0.17593528,0.6737943,0.7413237,0.5256995,0.520492,0.0052075
25,1.4632949,1.4867607,"('egoistic', 'altruistic')",1.2338824,1.2031059,0.9898137,1.0117801,1.7347649,1.7638514,1.9709957,1.9620632,1.4785503,1.4855123,-0.006962
55,-1.4482937,-1.5148543,"('incompetent', 'clever')",-2.2799487,-1.899331,0.20638058,0.08356554,-2.0935974,-2.3454106,-0.5048706,-0.24017406,-1.224066,-1.1832409,-0.0408251
70,-1.4219742,-1.3939886,"('lethargic', 'energetic')",-0.5941701,-0.24486388,0.5837389,0.80671453,-1.6219771,-1.6949909,0.34798414,0.7260095,-0.5412796,-0.3602238,-0.1810558
39,1.3944861,1.2321261,"('exploitative', 'cooperative')",1.2529384,0.94759,0.027057167,0.043500587,0.46694815,0.5130638,0.071208164,-0.0914156,0.6425276,0.528973,0.1135546
84,1.3557467,1.3558692,"('inferior', 'superior')",0.69317716,0.7127485,1.0744973,1.1679324,0.5426618,0.73924,0.8307378,0.8626501,0.8993641,0.9676881,-0.068324
0,-1.2724949,-1.4895328,"('unsociable', 'sociable')",-1.6118723,-1.5392492,-0.090962045,-0.08784412,-1.2981625,-1.4541522,-0.7971506,-0.7660179,-1.0141285,-1.0673593,0.0532308
12,1.259602,1.0838486,"('unsupportive', 'supportive')",1.2390615,1.4016534,1.0098839,1.04023,-0.67218715,-0.8504098,-1.2745727,-1.3773171,0.3123575,0.259601,0.0527565
71,1.2573583,1.0290577,"('diffident', 'self-confident')",1.4677126,1.5049874,0.15616491,0.08487046,-0.21431056,-0.1233713,0.84802765,0.64865166,0.7029906,0.6288392,0.0741514
78,1.2236269,1.2135724,"('nonresilient', 'resilient')",0.51530844,0.6120918,1.4662634,1.4546423,1.3353975,1.1632749,0.76037616,0.9389357,1.0601944,1.0765034,-0.016309
3,-1.1689616,-1.230794,"('repellent', 'pleasant')",-1.0573072,-1.0139371,-0.35212848,-0.49925363,0.8482505,0.73356825,0.12938498,0.43577415,-0.3201524,-0.3149285,-0.0052239
21,-1.1495019,-1.1434312,"('immoral', 'moral')",-1.2077137,-0.8652127,-0.01075834,0.07322433,-2.3155665,-2.3412588,-1.4041839,-1.1127551,-1.2175448,-1.0778866,-0.1396582
49,-1.0471632,-1.0084324,"('unable', 'able')",-0.80584675,-0.7720774,-0.04475358,-0.20823161,-1.350111,-1.253953,-0.5683699,-0.40654427,-0.7632489,-0.7298477,-0.0334012
29,1.0329221,1.0821474,"('unfair', 'fair')",0.043304045,0.11396015,-0.17219773,-0.1505816,-0.71862435,-0.67033774,-0.30041155,-0.34218162,-0.0230015,0.0066013,-0.0296028
56,-1.0317092,-0.95259154,"('impractical', 'practical')",-1.5951195,-1.2708972,-0.8989374,-0.7429052,-1.8467586,-1.9245403,-1.1021982,-0.97015375,-1.2949446,-1.1722176,-0.122727
60,-1.0147911,-0.93194306,"('inefficient', 'efficient')",-2.0379176,-1.7574437,-0.3573185,-0.22525,-2.2929337,-2.4212182,-0.8545031,-0.4967515,-1.3114928,-1.1665213,-0.1449715
48,-1.0070193,-1.1137099,"('unintelligent', 'intelligent')",-1.981544,-1.7887064,-0.2885043,-0.5403825,-2.5869596,-2.940497,0.12237033,0.16426884,-1.1483314,-1.2438053,0.0954739
44,-0.99882853,-1.0991383,"('prejudiced', 'unprejudiced')",-0.40636474,-0.71388435,-1.1496379,-1.0057099,-0.6385367,-0.31517574,-2.0440311,-2.0810385,-1.0474798,-1.0429893,-0.0044905
77,0.97267294,0.7296065,"('unmotivated', 'motivated')",-0.44954404,-0.74525344,0.28284422,0.29823783,0.00013667159,-0.0057811514,-1.153291,-1.0233495,-0.0694363,-0.149308,0.0798717
75,0.96455926,1.0254693,"('meek', 'impulsive')",1.2498813,1.0045236,0.2922932,0.2595529,1.5049757,1.7382454,-0.20169364,-0.18817857,0.7620032,0.7679226,-0.0059194
8,0.9282382,0.9481674,"('unaffectionate', 'affectionate')",1.3559954,1.545954,0.20751598,0.3781744,0.066587694,0.22438504,1.6276244,1.425864,0.8371923,0.904509,-0.0673167
40,0.9257191,0.97227794,"('stingy', 'generous')",0.46874756,0.8555093,0.11108747,0.022922646,0.12728882,-0.1448323,-1.1272111,-1.3254168,0.1011264,0.0760921,0.0250343
28,-0.87764204,-0.8055917,"('disloyal', 'loyal')",-1.3942586,-1.2884728,-0.37622923,-0.44875655,-1.4903117,-1.7761132,1.0246139,0.9043267,-0.6227655,-0.6829215,0.060156
68,-0.8564873,-0.94517523,"('dependent', 'independent')",0.20137818,0.20522599,-0.8893776,-0.9905451,-1.5038316,-1.4030238,-0.5229911,-0.43419018,-0.7142619,-0.7135417,-0.0007202
82,-0.8467658,-0.5809823,"('poor', 'rich')",-2.16329,-1.9072666,-0.35325366,-0.11142437,-1.1324022,-0.89266175,5.9441714,6.5970445,0.289692,0.6209419,-0.3312499
13,-0.81994754,-0.9040085,"('impolite', 'polite')",-1.5364105,-1.378103,-0.5538877,-0.5188285,-1.0682714,-1.1804595,-0.7322647,-0.58670723,-0.9421564,-0.9136213,-0.0285351
72,0.79753697,0.8595147,"('unambitious', 'ambitious')",-0.2547575,-0.0017453888,-0.76090616,-0.68200934,-0.5988093,-0.6688185,-0.8277777,-0.62063986,-0.3289427,-0.2227397,-0.106203
59,0.79695433,0.8914055,"('foolish', 'wise')",0.68962896,0.55125654,0.935009,0.9541516,-0.1357952,0.030881405,0.7499392,0.6928782,0.6071473,0.6241147,-0.0169674
76,-0.7799167,-0.73153156,"('anxious', 'daring')",-0.8280069,-0.6550855,1.2766236,1.3866698,-0.74730945,-0.8208055,-0.78454113,-0.46566194,-0.3726301,-0.2572829,-0.1153472
24,-0.6919094,-0.36244702,"('dishonest', 'honest')",-0.85985047,-0.51913565,-0.9915388,-0.71616197,-2.3671083,-2.3462124,0.6545488,0.77108675,-0.8511717,-0.6345741,-0.2165976
14,-0.68890566,-0.7320804,"('antisocial', 'social')",-0.90544856,-0.67647845,1.1803879,1.2492661,-0.2571826,-0.39247435,-1.0661908,-0.8888362,-0.3474679,-0.2881207,-0.0593472
4,-0.604441,-0.39838582,"('disliked', 'liked')",0.3770249,0.6403095,-0.054797422,-0.21369688,-0.21348679,-0.3002409,-6.5810766,-6.9718504,-1.4153554,-1.4487729,0.0334175
34,0.60247576,0.49648893,"('mean', 'honorable')",0.57022846,0.48731083,0.131295,0.17134628,0.28340727,0.44424486,6.2109256,6.555329,1.5596664,1.6309439,-0.0712775
27,-0.6012568,-0.5528176,"('hardhearted', 'softhearted')",-0.25616446,-0.22830053,-0.30610374,-0.30021456,-0.29182532,-0.25895488,1.756043,1.61155,0.0601385,0.0542525,0.005886
50,0.5984018,0.34835687,"('clumsy', 'skillful')",1.2995354,1.0043787,2.1589592,1.9355772,0.87425315,0.76574975,0.8671404,0.9786828,1.159658,1.0065491,0.1531089
37,-0.59608424,-0.7788425,"('fake', 'genuine')",-0.19303839,-0.20103559,-0.42400557,-0.3441343,-0.9651612,-1.0179482,0.41132298,0.31213847,-0.3533933,-0.4059644,0.0525711
30,-0.5856541,-0.6029044,"('intolerant', 'tolerant')",-1.7918206,-1.4534216,-0.2686339,-0.41344658,-1.6724403,-1.8284945,0.40123084,0.38045108,-0.7834637,-0.7835632,9.95e-05
86,-0.56921434,-0.70029235,"('uninfluential', 'influential')",-0.61468995,-0.29574075,0.4339007,-0.000102911144,-0.97186184,-1.4606073,0.49823213,0.512835,-0.2447267,-0.3887816,0.1440549
11,-0.52648234,-0.7447835,"('unhelpful', 'helpful')",-1.4302926,-1.5166577,-0.8434825,-0.92421556,-1.5086883,-1.5150465,1.6971271,1.7680553,-0.5223637,-0.5865295,0.0641658
65,-0.50555927,-0.49267694,"('insecure', 'secure')",-1.2768648,-1.1467928,0.3323995,0.2700293,-1.461178,-1.6392124,-1.0953019,-0.7254517,-0.8013008,-0.7468209,-0.0544799
42,0.49083456,0.53303933,"('unreliable', 'reliable')",1.1790231,1.4004014,1.1857625,1.1967094,-0.057144105,-0.20438518,-2.9785361,-2.9118593,-0.036012,0.0027811,-0.0387931
62,-0.47261503,-0.39975,"('incompetent', 'brilliant')",-0.9816157,-0.61840075,-0.48069155,-0.28993553,-1.9801362,-1.9612851,-0.41457266,-0.052576706,-0.8659263,-0.6643897,-0.2015366
16,0.46485063,0.53927314,"('unpopular', 'popular')",-0.25337732,-0.39742586,0.6240852,0.4762609,0.34967718,0.34128404,0.97869027,0.98641545,0.4327852,0.3891615,0.0436237
31,0.43747494,0.6910333,"('evil', 'good')",0.32798606,0.5492335,-0.08546528,-0.26591757,1.2326533,1.3124257,-0.16107582,-0.44258827,0.3503146,0.3688374,-0.0185228
88,0.3960048,0.30741137,"('low', 'eminent')",-0.836478,-0.6575768,-0.057284266,-0.029258737,-1.438166,-1.4320151,0.38149098,0.5151959,-0.3108865,-0.2592487,-0.0516378
74,0.38869596,0.39416867,"('undedicated', 'dedicated')",0.4862929,0.79601824,0.70540965,0.82389134,-0.38007352,-0.4495299,0.5482636,0.44424698,0.3497177,0.4017591,-0.0520414
80,-0.3858331,-0.6486736,"('dominated', 'dominating')",-0.26909894,-0.5188148,0.3913809,0.31300774,-0.11826988,-0.453142,-1.2439444,-1.2296257,-0.3251531,-0.5074497,0.1822966
57,-0.31920996,-0.44500688,"('unimaginative', 'imaginative')",-1.3717455,-1.1885656,-0.026312545,-0.23233798,-1.1060312,-1.446546,-2.8750668,-3.0404756,-1.1396732,-1.2705864,0.1309132
64,-0.31338838,-0.36238855,"('shy', 'confident')",-0.48948973,-0.4485269,-0.11606057,-0.25224105,0.051005147,0.025047325,-7.1716027,-7.274855,-1.6079073,-1.6625929,0.0546856
32,-0.26054215,-0.08492574,"('unkind', 'kind')",-0.36726576,-0.13087595,0.05492223,0.16987349,-1.2009829,-1.3132646,1.0818847,1.1037669,-0.1383968,-0.0510852,-0.0873116
46,-0.21767405,-0.42146656,"('uncompetitive', 'competitive')",-0.33987802,-0.23160276,0.5643921,0.49313205,-0.7821462,-0.95074236,-0.9613833,-0.7754182,-0.3473379,-0.3772196,0.0298817
35,0.21149781,0.29935762,"('corrupt', 'incorrupt')",0.6011798,0.43525332,-0.2862938,-0.42752433,1.3965483,1.6003345,0.55189276,0.22602041,0.494965,0.4266883,0.0682767
47,-0.21109483,-0.16324437,"('stupid', 'smart')",-0.95851177,-0.8138583,0.057670414,0.32644647,-1.084589,-0.98528785,4.9565716,5.268213,0.5520093,0.7264538,-0.1744445
23,-0.20100646,-0.27928677,"('insincere', 'sincere')",-1.1357723,-1.1055658,-0.7001606,-0.51797575,-2.446211,-2.488463,5.7933087,6.1752925,0.2620317,0.3568003,-0.0947686
51,-0.18382162,-0.4277704,"('uneducated', 'educated')",-0.23730046,-0.09042506,1.2953866,1.0999002,-0.4593808,-0.7460518,1.0226333,1.0569282,0.2875034,0.1785162,0.1089872
38,-0.1786795,-0.062067717,"('untruthful', 'truthful')",-0.16154315,-0.18492934,-0.830563,-0.7046367,-0.68799055,-0.63790274,0.28082913,0.22650848,-0.3155894,-0.2726056,-0.0429838
7,-0.17566037,-0.121833965,"('insensitive', 'sensitive')",-0.9853394,-0.80016583,0.0859109,0.24506915,-1.2597376,-1.3855543,0.9252345,1.097735,-0.2819184,-0.19295,-0.0889684
67,-0.17435075,-0.08258939,"('doubtful', 'determined')",-0.19396797,-0.2632351,-0.21705902,-0.056023948,-0.2717057,-0.23002924,-0.865047,-0.9032423,-0.3444261,-0.307024,-0.0374021
43,0.11079492,0.21996987,"('irresponsible', 'responsible')",-0.3227777,-0.109916896,-0.79088897,-0.4641307,-1.6833713,-1.6503808,0.14677987,0.3480244,-0.5078927,-0.3312869,-0.1766058
18,-0.086666435,0.065491065,"('disagreeable', 'welcoming')",0.45228583,0.84448826,0.60283005,0.5661239,-0.7370334,-0.65224457,-0.16706428,-0.2013055,0.0128704,0.1245106,-0.1116402
19,0.05740977,0.21654956,"('inhospitable', 'hospitable')",0.68815696,0.8473629,-0.5187186,-0.45482782,-0.18658188,0.05774059,0.23210964,0.17513202,0.0544752,0.1683914,-0.1139162
15,-0.051395293,-0.04840441,"('boring', 'funny')",0.63630575,0.5257774,0.30002302,0.2701892,-0.39509317,-0.492805,0.51008713,0.31163424,0.1999855,0.1132783,0.0867072
41,-0.046408847,0.17522538,"('unforgiving', 'forgiving')",0.08385518,0.45210508,0.023153692,-0.19093728,-0.58684635,-0.7586748,0.24541983,-0.10050516,-0.0561653,-0.0845574,0.0283921
17,0.020725524,0.0917945,"('nasty', 'nice')",-0.8588801,-1.0706037,-0.14068824,-0.16674605,-0.34643632,-0.24284461,-0.9742045,-1.0524278,-0.4598967,-0.4881655,0.0282688
63,-0.009849843,-0.1493147,"('unperceptive', 'insightful')",0.6633171,0.7791497,1.3500087,1.3696173,-0.81654704,-0.944357,1.4543102,1.6359304,0.5282478,0.5382051,-0.0099573
