,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
46,1.3178551,1.273105,"('uncompetitive', 'competitive')",2.2259982,2.576787,0.03403421,-0.024169805,1.1926292,1.2752407,-0.0826115
38,-1.2693682,-1.4452102,"('untruthful', 'truthful')",-0.9626244,-1.1407775,-0.48654833,-0.38725752,-0.9061803,-0.9910817,0.0849014
7,1.2590091,1.2371607,"('insensitive', 'sensitive')",1.3092773,1.1562505,0.953166,0.7599433,1.1738175,1.0511181,0.1226994
9,-1.1914967,-1.2677745,"('unaffectionate', 'caring')",-0.12963468,-0.20676526,1.08407,1.0825562,-0.0790205,-0.1306612,0.0516407
79,-1.1460798,-1.2545176,"('wavering', 'unwavering')",-1.6011962,-1.8061305,-0.14459361,-0.19063503,-0.9639565,-1.083761,0.1198045
41,-1.121838,-1.3001316,"('unforgiving', 'forgiving')",-0.099691644,-0.27595016,0.276677,0.28547886,-0.3149509,-0.430201,0.1152501
28,-1.0924097,-1.0315833,"('disloyal', 'loyal')",-0.16466814,-0.15700145,0.97107035,0.9235385,-0.0953359,-0.0883488,-0.0069871
39,0.9927212,1.2637866,"('exploitative', 'cooperative')",-0.074801974,-0.00275408,-0.19751237,-0.11845681,0.2401356,0.3808585,-0.1407229
54,-0.98837495,-0.90478206,"('incapable', 'capable')",-0.19586712,-0.07647767,0.7601393,0.8481188,-0.1413676,-0.0443803,-0.0969873
42,0.98651344,0.9276773,"('unreliable', 'reliable')",1.918893,1.9544315,-2.020709,-2.0122201,0.2948991,0.2899628,0.0049363
4,-0.9332914,-1.0702178,"('disliked', 'liked')",-0.26394862,-0.4271361,-6.308049,-6.1282206,-2.501763,-2.5418582,0.0400952
88,-0.9165631,-0.8939132,"('low', 'eminent')",-0.21419087,-0.10199321,-0.12233336,0.05291106,-0.4176958,-0.3143318,-0.103364
16,-0.9058066,-0.9993236,"('unpopular', 'popular')",-0.8179609,-0.91218483,0.39981297,0.3670775,-0.4413182,-0.5148103,0.0734921
35,-0.89785445,-0.9085598,"('corrupt', 'incorrupt')",-1.8940288,-1.9057763,-0.3597636,-0.2432339,-1.050549,-1.01919,-0.031359
2,-0.88636196,-0.9059139,"('unlikable', 'likable')",1.2469205,1.4220223,0.6349749,0.7954639,0.3318445,0.4371908,-0.1053463
18,-0.88452524,-0.8422574,"('disagreeable', 'welcoming')",-0.2852414,-0.24486023,-0.40078798,-0.23122483,-0.5235182,-0.4394475,-0.0840707
17,-0.8523165,-0.8204153,"('nasty', 'nice')",-1.3234444,-1.3451715,-0.5936993,-0.5422896,-0.9231533,-0.9026254,-0.0205279
50,0.8270449,0.78695005,"('clumsy', 'skillful')",0.43692946,0.22704981,0.51612544,0.30612165,0.5933666,0.4400405,0.1533261
26,-0.81087756,-0.94411623,"('hardhearted', 'benevolent')",1.3697163,1.3544658,1.5690615,1.7660561,0.7093,0.7254686,-0.0161686
81,0.774316,0.95986646,"('submissive', 'aggressive')",1.2680762,1.4800291,-0.60975033,-0.6785745,0.4775473,0.587107,-0.1095597
37,0.77154565,0.7103952,"('fake', 'genuine')",0.50014967,0.4604583,0.7199901,0.58243525,0.6638951,0.5844296,0.0794655
0,-0.7600056,-0.85537505,"('unsociable', 'sociable')",0.37296328,0.45746723,-0.16280818,-0.19263607,-0.1832835,-0.196848,0.0135645
70,0.7585387,0.6267452,"('lethargic', 'energetic')",1.7035449,1.8828515,1.2393523,1.0577761,1.233812,1.1891243,0.0446877
21,0.71265936,0.7540089,"('immoral', 'moral')",0.87660176,0.9736087,-0.50668126,-0.551532,0.36086,0.3920285,-0.0311685
51,-0.6889057,-0.6736765,"('uneducated', 'educated')",0.73490465,1.0054157,0.18443292,0.18401574,0.0768106,0.1719183,-0.0951077
47,0.6756595,0.6926738,"('stupid', 'smart')",0.75941217,0.73582953,5.498379,5.287492,2.3111502,2.2386649,0.0724853
66,-0.6734887,-0.67818516,"('inactive', 'active')",0.878,0.976287,1.2609988,1.3378469,0.4885034,0.5453162,-0.0568128
23,0.6679667,0.53941333,"('insincere', 'sincere')",0.15449062,-0.00095276535,5.44378,5.1627684,2.0887458,1.9004097,0.1883361
87,0.66092753,0.63554734,"('unsuccessful', 'successful')",1.0065523,1.0923125,0.7829792,0.7708938,0.8168197,0.8329178,-0.0160981
73,0.65181327,0.66799355,"('helpless', 'self-reliant')",0.16166094,0.071051165,-3.0921,-3.1020896,-0.7595419,-0.7876817,0.0281398
25,-0.647188,-0.72746944,"('egoistic', 'altruistic')",0.44095433,0.4656809,1.5335811,1.7160442,0.4424492,0.4847519,-0.0423027
71,0.6420258,0.59943265,"('diffident', 'self-confident')",1.040199,0.9632995,0.6733635,0.64914495,0.7851961,0.7372924,0.0479037
24,-0.62980753,-0.6964659,"('dishonest', 'honest')",-1.2716732,-1.3946167,0.12924227,0.08769603,-0.5907461,-0.6677955,0.0770494
44,-0.61751944,-0.550574,"('prejudiced', 'unprejudiced')",-1.1493232,-1.0524806,-1.5128522,-1.4620144,-1.0932316,-1.0216897,-0.0715419
61,0.61094123,0.58458745,"('illogical', 'logical')",0.552561,0.534376,0.48808897,0.46661422,0.5505304,0.5285259,0.0220045
63,0.60370755,0.38845456,"('unperceptive', 'insightful')",2.3775425,2.345905,1.3934194,1.2731149,1.4582232,1.335825,0.1223982
67,0.5788409,0.59488463,"('doubtful', 'determined')",0.62942076,0.574705,-0.8074242,-0.7173761,0.1336125,0.1507378,-0.0171253
84,0.5105536,0.47403237,"('inferior', 'superior')",0.33460778,0.2557337,0.76738125,0.87424535,0.5375142,0.5346705,0.0028437
57,0.46628532,0.36711514,"('unimaginative', 'imaginative')",0.6753353,0.73568344,-2.1192954,-1.9571618,-0.3258916,-0.2847877,-0.0411039
72,-0.45914164,-0.56142807,"('unambitious', 'ambitious')",-0.21802408,-0.14664535,-1.070678,-1.160742,-0.5826146,-0.6229385,0.0403239
59,-0.45458525,-0.4807527,"('foolish', 'wise')",-0.3997558,-0.6535865,0.09451053,0.22786108,-0.2532768,-0.3021594,0.0488826
55,0.423772,0.42091548,"('incompetent', 'clever')",0.69631463,0.9149832,0.26399308,0.11891208,0.4613599,0.4849369,-0.023577
33,0.42169434,0.37363106,"('wrong', 'right')",0.37502235,0.3281042,-0.6894711,-0.5507761,0.0357485,0.0503197,-0.0145712
11,0.4160494,0.3384571,"('unhelpful', 'helpful')",-0.14042717,-0.34803993,1.6900241,1.5619798,0.6552155,0.5174657,0.1377498
32,-0.4120853,-0.4865472,"('unkind', 'kind')",0.530064,0.5428999,0.7872882,0.817038,0.3017556,0.2911302,0.0106254
14,0.38175657,0.49943823,"('antisocial', 'social')",2.007359,2.293954,-0.5827521,-0.501102,0.6021212,0.7640967,-0.1619755
74,0.375251,0.20044056,"('undedicated', 'dedicated')",0.34189287,0.47099212,0.16033891,0.35928494,0.2924943,0.3435725,-0.0510782
64,0.3739438,0.43166548,"('shy', 'confident')",1.2055184,1.2770205,-6.210119,-5.92073,-1.5435522,-1.4040147,-0.1395375
40,0.35446176,0.07604231,"('stingy', 'generous')",0.655757,0.5480705,-1.0644333,-1.2588127,-0.0180715,-0.2115666,0.1934951
75,-0.34956002,-0.38126707,"('meek', 'impulsive')",-0.4703194,-0.47680023,-0.19434983,-0.28505307,-0.3380764,-0.3810401,0.0429637
82,-0.34364662,-0.4187338,"('poor', 'rich')",0.5857117,0.6424534,6.0612583,5.73547,2.1011078,1.9863965,0.1147113
13,0.33217585,0.39492983,"('impolite', 'polite')",0.5975014,0.6976852,-0.023127608,-0.06753497,0.3021832,0.3416934,-0.0395102
68,0.33037382,0.46585453,"('dependent', 'independent')",0.12115001,0.17327043,-0.3334966,-0.42071357,0.0393424,0.0728038,-0.0334614
3,0.32141313,0.25434664,"('repellent', 'pleasant')",1.0642239,1.2426959,0.6887012,0.48450184,0.6914461,0.6605148,0.0309313
62,0.31861496,0.35126153,"('incompetent', 'brilliant')",0.8429984,1.0646807,0.015147505,-0.090389304,0.3922536,0.441851,-0.0495974
77,0.2840911,0.34568352,"('unmotivated', 'motivated')",1.2841855,1.5038601,-0.949531,-0.8188585,0.2062485,0.3435617,-0.1373132
10,0.26267898,0.120392725,"('unsympathetic', 'sympathetic')",0.32059845,0.4536459,0.07226132,-0.04368625,0.2185129,0.1767841,0.0417288
86,-0.19528322,-0.31461862,"('uninfluential', 'influential')",0.45924124,0.674007,0.06598022,0.03989825,0.1099794,0.1330955,-0.0231161
53,-0.1882887,-0.22617398,"('uncreative', 'creative')",0.82468057,0.881278,1.2960196,1.3658607,0.6441371,0.6736549,-0.0295178
69,-0.17997919,-0.07728122,"('lazy', 'industrious')",0.30974692,0.20025395,-0.5352397,-0.37785015,-0.1351573,-0.0849591,-0.0501982
45,0.17419228,-0.07251945,"('incompetent', 'competent')",0.81044084,0.48817322,0.07694124,-0.2320495,0.3538581,0.0612014,0.2926567
58,0.16651188,0.016687933,"('undiscriminating', 'discriminating')",1.1601074,1.1194869,0.30215263,0.25485933,0.542924,0.4636781,0.0792459
78,0.144418,-0.07007417,"('nonresilient', 'resilient')",1.3241377,1.2154717,0.5878461,0.56909466,0.6854672,0.5714974,0.1139698
34,0.13732162,0.11598429,"('mean', 'honorable')",0.085440174,-0.0037494972,5.9007115,5.7757835,2.0411577,1.9626727,0.078485
20,0.10204396,0.04807867,"('rough', 'thoughtful')",0.8952762,0.80956745,1.344826,1.3021489,0.7807154,0.7199317,0.0607837
83,0.09747194,0.122149475,"('powerless', 'powerful')",0.6668949,0.80058885,-0.7570558,-0.6948761,0.002437,0.0759541,-0.0735171
12,0.09222986,-0.13078144,"('unsupportive', 'supportive')",0.81365967,0.815789,-1.5577757,-1.4043812,-0.2172954,-0.2397912,0.0224958
15,0.07551484,-0.0027332678,"('boring', 'funny')",-1.4055738,-1.6250305,0.17751125,0.17972627,-0.3841826,-0.4826792,0.0984966
29,-0.04822752,-0.0712763,"('unfair', 'fair')",-0.17223299,-0.28710112,-0.38067877,-0.4656391,-0.2003798,-0.2746722,0.0742924
27,-0.040716283,-0.23905513,"('hardhearted', 'softhearted')",0.5222908,0.34163982,1.5181732,1.3836418,0.6665826,0.4954089,0.1711737
48,-0.03572686,-0.11795929,"('unintelligent', 'intelligent')",0.06412315,0.009148788,0.42502946,0.3907727,0.1511419,0.0939874,0.0571545
49,-0.02499648,0.105778,"('unable', 'able')",-0.5528425,-0.41371667,-0.30741796,-0.34044233,-0.2950856,-0.216127,-0.0789586
22,-0.0062558763,-0.13339272,"('untrustworthy', 'trustworthy')",0.6353539,0.61434525,-0.6425696,-0.74382293,-0.0044905,-0.0876235,0.083133
43,0.0034179986,-0.16298936,"('irresponsible', 'responsible')",0.3243094,0.2845798,0.4091652,0.4298892,0.2456309,0.1838265,0.0618044
